"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2018 (January-March)",,,,, 
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions 
,,Vergers du Lac SENC,"St-Joseph-du-Lac, QC J0N 1M0",8431-General farm workers,5
,,Vergers Stevenson inc.,"Franklin, QC J0S 1E0",8431-General farm workers,4
,,Vert Nature Inc.,"Sherrington, QC J0L 2N0",8431-General farm workers,119
,,Vignoble de l'Orpailleur inc.,"Dunham, QC J0E 1M0",8431-General farm workers,8
,,Vignoble Gagliano inc.,"Dunham, QC J0E 1M0",8431-General farm workers,2
,,Vignoble Kobloth & Fils inc,"ST-BRUNO, QC J3V 0L8",8431-General farm workers,2
,,Visonnière Labonté et fils inc.,"Thetford Mines, QC G6H 4J5",8431-General farm workers,6
, Global Talent Stream,6362222 Canada Inc.,"Montréal, QC H3E 3B3",2171-Information systems analysts and consultants,2
,,9298-7387 Québec inc.,"MONTRÉAL, QC H3K 1G6",2171-Information systems analysts and consultants,2
,,9367-2079 Québec inc,"MONTRÉAL, QC H2T 2S5",2173-Software engineers and designers,1
,,9375-1980 Québec inc.,"Montréal, QC H3A 1T1",2174-Computer programmers and interactive media developers,1
,,Alithya Canada Inc,"Montréal, QC H3B 5M2",2171-Information systems analysts and consultants,1
,,,,2174-Computer programmers and interactive media developers,2
,,Atomic Fiction Canada Inc.,"Montréal, QC H3A 2J5",5241-Graphic designers and illustrators,1
,,Ayuda Media Systems Inc,"Montreal, QC H2Y 2E1",2174-Computer programmers and interactive media developers,1
,,BNP Paribas,"Montréal, QC H3A 2W8",0213-Computer and information systems managers,1
,,Centre Canadien d'Architecture,"Montréal, QC H3H 2S6","0014-Senior managers - health, education, social and community services and membership organizations",1
,,CGI Information Systems and Management Consultants Inc.,"MONTREAL, QC H3G  1T",2171-Information systems analysts and consultants,3
,,,,2173-Software engineers and designers,1
,,,,2174-Computer programmers and interactive media developers,4
,,Cinesite Inc.,"MONTRÉAL, QC H2Y 0A3","5131-Producers, directors, choreographers and related occupations",1
,,,,5241-Graphic designers and illustrators,1
,,Conseiller en Gestion et Informatique CGI Inc,"Montreal, QC H3G 1T4",0213-Computer and information systems managers,8
,,,,2171-Information systems analysts and consultants,15
,,,,2172-Database analysts and data administrators,1
,,,,2174-Computer programmers and interactive media developers,12
,,Desjardins Groupe d'Assurances Générales Inc.,"LÉVIS, QC G6V 6P9",2173-Software engineers and designers,1
,,Element AI Inc.,"MONTRÉAL, QC H2S 3G9",2171-Information systems analysts and consultants,1
,,,,2173-Software engineers and designers,6
,,Facilité Conseils et Solutions Inc.,"Montréal, QC H3B 2G2",2171-Information systems analysts and consultants,2
,,Fluent.ai Inc.,"Montréal, QC H3G 2E3",2173-Software engineers and designers,1
,,Fujitsu Consulting (Canada) Inc.,"QUÉBEC, QC G2K 0B8",2173-Software engineers and designers,2
,,,,2174-Computer programmers and interactive media developers,6
,,GFT Technologies Canada inc.,"QUÉBEC, QC G1W 0E8",2174-Computer programmers and interactive media developers,2
,,Giro Inc. (Le groupe en informatique et recherche opérationnelle),"Montreal, QC H3L 3T1",2171-Information systems analysts and consultants,1
,,GNL Québec inc.,"Chicoutimi, QC G7H 6K9","0016-Senior managers - construction, transportation, production and utilities",1
,,Groupe Atallah inc./SSENSE,"Montréal, QC H2N 2E7",0213-Computer and information systems managers,1
,,,,2172-Database analysts and data administrators,1
,,Groupe Conseil ERA,"VERDUN, QC H3E 1J4",2171-Information systems analysts and consultants,2
,,Groupe Conseil Fxinnovation Inc.,"MONTRÉAL, QC H3A 1L4",0213-Computer and information systems managers,1
,,,,2173-Software engineers and designers,2
,,Groupe Technologies Desjardins Inc.,"MONTRÉAL, QC H5B 1B2",2171-Information systems analysts and consultants,4
,,,,2173-Software engineers and designers,4
,,,,2175-Web designers and developers,2
,,Hitachi Systems Security inc,"Blainville, QC J7C 5J6","0013-Senior managers - financial, communications and other business services",1
,,JASMINE CONSEIL CANADA INC.,"Laval, QC H7T 3B5",2174-Computer programmers and interactive media developers,1
,,K2 Geospatial,"MONTRÉAL, QC H3G 1R8",2174-Computer programmers and interactive media developers,1
,,,,2175-Web designers and developers,1
,,KINESSOR GROUPE-CONSEILS INC.,"Montréal, QC H3B 1P5",2171-Information systems analysts and consultants,1
,,LES AGENCES LISETTE LIMOGES INC.,"Montréal, QC H3B 4M4",0601-Corporate sales managers,1
,,Les Éditions Greencopper inc.,"Montréal, QC H4C 2Z6",2174-Computer programmers and interactive media developers,1
,,Les Services Conseils Systématix Inc.,"QUÉBEC, QC G1V 4W2",2171-Information systems analysts and consultants,1
,,,,2174-Computer programmers and interactive media developers,4
,,Les Technologies Clemex inc.,"Longueuil, QC J4G 1T5",2173-Software engineers and designers,1
,,Levio Conseils inc.,"Québec, QC G1W 0C4",2171-Information systems analysts and consultants,3
,,,,2172-Database analysts and data administrators,1
,,,,2174-Computer programmers and interactive media developers,5
,,Loran Technologie Inc,"QUÉBEC, QC G1M 0A2",2171-Information systems analysts and consultants,1
,,Momentum Technologies inc.,"Québec, QC G2J 0B9",2172-Database analysts and data administrators,2
,,NoviFlow Inc,"Montréal, QC H4C 2K1",2173-Software engineers and designers,2
,,Premier Tech Limitée,"Rivière-du-Loup, QC G5R 6C1",2172-Database analysts and data administrators,1
,,Productions Double Negative Montréal Ltée,"MONTRÉAL, QC H2Y 1A6",5241-Graphic designers and illustrators,26
,,Rodeo FX  inc.,"MONTRÉAL, QC H3C 2M7",5241-Graphic designers and illustrators,6
,,Société pour l'informatique industrielle SII Inc.,"MONTRÉAL, QC H3G 1Z7",2174-Computer programmers and interactive media developers,2
,,Solutions Ambra Inc,"MONTRÉAL, QC H1V 2P4",2147-Computer engineers (except software engineers and designers),1
,,Studios Framestore Inc.,"Montréal, QC H2T 3B3",2174-Computer programmers and interactive media developers,1
,,,,"5131-Producers, directors, choreographers and related occupations",1
,,,,5241-Graphic designers and illustrators,13
,,TandemLaunch Inc,"Montréal, QC H4C 2K1",2173-Software engineers and designers,1
,,Technologies GlobalStep Montréal inc.,"Montréal, QC H1V 2C8","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Technology Evaluation Centers Inc / CENTRES D'ÉVALUATION DE LA TECHNOLOGIE INC.,"LONGUEUIL, QC J4K 5B1",2174-Computer programmers and interactive media developers,1
,,TriNmax Inc,"La Prairie, QC J5R 2L8",2171-Information systems analysts and consultants,1
Ontario,    High Wage,1030983 Ontario Ltd o/a Brar Sweets and Restaurant,"Brampton, ON L6T 4N2",6321-Chefs,1
,,10353892 Canada Inc. o/a Passion Photography,"Ottawa, ON K2P 0R1",5221-Photographers,1
,,1263591 Ontario Limited O/A Cynthia's Chinese Restaurant,"Vaughan, ON L4J 7Y3",6322-Cooks,1
,,1270108 Ontario Limited,"Stouffville, ON L4A 3B4",6211-Retail sales supervisors,1
,,1295503 Ontario Inc.,"Mississauga, ON L5V 2H1",1311-Accounting technicians and bookkeepers,1
,,1404455 Ontario Inc.,"Embro, ON N0J 1J0","7302-Contractors and supervisors, heavy equipment operator crews",1
,,1455828 Ontario Inc.,"TORONTO, ON M6G 1K1",2172-Database analysts and data administrators,1
,,1501665 Ontario Inc.,"Scarborough, ON M1P 2R2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,1568796 Ontario Inc. O/A Pedro's Contracting & Renokrew,"Toronto, ON M6M 5G3",7271-Carpenters,1
,,1656975 Ontario Inc.,"Hamilton, ON L8H 6N6",0911-Manufacturing managers,1
,,1680307 Ontario Inc.,"MARKHAM, ON L3R 1G6",6222-Retail and wholesale buyers,1
,,1715008 Ontario Ltd,"Toronto, ON M9L 1R3",7271-Carpenters,3
,,1730337 Ontario Inc.,"Whitby, ON L1N 9S2",0631-Restaurant and food service managers,1
,,1840439 Ontario Inc.,"Oakville, ON L6L 5N1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,1853780 Ontario Inc. o/a Kee to Bala,"Toronto, ON M4M 1H1",0631-Restaurant and food service managers,1
,,1867342 ONTARIO INC,"Thornhill, ON L4J 8T6",1121-Human resources professionals,1
,,1939421 Ontario Inc.,"Niagara Falls, ON L2E 6S5","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,1946544 Ontario Inc,"Sioux Lookout, ON P8T 1A3","9213-Supervisors, food, beverage and associated products processing",1
,,1949924 Ontario Limited,"Toronto, ON M5T 2L6",6321-Chefs,1
,,2068553 Ontario Inc. o/a Ronco Roofing & Sheet Metal,"Mississauga, ON L5B 2N2",7291-Roofers and shinglers,2
,,2080061 Ontario Inc.,"Sioux Lookout, ON P8T 1A3","2271-Air pilots, flight engineers and flying instructors",5
,,2097181 Ontario Ltd.,"Caledon, ON L7C 3T4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,2098557 Ontario Inc.,"Toronto, ON M3C 0G4",6211-Retail sales supervisors,1
,,2135395 Ontario Inc.,"Mississauga, ON L4T 3X2",1221-Administrative officers,1
,,2142257 Ontario Limited o/a Rosewood Studio,"Perth, ON K7H 2M5",5244-Artisans and craftspersons,1
,,2155226 Ontario Inc,"Scarborough, ON M1H 2V6",6321-Chefs,1
,,2246928 Ontario Inc.,"Barrie, ON L4N 8J7","6313-Accommodation, travel, tourism and related services supervisors",1
,,2251723 Ontario Inc.o/a VMedia,"Toronto, ON M2N 6P4",0131-Telecommunication carriers managers,1
,,2300600 Ontario Inc,"North Bay, ON P1A 2E6",6322-Cooks,1
,,2373553 Ontario Inc.,"Cheltenham, ON L7C 2A3",7237-Welders and related machine operators,1
,,2381550 Ontario Inc.,"Cambridge, ON N1S 2L6",6321-Chefs,1
,,2386876 Ontario Inc,"Whitby, ON L1N 1C4",0631-Restaurant and food service managers,1
,,2405158 Ontario Inc.,"Brampton, ON L6X 0X3",3112-General practitioners and family physicians,1
,,2432146 Ontario Inc.,"Markham, ON L3R 1H3",1225-Purchasing agents and officers,1
,,2455079 Ontario Inc. o/a THE PORT HOUSE,"Mississauga, ON L5G 1E5",1226-Conference and event planners,1
,,2459038 Ontario Ltd.,"KITCHENER, ON N2C 2S6",6321-Chefs,1
,,2459446 Ontario Inc.,"Mississauga, ON L5R 0G2",6332-Bakers,1
,,2462125 Ontario Inc.,"Toronto, ON M1W 3A8",6222-Retail and wholesale buyers,1
,,2470841 Ontario Incorporated,"Toronto, ON M4P 3A1",3236-Massage therapists,3
,,2475797 Ontario Inc.,"Mississauga, ON L5T 1B6",6321-Chefs,1
,,2481310 Ontario Inc.,"Mississauga, ON L5A 4E7",0621-Retail and wholesale trade managers,1
,,2602264 Ontario Inc.,"Thornhill, ON L3T 4X1","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,602390 Ontario Limited,"Scarborough, ON M1S 5R4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,6053726 Canada Inc.,"Toronto, ON M6N 1A5","5232-Other performers, n.e.c.",1
,,7 Star Kitchen Cabinets Ltd.,"Mississauga, ON L5S 1J9",7231-Machinists and machining and tooling inspectors,1
,,826380 Ontario Ltd.,"Brampton, ON L6W 3J6",7322-Motor vehicle body repairers,1
,,84 Global Foods Ltd.,"Toronto, ON M5T 1L1",6321-Chefs,2
,,9322191 Canada Inc.,"TORONTO, ON M3J 2Z1",6211-Retail sales supervisors,1
,,953517 Ontario Ltd. o/a Pavao Meats,"Toronto, ON M6J 1Y7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,A & M Gourmet Foods Inc,"Toronto, ON M9V 4R9","9213-Supervisors, food, beverage and associated products processing",1
,,A Plus Creative Inc.,"Toronto, ON M6N 2J1",5241-Graphic designers and illustrators,1
,,Adastra Corporation,"Markham, ON L3T 7M8",2171-Information systems analysts and consultants,2
,,Aecon Construction Group Inc.,"Toronto, ON M9W 7K6",0711-Construction managers,1
,,AJ Ceramic Tile And Marble Ltd.,"Mississauga, ON L5M 8B9",7283-Tilesetters,5
,,Algo Electric 2012 Ltd.,"Sault St. Marie, ON P6B 4K2",7333-Electrical mechanics,2
,,Algoma Steel Inc.,"Sault Ste. Marie, ON P6A 7B4","0016-Senior managers - construction, transportation, production and utilities",1
,,All Truck Lube and Wash Ltd.,"BRAMPTON, ON L6W 1L4","7301-Contractors and supervisors, mechanic trades",1
,,Allwood Industries Ltd.,"Toronto, ON M8Z 5K8",7271-Carpenters,2
,,Always Roofing Ltd.,"Toronto, ON L4K 1N4",7291-Roofers and shinglers,7
,,AMG London Inc.,"London, ON N6A 2C2",3112-General practitioners and family physicians,1
,,Applewood Roofing And Sheet Metal Ltd,"Toronto, ON M9L 1P6",7291-Roofers and shinglers,1
,,Arisoft Inc.,"Markham, ON L3R 0M3",2171-Information systems analysts and consultants,6
,,Artcon Forming Ltd.,"Stouffville, ON L4C 0C6",7271-Carpenters,1
,,Asymetric Media Ltd.,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",1
,,Atelier Theatre Society,"TORONTO, ON M5C 1G9",5133-Musicians and singers,4
,,Augmented Networks Inc.,"Brampton, ON L6S 5P3",7245-Telecommunications line and cable workers,1
,,Babcock Canada Inc.,"Ottawa, ON K1P 5E7",0211-Engineering managers,1
,,Banz Refining Inc,"Mississauga, ON L4Z 1P3","1212-Supervisors, finance and insurance office workers",1
,,Barrick Gold Corporation,"Toronto, ON M5J 2S1","0013-Senior managers - financial, communications and other business services",1
,,Base Tech Waterproofing & Construction Inc.,"ETOBICOKE, ON M9V 4K6","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Beer 2 Beer Inc.,"Toronto, ON M4P 2L7",0631-Restaurant and food service managers,1
,,Best Quality Roofing and Renovations,"Elmvale, ON L0L 1P0",7291-Roofers and shinglers,1
,,Blandford Construction,"Mississauga, ON L4W 2P3",7293-Insulators,1
,,Blue Oak Transport Ltd.,"BRAMPTON, ON L6T 1B7",1221-Administrative officers,1
,,Bombay Palace,"Toronto, ON M5C 2H2",6322-Cooks,1
,,BOS Innovations Inc.,"Dorchester, ON N0L 1G5",7311-Construction millwrights and industrial mechanics,1
,,Bowmanville Medical Associates,"Bowmanville, ON L1C 1P6",3112-General practitioners and family physicians,1
,,Brampton Meat & Poultry Inc.,"Ottawa, ON K2G 2S6",6322-Cooks,1
,,Bruce Power L.P.,"Tiverton, ON N0G 2T0","0016-Senior managers - construction, transportation, production and utilities",1
,,Bruk Masonry Inc.,"Grimsby, ON L3M 2J1",7281-Bricklayers,1
,,Busche Granite Inc,"Burlington, ON L7T 2X5",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Can Art Aluminum Extrusion Inc.,"Brampton, ON L6T 5M1",2241-Electrical and electronics engineering technologists and technicians,1
,,Canada Goose Inc.,"Toronto, ON M6E 4Y2","0016-Senior managers - construction, transportation, production and utilities",1
,,Canada's National Ballet School,"Toronto, ON M4Y 2G6",5134-Dancers,1
,,Canadian Chemical Cleaning Services Inc.,"HAMILTON, ON L8N 2Z7",7311-Construction millwrights and industrial mechanics,3
,,Canadian Nuclear Laboratories Ltd.,"Chalk River, ON K0J 1J0",2111-Physicists and astronomers,1
,,Canadian Opera Company,"Toronto, ON M5A 1E8",5133-Musicians and singers,2
,,Canon Medical Systems Canada Limited,"MARKHAM, ON L3R 4M8",0601-Corporate sales managers,1
,,Can-Sky Roofing and Sheet Metal Inc.,"Toronto, ON M9W 3A5",7291-Roofers and shinglers,1
,,Caribex Seafoods Ltd.,"Toronto, ON M3C 3R6","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Carmel Transport International Ltd,"CONCORD, ON L4K 5V4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Carvalho's Construction Ont Inc.,"WOODBRIDGE, ON L4L 3V6",7282-Concrete finishers,3
,,Central Community Health Centre,"St. Thomas, ON N5P 1B7",3112-General practitioners and family physicians,1
,,Churrasqueira Carlos Martins Inc.,"Toronto, ON M6M 1B9",6321-Chefs,1
,,Circle Productions Ltd,"Toronto, ON M5V 1T2","5131-Producers, directors, choreographers and related occupations",4
,,Clairmont Metals Corporation,"Toronto, ON M5H 2L3","0016-Senior managers - construction, transportation, production and utilities",1
,,Clearway Construction Inc.,"Concord, ON L4K 1J1",2282-User support technicians,1
,,CN Pilot Productions Inc.,"TORONTO, ON M6K 3E7","5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",2
,,Crisstar Cabinets Inc.,"Toronto, ON M6A 1V2",7271-Carpenters,1
,,Crusher Run Inc.,"Thorold, ON L2V 4Y6",2251-Architectural technologists and technicians,1
,,CSI Consulting,"Toronto, ON M5H 3S5",2174-Computer programmers and interactive media developers,1
,,CWT Victor Travel,"Concord, ON L4K 0C5",1226-Conference and event planners,1
,,Dahavland Capital Corporation,"Ottawa, ON K1P 5C1","6344-Jewellers, jewellery and watch repairers and related occupations",1
,,Dania Latina Dominican Hair Salon Inc.,"Oakville, ON L7L 6L5",6341-Hairstylists and barbers,1
,,Datasoft Global Technologies Inc.,"Markham, ON L3R 0B6",0213-Computer and information systems managers,1
,,Daymak Inc.,"Toronto, ON M3N 1V9",5241-Graphic designers and illustrators,1
,,Defiant Capital Corporation,"Toronto, ON M4W 1V4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Deloitte Inc.,"TORONTO, ON M5H 0A9",0213-Computer and information systems managers,1
,,Deloitte LLP,"TORONTO, ON M5H 0A9",1111-Financial auditors and accountants,1
,,,,2171-Information systems analysts and consultants,2
,,Dental Corporation of Canada Inc.,"TORONTO, ON M4T 1L9",0114-Other administrative services managers,1
,,Detour Gold Corporation,"TORONTO, ON M5L 1E2",0212-Architecture and science managers,1
,,Digital Extremes Ltd.,"London, ON N6A 6K2",2174-Computer programmers and interactive media developers,3
,,,,5241-Graphic designers and illustrators,1
,,Dnepr Construction Ltd.,"King City, ON L1C 6M8",7241-Electricians (except industrial and power system),4
,,Dr. G. Sauer & Partners Corporation,"Toronto, ON M4S 2C6",2131-Civil engineers,4
,,,,2264-Construction inspectors,10
,,Dr. S. Singh Veterinary Profesional Corporation,"Waterdown, ON L8B 0T7",3213-Animal health technologists and veterinary technicians,1
,,Dragados Canada Inc.,"Toronto, ON M5H 1J9",0711-Construction managers,1
,,Drayton Theatres Inc.,"Cambridge, ON N1S 2L8","5131-Producers, directors, choreographers and related occupations",1
,,,,5135-Actors and comedians,1
,,Dyson Canada Limited,"Toronto, ON M5V 1R2","0124-Advertising, marketing and public relations managers",1
,,Dystopian Films Ltd.,"Ottawa, ON K4A 1M2","5131-Producers, directors, choreographers and related occupations",1
,,E.D.S. Contracting & Repair Services Ltd.,"Concord, ON L4K 1A5",7282-Concrete finishers,2
,,Egon Zehnder International Inc.,"Toronto, ON M5J 2T3",1223-Human resources and recruitment officers,1
,,El Fouly & El Ghandour Dentistry Professional Corporation,"DUNDAS, ON L9H 1V1","1123-Professional occupations in advertising, marketing and public relations",1
,,Elite Model Management Toronto Inc,"Toronto, ON M5A 1V2","5232-Other performers, n.e.c.",6
,,EMC Corporation of Canada,"Toronto, ON M5H 1T1",2171-Information systems analysts and consultants,1
,,Emtec Inc.,"OTTAWA, ON K2L 3H1",2171-Information systems analysts and consultants,1
,,"Energi Fenestration Solutions, Ltd.","Woodbridge, ON L4H 1X9","0013-Senior managers - financial, communications and other business services",1
,,Expedo Ship Management (Canada) Ltd.,"Oakville, ON L6J 7W5",2263-Inspectors in public and environmental health and occupational health and safety,1
,,Federal White Cement Ltd.,"Woodstock, ON N4S 0A8",0911-Manufacturing managers,1
,,Fenix Construction and Labour Services Inc.,"Toronto, ON M9B 0A4",0711-Construction managers,1
,,Fiera Foods Company,"Toronto, ON M9M 2X5",2243-Industrial instrument technicians and mechanics,2
,,,,7311-Construction millwrights and industrial mechanics,2
,,,,"9213-Supervisors, food, beverage and associated products processing",2
,,Fine Cotton Factory Inc.,"Toronto, ON M1X 1C2",2233-Industrial engineering and manufacturing technologists and technicians,2
,,Finecraft Group Inc.,"Toronto, ON M3J 3A4",7295-Floor covering installers,1
,,First Canada ULC,"Burlington, ON L7L 6W1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Fletcher Bros. Performance Centres Limited,"WATERFORD, ON N0E 1Y0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Flynn Canada Ltd.,"Mississauga, ON L4V 1K2",7291-Roofers and shinglers,1
,,"Free Society.TV, Inc.","Toronto, ON M4M 1C4","5131-Producers, directors, choreographers and related occupations",1
,,Freedom of Sound Inc.,"Toronto, ON M3J 2M2",2252-Industrial designers,1
,,G.N. Gear & Machine Manufacturing Ltd,"Mississauga, ON L5T 2B8",7237-Welders and related machine operators,1
,,Gardiner Museum,"Toronto, ON M5S 2C7","0511-Library, archive, museum and art gallery managers",1
,,Gelato Gelato Inc.,"WOODBRIDGE, ON L4H 3B8",6322-Cooks,1
,,General Nutrition Centres Company,"Mississauga, ON L4V 1N3","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,George Roque Roofing Corp.,"Hamilton, ON L8L 4B2",7291-Roofers and shinglers,3
,,Global & Sembhi Welding Ltd.,"Mississauga, ON L4W 1A1",7237-Welders and related machine operators,1
,,Goji Data Inc.,"RICHMOND HILL, ON L4C 2C7",2281-Computer network technicians,1
,,Goodyear Napanee,"Napanee, ON K7R 3P5",0911-Manufacturing managers,1
,,Green Island Aluminum & Building Renovations,"Toronto, ON M6L 2H8",7271-Carpenters,5
,,,,7291-Roofers and shinglers,2
,,Griffith Island Club,"Georgian Bluffs, ON N0H 2T0",0632-Accommodation service managers,1
,,Gwillimdale Farms Ltd,"Bradford, ON L3Z 2B7",0125-Other business services managers,1
,,Hanahreum Mart Inc.,"Richmond Hill, ON L4C 8S7",6222-Retail and wholesale buyers,1
,,Hardwood Flooring Planet Inc.,"Vaughan, ON L4K 1W6",6222-Retail and wholesale buyers,1
,,,,7295-Floor covering installers,1
,,Health Treasure Medical Center Inc.,"Ottawa, ON K2J 3Z6",3112-General practitioners and family physicians,1
,,High Park/ Locke and Key Productions Ltd.,"Mississauga, ON L5N 2V8",5241-Graphic designers and illustrators,1
,,Highbury Canco Corporation,"Leamington, ON N8H 0C3",7311-Construction millwrights and industrial mechanics,1
,,Hira Custom Homes Inc.,"CAMBRIDGE, ON N3C 2V4",7241-Electricians (except industrial and power system),1
,,Holiday Films Inc.,"TORONTO, ON M5A 1J2","5131-Producers, directors, choreographers and related occupations",3
,,"Holt, Renfrew & Co., Limited","Toronto, ON M4W 3B8","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,,,"5232-Other performers, n.e.c.",3
,,,,"6561-Image, social and other personal consultants",1
,,HomeLife Hearts Realty Inc. Brokerage,"Mississauga, ON L5W 1Y5",1241-Administrative assistants,1
,,HT Efficiency Inc.,"Concord, ON L4K 1N2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,HVAC For Life Inc.,"MISSISSAUGA, ON L5L 5S9",7233-Sheet metal workers,1
,,I Barbieri Ltd.,"Toronto, ON M6A 2C6",6341-Hairstylists and barbers,1
,,ICC Canada Immigration Solutions Inc.,"Mississauga, ON L5T 1P3",1221-Administrative officers,1
,,Igne Ferro Inc.,"Toronto, ON M6E 4V9",6221-Technical sales specialists - wholesale trade,1
,,Improtech Ltd,"Toronto, ON M3C 1J5",2253-Drafting technologists and technicians,1
,,Indo-Canadian Food Services Inc. o/a Saravanaa Bhavan,"Mississauga, ON L4Z 3L9",6321-Chefs,4
,,Industry Diesel & Turbo Service Ltd,"Oakville, ON L6H 6G1",7312-Heavy-duty equipment mechanics,1
,,Inter State Truck Trailer Repair and Tire Ctr,"Mississauga, ON L4T 1G7","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,ITPS (Canada) Ltd.,"London, ON N5V 3Z9","2271-Air pilots, flight engineers and flying instructors",2
,,J.A.W. Drugs Ltd.,"Oshawa, ON L1G 7Z9",3112-General practitioners and family physicians,1
,,Jadidi Dentistry Professional,"Barrie, ON L4N 8G5",3113-Dentists,1
,,Jellystone Films Inc,"TORONTO, ON M4M 0A1","5131-Producers, directors, choreographers and related occupations",1
,,Jensen Hughes Consulting Canada Ltd,"Toronto, ON M9P 3V4",2141-Industrial and manufacturing engineers,1
,,Jerry's Skating World,"Markham, ON L3R 4N3","5243-Theatre, fashion, exhibit and other creative designers",1
,,Jobal Industries Ltd.,"Brampton, ON L6S 5P2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Joon's Therapeutic Massage Spa,"Toronto, ON M2J 1E7",3236-Massage therapists,1
,,Julie Charbonneau Design Inc.,"Toronto, ON M5T 1R5",5242-Interior designers and interior decorators,1
,,K.C. Badminton Club Inc.,"Markham, ON L3R 5B2",5252-Coaches,1
,,Kingston Collision Cente Inc,"Kingston, ON K7K 6C4",7322-Motor vehicle body repairers,1
,,Kinton Ramen 7 Inc.,"Toronto, ON M5T 1R9",6321-Chefs,1
,,Klaro Inc.,"MARKHAM, ON L6C 3G7","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Knape & Vogt Canada Inc.,"Kitchener, ON N2C 2G3",1221-Administrative officers,1
,,Kognitiv Corporation,"Toronto, ON M5V 2H1","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Koni Ameri Tech Services (Canada) Inc.,"Toronto, ON M9W 5Z8",1241-Administrative assistants,1
,,KPMG LLP,"Toronto, ON M5H 2S5",1111-Financial auditors and accountants,1
,,La Bakeria Due Inc.,"Toronto, ON M5V 3H3",6321-Chefs,1
,,Lalu 4569 Kingston Inc.,"Markham, ON L3T 7X8","0013-Senior managers - financial, communications and other business services",1
,,Lalu Dufferin Center Corp.,"Markham, ON L3T 7X8","0013-Senior managers - financial, communications and other business services",1
,,Lang Management,"Etobicoke, ON M8Z 0B9","5232-Other performers, n.e.c.",3
,,Legend Mining Inc,"Sudbury, ON P3E 5P5",0811-Managers in natural resources production and fishing,1
,,Letar Inc.,"Concord, ON L4K 5B3",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Limen Access Scaffold Corp.,"TORONTO, ON M3J 1Z9",7281-Bricklayers,4
,,Limen Concrete Finishing Corp.,"TORONTO, ON M3J 1Z9",7281-Bricklayers,2
,,,,7282-Concrete finishers,3
,,Limen Masonry 2013 Ltd,"TORONTO, ON M3J 1Z9",7271-Carpenters,3
,,Limen Restoration Corp.,"TORONTO, ON M3J 1Z9",7281-Bricklayers,3
,,Linamar Corporation,"Guelph, ON N1H 1C5",7231-Machinists and machining and tooling inspectors,22
,,,,7242-Industrial electricians,25
,,,,7311-Construction millwrights and industrial mechanics,25
,,Litem Legal Services Professional Corporation,"TORONTO, ON M3J 3L5",1221-Administrative officers,1
,,,,2171-Information systems analysts and consultants,1
,,Longyuan Canada Renewables Ltd.,"TORONTO, ON M5H 3Y2","0013-Senior managers - financial, communications and other business services",1
,,Lopes Limited,"Coniston, ON P0M 1M0",2253-Drafting technologists and technicians,1
,,Luxury Carpentry Corp.,"Toronto, ON M6N 2C3",7271-Carpenters,2
,,M&S Consulting Education International Ltd.,"Toronto, ON M3J 2M2",4033-Educational counsellors,1
,,M.J. Schiefer Holdings Inc. o/a Amadio's Pizza,"Mississauga, ON L5G 4S4",0631-Restaurant and food service managers,1
,,MagCan Plastic Inc.,"Brampton, ON L6T 5P3",1221-Administrative officers,1
,,Mantor Landscape Limited,"Toronto, ON M3J 2C6",7281-Bricklayers,1
,,Manulife Financial Corporation,"Toronto, ON M4W 1E5","0013-Senior managers - financial, communications and other business services",1
,,Marble Trend LTD.,"North York, ON M3N 1W5",2151-Architects,1
,,Marketing Research and Intelligence Association,"TORONTO, ON M4T 1L9",6221-Technical sales specialists - wholesale trade,1
