"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (October-December)",,,,, 
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions 
Ontario,    High Wage,SmartEyes Direct Inc.,"Markham, ON L3R 0N3",6222-Retail and wholesale buyers,1
Ontario,    High Wage,"SOFT CITIZEN, INC","TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",2
Ontario,    High Wage,"SOFT CITIZEN, INC","TORONTO, ON M5A 2N4",5221-Photographers,1
Ontario,    High Wage,Soho VFX Inc.,"Toronto, ON M6K 0C3",5223-Graphic arts technicians,1
Ontario,    High Wage,SOL & MAR CONTRACTING INC.,"OAKVILLE, ON L6M 4Y9",7282-Concrete finishers,1
Ontario,    High Wage,Solar Ship Inc.,"Toronto, ON M5A 3X9",0911-Manufacturing managers,1
Ontario,    High Wage,Sousa truck Trailers Limited,"Mississauga, ON L5S 1S1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,    High Wage,Sparkling Snow Inc.,"Richmond Hill, ON L4E 3G7",7511-Transport truck drivers,1
Ontario,    High Wage,Sparks Productions Incorporated,"TORONTO, ON M6K 3J1","5131-Producers, directors, choreographers and related occupations",2
Ontario,    High Wage,SPARX LOGISTICS CANADA LIMITED,"Concord, ON L4K 2C8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Spektrum United Inc.,"Mississauga, ON L5B 3C3","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,Spheretech IT Solutions Inc.,"Brampton, ON L6X 3A8",2171-Information systems analysts and consultants,2
Ontario,    High Wage,Spicetionary Inc.,"OTTAWA, ON K1J 9H6",0621-Retail and wholesale trade managers,1
Ontario,    High Wage,Spot 6 Management Inc,"Toronto, ON M5V 3T3","5232-Other performers, n.e.c.",1
Ontario,    High Wage,SPRINGDALE PIZZA DEPOT LTD.,"BRAMPTON, ON L6S 6K8",0631-Restaurant and food service managers,1
Ontario,    High Wage,Spy Films Inc.,"Toronto, ON M5V 1E3","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,Square One Forming Ltd.,"Cambridge, ON N1R 7L5",7271-Carpenters,1
Ontario,    High Wage,SR RESEARCH LTD.,"MISSISSAUGA, ON L5J 1B5",2173-Software engineers and designers,1
Ontario,    High Wage,Stained Glass Stuff Ltd.,"Ottawa, ON K2A 0G8","5136-Painters, sculptors and other visual artists",1
Ontario,    High Wage,Steam Films Inc.,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",5
Ontario,    High Wage,STL Facilities Maintenance LTD,"Brampton, ON L6T 4T5",2225-Landscape and horticulture technicians and specialists,1
Ontario,    High Wage,Stoneboy Inc.,"Toronto, ON M4P 1E2",0711-Construction managers,1
Ontario,    High Wage,Stonewell Financial Services Inc,"Toronto, ON M2H 2N5",2175-Web designers and developers,1
Ontario,    High Wage,Stoney Creek Brick & Masonry INC.,"Stoney Creek, ON L8J 2N6",7235-Structural metal and platework fabricators and fitters,1
Ontario,    High Wage,Struct-con Construction Ltd,"Toronto, ON M8X 1L5","0016-Senior managers - construction, transportation, production and utilities",1
Ontario,    High Wage,SUBWAY FCA TRUST,"London, ON N6A 3V8",5135-Actors and comedians,1
Ontario,    High Wage,SUBWAY FCA TRUST,"London, ON N6A 3V8","5226-Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",1
Ontario,    High Wage,Sundance Balloons (2008) Ltd,"Belmont, ON N0L 1B0",6532-Outdoor sport and recreational guides,2
Ontario,    High Wage,Sunnybrook Neurosurgeon Support Corporation,"TORONTO, ON M4N 3M5",3111-Specialist physicians,1
Ontario,    High Wage,Sunshine Corporation,"Welland, ON L3B  3W","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,Super Asia Foods and Spices LTD,"Vaughan, ON L4H 0S9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Sure Track Courier Ltd.,"Concord, ON L4K 5B5",7511-Transport truck drivers,6
Ontario,    High Wage,Survivor Demolition & Excavation LTD,"Toronto, ON M6B 2R6",7282-Concrete finishers,1
Ontario,    High Wage,Susan Liu Professional Corporation,"WATERLOO, ON N2J 1B8","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,SUSHI CALIFORNIA,"TORONTO, ON M6E 1B7",6321-Chefs,1
Ontario,    High Wage,SWEET MEHAL INC.,"Etobicoke, ON M9W 0B5",6322-Cooks,3
Ontario,    High Wage,System Soft Technologies Inc,"TORONTO, ON M5H 0A5","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,T. HAMILTON & SON ROOFING INC.,"TORONTO, ON M1B 3J4",7291-Roofers and shinglers,4
Ontario,    High Wage,Tax Wave Solutions Inc,"Brampton, ON L6Y 0P6",1311-Accounting technicians and bookkeepers,1
Ontario,    High Wage,T-CON METAL SYSTEMS Inc.,"Oakville, ON L6L 1C5",7291-Roofers and shinglers,1
Ontario,    High Wage,Technology One Limited,"Etobicoke, ON M9V 3Y7",1221-Administrative officers,2
Ontario,    High Wage,Technology One Limited,"Etobicoke, ON M9V 3Y7",2283-Information systems testing technicians,1
Ontario,    High Wage,Telco Steel Works Ltd.,"Guelph, ON N1G 4P6",7235-Structural metal and platework fabricators and fitters,1
Ontario,    High Wage,TELEDYNE DALSA SEMICONDUCTEUR,"Waterloo, ON N2V 2E9",2241-Electrical and electronics engineering technologists and technicians,1
Ontario,    High Wage,Telesat Canada,"Ottawa, ON K2P 2P7","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,"Ten Lifestyle Management (Canada), ULC","TORONTO, ON M5R 2A5","0651-Managers in customer and personal services, n.e.c.",1
Ontario,    High Wage,Tewogbola Ajisebutu Medicine Professional Corporation,"Mississauga, ON L4T 1A8",3112-General practitioners and family physicians,1
Ontario,    High Wage,TG and SG Investment Ltd.,"Etobicoke, ON M9V 5C3",1311-Accounting technicians and bookkeepers,1
Ontario,    High Wage,The Common Good TV LTD,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",2
Ontario,    High Wage,The Distillery Restaurants Corporation,"TORONTO, ON M5A 3C4",6321-Chefs,1
Ontario,    High Wage,THE DRESSOR GROUP LTD,"MILTON, ON L9T 4N6",7242-Industrial electricians,1
Ontario,    High Wage,The Hospital for Sick Children,"Toronto, ON M5G 1X8",3111-Specialist physicians,2
Ontario,    High Wage,The Mackenzie Immigration Inc,"Toronto, ON M2J 4T1","1123-Professional occupations in advertising, marketing and public relations",1
Ontario,    High Wage,The Mirco Group Inc.,"Woodbridge, ON L4L 6B2",1112-Financial and investment analysts,1
Ontario,    High Wage,The Pallet Group Inc.,"MISSISSAUGA, ON L4T 3X1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,The Rigpro Shoppe Inc.,"Mississauga, ON L4T 3S8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,    High Wage,The School of Toronto Dance Theatre,"Toronto, ON M4X 1B2",5134-Dancers,1
Ontario,    High Wage,The Toronto Clinic Inc.,"TORONTO, ON M5R 3L2",1221-Administrative officers,1
Ontario,    High Wage,The University of Western Ontario,"London, ON N6A 5B8",3111-Specialist physicians,1
Ontario,    High Wage,"theScore, Inc.","Toronto, ON M5V 1L9","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,Thomas Flynn & Sons Construction (Toronto) Ltd.,"North York, ON M2N 1B9",7271-Carpenters,2
Ontario,    High Wage,Tian Bao Travel Ltd.,"Richmond Hill, ON L4B 1M6","1123-Professional occupations in advertising, marketing and public relations",1
Ontario,    High Wage,TISHLER CUSTOM HOMES LTD.,"Toronto, ON M6C 2E3",7271-Carpenters,1
Ontario,    High Wage,Titus Furniture Ltd.,"Toronto, ON M3J 2N2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Top Notch Automation Inc o/a JDG Tooling and Automation,"Toronto, ON M9L 1Y1",7237-Welders and related machine operators,1
Ontario,    High Wage,Toronto International College,"Toronto, ON M2H 2N5",4033-Educational counsellors,1
Ontario,    High Wage,TorQuest Fund III GP Inc.,"TORONTO, ON M5J 2S1","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,Torrent Construction Inc.,"Toronto, ON M6E 4R1",7271-Carpenters,2
Ontario,    High Wage,Tower Interior Contracting Inc.,"Caledon, ON L7E 0G5",7271-Carpenters,2
Ontario,    High Wage,Tower Solutions Inc.,"Markham, ON L3R 6G2",6221-Technical sales specialists - wholesale trade,1
Ontario,    High Wage,Trans Domi Corp,"Mississauga, ON L5N 6T6",7283-Tilesetters,1
Ontario,    High Wage,Treeview Roofing Services Corp.,"Newmarket, ON L3Y 6K1",7291-Roofers and shinglers,1
Ontario,    High Wage,Trend Micro Canada Technologies Inc.,"TORONTO, ON M5H 4E3",2173-Software engineers and designers,1
Ontario,    High Wage,Trinity Tech Inc.,"Etobicoke, ON M9W 5Z8",6221-Technical sales specialists - wholesale trade,1
Ontario,    High Wage,Tristar Carriers Ltd,"Puslinch, ON N0B 2J0",7511-Transport truck drivers,3
Ontario,    High Wage,Triumph Aluminum & Sheet Metal Inc,"Toronto, ON M6L 2H8",7312-Heavy-duty equipment mechanics,1
Ontario,    High Wage,TSM Foods Inc.,"Concord, ON L4K 2V1",6222-Retail and wholesale buyers,1
Ontario,    High Wage,Tutto Gourmet Foods Inc.,"Brampton, ON L6S 5Z6","9213-Supervisors, food, beverage and associated products processing",1
Ontario,    High Wage,Two Star Carpentry Contractors Inc,"Markham, ON L3R 0N6",7271-Carpenters,2
Ontario,    High Wage,UCC Group Inc.,"Toronto, ON M9W 5R8",7282-Concrete finishers,2
Ontario,    High Wage,UNIQUE FLOORING GTA INC,"SCARBOROUGH, ON M1P 2G9",7295-Floor covering installers,1
Ontario,    High Wage,UNIQUE MACHINING CONCEPTS INC.,"BRAMPTON, ON L6S 5P6",7231-Machinists and machining and tooling inspectors,1
Ontario,    High Wage,United Dairy and Grocers Inc,"Brampton, ON L6S 5Z6",6222-Retail and wholesale buyers,1
Ontario,    High Wage,Universal Glass Tech Inc,"Concord, ON L4K 4E4",5244-Artisans and craftspersons,1
Ontario,    High Wage,Universe Communications Ltd.,"Scarborough, ON M1S 5V9",5241-Graphic designers and illustrators,1
Ontario,    High Wage,University Health Network,"Toronto, ON M5G 2C4",3111-Specialist physicians,3
Ontario,    High Wage,University of Guelph,"Guelph, ON N1G 2W1",4011-University professors and lecturers,2
Ontario,    High Wage,University of Ontario Institute of Technology,"Oshawa, ON L1H 7K4",4011-University professors and lecturers,1
Ontario,    High Wage,University of Toronto,"Toronto, ON M5S 1A1",4011-University professors and lecturers,5
Ontario,    High Wage,University of Waterloo,"Waterloo, ON N2L 3G1",4011-University professors and lecturers,3
Ontario,    High Wage,University of Waterloo,"Waterloo, ON N2L 3G1",4012-Post-secondary teaching and research assistants,1
Ontario,    High Wage,USHAMANI INC,"HOLLAND LANDING, ON L9N 1L7",1241-Administrative assistants,1
Ontario,    High Wage,Vagans Inc.,"SCARBOROUGH, ON M1B 3W3",1241-Administrative assistants,1
Ontario,    High Wage,VA-GO Construction Ltd.,"Bradford, ON L3Z 3B1",7271-Carpenters,1
Ontario,    High Wage,Vaishnavi Furniture Import Inc.,"brampton, ON L6T 1A2",1241-Administrative assistants,1
Ontario,    High Wage,Vaishnavi Furniture Import Inc.,"brampton, ON L6T 1A2",6211-Retail sales supervisors,1
Ontario,    High Wage,Variyas Global Solutions Inc.,"Toronto, ON M5B 2L7",2171-Information systems analysts and consultants,3
Ontario,    High Wage,viana roofing & sheetmetal ltd.,"Toronto, ON M8Z 2T7",7291-Roofers and shinglers,3
Ontario,    High Wage,VR Vision Inc.,"TORONTO, ON M5A 1J2",5241-Graphic designers and illustrators,1
Ontario,    High Wage,W & M Wire & Metal Product Ltd.,"Mississauga, ON L4H 1G2",1241-Administrative assistants,1
Ontario,    High Wage,WALINGA INC.,"GUELPH, ON N1H 6J2",7311-Construction millwrights and industrial mechanics,1
Ontario,    High Wage,WASTEHAUL TRANSPORT INC,"MILTON, ON L9T 5X9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Wayland Group Corp,"Langton, ON N0E 1G0",0711-Construction managers,1
Ontario,    High Wage,WEALTH & ESTATE FINANCIAL CANADA INC.,"MISSISSAUGA, ON L5R 3E7",1241-Administrative assistants,1
Ontario,    High Wage,Weather Pro Windows and Doors Inc.,"Vaughan, ON L4K 4P1",7292-Glaziers,2
Ontario,    High Wage,Wenmar Automotive Inc,"Vaughan, ON L4K 2B9",7322-Motor vehicle body repairers,2
Ontario,    High Wage,WFS Transport Ltd.,"Milton, ON L9T 9E6",1221-Administrative officers,1
Ontario,    High Wage,WFS Transport Ltd.,"Milton, ON L9T 9E6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Ontario,    High Wage,White Eagle Construction Ltd.,"Etobicoke, ON M9C 2R1",7283-Tilesetters,1
Ontario,    High Wage,WiFi Computers Inc,"Brampton, ON L6R 0W9",6211-Retail sales supervisors,1
Ontario,    High Wage,Wilderman Mediciane Professional Corporation,"Thornhill, ON L4J 1W3",6211-Retail sales supervisors,1
Ontario,    High Wage,Window Force Inc.,"Etobicoke, ON M9W 5M9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Wolf and Timber Inc.,"Kitchener, ON N2N 3S1","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,Woodgrove Technologies Inc.,"North York, ON M3J 3C6",2141-Industrial and manufacturing engineers,2
Ontario,    High Wage,World Media Corp (Canada) Inc,"Oakville, ON L6H 7L8","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,Xinflix Media Inc,"Markham, ON L3R 9T2",2171-Information systems analysts and consultants,1
Ontario,    High Wage,Xinflix Media Inc,"Markham, ON L3R 9T2","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,Xinflix Media Inc,"Markham, ON L3R 9T2",7245-Telecommunications line and cable workers,1
Ontario,    High Wage,Xpertvantage Canada Inc.,"Mississauga, ON L5T 1J9","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,York University,"Toronto, ON M3J 1P3",4011-University professors and lecturers,1
Ontario,    High Wage,YORKTECH SUPPLY LTD.,"MARKHAM, ON L6G 1A6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Yupi.ca Inc,"Kingston, ON K7L 1H3",6221-Technical sales specialists - wholesale trade,1
Ontario,    High Wage,Z DRYWALL INC.,"LONDON, ON N6K 3J2","7284-Plasterers, drywall installers and finishers and lathers",1
Ontario,    High Wage,Zaneen Group Inc.,"TORONTO, ON M6B 1V9","5243-Theatre, fashion, exhibit and other creative designers",1
Ontario,    High Wage,ZARA NATURAL STONES INC.,"BRAMPTON, ON L6S 4C5",6221-Technical sales specialists - wholesale trade,1
Ontario,    High Wage,Zavcor Trucking Limited / Zavcor Training Academy,"Stevensville, ON L0S 1S0",7511-Transport truck drivers,1
Ontario,    High Wage,ZGG Ltd,"Mississauga, ON L5V 1P3",0711-Construction managers,1
Ontario,    High Wage,ZGG LTD.,"Mississauga, ON L5V 1P3",0113-Purchasing managers,1
Ontario,    High Wage,Zinia Inc.,"Toronto, ON M4G 2L1",0631-Restaurant and food service managers,1
Ontario,    High Wage,Zion Building Supplies Ltd,"Scarborough, ON M1V 4Y9",6222-Retail and wholesale buyers,1
Ontario,    High Wage,Zoom Restoration Services Inc.,"MISSISSAUGA, ON L5B 0B5","1211-Supervisors, general office and administrative support workers",1
Ontario,   Low Wage, 982788 Ontario Inc.,"ORILLIA, ON L3V 5X6",6322-Cooks,1
Ontario,   Low Wage,002298554 Ontario Inc.,"Brampton, ON L6R 3P1","6562-Estheticians, electrologists and related occupations",1
Ontario,   Low Wage,02442736 ONTARIO INC,"Kingston, ON K7M 3E9",6211-Retail sales supervisors,1
Ontario,   Low Wage,10066770 Canada Inc,"Hamilton, ON L8E 2P2",6311-Food service supervisors,1
Ontario,   Low Wage,1030983 Ontario Ltd,"Brampton, ON L6T 4N2",6322-Cooks,1
Ontario,   Low Wage,10573434 Canada Inc OA,"Hamilton, ON L8E 1H9",6311-Food service supervisors,1
Ontario,   Low Wage,10573434 Canada Inc OA,"Hamilton, ON L8E 1H9",6322-Cooks,1
Ontario,   Low Wage,1060436 ONTARIO LIMITED,"EAST YORK, ON M4K 3T5",6332-Bakers,1
Ontario,   Low Wage,1064110 Ontario Ltd,"Orillia, ON L3V 1P1",6211-Retail sales supervisors,1
Ontario,   Low Wage,1071608 ONTARIO INC,"Brantford, ON N3S 7W7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,   Low Wage,1100985 Canada Inc,"MAPLE, ON L6A 0A4",6322-Cooks,1
Ontario,   Low Wage,11052225 CANADA INC.,"Toronto, ON M6K 2L7",6332-Bakers,1
Ontario,   Low Wage,11170406 Canada Corp,"Arnprior, ON K7S 1R9",6322-Cooks,2
Ontario,   Low Wage,1146495 Ontario Inc,"Deep River, ON K0J 1P0",6322-Cooks,2
Ontario,   Low Wage,1174976 Ontario Inc,"Toronto, ON M6K 3C3",6321-Chefs,1
Ontario,   Low Wage,1186882 ONTARIO INC,"BRAMPTON, ON L6T 3R5",6311-Food service supervisors,1
Ontario,   Low Wage,1188188 Ontario Inc.,"Sault Saint Marie, ON P6A 2A4",6311-Food service supervisors,1
Ontario,   Low Wage,1280438 Ontario Ltd,"RICHMOND HILL, ON L4B 3G6",6311-Food service supervisors,1
Ontario,   Low Wage,1400494 Ontario Limited,"Gravenhurst, ON P1P 1R1",6311-Food service supervisors,1
Ontario,   Low Wage,1415776 Ontario Ltd,"Burlington, ON L7S 2J1",6322-Cooks,1
Ontario,   Low Wage,1458195 ONTARIO LIMITED,"WATERLOO, ON N2J 4V2",6322-Cooks,2
Ontario,   Low Wage,1458556 Ontario Inc.,"Woodbridge, ON L4L 4Z1",1241-Administrative assistants,1
Ontario,   Low Wage,1519789 Ontario Inc.,"Etobicoke, ON M9V 3Y6","9227-Supervisors, other products manufacturing and assembly",1
Ontario,   Low Wage,1531327 ONTARIO LTD,"OAKVILLE, ON L6H 1A7",7535-Other automotive mechanical installers and servicers,1
Ontario,   Low Wage,1532613 Alberta Ltd.,"Woodstock, ON N4S 3H3",6311-Food service supervisors,1
Ontario,   Low Wage,1606287 ONTARIO INC,"Toronto, ON M4B 3E5",6322-Cooks,1
Ontario,   Low Wage,1633721 Onta rio Inc. o/a Nasa Food Centre,"KANATA, ON K2M 1A1",0631-Restaurant and food service managers,1
Ontario,   Low Wage,1635253 ONTARIO LIMITED,"TORONTO, ON M5T 3B3",6341-Hairstylists and barbers,1
Ontario,   Low Wage,1651708 Ontario Inc.,"Toronto, ON M6L 3C9",6311-Food service supervisors,1
Ontario,   Low Wage,1663674 ONTARIO INC.,"CONCORD, ON L4K 3X1",1241-Administrative assistants,1
Ontario,   Low Wage,1700208 ONTARIO LTD.,"Sarnia, ON N7T 8A4",6322-Cooks,1
Ontario,   Low Wage,1714091 Ontario Inc.,"Toronto, ON M5J 2N5",0631-Restaurant and food service managers,1
Ontario,   Low Wage,1714091 Ontario Inc.,"Toronto, ON M5J 2N5",1311-Accounting technicians and bookkeepers,1
Ontario,   Low Wage,1726146 Ontario Inc,"Hamilton, ON L9C 3A6",6311-Food service supervisors,1
Ontario,   Low Wage,1742142 ONTARIO INC.,"TORONTO, ON M5V 1X3",6322-Cooks,1
Ontario,   Low Wage,1760364 ONTARIO INC.,"BRANTFORD, ON N3S 3P6",6322-Cooks,2
Ontario,   Low Wage,1769054 Ontario Inc,"Kenora, ON P9N 1L8",6311-Food service supervisors,4
Ontario,   Low Wage,1793743 ONTARIO INC.,"York, ON M6M 1B3",6322-Cooks,1
Ontario,   Low Wage,1805760 Ontario Inc.,"THORNHILL, ON L3T 0C4",1311-Accounting technicians and bookkeepers,1
Ontario,   Low Wage,1815509 ONTARIO LTD,"Richmond Hill, ON L4C 3E3",6322-Cooks,2
Ontario,   Low Wage,1831852 Ontario Inc.,"Niagara Falls, ON L2G 1V1",6311-Food service supervisors,1
Ontario,   Low Wage,1845073 ontario inc.,"Milton, ON L9T 1P6",6322-Cooks,1
Ontario,   Low Wage,1853149 Ontario Inc.,"Midland, ON L4R 3L8",6322-Cooks,6
Ontario,   Low Wage,1865568 Ontario Inc o/a PIONEER GAS STATION,"STRATHROY, ON N7G 2P3",6211-Retail sales supervisors,1
Ontario,   Low Wage,1883744 Ontario Inc.,"Hamilton, ON L9B 1K9",6322-Cooks,1
Ontario,   Low Wage,1888826 ONTARIO INC.,"Scarbrough, ON M1P 4P5",6322-Cooks,1
Ontario,   Low Wage,1890317 Ontario Inc. o/a New York Fries,"STONEY CREEK, ON L8G 3K8",6311-Food service supervisors,1
Ontario,   Low Wage,1917984 Ontario Inc.,"Vaughan, ON L4J 6X6",6311-Food service supervisors,1
Ontario,   Low Wage,1921589 Ontario Inc.,"Toronto, ON M4C 1J8",6321-Chefs,1
Ontario,   Low Wage,1930392 Ontario Inc.,"Toronto, ON M1R 1R4",6322-Cooks,2
Ontario,   Low Wage,1943328 ONTARIO INC,"London, ON N6G 3Y9",6322-Cooks,1
Ontario,   Low Wage,1960242 ONTARIO INC.,"TORONTO, ON M4Y 2B3",6322-Cooks,1
Ontario,   Low Wage,1961064 ONTARIO INC,"Thornhill, ON L4J 7Y1",6322-Cooks,1
Ontario,   Low Wage,1980013 Ontario Inc.,"Thornhill, ON L4J 4P8",6322-Cooks,2
Ontario,   Low Wage,1993581 Ontario Inc.,"Woodstock, ON N4S 8X6",6322-Cooks,1
Ontario,   Low Wage,2024232 Ontario Inc.,"Toronto, ON M3B 1Y6",6322-Cooks,1
Ontario,   Low Wage,2024232 Ontario Inc.,"Toronto, ON M3B 1Y6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,   Low Wage,2036332 ONTARIO LIMITED,"SMITHS FALLS, ON K7A 2B7",6332-Bakers,1
Ontario,   Low Wage,2051247 Ontario Inc.,"Barrie, ON L4N 4E6",6311-Food service supervisors,1
Ontario,   Low Wage,2052775 Ontario Inc. o/a Mac's Convenience Store,"Port Perry, ON L9L 1H8",6211-Retail sales supervisors,1
Ontario,   Low Wage,2068336 Ontario Inc.,"Brampton, ON L6P 1K2",7511-Transport truck drivers,3
Ontario,   Low Wage,2074561 Ontario Inc,"Hamilton, ON L8S 1G3",6322-Cooks,2
Ontario,   Low Wage,2079644 ONTARIO INC.,"WOODBRIDGE, ON L4H 3T6",6311-Food service supervisors,1
Ontario,   Low Wage,2083347 Ontario Inc.,"Brampton, ON L7A 2X6",6211-Retail sales supervisors,1
Ontario,   Low Wage,2095498 Ontario Inc.,"Kanata, ON K2L 4B4","6562-Estheticians, electrologists and related occupations",4
Ontario,   Low Wage,2101307 Ontario Inc.,"Brampton, ON L6Y 0N2","6562-Estheticians, electrologists and related occupations",1
Ontario,   Low Wage,2113775 ONTARIO INC,"Oakville, ON L6L 2X6",7322-Motor vehicle body repairers,1
Ontario,   Low Wage,2115722  Ontario Inc.,"Bracebridge, ON P1L 1P3",6322-Cooks,1
Ontario,   Low Wage,2141097 ONTARIO INC.,"BURLINGTON, ON L7M 4B8","5254-Program leaders and instructors in recreation, sport and fitness",1
Ontario,   Low Wage,2150342 Ontario Inc,"Orleans, ON K1C 2R1",6211-Retail sales supervisors,1
Ontario,   Low Wage,2152990 Ontario Inc. o/a Pizza Pizza,"LONDON, ON N6A 1G1",0631-Restaurant and food service managers,1
Ontario,   Low Wage,2173503 Ontario Ltd. o/a Cora Breakfast and Lunch,"TORONTO, ON M5B 1L2",6322-Cooks,1
Ontario,   Low Wage,2174636 ONTARIO INC,"Mississauga, ON L5N 6A3",6311-Food service supervisors,2
Ontario,   Low Wage,2185368 Ontario Inc. C & A Steak Company,"BLUE MOUNTAINS, ON L9Y 0V2",6322-Cooks,2
Ontario,   Low Wage,2186429 Ontario Inc.,"Oakville, ON L6H 3H6",6311-Food service supervisors,1
Ontario,   Low Wage,2188692 Ontario Inc.,"Brampton, ON L6P 2R2",6322-Cooks,2
Ontario,   Low Wage,2190705 Ontario Inc.,"Beeton, ON L0G 1A0",6322-Cooks,1
Ontario,   Low Wage,2199549 Ontario Inc.,"Guelph, ON N1L 0H3",6322-Cooks,1
Ontario,   Low Wage,2201775 Ontario Limited,"Toronto, ON M3C 1V6",6311-Food service supervisors,1
Ontario,   Low Wage,2203075 Ontario Inc o/a Indian Beauty Salon Inc.,"Brampton, ON L6R 3B4",6341-Hairstylists and barbers,1
Ontario,   Low Wage,2213937 ONTARIO INC,"Toronto, ON M5V 3V3",6322-Cooks,1
Ontario,   Low Wage,2214994 Ontario Ltd,"SAULT STE MARIE, ON P6A 5X6",6322-Cooks,1
Ontario,   Low Wage,2223348 ONTARIO INC,"Collingwood, ON L9Y 4H8",6311-Food service supervisors,2
Ontario,   Low Wage,2234105 Ontario Inc.,"Brampton, ON L6W 3J7",6211-Retail sales supervisors,1
Ontario,   Low Wage,2240183 Ontario Inc,"Mississauga, ON L4W 4J7",6311-Food service supervisors,1
Ontario,   Low Wage,2241482 Ontario Inc O/A Subway,"Pembroke, ON K8A 7T1",6311-Food service supervisors,1
Ontario,   Low Wage,2244044 ONTARIO INC.,"Brampton, ON L6X 1M8",6311-Food service supervisors,1
Ontario,   Low Wage,2258192 ONTARIO INC,"Toronto, ON M4Y 2A1",6322-Cooks,1
Ontario,   Low Wage,2258730 Ontario Inc.,"Mississauga, ON L4Z 2Z1",6311-Food service supervisors,1
Ontario,   Low Wage,2263726 Ontario Inc. o/a Wako Sushi,"Toronto, ON M2N 5P7",6311-Food service supervisors,1
Ontario,   Low Wage,2271599 Ontario Ltd,"White River, ON P0M 3G0",6311-Food service supervisors,3
Ontario,   Low Wage,2272719 Ontario Inc.o/a Sunset Grill,"Cambridge, ON N1R 8H2",6322-Cooks,2
Ontario,   Low Wage,2273415 Ontario Corp. - Yonge Salon,"Toronto, ON M2M 3S9",6341-Hairstylists and barbers,2
Ontario,   Low Wage,2274324 Ontario Inc. o/a Sam's Grill,"GUELPH, ON N1H 8L8",6311-Food service supervisors,1
Ontario,   Low Wage,2274344 ONTARIO LIMITED,"AURORA, ON L4G 0E3",6322-Cooks,1
Ontario,   Low Wage,2274544 Ontario Ltd,"Minden, ON K0M 2K0",6311-Food service supervisors,2
Ontario,   Low Wage,2275499 Ontario Inc o/a Fresh Market Foods,"SIOUX LOOKOUT, ON P8T 1A1",6332-Bakers,1
Ontario,   Low Wage,2284907 Ontario Inc. o/a Mirch Masala Authentic Indian Cuisine Restaurant,"BRAMPTON, ON L6W 4K6",6322-Cooks,1
Ontario,   Low Wage,2289181 ONTARIO INC.,"Toronto, ON M2N 5N5",6311-Food service supervisors,1
Ontario,   Low Wage,2289833 Ontario Inc.,"NIAGARA FALLS, ON L2G 3L5",6311-Food service supervisors,1
Ontario,   Low Wage,2290511 ONTARIO INC,"NEW LISKEARD, ON P0J 1P0",6322-Cooks,2
Ontario,   Low Wage,2294234 Ontario Inc. o/a Local 1794,"TORONTO, ON M4C 1H8",6321-Chefs,1
Ontario,   Low Wage,2319933 Ontario Inc.,"TORONTO, ON M4M 2S1",6332-Bakers,1
Ontario,   Low Wage,2320610 Ontario Inc,"MISSISSAUGA, ON L4W 4Y9",6316-Other services supervisors,3
Ontario,   Low Wage,2324302 Ontario Inc.,"ETOBICOKE, ON M9W 6N5",1311-Accounting technicians and bookkeepers,1
