"Employers who were issued a negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2018 (January-March)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Requested Positions
,,"N&A Contracting Siding, Soffit, Fascia Inc.","EDMONTON, AB T5T 7A1","7284-Plasterers, drywall installers and finishers and lathers",3
,,O. J. Pipelines Canada Corporation,"NISKU, AB T9E 7M9",2243-Industrial instrument technicians and mechanics,1
,,Patience Partnership,"CALGARY, AB T2G 1M8",7251-Plumbers,1
,,,,7312-Heavy-duty equipment mechanics,1
,,PCC Integrate Inc.,"Calgary, AB T2P 3E8","0013-Senior managers - financial, communications and other business services",1
,,Prince Benipal Trucking Ltd.,"Edmonton, AB T6T 0G8","7305-Supervisors, motor transport and other ground transit operators",1
,,Proinsulate Spray Foam Services Inc.,"SPRUCE GROVE, AB T7X 0M5","7284-Plasterers, drywall installers and finishers and lathers",1
,,Raja Trucking Ltd.,"Edmonton, AB T6T 1N4","7305-Supervisors, motor transport and other ground transit operators",1
,,Rush Roofing & Contracting Corp,"Foothills, AB T1S 3M1","0016-Senior managers - construction, transportation, production and utilities",1
,,TripleClean Exhaust Maintenance Inc.,"Edmonton, AB T5T 5E5",6315-Cleaning supervisors,1
,,Unique Drywall Ltd.,"Edmonton, AB T6X 1E4","7284-Plasterers, drywall installers and finishers and lathers",2
,,W.M.K. Holdings Ltd.,"Fort McMurray, AB T9H 0H8","2271-Air pilots, flight engineers and flying instructors",1
,,Yellowhead Trucking Ltd.,"Edmonton, AB T5Y 0Z8","7305-Supervisors, motor transport and other ground transit operators",1
,,ZyTech Building Systems LP,"BALZAC, AB T4B 2T3",7271-Carpenters,3
,   Low Wage,1072995 Alberta Ltd.,"Sherwood Park, AB T8H 2S9",6311-Food service supervisors,1
,,1089362 Alberta Ltd o/a Swiss Donair,"EDMONTON, AB T5E 2H4",6311-Food service supervisors,1
,,1108495 Alberta Ltd.o/a SUBWAY SANDWICH AND SALADS,"AIRDRIE, AB T4B 1R9",6311-Food service supervisors,1
,,1443803 Alberta Ltd,"Sherwood Park, AB T8H 2N1",6315-Cleaning supervisors,1
,,1475183 Alberta Ltd,"Calgary, AB T1Y 6J6",6322-Cooks,2
,,1495791 Alberta Ltd,"GRANDE PRAIRIE, AB T8W 2W1",6315-Cleaning supervisors,1
,,1541466 Alberta Inc,"Calgary, AB T3E 7C4",6322-Cooks,1
,,1621221 Alberta Ltd,"Fort Saskatchewan, AB T8L 4R5",6322-Cooks,1
,,1692691 Alberta Ltd,"Wandering River, AB T0A 3M0",6311-Food service supervisors,2
,,,,6322-Cooks,2
,,1698687 Alberta Ltd,"Calgary, AB T1Y 6M6",0631-Restaurant and food service managers,1
,,1785881 Alberta Ltd,"Strathmore, AB T1P 1H8",9526-Mechanical assemblers and inspectors,1
,,1827186 Alberta Inc.,"Calgary, AB T2T 0C3",6322-Cooks,1
,,1871057 Alberta Inc. o/a Paul's Pizza and Steak House,"Airdrie, AB T4B 1S2",6322-Cooks,1
,,1885320 Alberta Ltd.,"Edmonton, AB T5C 1R9",6211-Retail sales supervisors,1
,,1902335 Alberta Ltd.,"Edmonton, AB T6C 0X9",6311-Food service supervisors,2
,,1913477 Alberta Ltd.,"Tofield, AB T0B 4J0",6311-Food service supervisors,1
,,1914349 Alberta Ltd o/a New Asian Village,"Edmonton, AB T6T 1A7",6311-Food service supervisors,2
,,1963350 AB Ltd /The Boot,"Cochrane, AB T4C 1X6",6311-Food service supervisors,1
,,1968166 Alberta Inc.,"Calgary, AB T2T 0A7",6311-Food service supervisors,1
,,1975538 Alberta Inc,"Beaumont, AB T4X 0G5",6311-Food service supervisors,1
,,2013722 Alberta Ltd,"Sundre, AB T0M 1X0",6621-Service station attendants,1
,,340620 Alberta Ltd,"Edmonton, AB T6E 5X7",6211-Retail sales supervisors,1
,,617882 Alberta Ltd.,"Edmonton, AB T5H 4K8",6322-Cooks,2
,,782902 Alberta Ltd,"Sylvan Lake, AB T4S 0A5",6211-Retail sales supervisors,1
,,7-Eleven Canada Inc.  o/a 7-Eleven Store,"CALGARY, AB T2Y 1W1",6211-Retail sales supervisors,3
,,853582 Alberta Ltd,"Strathmore, AB T1P 1H8",0631-Restaurant and food service managers,1
,,861699 Alberta Ltd.,"CROSSFIELD, AB T0M 0S0",6211-Retail sales supervisors,1
,,ABS Truckwash and Lube Ltd,"EDMONTON, AB T5W  5J",6315-Cleaning supervisors,1
,,Aladdin's Casbah Inc.,"Calgary, AB T2J 7A4",6322-Cooks,1
,,Aztec Renovations & Refit Inc,"Calgary, AB T2E 6L5","9224-Supervisors, furniture and fixtures manufacturing",2
,,Bamboo Garden Ltd,"Banff, AB T1L 1C7",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Bowls Korean BBQ Ltd.,"Calgary, AB T3K 0B3",6322-Cooks,1
,,Byblos Bakery Ltd.,"Calgary, AB T2E 8J8","9213-Supervisors, food, beverage and associated products processing",1
,,Canadian Premium Meats Inc,"Lacombe, AB T4L 0C6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Cochrane Bottle Depot Ltd,"CALGARY, AB T3J  1A",7452-Material handlers,1
,,Comfort Home Solutions Inc.,"Edmonton, AB T5T 2Y1",1221-Administrative officers,1
,,Cozy Home Maid Service Inc.,"Calgary, AB T3M 1Y6",6315-Cleaning supervisors,2
,,Deborah Morgan Consulting Services,"CAMROSE, AB T4V 1W4","4412-Home support workers, housekeepers and related occupations",1
,,Edmonton Roastery Inc.,"EDMONTON, AB T6V 0M7","9617-Labourers in food, beverage and associated products processing",1
,,Elaschuk Hospitality Inc,"Camrose, AB T4V 4W2",6311-Food service supervisors,1
,,Exalta 21 Inc.,"Banff, AB T1L 1C1","6313-Accommodation, travel, tourism and related services supervisors",2
,,,,6531-Tour and travel guides,8
,,Faisal Kabab Hut Ltd.,"Calgary, AB T3J 4K3",6322-Cooks,2
,,Filoxenia Inc. o/a Travelodge Strathmore,"Strathmore, AB T1P 1B5",6311-Food service supervisors,1
,,Go-2-Work Inc.,"Calgary, AB T3H 5M3",6311-Food service supervisors,2
,,Graham & Lane Florists Ltd,"Edmonton, AB T5J 2Y9",6211-Retail sales supervisors,1
,,Janet Yee,"Beaumont, AB T4X 0C5",4411-Home child care providers,1
,,Jaxson Inc.,"Grande Prairie, AB T8W 0G9",6311-Food service supervisors,1
,,Josun Enterprise Ltd. o/a Izumi Yokozuna Sushi House,"Calgary, AB T2W 4X9",6311-Food service supervisors,1
,,Jupiter Enterprises Ltd.,"CALGARY, AB T2H 0R2","9619-Other labourers in processing, manufacturing and utilities",2
,,LCR Construction & Renovation Ltd.,"Picture Butte, AB T0K 1V0",7611-Construction trades helpers and labourers,1
,,Ma Siddiki Corporation o/a Edo Japan,"Olds, AB T4H 0A2",6322-Cooks,1
,,McLennan Pizza and Donair Corp.,"Falher, AB T0H 1M0",6311-Food service supervisors,1
,,Mila's Cleaning Services Ltd,"Sherwood Park, AB T8H 0L7",6315-Cleaning supervisors,1
,,Mooncon Electrical Ltd.,"EDMONTON, AB T6X 0A9",6211-Retail sales supervisors,1
,,Nho Saigon Inc,"Calgary, AB T2T 1Z7",6311-Food service supervisors,1
,,Pearl Nails & Spa Ltd,"CALGARY, AB T3H 0N9",6316-Other services supervisors,1
,,Pereira & Moniz Landscape Contractors Inc.,"Sturgeon County, AB T8T 1N8",8612-Landscaping and grounds maintenance labourers,2
,,Pho Anh Huyen Ltd. o/a Pho Anh Huyen Noodle House,"Calgary, AB T2E 2R8","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Pho Hoai Vietnamese Beef House,"Calgary, AB T2G 0B6",6311-Food service supervisors,1
,,Pinoy Avenue Store and Food Services,"Edmonton, AB T5P 2T9",6211-Retail sales supervisors,1
,,ProBond Systems Inc.,"EDMONTON, AB T5M 3X1",7291-Roofers and shinglers,1
,,Restoretech Ltd,"Edmonton, AB T6N 1B6",6315-Cleaning supervisors,1
,,Shine & Company Ltd.,"Calgary, AB T3H 5M6",6311-Food service supervisors,1
,,Solo Liquor Stores Ltd.,"Calgary, AB T2P 0S4",6211-Retail sales supervisors,1
,,South Edmonton Common Vitality Health Foods Inc.,"EDMONTON, AB T6N 1L5",6211-Retail sales supervisors,1
,,Spruce Grove Bottle Depot Ltd,"ST. PAUL, AB T0A 3A2",6316-Other services supervisors,1
,,SS Stonebridge Del Fitness Corp o/a Motion Fitness,"Grande Prairie, AB T8V 8E6",1241-Administrative assistants,1
,,Stigg Security Inc,"Fort McMurray, AB T9K 0P8",6316-Other services supervisors,2
,,Strawberry Street Daycare Centre Ltd,"Edmonton, AB T6L 6G9",4214-Early childhood educators and assistants,1
,,The Moulding Store Inc.,"Calgary, AB T2E 6S8",9533-Other wood products assemblers and inspectors,1
,,Ultimate Cleaning Services Ltd,"Calgary, AB T3M 1C3",6315-Cleaning supervisors,1
,,Virk Investments Ltd.,"Edmonton, AB T6E 1C1",6211-Retail sales supervisors,1
,,Worsley Gateway Inn Ltd.,"Worsley, AB T0H 3W0",6322-Cooks,1
,,Yasif Inc,"Edmonton, AB T6E 1W6",4214-Early childhood educators and assistants,1
,  Primary Agriculture,Arrowhead Nurseries Ltd.,"Edmonton, AB T5Y 6P8",8432-Nursery and greenhouse workers,5
,,Creekside Home and Garden Ltd.,"Spruce Grove, AB T7Y 1A9",8432-Nursery and greenhouse workers,2
,,De Herdt Gardens,"Barrhead, AB T7N 1A6",8432-Nursery and greenhouse workers,3
,,Double F Farms 2015 Ltd,"Kirriemuir, AB T0C 1R0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,4
,,Kemp Honey Ltd.,"High Prairie, AB T0G 1E0",8431-General farm workers,2
,,Mighty Peace Honey,"Grimshaw, AB T0H 1W0",8431-General farm workers,1
,,Poelman Apiaries Ltd.,"FORT MACLEOD, AB T0L 0Z0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
,,,,8431-General farm workers,5
,,The Jungle Farm,"Red Deer County, AB T4G 0M7",8431-General farm workers,6
British Columbia,    High Wage,0829370 BC Ltd.,"Vancouver, BC V6A 4B3",3233-Licensed practical nurses,1
,,0994391 BC Ltd,"Surrey, BC V3W 1N6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,1137525 B.C. Ltd,"SURREY, BC V3S 7P7",0621-Retail and wholesale trade managers,1
,,617436 BC Ltd,"RICHMOND, BC V7A 4P5",1221-Administrative officers,1
,,673283 B.C. Ltd.,"Parksville, BC V9P 1K8",0632-Accommodation service managers,1
,,Alfa71 Enterprises Ltd,"Langley, BC V3A 4E6",0631-Restaurant and food service managers,1
,,All Star Stone & Building Materials Inc.,"Surrey, BC V3W 3K3",7281-Bricklayers,2
,,Anderson First Rate-Contracting Inc,"Maple Ridge, BC V2X 0T4",7294-Painters and decorators (except interior decorators),3
,,Bansal & Associates Consulting Engineer Inc.,"Surrey, BC V3W 1E6",2253-Drafting technologists and technicians,1
,,Best Royal Recruiting & Immigration Ltd,"Burnaby, BC V5H 2E2","0124-Advertising, marketing and public relations managers",1
,,Big White Electrical Ltd.,"Kelowna, BC V1P 1P3",7241-Electricians (except industrial and power system),1
,,Blackstar Truck & Trailer Repairs Ltd.,"Surrey, BC V3W 3E8",1311-Accounting technicians and bookkeepers,1
,,Brave & Young Distributors Ltd,"Delta, BC V4C 3W1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Bronco Industries Inc,"Delta, BC V4G 1L8",1122-Professional occupations in business management consulting,1
,,,,1221-Administrative officers,1
,,C.E.S. Engineering Ltd,"BURNABY, BC V5G 4X7",2132-Mechanical engineers,1
,,Canadian Okanagan Alpaca Ranch Inc,"Coldstream, BC V1B 3B8",0114-Other administrative services managers,1
,,Cascade Bath and Lighting Ltd.,"Langley, BC V3A 5E8",6211-Retail sales supervisors,1
,,CleanTech Service Group Limited,"Richmond, BC V7A 4X6","7384-Other trades and related occupations, n.e.c.",5
,,Colangeli Group Builders Ltd,"Saanichton, BC V8M 1W2",7271-Carpenters,5
,,Cooperage Enterprises Inc,"Port Coquitlam, BC V3B 8B8","5131-Producers, directors, choreographers and related occupations",1
,,DDN Services Inc.,"Vancouver, BC V6B 3M1",1253-Records management technicians,1
,,Drabek Technologies Ltd.,"COQUITLAM, BC V3K 6A3",2253-Drafting technologists and technicians,1
,,Dura Seal Ltd.,"Port Coquitlam, BC V3C 6N2",7292-Glaziers,1
,,F R C Transport Ltd.,"Surrey, BC V3V 1B9",1311-Accounting technicians and bookkeepers,1
,,Golden Trading Ltd.,"Surrey, BC V3W 7J1",1221-Administrative officers,1
,,Greenland Growers Nursery Ltd.,"ALDERGROVE, BC V4W 1R7","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,Gusan General Contracting Inc,"Port Coquitlam, BC V3B 3W5",7295-Floor covering installers,1
,,H & L Aluminum Railing Ltd.,"Burnaby, BC V3N 4V1",7237-Welders and related machine operators,1
,,,,9416-Metalworking and forging machine operators,1
,,HAP Enterprises Ltd.,"Delta, BC V4G 1G6",7511-Transport truck drivers,6
,,Highway Ranger Trucking Ltd.,"SURREY, BC V3W 6Y7",1311-Accounting technicians and bookkeepers,1
,,,,7511-Transport truck drivers,2
,,International Tentnology Corp,"Surrey, BC V3S 2A1",2132-Mechanical engineers,1
,,Intraedge Inc.,"New Westminster, BC V3L 3A4","0124-Advertising, marketing and public relations managers",1
,,K. R. & R Trucking Ltd,"CHARLIE LAKE, BC V0C 1H0",7511-Transport truck drivers,2
,,Leavitt Machinery General Partnership,"Langley, BC V2Z 2L3","1123-Professional occupations in advertising, marketing and public relations",1
,,Mander Bros. Enterprises Ltd.,"DELTA, BC V4C 6P6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,MBD Trucking Ltd.,"Surrey, BC V3W 4J7",1221-Administrative officers,1
,,MBM Metal Fabricators Inc.,"Langley, BC V1M 0B1",6221-Technical sales specialists - wholesale trade,1
,,Meiklejohn Architectural Design Studio Inc.,"Penticton, BC V2A 1H2",2251-Architectural technologists and technicians,1
,,Mexi-Cana Concrete Service,"Vancouver, BC V5K 4Y6",7282-Concrete finishers,3
,,Mighty Peace Brewing Co. Ltd.,"Fort St John, BC V1J 1J1","9213-Supervisors, food, beverage and associated products processing",1
,,Mountain Equipment Co-Operative,"Vancouver, BC V5T 1E1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,New Hourin Ramen Inc.,"Vancouver, BC V6S 0H7",0631-Restaurant and food service managers,1
,,Night Owl Bird Hospital,"Vancouver, BC V6J 1Z2",3114-Veterinarians,1
,,Northstar Janitorial Services Ltd.,"Prince George, BC V2N 5H9",6315-Cleaning supervisors,1
,,Ornament Tiles and Surface Ltd.,"Surrey, BC V4N 4N2",7283-Tilesetters,2
,,Ponderosa Trading Company Ltd,"Maple Ridge, BC V4R 2P7",1221-Administrative officers,1
,,President Global Consulting Group Ltd.,"Richmond, BC V6X 3X2",1221-Administrative officers,1
,,Punjab Travel Ltd.,"Abbotsford, BC V2T 3S5",1241-Administrative assistants,1
,,Roman Metal Works Ltd.,"North Vancouver, BC V7P 3N4",7233-Sheet metal workers,1
,,Scott Plastics Ltd.,"Sidney, BC V8L 5Z6",7232-Tool and die makers,1
,,Sea to Sky Powerwashing Inc,"North Vancouver, BC V7M 0C6",0621-Retail and wholesale trade managers,1
,,Skynet Wireless Inc.,"Surrey, BC V3R 1V9",0601-Corporate sales managers,1
,,,,1221-Administrative officers,1
,,SoundsGood Auto Services Inc,"Coquitlam, BC V3B 1B8",2242-Electronic service technicians (household and business equipment),1
,,Spider Holding Ltd.,"Vancouver, BC V6A 1R6",6315-Cleaning supervisors,1
,,Steve Chung Law Corporation  o/a Chung & Associates,"New Westminster, BC V3L 1V3",1242-Legal administrative assistants,1
,,Tavo Stone Contracting Inc.,"Coquitlam, BC V3E 2P1",7283-Tilesetters,1
,,The Flying Pig Holdings Ltd.  o/a The Flying Pig (Yaletown),"Vancouver, BC V6B 2S2",6321-Chefs,1
,,Valley Countertops Industries Ltd,"Abbotsford, BC V2T 6X4","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,West Tenth Badminton Club Ltd,"Vacouver, BC V6K 2A4",5252-Coaches,1
,,Westland Metal Ltd.,"Surrey, BC V3W 9G2",9416-Metalworking and forging machine operators,1
,,Worldnet Computers Inc,"Surrey, BC V3S 2G9",2281-Computer network technicians,1
,   Low Wage,0837507 B.C. Ltd.,"Whistler, BC V0N 1B4",6311-Food service supervisors,2
,,0863506 B.C Ltd o/a Ali Baba Pizza - Duncan,"Victoria, BC V8W 1G9",6311-Food service supervisors,1
,,0894000 BC Ltd o/a Railtown Cafe & Catering,"Vancouver, BC V6A 1A4",6322-Cooks,1
,,0923281 BC Ltd,"SURREY, BC V3W 0P8",6211-Retail sales supervisors,1
,,1006771 BC Ltd,"PORT COQUITLAM, BC V3B 0G6",6311-Food service supervisors,1
,,1020215 BC Ltd.  o/a Sushi Bella Restaurant,"North Vancouver, BC V7M 2E8",6322-Cooks,1
,,1039139 BC Ltd,"Richmond, BC V6V 0B4",6322-Cooks,4
,,1058489 BC LTD. o/a Momo Sushi,"Vancouver, BC V6B 5C6",6322-Cooks,2
,,2nd Home Bilingual Child Care Centre,"Burnaby, BC V5E 2A4",4214-Early childhood educators and assistants,1
,,592835 BC Ltd dba Dairy Queen,"Surrey, BC V3W 1E6",6322-Cooks,1
,,6731856 Canada Inc,"Cranbrook, BC V1C 3S3",6311-Food service supervisors,1
,,AAG Holding 2011 Ltd,"PORT MCNEILL, BC V9N 2R0",6311-Food service supervisors,1
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",1
,,ACCS Food Services Incorporated,"VANCOUVER, BC V6E 1C2",6311-Food service supervisors,1
,,Ace Trades and Technichal Institute,"Surrey, BC V3W 1R1",1241-Administrative assistants,1
,,AE & RS Restaurant Ltd.,"Surrey, BC V4A 5A4",6322-Cooks,1
,,Alfa71 Enterprises Ltd,"Langley, BC V3A 4E6",6322-Cooks,1
,,Better Way Lighting Ltd,"Vancouver, BC V6A 3B7",1241-Administrative assistants,1
,,Blue Moose Holdings Ltd.,"Hope, BC V0X 1L0","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Breeze Beauty International Ltd,"RICHMOND, BC V6Y 0C2",6341-Hairstylists and barbers,1
,,Cha Ching Holdings Ltd.,"Kelowna, BC V1W 3T1",0631-Restaurant and food service managers,1
,,,,6322-Cooks,2
,,Chaparral Industries (86) Inc.,"Kelowna, BC V1X 7T1",7611-Construction trades helpers and labourers,3
,,Chel-Ryan Enterprises Ltd o/a Tappen Esso,"Tappen, BC V0E 2X3",6211-Retail sales supervisors,1
,,CME Enterprise Ltd.,"Burnaby, BC V5E 1T8",4214-Early childhood educators and assistants,1
,,Diligent Group Enterprizes Ltd,"Surrey, BC V3W 5J5",6322-Cooks,1
,,Domain Decorating & restorations Ltd,"Langley, BC V2Z 2M5",7611-Construction trades helpers and labourers,1
,,Echo Early Learning Center Inc.,"Kelowan, BC V1Y 5Y7",4214-Early childhood educators and assistants,1
,,Educoach Consultants Inc.,"Burnaby, BC V5J 5K7",1241-Administrative assistants,1
,,Fablee Diner Ltd.,"Vancouver, BC V5T 1W1",0631-Restaurant and food service managers,1
,,Four Corner Roofing Ltd.,"SURREY, BC V3W 5B6",7611-Construction trades helpers and labourers,3
,,Frontier Cloth House Ltd.,"Surrey, BC V3W 3N3","6342-Tailors, dressmakers, furriers and milliners",1
,,Grace Sushi Ltd,"Victoria, BC V8W 3K3",6513-Food and beverage servers,1
,,Great Canadian Pizza Ltd,"Vancouver, BC V6B 2C9",6311-Food service supervisors,1
,,Hawksworth Restaurant Services Inc.,"VANCOUVER, BC V6C 0B4",6321-Chefs,1
,,,,6322-Cooks,2
,,Helena Hair Salon,"NORTH VANCOUVER, BC V7L 2P9",6341-Hairstylists and barbers,1
,,Hiraku Sushi Ltd. o/a Hiraku Sushi Japanese Restaurant,"Coquitlam, BC V3E 0J5",6322-Cooks,1
,,Hollandia Greenhouses Ltd,"Pitt Meadows, BC V3Y 1Z1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Hollyburn Family Services Ltd.,"North Vancouver, BC V7M 1A5",4212-Social and community service workers,1
,,Il Tavolino Holdings Ltd.,"KELOWNA, BC V1W 5K9",6322-Cooks,1
,,Internation Investments Inc o/a A&W Restaurant,"Abbotsford, BC V3G 2K8",6311-Food service supervisors,1
,,Ironwood Bottle Depot Ltd.,"Richmond, BC V7A 4V5",6211-Retail sales supervisors,1
,,Island Scallops Ltd,"Qualicum Beach, BC V9K 2C8",2221-Biological technologists and technicians,1
,,J & His Childcare,"Richmond, BC V6Y 3E7",4214-Early childhood educators and assistants,1
,,JJ Metrotown Enterprise Ltd.,"Vancouver, BC V6M 2W1",0631-Restaurant and food service managers,1
,,JTO Enterprises Ltd.,"Vancouver, BC V5X 3L2",6322-Cooks,2
,,K & D Logging Ltd,"Fort St. James, BC V0J 1P0",2223-Forestry technologists and technicians,1
,,K & N Mahal Enterprises Ltd.,"Vancouver, BC V6M 1Y8","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,K&W Enterprises Ltd,"Hope, BC V0X 1L4",0631-Restaurant and food service managers,1
,,Kenkar Enterprises Ltd. o/a McDonald's Restaurant,"Victoria, BC V9B 1H8",6311-Food service supervisors,4
,,Kent Picture Framing Ltd.,"VANCOUVER, BC V6J 1V4",5212-Technical occupations related to museums and art galleries,1
,,King Sejong Restaurant Ltd.,"Victoria, BC V8W 1L3",6322-Cooks,1
,,KS Garage Door Ltd.,"Vancouver, BC V5S 2T6",7441-Residential and commercial installers and servicers,1
,,L.J. Restaurant Ltd,"Abbotsford, BC V2S 1L4",6322-Cooks,1
,,Landsea Tours Ltd.,"Vancouver, BC V6A 2P3",6732-Specialized cleaners,1
,,Lotus Child Care North Van Ltd.,"N. Vancouver, BC V7P 1T2",4214-Early childhood educators and assistants,1
,,LSMCV Daycare Ltd.,"Trail, BC V1R 1Z1",4214-Early childhood educators and assistants,1
,,Lumo Salon Ltd.,"Vancouver, BC V6Z 2P5",6341-Hairstylists and barbers,1
,,Minty Nails Brow and Lash Salon Ltd,"Surrey, BC V3W 5A5","6562-Estheticians, electrologists and related occupations",1
,,Mr. Red Cafe Inc.,"Vancouver, BC V6K 2G3",6322-Cooks,1
,,"My Shanti by Vikram Vij, Inc.","VANCOUVER, BC V5Y 1M8",6322-Cooks,1
,,Nancy O's Restaurant Group Inc.,"Prince George, BC V2L 3E6",0631-Restaurant and food service managers,1
,,NPT Construction Ltd,"Vancouver, BC V5P 1T9",7611-Construction trades helpers and labourers,1
,,Oak Bay Guest House,"VICTORIA, BC V8S 5E3",0632-Accommodation service managers,1
,,ONLY U CAFE INC,"VANCOUVER, BC V6T 2H9",6322-Cooks,1
,,Osteria Napoli Retorante Ltd,"Vancouver, BC V5K 4E1",6322-Cooks,1
,,Penguin Enterprises Ltd. dba North Vancouver Hotel,"North Vancouver, BC V7P 3B6",6731-Light duty cleaners,1
,,Phat Nails & Spa Inc,"Coquitlam, BC V3J 1N8","6562-Estheticians, electrologists and related occupations",2
,,Proline Roofing Ltd.,"Victoria, BC V8X 1H2",7611-Construction trades helpers and labourers,5
,,PSI Sushi & Roll Ltd. o/a PSI Sush Roll,"Surrey, BC V3T 2W6",6322-Cooks,1
,,Ra Sushi Ltd,"ABBOTSFORD, BC V2S 0H9",6322-Cooks,1
,,Rooster's Offroad Ltd,"Kamloops, BC V2H 1B5","7334-Motorcycle, all-terrain vehicle and other related mechanics",1
,,S.J.K. Foods LTD dba Subway,"Surrey, BC V3W 4G2",6311-Food service supervisors,1
,,Sakoon Indian Cuisine Ltd,"HOPE, BC V0X 1L2","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Sangdo Shipping Ltd.,"Port Coquitlam, BC V3C 6N9",1221-Administrative officers,1
,,Snow Creek Canyon Holdings Ltd o/a Tim Hortons,"Revelstoke, BC V0E 2S0",6311-Food service supervisors,6
,,Spider Holding Ltd.,"Vancouver, BC V6A 1R6",6732-Specialized cleaners,1
,,SSH Safari Snack House & Grill Inc,"Burnaby, BC V5B 3N1",6311-Food service supervisors,1
,,SSS Estates Ltd,"Richmond, BC V6X 2V1",6732-Specialized cleaners,2
,,TBAAR Restaurant Ltd.,"Burnaby, BC V5E 1C5",6311-Food service supervisors,1
,,Thai Delight Inc. o/a Thida Thai Restaurant,"Vancouver, BC V6E 1N2",6322-Cooks,1
,,Thorough Clean Cleaning Services,"Port Moody, BC V3H 5H1",6315-Cleaning supervisors,1
,,Two Parrots Restaurant Ltd,"Vancouver, BC V6Z 1M4",6322-Cooks,1
,,Veli Holdings Ltd.,"INVERMERE, BC V0A 1K7",6311-Food service supervisors,2
,,Viaggio Hotel & Restaurants Corp.,"Delta, BC V3M 6H4",0631-Restaurant and food service managers,1
,,,,6512-Bartenders,1
,,Weonjae Lee & Yeonhee Kim,"Abbotsford, BC V3G 0C1",6322-Cooks,1
,,Westcoast Jewellers and Diamonds Ltd.,"Vancouver, BC V6Z 1G3","6344-Jewellers, jewellery and watch repairers and related occupations",1
,,Zalathai Thai Restaurant Ltd.,"Nanaimo, BC V9R 5B8",6322-Cooks,1
,,Zenterra Developments Ltd,"Surrey, BC V3Z 6T3",7611-Construction trades helpers and labourers,2
,  Primary Agriculture,BK Orchards Ltd,"Peachland, BC V0H 1X0",8431-General farm workers,21
,,Caspian Apiaries Inc.,"Delta, BC V4C 2P7",8431-General farm workers,10
,,Dinesen Nurseries Ltd,"Aldergrove, BC V4W 2R1",8432-Nursery and greenhouse workers,10
,,East Richmond Nurseries Inc,"Richmond, BC V6V 1B1",8432-Nursery and greenhouse workers,6
,,FKC (168) Produce Ltd.,"Surrey, BC V3S 8H6",8432-Nursery and greenhouse workers,1
,,Gurmeet Johal Farm,"Surrey, BC V3V 5E3",8431-General farm workers,1
,,Holler Estate Vineyards,"Penticton, BC V2A 8T6",8431-General farm workers,8
,,Jian Li Farm Ltd.,"SURREY, BC V4N 6N2",8431-General farm workers,2
,,KP Labour Contractor Ltd,"Surrey, BC V3W 2Y4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,4
,,Lulu Island Winery Ltd,"Richmond, BC V6V 1A8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Maybog Farms Ltd,"Richmond, BC V6V 1T3",8431-General farm workers,14
,,Nk'Mip Vineyards LLP,"Oliver, BC V0H 1T2",8431-General farm workers,9
,,Oldfield Orchard and Bakery,"Victoria, BC V8Y 1Y2",0821-Managers in agriculture,1
,,Pacific West Perennial Growers Ltd,"Langley, BC V2Y 2M8",8432-Nursery and greenhouse workers,6
Yukon,   Low Wage,The Hue Oasis Inc. o/a The Hue Oasis,"Whitehorse, YT Y1A 4Y9",6322-Cooks,1
Northwest Territories,   Low Wage,506829 N.W.T Ltd,"Yellowknife, NT X1A 2N5",6322-Cooks,1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,BOB Industries LLC,"Santa Monica, 90401","5131-Producers, directors, choreographers and related occupations",1
,,Cap Gun Collective,"LA, 90401","5131-Producers, directors, choreographers and related occupations",1
,,"Caviar LA, LLC","Los Angeles, 90028","5131-Producers, directors, choreographers and related occupations",1
,,Ember Group Limited,"London, WC2N5DS",1122-Professional occupations in business management consulting,2
,,"Framestore, Inc.","Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
,,Frozen Man Inc.,"New York, 10011","5131-Producers, directors, choreographers and related occupations",2
,,"Furlined, Inc","Santa Monica, 90404","5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",1
