"Employers who were issued a negative Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (April-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Requested Positions
,,Zinaida Flooring Ltd.,"CALGARY, AB T3K 2B2",1241-Administrative assistants,1
,   Low Wage,1092192 Alberta Ltd o/a Dairy Queen Okotoks,"Okotoks, AB T1S 1Z6",6311-Food service supervisors,2
,,1128981 Alberta Ltd,"Fort Macleod, AB T0L 0Z0",6611-Cashiers,2
,,1294947 Alberta Ltd. operating multiple businessess,"Edmonton, AB T6E 2A4",6322-Cooks,1
,,1327382 Alberta Ltd.  o/a Tapas Restaurant,"CANMORE, AB T1W 2A2",6322-Cooks,1
,,1478090 Alberta Ltd o/a Sargent Liquor Store,"St Albert, AB T8N 6B9",6211-Retail sales supervisors,1
,,1493256 Alberta Ltd,"CALGARY, AB T2A 4L8",7612-Other trades helpers and labourers,1
,,1496160 Alberta Ltd.,"Milk River, AB T0K 1M0","6622-Store shelf stockers, clerks and order fillers",1
,,1502675 Alberta Ltd o/a Cafe Mediterranean,"Calgary, AB T2R 0T8",6322-Cooks,1
,,1586622 Alberta Ltd o/a Villa Firenze,"Calgary, AB T2E 0B6",6322-Cooks,1
,,,,6332-Bakers,1
,,1667045 Alberta Ltd o/a Waves Coffee House,"Edmonton, AB T6M 0M8",6311-Food service supervisors,1
,,1684070 Alberta Ltd,"EDMONTON, AB T6T 2C8",7511-Transport truck drivers,2
,,1692850 Alberta Ltd. o/a Taco Time,"Edmonton, AB T5C 3C8",6311-Food service supervisors,1
,,1759338 Alberta Ltd o/a Papa John's Pizza,"RED DEER, AB T4P 0Z4",6311-Food service supervisors,1
,,1781679 Alberta Ltd,"Edmonton, AB T6E 4E4",0631-Restaurant and food service managers,1
,,1810725 Alberta Ltd,"PEACE RIVER, AB T8S 1R7",6322-Cooks,2
,,1825399 Alberta Inc.,"CALGARY, AB T3K 1K5",6211-Retail sales supervisors,1
,,1879057 Alberta Ltd,"EDMONTON, AB T5E 2T2",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,1908100 Alberta Ltd. o/a Rundle Mountain Lodge,"Canmore, AB T1W 1L7","6313-Accommodation, travel, tourism and related services supervisors",1
,,1926679 Alberta Ltd. o/a Circle K,"Sylvan Lake, AB T4S 2M2","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,1945332 Alberta Ltd,"EDMONTON, AB T6X 2C3",6311-Food service supervisors,2
,,1958740 Alberta Inc. o/a Opa! of Greece,"ROCKY VIEW COUNTY, AB T1Z 0A3",6311-Food service supervisors,1
,,1984455 Alberta Ltd,"CALGARY, AB T3M 2E2",6311-Food service supervisors,1
,,2020803 Alberta Ltd,"EDMONTON, AB T6X 0N4",6322-Cooks,1
,,2097918 Alberta Ltd.,"EDMONTON, AB T6R 0T8",6322-Cooks,2
,,2110153 Alberta Ltd o/a Duggan Car Wash,"Edmonton, AB T6W 2W9",6732-Specialized cleaners,1
,,298007 Alberta Ltd.,"BLACK DIAMOND, AB T0L 0H0",6322-Cooks,3
,,396725 Alberta Ltd o/a Lewis Estates Car Wash,"EDMONTON, AB T5Z 3E2",6315-Cleaning supervisors,1
,,496303 Alberta Ltd,"ONOWAY, AB T0E 1V0",6322-Cooks,1
,,618635 Alberta Ltd,"CALGARY, AB T2K 0S8",6311-Food service supervisors,1
,,7204884 Canada Inc o/a Mobilinq,"GRAND PRAIRIE, AB T8V 3Y2",6211-Retail sales supervisors,1
,,743313 Alberta Ltd o/a Panago Pizza,"BEAUMONT, AB T4X 1T9",6322-Cooks,2
,,7-Eleven Canada Inc.  o/a 7-Eleven Store,"CALGARY, AB T2Y 1W1",6211-Retail sales supervisors,1
,,Alberta West Transport Ltd.,"GRANDE PRAIRIE, AB T8X 1L7",7535-Other automotive mechanical installers and servicers,1
,,Aman Brar Cleaning Ltd.,"CALGARY, AB T3J 4S8",6731-Light duty cleaners,3
,,Apex Distribution Inc.,"CALGARY, AB T2P 2Y3",1311-Accounting technicians and bookkeepers,1
,,ASAR Group of Companies Inc.,"Calgary, AB T2Z 3S7",6211-Retail sales supervisors,1
,,Ayvio Enterprises Inc.,"CALGARY, AB T1Y 5A5",6321-Chefs,1
,,Bamboo Garden Ltd,"Banff, AB T1L 1C7",6311-Food service supervisors,1
,,Canada Mat Inc,"EDMONTON, AB T6N 1B2",1521-Shippers and receivers,1
,,Canadian Scenery Travel Inc.,"BANFF, AB T1L 1A4","6313-Accommodation, travel, tourism and related services supervisors",1
,,Canmore Wen Inc.,"Calgary, AB T3Z 3L5","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,Chinese Flavor Restaurant,"Fort McMurray, AB T9K 1S6",6311-Food service supervisors,1
,,Complete Automotive Radiator Supplies Ltd.,"EDMONTON, AB T6E 3P1",1521-Shippers and receivers,1
,,Daniel & Rose Holdings Inc.,"CALGARY, AB T3H 3B7",6311-Food service supervisors,1
,,Dashmesh Trucking,"SHERWOOD PARK, AB T8B 1C9",1241-Administrative assistants,1
,,DC Groceries Inc.,"Calgary, AB T3J 3M7",6211-Retail sales supervisors,1
,,DCL Construction Services Ltd,"CALGARY, AB T2E 2M7","7284-Plasterers, drywall installers and finishers and lathers",1
,,Deol Transport Ltd.,"Edmonton, AB T6X 1K9",7511-Transport truck drivers,2
,,Design Jewellers Ltd.,"Edmonton, AB T5T 3J7","5243-Theatre, fashion, exhibit and other creative designers",1
,,DK Cleaning Services Ltd,"CALGARY, AB T3J 3W9",6731-Light duty cleaners,3
,,Dunmore Liquor Ltd.,"MEDICINE HAT, AB T1B 2H2",6211-Retail sales supervisors,1
,,Engineered Air Division of Airtex Manufacturing,"Calgary, AB T2G 4C8","9619-Other labourers in processing, manufacturing and utilities",10
,,Evershine Homes Ltd.,"CALGARY, AB T3J 0J2",6315-Cleaning supervisors,1
,,Fluent Home Ltd,"EDMONTON, AB T6E 4B9",6411-Sales and account representatives - wholesale trade (non-technical),6
,,Georgetown Hospitality Inc,"Canmore, AB T1W 1N4",6315-Cleaning supervisors,1
,,Grenoble Development Investments Ltd.O/A David Thompson Resort,"CALGARY, AB T3H 0Y9",6322-Cooks,1
,,Guru Road Carriers Ltd.,"Calgary, AB T3J 5J2",7511-Transport truck drivers,4
,,H & S Enterprises Inc,"CALGARY, AB T2E 6W5",0631-Restaurant and food service managers,1
,,H&J Cleaning Corp,"CALGARY, AB T3N 0C8",6315-Cleaning supervisors,1
,,Hiep Thanh Trading Ltd,"Edmonton, AB T5H 2N9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Images of the North,"Banff, AB T1L 1B1",6421-Retail salespersons,1
,,Imagine Wireless Inc,"Calgary, AB T3E 0C3",0621-Retail and wholesale trade managers,1
,,Inglewood Child Learning Centre Ltd,"EDMONTON, AB T5M 0K4",4214-Early childhood educators and assistants,1
,,InstaClean Inc.,"EDMONTON, AB T5A 3K1",6732-Specialized cleaners,1
,,J.S.J.V. Holdings Ltd,"FORT MCMURRAY, AB T3Z 3T5",6311-Food service supervisors,1
,,Jerusalem Shawarma and Bakery Inc,"CALGARY, AB T3K 5P4",6311-Food service supervisors,1
,,KAFT Professional Corporation o/a KAFT CPA,"COLD LAKE, AB T9M 1P4",1311-Accounting technicians and bookkeepers,1
,,Kinjo Sushi & Grill Ltd,"Calgary, AB T3A 5R8",6511-Maîtres d'hôtel and hosts/hostesses,2
,,KRC Properties Inc.,"Edmonton, AB T6J 5H2",6315-Cleaning supervisors,1
,,KT Franklin Ltd.,"Fort McMurray, AB T9H 2J4","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,Little India,"Calgary, AB T3A 5Z7",6322-Cooks,2
,,Lucy's Sweets Ltd. o/a Hazeldean Bakery,"Edmonton, AB T6E 0M2",6332-Bakers,1
,,Luna Authentic Vietnamese Cuisine Corp.,"Cochrane, AB T4C 0K3",6322-Cooks,1
,,Maks Lawn Care & Cleaning Alberta Ltd,"CALGARY, AB T3K 2C6","6733-Janitors, caretakers and building superintendents",1
,,Manila Grill Restaurant Ltd.,"EDMONTON, AB T5S 2H7",6311-Food service supervisors,2
,,Martin Mortor Sports / MMD Sales Ltd,"EDMONTON, AB T5S 2L7",6421-Retail salespersons,1
,,Matador Pizza & Spaghetti House Ltd,"Calgary, AB T3A 0Z9",6322-Cooks,2
,,Milltech Millwork Ltd.,"Edmonton, AB T5L 4K2",7272-Cabinetmakers,2
,,Mirdip Ltd,"GRAND PRAIRIE, AB T8V 7X4",6322-Cooks,1
,,My Beauty Concepts Inc,"Edmonton, AB T6L 6S9","6562-Estheticians, electrologists and related occupations",1
,,Naveen Powerwash Inc,"CALGARY, AB T3M 2E7",7612-Other trades helpers and labourers,1
,,Nikko Sushi Ltd.,"BROOKS, AB T1R 1B8",0631-Restaurant and food service managers,1
,,NR Janitorial Inc.,"Calgary, AB T2Y 3N9",6315-Cleaning supervisors,1
,,Oriental Grill Vietnamese Cuisine,"CALGARY, AB T2J 0N3",6311-Food service supervisors,1
,,Paina Ventures Inc.,"CALGARY, AB T3N 0M7",6311-Food service supervisors,2
,,Paul Singh Professional Corporation o/a Edmonton Vision Centre,"Edmonton, AB T6L 7E8",1241-Administrative assistants,1
,,People's Trucking Ltd,"Nisku, AB T9E 8T3",7612-Other trades helpers and labourers,1
,,Pho Chu The Inc,"Calgary, AB T2G 0A6",6511-Maîtres d'hôtel and hosts/hostesses,1
,,Rimrock Resort Hotel Corporation,"Banff, AB T1L 1J2",6731-Light duty cleaners,2
,,Rocky Mountain Show Jumping Ltd.,"CALGARY, AB T2Y 2Z7",8431-General farm workers,3
,,Rueon Thai Restaurant Ltd,"Red Deer, AB T4N 4K8",6322-Cooks,1
,,Sai Cleaning Services Ltd.,"Edmonton, AB T6T 1X8",6731-Light duty cleaners,2
,,Scotsman's Well,"Calgary, AB T3J 0A3",6322-Cooks,2
,,Sehjalson Trucking Ltd.,"EDMONTON, AB T6L 5L1",1241-Administrative assistants,1
,,Selina Pan Professional Corporation,"Calgary, AB T2E 1L7",1311-Accounting technicians and bookkeepers,1
,,Seoul House Ltd,"Westlock, AB T7P 2H6",6611-Cashiers,1
,,Shaganappi Plaza Ltd.,"Calgary, AB T2N 3R1",6315-Cleaning supervisors,1
,,Shawarmaji Ltd.,"EDMONTON, AB T6E 6S4",6322-Cooks,2
,,Sherwood Park Bottle Depot Ltd.,"EDMONTON, AB T6X 0A9",6211-Retail sales supervisors,1
,,SSC Enterprises Ltd.,"HIGH PRAIRIE, AB T0G 1E0",6621-Service station attendants,1
,,Subway,"Lac La Biche, AB T0A 2C1",6311-Food service supervisors,1
,,Subway Sandwiches And Salads,"Edson, AB T7E 1T8",6311-Food service supervisors,1
,,Sukhvir Karan Enterprises Ltd.,"Lethbridge, AB T1J 0C1",6322-Cooks,2
,,Super Star Plumbing and Heating Ltd,"CALGARY, AB T3R 0N3",7251-Plumbers,1
,,Sushi Ichiban (Macleod) Ltd. o/a Sushi Ichiban,"Calgary, AB T2G 2R7",6311-Food service supervisors,1
,,Sylvan Backhoe Inc.,"RED DEER COUNTY, AB T4E 2M7",8612-Landscaping and grounds maintenance labourers,1
,,Thind Sales Corp,"EDMONTON, AB T6L 5H1",6211-Retail sales supervisors,1
,,Tiffin On 50th Ltd.,"EDMONTON, AB T6X 1A4",6311-Food service supervisors,1
,,Vietnamese Garden Restaurant Ltd,"Red Deer, AB T4N 6V9",6513-Food and beverage servers,1
,,Viva Deli Inc.,"RED DEER, AB T4N 4M2","9213-Supervisors, food, beverage and associated products processing",1
,,Westwinds Car Wash Ltd,"Calgary, AB T3J 5H3",6315-Cleaning supervisors,1
,  Primary Agriculture,Cheslen Dairies Ltd,"STURGEON COUNTY, AB T8T 0N8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Herradura Farms Ltd,"De Winton, AB T0L 0X0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Rio Frio Ranch Ltd,"Okotoks, AB T1S 1A9",8432-Nursery and greenhouse workers,1
British Columbia,    High Wage,0902042 BC Ltd o/a Wings Tap and Grill,"Langley, BC V3A 4C7",0631-Restaurant and food service managers,1
,,0957857 BC Ltd.  o/a West - Rich Auto Services,"Richmond, BC V7C 1J8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,1062566 BC Ltd.  o/a Grab N Go Convenience,"NANAIMO, BC V9T  4B",0621-Retail and wholesale trade managers,1
,,1063217 BC ltd o/a Luxe Chinese Seafood Restaurant,"Langley, BC V2Y 1A5",6321-Chefs,1
,,1103867 B.C. Ltd.,"RICHMOND, BC V6X 1X7","0124-Advertising, marketing and public relations managers",1
,,1158245 BC Ltd,"MAPLE RIDGE, BC V2W 0H7",6341-Hairstylists and barbers,1
,,1945808 Alberta Inc o/a Pureways Property Services (Pureways Inc.),"KELOWNA, BC V1Y 6E4","0651-Managers in customer and personal services, n.e.c.",1
,,A Deep Stucco Ltd.,"SURREY, BC V3V 2H4",1221-Administrative officers,1
,,A Plus Automotive Ltd,"North Vancouver, BC V7P 1B5",6552-Other customer and information services representatives,1
,,Abbotsford Nissan Ltd.,"ABBOTSFORD, BC V2T 5M1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Acadia Commercial Interiors Ltd.,"Surrey, BC V3W 1B3",7272-Cabinetmakers,1
,,Accipiter Construction Corp,"SURREY, BC V3H 2H2",0712-Home building and renovation managers,1
,,Accura Plastering Ltd,"SURREY, BC V4N 4P5","7284-Plasterers, drywall installers and finishers and lathers",1
,,Acme Glass Ltd.,"SURREY, BC V3W 0A6",1411-General office support workers,1
,,Alexis Creek Store Ltd.,"ALEXIS CREEK, BC V0L 1A0",0621-Retail and wholesale trade managers,1
,,Alpha Box Trading Limited,"DELTA, BC V4C 4C2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,,,1311-Accounting technicians and bookkeepers,1
,,Anet Fiber Tech Inc.,"SURREY, BC V3W 1W1",0131-Telecommunication carriers managers,1
,,,,1222-Executive assistants,1
,,Anmol Beverage Enterprise (#3) Ltd,"VANCOUVER, BC V6C 3L0","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,Aquatrans Distributors Inc.,"SURREY, BC V3S 5A5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Archway Construction Ltd.,"Burnaby, BC V5J 3J1",1221-Administrative officers,1
,,Aurora Helicopters Ltd,"VERNON, BC V1H 1N5","2271-Air pilots, flight engineers and flying instructors",1
,,B Dhaliwal Gardening & Landscaping Ltd,"SURREY, BC V3X 2E2",8612-Landscaping and grounds maintenance labourers,2
,,B.C Furnace Service Ltd.,"COQUITLAM, BC V3K 0A7","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,,,7313-Refrigeration and air conditioning mechanics,1
,,Bae & Cho Holding Ltd.,"VANCOUVER, BC V6H 2V2",6321-Chefs,2
,,Bajaj Trading Co. Ltd. o/a Ocean Park Pizza & Steakhouse,"Langley, BC V1M 2Y5",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,Barn Nork Restaurant Ltd,"MOUNT CURRIE, BC V0N 2K0",6322-Cooks,2
,,Beanworks Solutions Inc.,"Vancouver, BC V6B 1T3",2282-User support technicians,1
,,Best Auto Body & Paint Ltd.,"Surrey, BC V3W 4E6",7237-Welders and related machine operators,2
,,Best Built Homes Ltd.,"SURREY, BC V3S 1R4",1241-Administrative assistants,1
,,Blue Pacific Drywall Limited,"Surrey, BC V3W 1R1","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",4
,,Boss Electric Ltd,"SURREY, BC V3T 4M8","7202-Contractors and supervisors, electrical trades and telecommunications occupations",1
,,,,7241-Electricians (except industrial and power system),2
,,Bowtie Tech Corp,"Osoyoos, BC V0H 1V2",7312-Heavy-duty equipment mechanics,1
,,Build Up Construction Ltd,"Surrey, BC V3V 1A6",7271-Carpenters,4
,,Canada Starlight Education Group Corp.,"BURNABY, BC V5H 4T9",4163-Business development officers and marketing researchers and consultants,1
,,Canada Tabloid Media Inc,"SURREY, BC V3X 0H2","0124-Advertising, marketing and public relations managers",1
,,Chubby Brothers Caulking,"SURREY, BC V3T 5E7","7384-Other trades and related occupations, n.e.c.",1
,,Clinical Sleep Soloutions Inc,"VANCOUVER, BC V5J 5B9",1431-Accounting and related clerks,1
,,Creston Cab Company Inc.,"CASTLEGAR, BC V1N 4X4",1525-Dispatchers,2
,,CWC Immigration Solutions Inc.,"SURREY, BC V3W 2V7",0601-Corporate sales managers,1
,,Desired Construction Ltd.,"SURREY, BC V3T 3J3",7271-Carpenters,1
,,DMCN Security Services Ltd,"COQUITLAM, BC V3K 4Z5",2242-Electronic service technicians (household and business equipment),1
,,DN Framing Limited,"SURREY, BC V3S 7V8",7611-Construction trades helpers and labourers,1
,,Earthworks Recycling Inc.,"PORT COQUITLAM, BC V3C 6P4","1123-Professional occupations in advertising, marketing and public relations",1
,,East West Plumbing 2007 Ltd.,"VANCOUVER, BC V5P 3T9",1225-Purchasing agents and officers,1
,,ET Music Therapy,"NORTH VANCOUVER, BC V7L 2M7",3144-Other professional occupations in therapy and assessment,1
,,Euro Asia Transload Inc.,"Richmond, BC V6W 0A2","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Everwin Trading Inc.,"RICHMOND, BC V6X 3P7","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Exquisite Lawn and Landscaping Ltd.,"KELOWNA, BC V1Y 9N9","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,EZ Enterprise Open Source Corp.,"Vancouver, BC V5K 2L2",2175-Web designers and developers,1
,,FIVE ARROWS CONSTRUCTION LTD.,"ABBOTSFORD, BC V2J 5J5","7302-Contractors and supervisors, heavy equipment operator crews",1
,,G&K Excavation & Demolition Services Ltd.,"Richmond, BC V6V 1H9",1241-Administrative assistants,1
,,,,7371-Crane operators,1
,,,,7511-Transport truck drivers,3
,,G.A.M. Shoes & Repair Ltd,"MAPLE RIDGE, BC V2X 2V5",6343-Shoe repairers and shoemakers,1
,,Gill Electric Co. Ltd,"SURREY, BC V4B 3S6",7241-Electricians (except industrial and power system),2
,,GM Resorts LP,"North Vancouver, BC V7R 4K9","7302-Contractors and supervisors, heavy equipment operator crews",1
,,Grant Transport Inc,"Langley, BC V3A 8C8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,H.R. Won Entertainment Corp.  o/a Seh-Mi Japanese Restaurant,"LANGLEY, BC V3A 4E4",6321-Chefs,1
,,HI-MARK DRYWALL (2011) LTD.,"SURREY, BC V3T 3X9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",5
,,Huang 1 Enterprises Ltd,"VANCOUVER, BC V5T 1G7",0631-Restaurant and food service managers,1
,,Hummingbird Micro Homes Ltd.,"FERNIE, BC V0B 1M5","0124-Advertising, marketing and public relations managers",1
,,Ideal Foods Inc,"Victoria, BC V8P 5P5","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Intact Immigration Services Ltd.,"Surrey, BC V3W 3N4",1241-Administrative assistants,1
,,JHL CONTRACTORS LTD,"SURREY, BC V3X 0B2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Josan Rebar Services Ltd.,"DELTA, BC V4C 3L3",7237-Welders and related machine operators,1
,,Kerr Construction Inc.,"Vancouver, BC V6P 6G2",7271-Carpenters,1
,,Keytechs Software Innovation & Solutions Limited,"SURREY, BC V3S 1V1",0112-Human resources managers,1
,,Khosa Construction Ltd.,"SURREY, BC V3V 6R4",7291-Roofers and shinglers,1
,,KTL Transport Inc,"Richmond, BC V6W 0A2",7511-Transport truck drivers,5
,,Lin Heung Restaurant,"VICTORIA, BC V8P 1N4",6311-Food service supervisors,1
,,Livecare Health Canada Inc.  o/a Livecare,"Surrey, BC V3V 0C6",1242-Legal administrative assistants,1
,,LM Diesels Truck & Trailer Repair Ltd,"SURREY, BC V3W 0R5","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
,,Lo-Cost Auto Repairs Ltd.,"Richmond, BC V6X 2J2",0621-Retail and wholesale trade managers,1
,,Macropus Global Ltd.,"VICTORIA, BC V8N 1A4",4021-College and other vocational instructors,1
,,Main Stucco Ltd.,"VANCOUVER, BC V5X 2C5","7284-Plasterers, drywall installers and finishers and lathers",2
,,Maple Leaf Disposal Ltd.,"LANGLEY, BC V3A 5E7",7312-Heavy-duty equipment mechanics,1
,,Mega Excavation Ltd.,"KELOWNA, BC V1W 4N2","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",2
,,Mexicanadian Amigos Restaurants Inc.,"WHITE ROCK, BC V4B 1K6",0631-Restaurant and food service managers,1
,,Morgan Creek Family Chiropractic Inc.,"SURREY, BC V3Z 0R7",3236-Massage therapists,1
,,Nanjee Investement Corp,"Coquitlam, BC V3B 5R5",6311-Food service supervisors,1
,,Nationwide Natural Foods (2000) Inc.,"Delta, BC V4G 1H8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Nebula Supply Chain Ltd,"MISSION, BC V2V 7R7",7511-Transport truck drivers,5
,,Neel-Co Builders (2014) Ltd.,"CHILLIWACK, BC V2R 4A9",7271-Carpenters,6
,,New Novelty Restaurant and Sweets (2005) Ltd.,"Vancouver, BC V5X 3T6",1241-Administrative assistants,1
,,New View Drywall Ltd,"SURREY, BC V3W 2J2","7204-Contractors and supervisors, carpentry trades",1
,,Norquip Services Ltd.,"BURNABY, BC V5J 1P1",7246-Telecommunications installation and repair workers,1
,,Novax Tile Ltd.,"Coquitlam, BC V3B 0C8",7611-Construction trades helpers and labourers,1
,,Orbit Carpet Ltd,"Surrey, BC V3W 8J9",6211-Retail sales supervisors,1
,,Pawsh Dog Spa Inc.,"Vancouver, BC V6B 1M7","0651-Managers in customer and personal services, n.e.c.",1
,,PRIME BUILDING MAINTENANCE LTD,"Richmond, BC V6V 1Z4",6315-Cleaning supervisors,2
,,,,"6733-Janitors, caretakers and building superintendents",2
,,Project 143000 Investments Ltd,"COQUITLAM, BC V3K 6R2","7302-Contractors and supervisors, heavy equipment operator crews",1
,,Quality Drafting Company Ltd.,"PARKSVILLE, BC V9P 2H7",2253-Drafting technologists and technicians,1
,,R K Pizza Inc.,"DELTA, BC V4E 2V6",6311-Food service supervisors,1
,,Ralph Van Woerden Automotive Repair,"CHILLIWACK, BC V2P 1N6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Rapid West Coast Constructors Ltd.,"PORT COQUITLAM, BC V3C 4K9",7271-Carpenters,7
,,Reliable Granite & Marble Finishing Ltd.,"RICHMOND, BC V6V 2M1",1111-Financial auditors and accountants,1
,,Rocket Transport Inc.,"Abbotsford, BC V2T 5L4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Rocky's Concrete Soil Technology Inc,"NORTH VANCOUVER, BC V7P 2N6",7312-Heavy-duty equipment mechanics,1
,,Royal Truck Repair Ltd,"SURREY, BC V3X 2H5",7237-Welders and related machine operators,1
,,RTCT Transport Ltd,"Surrey, BC V3S 0Y9",7511-Transport truck drivers,5
,,Sangha Insulated Doors Ltd.,"Surrey, BC V3S 7A4",7452-Material handlers,1
,,Sedoli Holdings Ltd.,"Vancouver, BC V6B 4W4",1221-Administrative officers,1
,,Sheema Food & Caterers Ltd o/a Kairali Village Restaurant,"SURREY, BC V3W 3E9",6311-Food service supervisors,1
,,Sky High Plumbing & Heating Ltd.,"DELTA, BC V4C 6H2",7251-Plumbers,1
,,Skyrise Construction Ltd.,"SURREY, BC V4N 0R5",7271-Carpenters,1
,,,,"7284-Plasterers, drywall installers and finishers and lathers",1
,,Smart Wireless Solutions Ltd.,"ABBOTSFORD, BC V3L 3B9",1221-Administrative officers,1
,,,,2242-Electronic service technicians (household and business equipment),1
,,South Asian Broadcasting Corporation Inc.,"SURREY, BC V3W 4G1",5121-Authors and writers,2
,,Splendor Construction Ltd.,"SURREY, BC V3S 3J3",7271-Carpenters,2
,,Stitches Creation Inc.,"Burnaby, BC V5J 5K4","1123-Professional occupations in advertising, marketing and public relations",1
,,Sukh Hair and Beauty Salon,"Surrey, BC V3W 4E1",6341-Hairstylists and barbers,2
,,Sulak Enterprises Ltd.,"SURREY, BC V3X 3K1",6316-Other services supervisors,1
,,Talpa BC Construction,"SURREY, BC V3S 1K4",7271-Carpenters,1
,,"The Board of Education, School District No. 74","Ashcroft, BC V0K 1A0",4031-Secondary school teachers,1
,,Third Estates Ltd. (dba) Columbia Hotel,"Vancouver, BC V6A 2R7","6733-Janitors, caretakers and building superintendents",1
,,T-Square Holdings Inc.,"SHAWNIGAN LAKE, BC V0R 2W3",7441-Residential and commercial installers and servicers,1
,,Universal Plumbing & Heating Ltd.,"SURREY, BC V3V 7W3","7203-Contractors and supervisors, pipefitting trades",2
,,UvanU International,"Vancouver, BC V6B 4W4",1221-Administrative officers,1
,,Vancouver Home Maintenance Ltd.,"NORTH VANCOUVER, BC V7P 1V7",7441-Residential and commercial installers and servicers,1
,,Vanpeople Network Ltd.,"Richmond, BC V6X 2W9",0601-Corporate sales managers,1
,,VANTECHS COMPUTERS LTD,"NORTH VANCOUVER, BC V7P 3A2",2282-User support technicians,1
,,Venture Auto Parts Trading Inc,"Abbotsford, BC V2S 1G7",0601-Corporate sales managers,1
,,Waterman's Marketing Inc.,"VANCOUVER, BC V5M 3G9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Watertight Boatworks,"North Vancouver, BC V7P 3H9",9531-Boat assemblers and inspectors,1
,,Zippo Stone Ltd.,"Richmond, BC V6X 1V4",7281-Bricklayers,2
,,Zorba's Bakery and Foods Ltd.,"VANCOUVER, BC V7X 1J5","1123-Professional occupations in advertising, marketing and public relations",1
,   Low Wage,0652339 BC Ltd. (dba) Round Table Pizza & India Cuisine,"RICHMOND, BC V6Y 3Y8",0631-Restaurant and food service managers,1
,,0724135 BC Ltd.,"SQUAMISH, BC V0N 1T0","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,0805693 BC Ltd.,"RADIUM HOT SPRINGS, BC V0A 1M0","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,0816132 BC Ltd.,"Kelowna, BC V1V 1S1",6311-Food service supervisors,1
,,0837507 B.C. Ltd.,"Whistler, BC V0N 1B4",0631-Restaurant and food service managers,1
,,0864465 BC Ltd.  o/a Little Caesars,"LAKE COUNTY, BC V4V 1Z8",0631-Restaurant and food service managers,2
,,0915098 BC Ltd.,"WHITE ROCK, BC V4B 1C7",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,0922585 BC Ltd.,"LANGLEY, BC V2Z 3A1","9441-Textile fibre and yarn, hide and pelt processing machine operators and workers",2
,,0965945 B.C. Ltd.,"RICHMOND, BC V6X 2C9",0631-Restaurant and food service managers,1
,,0967042 BC Ltd. o/a Jiffy Lube #92 South Surrey,"SURREY, BC V4N 1A6",6211-Retail sales supervisors,1
,,1004130 BC Ltd,"VANCOUVER, BC V6Z 0C6",6322-Cooks,1
,,1009393 B.C. Ltd,"COQUITLAM, BC V3B 0C6","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1013446 BC Ltd. o/a HWY7 & 9 Esso Gas Station,"Agassiz, BC V0M 1A0",6211-Retail sales supervisors,1
,,1019719 BC Ltd. o/a Ryuu Japanese Kitchen,"Vancouver, BC V6B 5J3",6311-Food service supervisors,1
,,1036479 BC Ltd. o/a Heritage Immigration,"SURREY, BC V3R 1M7",1241-Administrative assistants,1
,,1054828 BC Ltd,"LANGLEY, BC V3A 7E9","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1057537 BC Ltd.,"DELTA, BC V4C 6P7",6322-Cooks,2
