"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (April-June)",,,,, 
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions 
,,Griffith Island Club,"Georgian Bluffs, ON N0H 2T0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Grim City Tattoo Inc,"HAMILTON, ON L8H 5X2","6562-Estheticians, electrologists and related occupations",1
,,GTA 2012 Inc. o/a GTA Roofing,"MISSISSAUGA, ON L4T 1E7",7291-Roofers and shinglers,1
,,Gur Truck Centre Ltd. o/a Wrench Power Truck Rep,"BRAMPTON, ON L6W 1L3",0621-Retail and wholesale trade managers,1
,,Haiwai Travel Inc.,"Markham, ON L3R 0M3","6313-Accommodation, travel, tourism and related services supervisors",1
,,Hakata Shoryuken Ltd.,"North York, ON M2N 5R4",6321-Chefs,1
,,Hamati Roofing Ltd.,"Toronto, ON M2P 1S8",7291-Roofers and shinglers,1
,,Hamilton Health Sciences,"GRIMSBY, ON L3M 1P3",3112-General practitioners and family physicians,1
,,Health Sciences North,"SUDBURY, ON P3E 5J1",3111-Specialist physicians,1
,,Heavenly Eats Limited,"WINDSOR, ON N9A 2S6",0631-Restaurant and food service managers,1
,,Heritage Commercial Services Inc.,"KITCHENER, ON N2M 1Y5",1241-Administrative assistants,1
,,Higgins Rent-All Ltd.  o/a Higgins Event Rentals,"TORONTO, ON M8Z 5H9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,High Breed Corp.,"CONCORD, ON L4K 3S6",1241-Administrative assistants,1
,,"Holt, Renfrew & Co., Limited","Toronto, ON M4W 3B8",5221-Photographers,2
,,,,"5232-Other performers, n.e.c.",2
,,,,6222-Retail and wholesale buyers,1
,,,,6341-Hairstylists and barbers,1
,,,,"6561-Image, social and other personal consultants",1
,,Homelife Silvercity Realty Inc.,"BRAMPTON, ON L6R 3Z4",1242-Legal administrative assistants,1
,,Hydrauli-Chrome Inc.,"OTTAWA, ON K1B 4S1",7231-Machinists and machining and tooling inspectors,2
,,I Realty Advisors Inc.,"BRAMPTON, ON L7A 0S9",1241-Administrative assistants,1
,,I STYLE PROFESSIONAL INC.,"BRAMPTON, ON L6T 4N7",1241-Administrative assistants,1
,,ICON BUILDERS INC,"TORONTO, ON M6B 1R7",1311-Accounting technicians and bookkeepers,1
,,IFLOW HVAC INC.,"TORONTO, ON M1R 3C7",2175-Web designers and developers,1
,,Image Dental Laboratory Limited,"Barrie, ON L4M 7G1","3223-Dental technologists, technicians and laboratory assistants",1
,,Imperial Medical Assessments,"NEWMARKET, ON L3Y 1J8",1221-Administrative officers,1
,,inCTRL Solutions Inc.,"DUNDAS, ON L9H 7H9",2174-Computer programmers and interactive media developers,1
,,Index International Inc. o/a Popeyes Whitby,"WHITBY, ON L1N 2K6",0631-Restaurant and food service managers,1
,,Indo Canadian Food Hut Inc.,"BRAMPTON, ON L6Y 0B5",6311-Food service supervisors,1
,,Infitnity Fitness Ltd.,"MISSISSAUGA, ON L5C 1T8",6316-Other services supervisors,1
,,Inglewood Veterinary Professional Corp.,"CALEDON, ON L7C 2C3",1221-Administrative officers,1
,,Ingratta Cement & Drainage Inc,"Maidstone, ON N0R 1K0",7282-Concrete finishers,2
,,Integral Seal Manufacturing Inc.,"CONCORD, ON L4K 2T3","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",2
,,International Paper Converters Limited,"CONCORD, ON L4K 2G1","9215-Supervisors, forest products processing",1
,,InterRent Holdings Manager Limited Partnership,"OTTAWA, ON K2P 1Z2",1224-Property administrators,1
,,Interspan Canada Inc.,"Vaughan, ON L4K 3W7","0124-Advertising, marketing and public relations managers",1
,,Iqra Telecommunications Inc.,"MISSISSAUGA, ON L5N 8H1",2281-Computer network technicians,1
,,Ishina Distinguished Indian Cuisine Inc.,"OTTAWA, ON K2H 8W2",6322-Cooks,1
,,Italiana FoodTech Inc.,"TORONTO, ON M3J 2H8",2253-Drafting technologists and technicians,1
,,ITPS (Canada) Ltd.,"London, ON N5V 3Z9","2271-Air pilots, flight engineers and flying instructors",1
,,It's About Thyme Inc.,"STRATFORD, ON N5A 5E2","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,J.B. Machining Inc.,"CAMBRIDGE, ON N1T 1J1",9612-Labourers in metal fabrication,1
,,Jagbir Transport Inc.,"MISSISSAUGA, ON L5T 1N8",7511-Transport truck drivers,3
,,Jagir Contracting Inc.,"Brampton, ON L6S 5P6",7235-Structural metal and platework fabricators and fitters,2
,,Jagjot Express Inc.,"ETOBICOKE, ON M9W 1L4",1221-Administrative officers,1
,,Jasper Interactive Studios Inc.,"TORONTO, ON M6K 3E1",0125-Other business services managers,1
,,Jass Retail and Wholesale Inc.,"SCARBOROUGH, ON M1E 2N2","0013-Senior managers - financial, communications and other business services",1
,,JA-U Travel Inc,"TORONTO, ON M2M 1C9","6313-Accommodation, travel, tourism and related services supervisors",1
,,Jaura Group Inc. o/a MACs Convenience Store,"Sturgeon Falls, ON P2B 2H8",6211-Retail sales supervisors,1
,,JD Property Canada Corp. o/a JD Development Group,"MARKHAM, ON L3R 5J2",0111-Financial managers,1
,,Johnson Playfair Inc,"Toronto, ON M4M 2L3",7281-Bricklayers,2
,,JS5 Inc.,"MISSISSAUGA, ON L4W 1N8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Kallem Associates Inc.,"SCARBOUROUGH, ON M1V 2L3",1311-Accounting technicians and bookkeepers,1
,,Kapco Tool & Die Ltd.,"WINDSOR, ON N8X 4L4",7232-Tool and die makers,1
,,K-Dash Transport Inc.,"BRAMPTON, ON L6W 3J7",1241-Administrative assistants,1
,,Kernrnisys Inc.,"BRAMPTON, ON L6Y 4P1",2175-Web designers and developers,1
,,Khanna Transport Inc.,"ETOBICOKE, ON M9V 5C3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Khela Brothers Transport (1368964 Ont. Ltd.),"BRAMPTON, ON L6P 0E5",1241-Administrative assistants,1
,,Kids Come First Child Care Services,"Mississauga, ON L4T 0A7",4214-Early childhood educators and assistants,1
,,King Tandoori Bar & Grill Inc.,"WOODBRIDGE, ON L4H 0P8",6311-Food service supervisors,1
,,Kiosk Design Inc,"TORONTO, ON M5A 1K4","0124-Advertising, marketing and public relations managers",1
,,Kitchen & Bath Inc.,"OAKVILLE, ON L6H 6A2",6211-Retail sales supervisors,1
,,,,7272-Cabinetmakers,1
,,Kitchener Waterloo Gymnastics Club Incorporated,"KITCHENER, ON N2M 5N9",5252-Coaches,1
,,KJS Transport Inc,"BRAMPTON, ON L6T 1G4",7511-Transport truck drivers,4
,,KJS Transport Inc.,"BRAMPTON, ON L6P 0N8",7511-Transport truck drivers,3
,,Knix Wear Inc.,"TORONTO, ON M6J 2M5","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Kobai Software Inc.,"BURLINGTON, ON L7R 4B6",2173-Software engineers and designers,1
,,Kodarin Industries Limited,"STONEY CREEK, ON L8E 5G6",7231-Machinists and machining and tooling inspectors,5
,,KPMG LLP,"Toronto, ON M5H 2S5",1111-Financial auditors and accountants,1
,,KPS Paint Inc.,"OAKVILLE, ON L6L 1H3","0013-Senior managers - financial, communications and other business services",1
,,K-ZIL Inc.o/a Kobe Sizzlers,"MISSISSAUGA, ON L5V 0A7",6321-Chefs,1
,,L.A. Truck Repairs LTD.,"BRAMPTON, ON L6P 4B7",7322-Motor vehicle body repairers,2
,,Lake of Two Islands Ltd.,"TORONTO, ON M4P 2H6","5131-Producers, directors, choreographers and related occupations",1
,,Lamko Tool and Mold Inc.,"London, ON N6E 2T3",7311-Construction millwrights and industrial mechanics,2
,,Landau Gage Inc.,"Windsor, ON N8T 3G7",7232-Tool and die makers,1
,,Latvian Canadian Cultural Centre,"Toronto, ON M4A 2N8",0714-Facility operation and maintenance managers,1
,,Lea-Ann Belter Bridal Limited,"TORONTO, ON M4M 2G7","5243-Theatre, fashion, exhibit and other creative designers",1
,,League Communications Corp.,"MARKHAM, ON L3T 0A1","0512-Managers - publishing, motion pictures, broadcasting and performing arts",1
,,Leon's Auto Body Inc.,"North York, ON M3J 2B7",7322-Motor vehicle body repairers,1
,,Liberty Utilities (Canada) Corp,"OAKVILLE, ON L6J 2X1",0125-Other business services managers,1
,,Load Solutions Inc.,"MISSISSAUGA, ON L5T 2G9",7511-Transport truck drivers,2
,,London Eco-Roof Manufacturing Inc.,"Dorchester, ON N0L 1G4","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",2
,,,,7291-Roofers and shinglers,9
,,London Health Sciences Centre,"London, ON N6A 5W9",3111-Specialist physicians,1
,,London Spine Centre,"LONDON, ON N5X 0H4",3111-Specialist physicians,1
,,Longtech Computer Distribution Inc.,"Markham, ON L3R 4C1",6222-Retail and wholesale buyers,1
,,Longyuan Canada Renewables Ltd.,"TORONTO, ON M5H 3Y2","0013-Senior managers - financial, communications and other business services",1
,,Lucky 5 Group Inc.,"MARKHAM, ON L3R 1G6",2251-Architectural technologists and technicians,1
,,Ludus Magnus Martial Arts Inc.,"TORONTO, ON M5V 0N8","0513-Recreation, sports and fitness program and service directors",1
,,Luthra Law Office,"Mississauga, ON L5S 0A2",1221-Administrative officers,1
,,Magcor Demolition,"TORONTO, ON M8Y 1H6","7302-Contractors and supervisors, heavy equipment operator crews",1
,,Magenta Studio,"Richmond Hill, ON L4B 3G2",5241-Graphic designers and illustrators,1
,,Mahajan Home Ltd,"TORONTO, ON M3J 2N1",0601-Corporate sales managers,1
,,MAHARAJA' S  GROUP   OF  RESTAURANT' S  LTD.,"VAUGHAN, ON L4K 2M9",6322-Cooks,2
,,Mampster Inc,"SCARBOROUGH, ON M1V 5E4",6322-Cooks,1
,,Mangalam Caterings Plus Ltd,"ETOBICOKE, ON M9C 0B1",6321-Chefs,2
,,Marianas Logistics Inc.,"BRAMPTON, ON L6Z 4H7",1221-Administrative officers,1
,,Markham Centre Financial Services Inc.,"MARKHAM, ON L3R 0M7","1123-Professional occupations in advertising, marketing and public relations",1
,,Martinrea International Inc.,"Vaughan, ON L4K 5B2",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Masonry Medics Inc.,"Mississauga, ON L5G 2K7",7281-Bricklayers,1
,,Massey's Fine Indian Cuisine,"London, ON N6G 5J2",6322-Cooks,1
,,Matharu Welding & Fabrication Bumpers,"BRAMPTON, ON L7C 2A2",7237-Welders and related machine operators,1
,,Mathematics,"Toronto, ON M5A 1R7","5131-Producers, directors, choreographers and related occupations",3
,,Max & Lion Production Inc.,"Brampton, ON L7A 1B6",7311-Construction millwrights and industrial mechanics,1
,,MCM 2001 Inc.,"Toronto, ON M6M 4M7",2233-Industrial engineering and manufacturing technologists and technicians,1
,,McMaster University,"Hamilton, ON L8N 4K1",4011-University professors and lecturers,6
,,Medeiros Brampton Construction Limited,"BRAMPTON, ON L6Y 3V1",7281-Bricklayers,1
,,Medicentres Canada Inc.,"PETERBOROUGH, ON K9J 4L6",3112-General practitioners and family physicians,1
,,Mega Furniture Imports Ltd.,"North York, ON M9M 2H4",4163-Business development officers and marketing researchers and consultants,1
,,Mellohawk Associates Inc.,"MISSISSAUGA, ON L4W 4Y3",1221-Administrative officers,1
,,Melvin Panton,"NORTH YORK, ON M3J 2N1","7204-Contractors and supervisors, carpentry trades",1
,,Midha's Furniture Gallery Inc.,"Brampton, ON L6W 3R1",1241-Administrative assistants,1
,,Mikene Inc.  o/a Subway,"BRAMPTON, ON L6P 2C3",6311-Food service supervisors,1
,,Milestone Tire Canada Corp.,"Scarborough, ON M1S 3A7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Milford Auto Collision LTD.,"TORONTO, ON M6M 2W1",7322-Motor vehicle body repairers,1
,,Monkey King Corp,"MARKHAM, ON L3R 9V1","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Monolith Precision Machining Inc,"HALTON HILLS, ON L7G 0C6","9226-Supervisors, other mechanical and metal products manufacturing",1
,,Moonstone Quartz Inc. o/a Lucent Quartz,"CONCORD, ON L4K 3M9",1241-Administrative assistants,1
,,Mose Drywall  Systems Ltd.,"BARRIE, ON L4N 9A7","7284-Plasterers, drywall installers and finishers and lathers",1
,,Moss Psychology Professional Corporation,"CONSECON, ON K0K 1T0",4151-Psychologists,1
,,MOYA FINANCIAL CREDIT UNION LTD.,"ETOBICOKE, ON M8W 3V7",6314-Customer and information services supervisors,1
,,Mrs. America Productions Ltd.,"TORONTO, ON M8Z 5Z4","5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",1
,,Multi-Mold Plastics Inc.,"Concord, ON L4K 1G6","9214-Supervisors, plastic and rubber products manufacturing",1
,,My Home Builders Corp.,"RICHMOND HILL, ON L4C 3H2",0711-Construction managers,1
,,Naan Bar Inc.,"TORONTO, ON M2K 1E6",1221-Administrative officers,1
,,Natalex Ltd.,"BRADFORD, ON L3Z 0X4",7283-Tilesetters,1
,,Nathan Cosmetics Inc.,"INNISFIL, ON L9S 0K7","0651-Managers in customer and personal services, n.e.c.",1
,,NAV Canada,"Ottawa, ON K1P 5L6","0013-Senior managers - financial, communications and other business services",1
,,NERv Technology Inc.,"WATERLOO, ON M2V 2X4",2211-Chemical technologists and technicians,1
,,New Malwa Express Inc,"Mississauga, ON L4T 3S8","7305-Supervisors, motor transport and other ground transit operators",1
,,Nexcar Auto Sales & Leasing Inc.,"TORONTO, ON M3J 2G4",1225-Purchasing agents and officers,1
,,NG Marin Inc.,"CONCORD, ON L4K 4X2",7271-Carpenters,7
,,Nimble Content Inc.,"TORONTO, ON M5A 1J2","5131-Producers, directors, choreographers and related occupations",1
,,NMT Machining Group,"Kitchener, ON N2E 3E1",7231-Machinists and machining and tooling inspectors,2
,,OBN Consulting Inc.  o/a OBN Security,"TORONTO, ON M8Z 1M3",1241-Administrative assistants,1
,,Ocreation Inc.,"MARKHAM, ON L3R 9V1","0013-Senior managers - financial, communications and other business services",1
,,On Time Accounting Solutions Ltd.,"BRAMPTON, ON L6P 2K7",1221-Administrative officers,1
,,Ontario Impex of Canada,"BRAMPTON, ON L6T 1E2","5131-Producers, directors, choreographers and related occupations",1
,,"Orbit Academy Co., Ltd.","TORONTO, ON M2N 0G3","0013-Senior managers - financial, communications and other business services",1
,,Orbit Motor Freight Inc.  o/a TD Supply Chain Solution,"GUELPH, ON N1L 0C8",1311-Accounting technicians and bookkeepers,1
,,P. Kahlon Dentistry Professional Corporation,"BRAMPTON, ON L6R 3T4",1243-Medical administrative assistants,1
,,Pacific Paving Ltd.,"MISSISSAUGA, ON L4W 2K5",7312-Heavy-duty equipment mechanics,1
,,Pan Care Inc,"MISSISSAUGA, ON L5M 1M5",3111-Specialist physicians,1
,,Panam Painting and Renovation Inc,"BRAMPTON, ON L6T 4Z7","0016-Senior managers - construction, transportation, production and utilities",1
,,Pancho's Bakery,"Mississauga, ON L4X 2G6",0621-Retail and wholesale trade managers,1
,,Pantos Logistics Canada Inc.,"VAUGHAN, ON L4K 0B7",0714-Facility operation and maintenance managers,1
,,Partners Film Inc.,"Toronto, ON M5A 3C4","5131-Producers, directors, choreographers and related occupations",5
,,Parvasi Weekly Inc.,"Mississauga, ON L4T 0A7","1123-Professional occupations in advertising, marketing and public relations",1
,,Patheon Inc.,"Mississauga, ON L5N 7K9","9212-Supervisors, petroleum, gas and chemical processing and utilities",1
,,Paul Boers Ltd. o/a Paul Boers Manufacturing,"Vineland Station, ON L0R 2E0",6221-Technical sales specialists - wholesale trade,1
,,Paul Truck & Trailer Repair Centre Inc.,"Hamilton, ON L8E 4P2",1311-Accounting technicians and bookkeepers,1
,,Paysepar Part Supplies Inc,"NORTH YORK, ON M3J 2N5",0621-Retail and wholesale trade managers,1
,,Pediatric Urgent Care Inc,"MISSISSAUGA, ON L5B 0E4",3111-Specialist physicians,1
,,Peel Car Sales Inc.,"MISSISSAUGA, ON L4T 1A2",0621-Retail and wholesale trade managers,1
,,Peppergate Developments Inc.,"TORONTO, ON M6A 3A1",7271-Carpenters,1
,,PETAWAWA CENTENNIAL FAMILY HEALTH CENTRE,"PETAWAWA, ON K8H 3H5",3112-General practitioners and family physicians,1
,,PG Building Envelop,"WATERLOO, ON N2L 6R7",7441-Residential and commercial installers and servicers,10
,,Physiocare and Wellness Clinic Inc.,"BRAMPTON, ON L6R 1W4",1243-Medical administrative assistants,1
,,Pineland Contracting Ltd.,"MOONBEAM, ON P0L 1V0",7312-Heavy-duty equipment mechanics,1
,,Playground Incorporated,"Toronto, ON M5V 2L1",5241-Graphic designers and illustrators,1
,,PNR Railworks Inc,"GUELPH, ON N1H 8M7",2241-Electrical and electronics engineering technologists and technicians,2
,,Polycote Inc.,"Concord, ON L4K 2A3",7231-Machinists and machining and tooling inspectors,1
,,Powernode Computer Inc.,"MARKHAM, ON L3R 8N4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Preet Plumbing & Heating Ltd. o/a Turban Star Homes,"NORTH YORK, ON M9L 2L7",1241-Administrative assistants,1
,,Prica Group Construction Management Inc.,"WATERLOO, ON N2L 6R7","7284-Plasterers, drywall installers and finishers and lathers",10
,,Prica Orchard Inc. (Ontario Corp #002392879) o/a Prica Orchards,"WATERLOO, ON N2L 6R7",2225-Landscape and horticulture technicians and specialists,1
,,Pride Mechanical Inc.,"MISISSAUGA, ON L5T 0B3",7251-Plumbers,1
,,Prime Global Trading Inc.,"TORONTO, ON M4S 1W7","0013-Senior managers - financial, communications and other business services",1
,,Primo Paving & Construction Ltd.,"BOLTON, ON L7E 2R6",7312-Heavy-duty equipment mechanics,1
,,Pro Concrete & Paving Ltd.,"Hamilton, ON L8L 4K3",7282-Concrete finishers,2
,,PRO VISION ARCHITECTURE INC.,"AURORA, ON L4G 1M5",2251-Architectural technologists and technicians,1
,,Proactive Auto Care Inc.,"BRAMPTON, ON L7A 3J4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Procom Consultants Group Ltd,"Toronto, ON M4S 2C6",2174-Computer programmers and interactive media developers,1
,,Proplus Construction Inc.,"Scarborough, ON M1V 4S9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Public Disposal and Recycling Inc.,"Kleinburg, ON L0J 1C0",7271-Carpenters,1
,,Public Services and Procurement Canada,"Ottawa, ON K1A 0S5","5125-Translators, terminologists and interpreters",19
,,Pukka Restaurant,"Toronto, ON M6C 1B6",6321-Chefs,1
,,Punjabi Dhaba,"Mississauga, ON L4T 1A6",6322-Cooks,2
,,QSTOP DISTRIBUTION & SERVICES LTD.,"HAMILTON, ON L8N 1B2","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Quantum World Technologies Inc.,"Toronto, ON M5B 2L7","0013-Senior managers - financial, communications and other business services",1
,,Queen's University,"KINGSTON, ON K7L 3N6",4011-University professors and lecturers,5
,,QUIK CHEK LTD/,"KINGSTON, ON K7M 6P7",6211-Retail sales supervisors,1
,,R&C Energy Saving Inc,"Richmond Hill, ON L4B 1E4","0124-Advertising, marketing and public relations managers",1
,,R.E. Royal Trading Inc.,"Concord, ON L4K 1L4",6222-Retail and wholesale buyers,1
,,Rafat General Contractor Inc,"Caledon, ON L7E 2Y4",7236-Ironworkers,1
,,,,7271-Carpenters,1
,,,,7282-Concrete finishers,3
,,Ram-Air Systems Inc.,"Markham, ON L6B 0N1",2232-Mechanical engineering technologists and technicians,1
,,Rebar Enterprises Inc.,"OAKVILLE, ON L6H 6M5",2253-Drafting technologists and technicians,2
,,Retispec Inc.,"Toronto, ON M5M 2V5",0111-Financial managers,1
,,RHYTHM TRANSPORT INC.,"BOLTON, ON L7C 3A6",1241-Administrative assistants,1
,,Richersons Enterprise Ltd.,"Richmond Hill, ON L4B 1G5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Rivervalley Masonry Group Ltd.,"Mississauga, ON L4Y 1Y6",7281-Bricklayers,6
,,RMEDICS INC.,"MISSISSAUGA, ON L5A 3Z2",7291-Roofers and shinglers,3
,,Rogers Communications Canada Inc.,"Toronto, ON M4W 1G9",1122-Professional occupations in business management consulting,1
,,Rogers Telecommunications Ltd.,"Toronto, ON M4W 1G9",1224-Property administrators,1
,,,,6321-Chefs,1
,,Roni Excavating Ltd.,"Concord, ON L4K 4P3",7282-Concrete finishers,1
,,Royal Canadian Steel Inc.,"Brampton, ON L6T 4A3",1111-Financial auditors and accountants,1
,,,,"1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Royal City Paint & Wallpaper Inc.,"GUELPH, ON N1K 1A9",6221-Technical sales specialists - wholesale trade,1
,,Royal Meat BBQ Inc,"ETOBICOKE, ON M8Z 5G5",6322-Cooks,1
,,Royal Ottawa Health Care Group,"Ottawa, ON K1Z 7K4",3111-Specialist physicians,2
,,Ryerson University,"TORONTO, ON M5B 2K3",4011-University professors and lecturers,5
,,S.P.R. Masonry Inc.,"Toronto, ON M6B 2E9",7281-Bricklayers,5
,,Safety First Consulting Professional Corp,"CONCORD, ON L4K 4S2","4165-Health policy researchers, consultants and program officers",1
,,Sai Venkatesa Enterprises Inc.,"BRAMPTON, ON L6Y 0Z3",6322-Cooks,2
,,Sam Zhang Financial Services Inc,"TORONTO, ON M2J 4A8","0013-Senior managers - financial, communications and other business services",1
,,Samson Controls Inc.,"MARKHAM, ON L3R 5J7",6221-Technical sales specialists - wholesale trade,1
,,Samurai Age Productions Inc.,"TORONTO, ON M5V 1R7","5131-Producers, directors, choreographers and related occupations",1
,,Sangoma Technologies Inc.,"Markham, ON L3R 9R6",2173-Software engineers and designers,2
,,SAP Canada Inc,"TORONTO, ON M5K 1B7",2174-Computer programmers and interactive media developers,2
,,Sapphirus Stone and Tile Inc.,"TORONTO, ON M6A 1P8",0113-Purchasing managers,1
,,Saw IX Productions Canada Ltd.,"Toronto, ON M4M 2M2","5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",2
,,SDMA Agent Inc.,"TORONTO, ON M4N 3M5",3111-Specialist physicians,1
,,Seeback Roofing & Sheet Metal Ltd.,"Toronto, ON M8Z 2R4",7291-Roofers and shinglers,1
,,Selhi Food Services Inc.,"MARKHAM, ON L6C 1J6",6311-Food service supervisors,1
,,Sequoia Content Canada Limited,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",2
,,Shabad Transport Inc.,"WOODBRIDGE, ON L4L 1A7",1221-Administrative officers,1
,,Shopify Inc.,"TORONTO, ON M5V 2J4",2173-Software engineers and designers,1
,,SHREEJI KRUPA INC o/a Subway,"BRAMPTON, ON L6P 2C3",6311-Food service supervisors,1
,,Shun Hing Noodles & Food Products Ltd.,"TORONTO, ON M1B 2W4",7311-Construction millwrights and industrial mechanics,1
,,Siemens Healthcare Limited,"Oakville, ON L6H 0H6",2111-Physicists and astronomers,1
,,Signify Canada Ltd. (Signify Canada Ltee,"Markham, ON L6C 2S3",2232-Mechanical engineering technologists and technicians,1
,,,,"7202-Contractors and supervisors, electrical trades and telecommunications occupations",2
,,SITA Associates Inc. o/a Global Vision Care,"MISSISSAUGA, ON L4W 2K8",2233-Industrial engineering and manufacturing technologists and technicians,1
,,SkyPower Services ULC,"Toronto, ON M5X 1C9","1123-Professional occupations in advertising, marketing and public relations",1
,,SMC Project Realization and Management Inc.,"Stouffville, ON L4A 0N2","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,SMTEL Call Exchange Inc.,"MISSISSAUGA, ON L4V 1W1","0013-Senior managers - financial, communications and other business services",1
,,SNM International Limited,"Mississauga, ON L5S 1W1",7231-Machinists and machining and tooling inspectors,1
,,Sofa By Stylish Design Inc.,"Mississauga, ON L4T 3Z4","9217-Supervisors, textile, fabric, fur and leather products processing and manufacturing",1
,,"Soft Citizen, Inc","TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",2
,,Software Merchant Inc.,"TORONTO, ON M5X 1C7",2174-Computer programmers and interactive media developers,1
,,Solda Pools Ltd,"BRAMPTON, ON L6W 1W1",7271-Carpenters,1
,,Solocrete General Contracting Ltd,"Brampton, ON L6Z 0A1",7282-Concrete finishers,4
,,Someplace Nice,"Toronto, ON M6H 2X6","5131-Producers, directors, choreographers and related occupations",2
,,Sosna Incorporated,"VAUGHAN, ON L4K 1Z8",7271-Carpenters,1
,,Sotto Sotto Ristaurant,"Toronto, ON M5R 2H4",6321-Chefs,1
,,Sousa Truck Trailer Repair Ltd.,"Mississauga, ON L5S 1S1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,South Essex Fabricating Inc.,"LEAMINGTON, ON N8H 3W5",2132-Mechanical engineers,1
,,Sparks Productions,"Toronto, ON M6K 3J1","5131-Producers, directors, choreographers and related occupations",2
,,Sparx Logistics Canada Ltd.,"Concord, ON L4K 2C8",1221-Administrative officers,1
,,Spathium Ltd.,"TORONTO, ON M3J 2T2","0013-Senior managers - financial, communications and other business services",1
,,SPFM Insultation and Coatings Ltd.,"TORONTO, ON M2N 1X9","7204-Contractors and supervisors, carpentry trades",1
,,Spot 6 Management Inc.,"Toronto, ON M5V 3T3","5232-Other performers, n.e.c.",2
,,Spy Films Inc.,"TORONTO, ON M5V 1E3","5131-Producers, directors, choreographers and related occupations",3
,,Stained Glass Stuff,"Ottawa, ON K2A 0G8",5244-Artisans and craftspersons,1
,,StanDirect Kitchen Appliances Corporation,"MARKHAM, ON L3R 2P4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,STAR IMMIGRATION CONSULTANCY INC.,"BRAMPTON, ON L6Y 0P8","1211-Supervisors, general office and administrative support workers",1
,,Star Reprographics (Sign-A-Rama),"Brampton, ON L6T 4T7","7303-Supervisors, printing and related occupations",1
,,Stargold Painting Ltd.,"BRAMPTON, ON L6R 1E6",7294-Painters and decorators (except interior decorators),2
,,Steam Films Inc.,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",3
,,StorageASP Inc,"TORONTO, ON M3B 2S7",2172-Database analysts and data administrators,1
,,Strabag Inc.,"MISSISSAUGA, ON L5N 2V8",0711-Construction managers,1
,,STREAM EXPRESS INC.,"MISSISSAUGA, ON L5S 1V9",2171-Information systems analysts and consultants,1
,,Streamline Cable Solutions Inc,"Woodbridge, ON L4H 0R6",7247-Cable television service and maintenance technicians,1
,,Suneeva Ltd.,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",1
,,SUNNY'S BEAUTY SALON INC.,"Mississauga, ON L4T 2G8","0651-Managers in customer and personal services, n.e.c.",1
,,Super Asia Food & Spices LTD.,"VAUGHAN, ON L4H 0S9",6211-Retail sales supervisors,1
,,,,6315-Cleaning supervisors,1
,,Sweet Mahal Inc.,"TORONTO, ON M9W 0B5",6322-Cooks,1
,,Synopsys Canada ULC,"Nepean, ON K2E 8C4",2133-Electrical and electronics engineers,1
,,Techbuy Inc,"NEWMARKET, ON L3Y 2R3","1212-Supervisors, finance and insurance office workers",1
,,TECHNO SCIENTIFIC INC.,"CONCORD, ON L4K 3Y5",0213-Computer and information systems managers,1
,,Telesat Canada,"OTTAWA, ON K2P 2P7","0013-Senior managers - financial, communications and other business services",1
,,TGA Renovations Inc,"Toronto, ON M3C 3W2",7271-Carpenters,1
,,Thapliyal & Rai A Professional Law Corporation,"BRAMPTON, ON L6T 4L6",4211-Paralegal and related occupations,1
,,The Dressor Group Ltd.,"MILTON, ON L9T 4N6",7242-Industrial electricians,1
,,The Excel Group 2001 Inc.,"VAUGHAN, ON L4K 1R3",7245-Telecommunications line and cable workers,1
,,The General Limited Partnership,"TORONTO, ON M5V 1T4",6321-Chefs,1
,,The Hospital For Sick Children,"Toronto, ON M5G 1X8",3111-Specialist physicians,4
