"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (July-September)",,,,, 
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions 
Quebec,  Primary Agriculture,9205-6449 Québec Inc (Verger M.J. Bourdeau & Fils),"Havelock, QC J0S 2C0",8431-General farm workers,6
Quebec,  Primary Agriculture,9212-6762 Quebec Inc,"Compton, QC J0B 1L0",8432-Nursery and greenhouse workers,1
Quebec,  Primary Agriculture,9239-0640 Québec Inc.,"Saint-Urbain, QC G0A 4K0",8431-General farm workers,2
Quebec,  Primary Agriculture,9240-9135 Québec Inc,"AYER'S CLIFF, QC J0B  1C",8431-General farm workers,1
Quebec,  Primary Agriculture,9247-9880 Québec Inc,"Mirabel, QC J7N 2Z3",8431-General farm workers,1
Quebec,  Primary Agriculture,9251-6822 Québec inc.,"STE-SÉRAPHINE, QC J0A 1E0",8431-General farm workers,6
Quebec,  Primary Agriculture,9272-3576 Québec inc,"Montréal, QC H2L 1A9",8431-General farm workers,2
Quebec,  Primary Agriculture,9274-5603 Québec Inc.,"Valleyfield, QC J6T 2J3",8431-General farm workers,7
Quebec,  Primary Agriculture,9302-8066 Québec,"EAST-FARNHAM, QC J2K 4H8",8431-General farm workers,1
Quebec,  Primary Agriculture,9312-8791 Québec inc.,"Albanel, QC G8M 3P1",8431-General farm workers,6
Quebec,  Primary Agriculture,9314-6181 Québec Inc.,"L'ISLET, QC G0R 1X0",8431-General farm workers,1
Quebec,  Primary Agriculture,9317-9216 Quebec inc,"STE-SÉRAPHINE, QC J0A 1E0",8431-General farm workers,3
Quebec,  Primary Agriculture,9329-5558 Québec inc,"Ste-Clotilde, QC J0L 1W0",8431-General farm workers,6
Quebec,  Primary Agriculture,9348-4202 Québec Inc. (Ferme les 3 Petits Caron),"SAINT-VALÉRIEN-DE-MILTON, QC J0H 2B0",8431-General farm workers,1
Quebec,  Primary Agriculture,ALLIANCE GOSSELIN G2 INC.,"SAINT-AUGUSTIN-DE-DESMAURES, QC G3A 1V9",8431-General farm workers,4
Quebec,  Primary Agriculture,Ange-Oeufs Inc.,"ANGE-GARDIEN, QC J0E 1E0",8431-General farm workers,1
Quebec,  Primary Agriculture,Anthony Morin (9157-4707 Québec inc),"St-Gabriel-de-Brandon, QC J0K 2N0",8431-General farm workers,1
Quebec,  Primary Agriculture,Arbovert Pépinière Inc.,"SAINT-LAMBERT-DE-LAUZON, QC G0S 2W0",8432-Nursery and greenhouse workers,3
Quebec,  Primary Agriculture,Atocas Notre Dame Inc.,"Sainte-Sophie-d'Halifax, QC G0P 1L0",8431-General farm workers,24
Quebec,  Primary Agriculture,Atocas Notre-Dame Inc.,"PLESSISVILLE, QC G6L 5S2",8431-General farm workers,2
Quebec,  Primary Agriculture,Atocas Villeroy inc.,"Plessisville, QC G6L 2Y2",8431-General farm workers,2
Quebec,  Primary Agriculture,Aux Champs d'Élisé François inc.,"LAC BROME, QC J0E 1V0",8431-General farm workers,1
Quebec,  Primary Agriculture,Aux Champs d'Élisé François inc.,"Rougemont, QC J0L 1M0",8431-General farm workers,2
Quebec,  Primary Agriculture,Bechedor Inc.,"SAINT-PROSPER, QC G0M 1Y0",8432-Nursery and greenhouse workers,10
Quebec,  Primary Agriculture,BEN Ferme Ayrshire 2000 Inc.,"HÉBERTVILLE, QC G8N 1M6",8431-General farm workers,1
Quebec,  Primary Agriculture,Bergeroy Holstein inc.,"St-Samuel, QC G0Z 1G0",8431-General farm workers,4
Quebec,  Primary Agriculture,Blais productions inc.,"St-Anselme, QC G0R 2N0",8431-General farm workers,1
Quebec,  Primary Agriculture,C. JOLYPORC INC.,"AYER'S CLIFF, QC J0B 1C0",8431-General farm workers,1
Quebec,  Primary Agriculture,Canards Des Monts Inc,"ST-JUDE, QC J0H 1P0",8431-General farm workers,5
Quebec,  Primary Agriculture,Canards du Lac Brome Ltée,"KNOWLTON, QC J0E 1V0",8431-General farm workers,1
Quebec,  Primary Agriculture,Canneberges des Cyprès inc.,"Saint-Sylvère, QC G0Z 1H0",8431-General farm workers,3
Quebec,  Primary Agriculture,Canneberges L & S SEC,"St-Lucien, QC J0C 1N0",8431-General farm workers,4
Quebec,  Primary Agriculture,Coop Avantis,"SAINTE-MARIE, QC G6E 0L9",8431-General farm workers,12
Quebec,  Primary Agriculture,Côte Champlain,"ST-THÉODORE-D'ACTON, QC J0H 1Z0",8431-General farm workers,1
Quebec,  Primary Agriculture,Côté Plumes Inc.,"La Présentation, QC J0H 1B0",8431-General farm workers,2
Quebec,  Primary Agriculture,Couvoir Boire & Frères Inc,"Wickham, QC J0C 1S0",8431-General farm workers,9
Quebec,  Primary Agriculture,Couvoir Dumont (1986) inc.,"L'ISLE-VERTE, QC G0L 1K0",8431-General farm workers,2
Quebec,  Primary Agriculture,Couvoir Jolibec (1994) inc.,"Wickham, QC J0C 1S0",8431-General farm workers,5
Quebec,  Primary Agriculture,COUVOIR SCOTT LTEE,"SCOTT, QC G0S 3G0",8431-General farm workers,4
Quebec,  Primary Agriculture,Couvoir Unik Inc.,"FARNHAM, QC J2N 2N4",8431-General farm workers,1
Quebec,  Primary Agriculture,Cran Québec II Senc,"Lyster, QC G0S 1V0",8431-General farm workers,4
Quebec,  Primary Agriculture,Cran Québec Inc.,"LYSTER, QC G0S  1V",8431-General farm workers,5
Quebec,  Primary Agriculture,Cultures Georges Forest & Fils inc. (Les),"LAVALTRIE, QC J5T 3P3",8431-General farm workers,1
Quebec,  Primary Agriculture,DANIEL LAVIOLETTE PAYSAGISTE INC,"Saint-Placide, QC J0V 2B0",8431-General farm workers,5
Quebec,  Primary Agriculture,Darnoc Holstein inc.,"L'ISLE-VERTE, QC G0L 1L0",8431-General farm workers,1
Quebec,  Primary Agriculture,Delfland Inc,"Napierville, QC J0J 1L0",8431-General farm workers,3
Quebec,  Primary Agriculture,Domaine Les Brome,"Lac Brome, QC J0E 1S0",8431-General farm workers,1
Quebec,  Primary Agriculture,Durasphalte Inc. (Arbres de Noel BL),"Sherbrooke, QC J1N 3G7",8432-Nursery and greenhouse workers,185
Quebec,  Primary Agriculture,Élevage du Haut St-Laurent inc,"ST-ANICET, QC J0S 1M0",8431-General farm workers,1
Quebec,  Primary Agriculture,Élevage la Bretanne Inc.,"ST-NARCISSE BEAURIVAGE, QC G0S 1W0",8431-General farm workers,1
Quebec,  Primary Agriculture,ENDIVES J.M.S. INC,"St-Clet, QC J0P 1S0",8431-General farm workers,3
Quebec,  Primary Agriculture,Entreprise Agricole Desgroseillers inc.,"St-Isidore, QC J0L 2A0",8431-General farm workers,2
Quebec,  Primary Agriculture,Entreprise Élydelle Inc.,"SAINT-CÉSAIRE, QC J0L 1T0",8431-General farm workers,2
Quebec,  Primary Agriculture,Équiporc inc.,"St-Camille, QC J0A 1G0",8431-General farm workers,6
Quebec,  Primary Agriculture,Érablière Labrecque inc.,"St-Bernard, QC G0S 2G0",8431-General farm workers,6
Quebec,  Primary Agriculture,Érablière MT Inc.,"SAINT-UBALDE, QC G0A 4L0",8431-General farm workers,2
Quebec,  Primary Agriculture,Excel-Serres Ltée,"ST-DAMASE, QC J0H  1J",8432-Nursery and greenhouse workers,1
Quebec,  Primary Agriculture,Ferdinand Hervieux Inc.,"Lanoraie, QC J0K 1E0",8431-General farm workers,7
Quebec,  Primary Agriculture,Ferme A & R BOULET INC.,"St-François-de-la-rivière-du-sud, QC G0R 3A0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme A. Hogue & Fils inc.,"SAINT-LIN-LAURENTIDES, QC J5M  1Z",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme A. Hogue & Fils inc.,"St-Lin-Laurentides, QC J5M 1Z6",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme A.L. Poirier Senc.,"Saint-Blaise-sur-Richelieu, QC J0J 1W0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Agricomax (9332-9860 Québec Inc.),"SAINT-CHRYSOSTOME, QC J0S 1R0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Agro-Liguori Inc.,"SAINT-LIGUORI, QC J0K 2X0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Alaben Inc.,"St-Elphège, QC J0G 1J0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Algério inc.,"St-Henri, QC G0R 3E0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Amico Inc.,"LÉVIS, QC G6Z 0C3",8431-General farm workers,3
Quebec,  Primary Agriculture,Ferme Angeliporc SENC,"SAINTS-ANGES, QC G0S 3E0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Arwijk S.E.N.C,"Saint-Valentin, QC J0J 2E0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Ashby et Giroux inc,"Coaticook, QC J1A 2S2",8431-General farm workers,3
Quebec,  Primary Agriculture,Ferme Aston Inc.,"ST-LÉONARD-D'ASTON, QC J0C 1M0",8431-General farm workers,4
Quebec,  Primary Agriculture,Ferme Avicole Choinière INC.,"SAINTE-CÉCILE-DE-MILTON, QC J0E 2C0",8431-General farm workers,2
Quebec,  Primary Agriculture,FERME AVICOLE JEAN BRODEUR INC,"SAINT-PIE, QC J0H 1W0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Baie des Rapides Jerseys Inc.,"Ormstown, QC J0S 1K0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Bard Inc.,"Ste-Anne-de-La-Pocatière, QC G0R 1Z0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Bastille (2018) Inc.,"ST-JEAN-DE-DIEU, QC G0L 3M0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Bayel inc.,"St-Isidore, QC J0L 2A0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Beaudry Inc.,"Granby, QC J2J 0K4",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Belfau inc.,"RIVIÈRE-OUELLE, QC G0L 2C0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Belnoy Inc.,"Sabrevois, QC J0J 2G0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Benoît et Diane Gilbert & fils Inc.,"ST-HENRI-DE-TAILLON, QC G0W 2X0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Berg Inc.,"WARWICK, QC J0A 1M0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Bernerhof inc.,"UPTON, QC J0H 2E0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Berthely Inc.,"HONFLEUR, QC G0R 1N0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Blondeau 2000 inc.,"STE-ÉLIZABETH-DE-WARWICK, QC J0A 1M0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Boeuf des Patriotes inc,"St-Jean-sur-Richelieu, QC J2Y 1H5",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Bourdeau et Fils senc,"Franklin, QC J0S 1N0",8431-General farm workers,1
Quebec,  Primary Agriculture,FERME BRASSARD & FILS INC.,"Plessisville, QC G6L 2Y2",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Breault et frères inc,"Compton, QC J0B 1L0",8431-General farm workers,4
Quebec,  Primary Agriculture,Ferme Bréniel & Fils Senc,"SAINTE-HYACINTHE, QC J2R  1H",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Buechi Inc,"NICOLET, QC J3T 1T7",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Carolait inc.,"Ste-Évariste-de-Forsyth, QC G0M 1S0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Carolivier Inc.,"LES HAUTEURS, QC G0K 1C0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Carpentier & Fils Inc.,"Béarn, QC J0Z 1G0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Celijean s.e.n.c.,"SAINT-THURIBE, QC G0A 4H0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Charel senc,"Champlain, QC G0X 1C0",8431-General farm workers,1
Quebec,  Primary Agriculture,FERME CHAREST (2001) INC.,"ST-ALEXANDRE-DE-KAMOURASKA, QC G0L 2G0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Charles Charette et fils inc.,"ST-LÉON-LE-GRAND, QC J0K 2W0",8431-General farm workers,1
Quebec,  Primary Agriculture,FERME CHARRIÈRE & FILS INC,"CHAMPLAIN, QC G0X 1X0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Chelcive senc,"Henryville, QC J0J 1E0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Clairbois inc.,"Ste-Clotilde-de-Horton, QC J0A 1H0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Clerval inc.,"ST-ZÉPHIRIN-DE-COURVAL, QC J0G 1V0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme CMJI Robert inc.,"Rougemont, QC J0L 1M0",8431-General farm workers,25
Quebec,  Primary Agriculture,Ferme Counard SENC,"SAINT-ÉPHREM-DE-BEAUCE, QC G0M 1R0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Couvrette & Fils Senc.,"Mirabel, QC J7N 2Y5",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Daniel Blais inc.,"Saint-Jean-de-l'Ile-d'Orléans, QC G0A 3W0",8431-General farm workers,3
Quebec,  Primary Agriculture,Ferme Daniel Blais inc.,"Saint-Jean-de-l'île-d'Orléans, QC G0A 3W0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Daniel Coutu Inc.,"SAINT-THOMAS, QC J0K  3L",8431-General farm workers,8
Quebec,  Primary Agriculture,Ferme Daniel Coutu Inc.,"St-Thomas, QC J0K 3L0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme de la plaine Holstein Inc.,"L'ISLE-VERTE, QC G0L 1L0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme de la Route Inc.,"STE-AGATHE, QC G0S 2A0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Dency Senc.,"Isle-aux-Grues, QC G0R 1P0",8431-General farm workers,1
Quebec,  Primary Agriculture,FERME DENIS & ANDRÉ MORIN INC.,"Saint-Gabriel-de-Brandon, QC J0K 2N0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Domaine de la Rivière Inc.,"SAINT-GÉDÉON, QC G0W 2P0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Dony inc,"SAINT-BASILE, QC G0A 3G0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme d'Or inc.,"PLESSISVILLE, QC G6L 5S2",8431-General farm workers,5
Quebec,  Primary Agriculture,Ferme Dosyl inc.,"SAINT-SÉVERIN, QC G0X 2B0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Drapeau et Bélanger inc.,"Sainte-Françoise, QC G0S 2N0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme du Doc inc.,"Ste-Croix, QC G0S 2H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Quebec,  Primary Agriculture,Ferme du Doc inc.,"Ste-Croix, QC G0S 2H0",8431-General farm workers,3
Quebec,  Primary Agriculture,Ferme du Domaine 2000 inc.,"SHAWINIGAN, QC G9P 5G6",8431-General farm workers,8
Quebec,  Primary Agriculture,Ferme Du Fleuve G.V.A. Prémont inc.,"Ste-Famille, I.O, QC G0A 3P0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme du Patrimoine Théberge Inc.,"SAINT-FRANÇOIS-RIVIÈRE-SUD, QC G0R 3A0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme du Petit 5 Inc.,"St-Alexandre, QC G0L 2G0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme du Réveil 2009 inc.,"SAINTE-FRANÇOISE, QC G0L 3B0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme du Rocher B.M. Inc.,"SAINT-HONORÉ-DE-SHENLEY, QC G0M 1V0",8431-General farm workers,1
Quebec,  Primary Agriculture,FERME DUHIBOU INC.,"SAINT-LAMBERT-DE-LAUZON, QC G0S 2W0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Éric Sépul Inc.,"SAINT-SÉBASTIEN, QC J0J 2C0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Estermann inc.,"Dundee, QC J0S 1L0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Familiale Lumar Inc.,"NÉDÉLEC, QC J0Z 2Z0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Famipage Inc.,"SAINT-LOUIS-DE-GONZAGUE, QC J0S 1T0",8431-General farm workers,1
Quebec,  Primary Agriculture,FERME FATRAN INC,"SAINT-LIBOIRE, QC J0H 1R0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Fernand Rondeau et fils inc.,"Lanoraie, QC J0K 1E0",8431-General farm workers,3
Quebec,  Primary Agriculture,Ferme Fleury et Fils Inc.,"SAINT-CHRISTOPHE-D'ARTH., QC G6S 0M5",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Floroma Inc,"PONT-ROUGE, QC G3H 1S3",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Forget 2001 Inc,"SAINT-JÉRÔME, QC J7Y 5E7",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Franche SENC.,"Mirabel, QC J7N 3B5",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme FX Orléans Inc,"SAINT-JEAN DE L'ÎLE D'ORLÉANS, QC G0A 3W0",8431-General farm workers,6
Quebec,  Primary Agriculture,Ferme G. Charlebois et fils Inc.,"Ste-Justine-de-Newton, QC J0P 1T0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme g.e.c inc.,"St-Frédéric, QC G0N 1P0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Gabcou Inc.,"SAINT-LAMBERT, QC G0S 2W0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Gaérol Inc.,"STE-EVARISTE-DE-FORSYTH, QC G0M 1S0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Gambler + Inc.,"Tingwick, QC J0A 1L0",8431-General farm workers,3
Quebec,  Primary Agriculture,Ferme Gé-An Inc.,"SAINT-ANDRÉ-DE-KAMOURASKA, QC G0L 2H0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Genetix Inc,"Saint-Léon-le-Grand, QC J0K 2W0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Genetix inc.,"SAINT-LÉEON-LE-GRAND, QC J0K 2W0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme GeoBastien & Fils s.e.n.c.,"SAINTE-ANNE-DES-PLAINES, QC J0N 1H0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Gérard Renaud Inc.,"Mirabel, QC J7N 3A1",8431-General farm workers,3
Quebec,  Primary Agriculture,Ferme Ghyslain Maurice inc.,"VAL-JOLI, QC J1S 0G2",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Gilles Landry Inc.,"RIVIÈRE-OUELLE, QC G0L 2C0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Girelou Inc.,"St-Wenceslas, QC G0Z 1J0",8431-General farm workers,5
Quebec,  Primary Agriculture,Ferme Girobrie,"Princeville, QC G6L 4K6",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Glauser & fils inc,"PIKE RIVER, QC J0J 1P0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Glausier & fils inc.,"PIKE RIVER, QC J0J 1P0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Grisé 1866 SENC,"DRUMMONDVILLE, QC J2B 6V2",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme H. Daigneault & Fils Inc.,"SAINT-MICHEL, QC J0L  2J",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme H.Y Mélançon senc,"Saint-Léon-le-Grand, QC J0K 2W0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Huard Gariepy & Fils Inc.,"ST-ROCH-OUEST, QC J0K 3H0",8431-General farm workers,4
Quebec,  Primary Agriculture,Ferme Imperiale Senc.,"Noyan, QC J0J 1B0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Irma Inc,"ST-ALBERT, QC J0A 1E0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme J P Poulin Et Fils Inc,"St-Georges, QC G5Z 1V3",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme J. Ouimet inc.,"SAINT-ROCH-DE-L'ACHIGAN, QC J0K 3H0",8431-General farm workers,8
Quebec,  Primary Agriculture,Ferme J. Ouimet inc.,"St-Roch de l'Achigan, QC J0K 3H0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme J.B. Blouin et Fils Inc.,"SAINT-LUDGER, QC G0M 1W0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme J.M. Puppynck inc.,"Sainte-Hélène, QC J0H 1M0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme J.P.S. Desjardins Inc.,"SAINT-ARSÈNE, QC G0L 2K0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Jacmi Inc.,"ST-DAMASE, QC J0H 1J0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Jacques Lefebvre Inc,"ST-BERNARD, QC G0S 1G0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme JC Lachance et Fils Inc,"SAINT-AUGUSTIN-DE-DESMAURES, QC G3A 1V9",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Jean Deschênes Inc.,"QUÉBEC, QC G2G  0G",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Jeandon inc.,"SAINT-ROCH-DES-AULNAIES, QC G0R 4E0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Jean-Luc Bibeau Inc.,"SAINT-MICHEL, QC J0L  2J",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Joel Lavoie et Fils inc.,"STE-LUCE, QC G0K 1P0",8431-General farm workers,2
Quebec,  Primary Agriculture,FERME JOHANOIS INC.,"SAINT-JEAN-DE-DIEU, QC G0L 3M0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme K.L. Mainville Inc.,"MIRABEL, QC J7N 1G5",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme L. & J. Gagnon Inc.,"Saint-Adelphe-de-Champlain, QC G0X 2G0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme la Bichette inc.,"Tingwick, QC J0A 1L0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme La Seigneurie SENC,"SAINT-CAMILLE, QC J0A 1G0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme La Tremblaie S.E.N.C,"Les Éboulements, QC G0A 2M0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Laganiere & Fils (2000) Inc.,"Champlain, QC G0X 1C0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Laitière Ambijoie inc.,"MIRABEL, QC J7N 2R8",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Laitière Ouellet inc.,"St-Alexandre, QC G0L 2G0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme LaitRoy Inc.,"THETFORD MINES, QC G6G 5R6",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Landrynoise inc.,"ST-ALBERT, QC J0C 1A0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Quebec,  Primary Agriculture,Ferme Landrynoise inc.,"ST-ALBERT, QC J0C 1A0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Lauranne Inc.,"LECLERCVILLE, QC G0S 2K0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Ledzep 2000 inc,"ST-FRANÇOIS, QC G0R 1A0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Léo Jacobs et Fils Inc,"CAP-SANTÉ, QC G0A 1L0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Léo Jacobs et fils Inc.,"CAP-SANTÉ, QC G0A 1L0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Léonce Plante SENC,"SAINT-LAURENT-DE-L'ÎLE-D'ORLÉANS, QC G0A 3Z0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme LesGiguère 2008 Inc.,"SAINT-JOSEPH-DE-BAUCE, QC G0S 2V0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Lessard et Fils Inc.,"SAINT-JOSEPH-DES-ÉRABLES, QC G0S 2V0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Lidom Inc.,"St-Lin-Laurentides, QC J5M 2A2",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Lilogru Inc.,"Isle-aux-Grues, QC G0R 1P0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Lise Charbonneau inc.,"SAINT-ROCH-OUEST, QC J0K 3H0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Lizière inc.,"ISLE-VERTE, QC G0L 1L0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Lunick Inc.,"St-Eugène-de-Guigues, QC J0Z 3L0",8431-General farm workers,4
Quebec,  Primary Agriculture,Ferme M. et G. L'Heureux inc.,"Saint-Henri, QC G0R 3E0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme M.G. Proulx Inc.,"St-Placide, QC J0V 2B0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme M.J.B. Inc.,"ANGE-GARDIEN, QC J0E 1E0",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme M.L. Rochefort Inc.,"Saint-Vallier, QC G0R 4J0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Mailloux et fils senc,"Granby, QC J2J 0K4",8431-General farm workers,3
Quebec,  Primary Agriculture,Ferme Majonick inc.,"SAINT-ESPRIT, QC J0K 2L0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Marcel Nadeau et Frères Inc.,"SAINT-BERNARD, QC G0S  2G",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Marichon,"ST-JEAN-PORT-JOLI, QC G0R 3G0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Mariemax SENC,"SAINT-BRUNO/ LAC-ST-JEAN, QC G0W 2L0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Marinier Inc.,"Oka, QC J0N 1E0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Maroch et Fils Inc,"ST-EPHREM-DE-BEAUCE, QC G0M 1R0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme Massi Inc.,"Shawinigan, QC G9T 5K5",8431-General farm workers,2
Quebec,  Primary Agriculture,Ferme Maxi 2009 Inc,"St-Elphège, QC J0G 1J0",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme MC Dubeault inc,"Saint-Eustache, QC J7R 0G3",8431-General farm workers,1
Quebec,  Primary Agriculture,Ferme MC Mercier Inc.,"ST-ROCH-OUEST, QC J0K 3H0",8431-General farm workers,6
Quebec,  Primary Agriculture,Ferme Méliporc inc.,"ST-LOUIS, QC J0G 1K0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Quebec,  Primary Agriculture,Ferme Michel et Matthieu Cloutier inc.,"Coaticook, QC J1A 2S2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Quebec,  Primary Agriculture,Ferme Michel et Matthieu Cloutier inc.,"Coaticook, QC J1A 2S2",8431-General farm workers,4
