"Employers who were issued a negative Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (July-September)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Requested Positions
Ontario,  Primary Agriculture,1584541 Ontario Inc.,"Niagara on the Lake, ON L0S 1J0",8431-General farm workers,1
Ontario,  Primary Agriculture,A&E Dairy,"Amaranth, ON L9V 1L1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Ontario,  Primary Agriculture,Amco Farms Inc.,"Leamington, ON N8H 3W1",0821-Managers in agriculture,1
Ontario,  Primary Agriculture,Cielo Vista Farms Inc,"LEAMINGTON, ON N8H 3V8",8432-Nursery and greenhouse workers,14
Ontario,  Primary Agriculture,Cob Roller Farms Ltd.,"Watford, ON N0M 2S0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Ontario,  Primary Agriculture,Flinkert Farms Inc.,"New Liskeard, ON P0J 1P0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Ontario,  Primary Agriculture,Hidden Bench Vineyards & Winery Inc,"Beamsville, ON L0R 1B0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Ontario,  Primary Agriculture,High Park Farms Ltd.,"PETROLIA, ON N0N 1R0",8432-Nursery and greenhouse workers,12
Ontario,  Primary Agriculture,Kevlin Farms Ltd,"PARKHILL, ON N0M 2K0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Ontario,  Primary Agriculture,Moksh Corporation Ltd,"CALEDON VILLAGE, ON L7K 1W3",0821-Managers in agriculture,1
Ontario,  Primary Agriculture,MOKSH CORPORATION LTD.,"CALEDON VILLAGE, ON L7K 1W3",8431-General farm workers,2
Ontario,  Primary Agriculture,Orchard Park Growers Ltd.,"St. Catharines, ON L2R 6P9",8432-Nursery and greenhouse workers,4
Ontario,  Primary Agriculture,Parkins Family Farms Ltd,"ALVINSTON, ON N0N 1A0",8431-General farm workers,1
Ontario,  Primary Agriculture,Roelands Plant Farms Inc,"Lambton Shores, ON N0N 1J5","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
Ontario,  Primary Agriculture,Sitko Farms Inc,"WILSONVILLE, ON N0E 1Z0",8431-General farm workers,7
Ontario,  Primary Agriculture,Windulan Holsteins Ltd,"Monkton, ON N0K 1P0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
Ontario, Global Talent Stream,ECA Tech Inc,"VAUGHAN, ON L4K 0C3",2175-Web designers and developers,1
Ontario, Global Talent Stream,Virtusa Consulting & Services Inc.,"Toronto, ON M5H 1T1",2174-Computer programmers and interactive media developers,1
Manitoba,    High Wage,7300131 Manitoba Ltd,"WINNIPEG, MB R3Y 0N2",7511-Transport truck drivers,2
Manitoba,    High Wage,7325119 Manitoba Ltd,"Brandon, MB R7B 0M8",6322-Cooks,1
Manitoba,    High Wage,7383470 Manitoba Ltd.,"CARMAN, MB R0G 0J0","0016-Senior managers - construction, transportation, production and utilities",1
Manitoba,    High Wage,A&W Flooring Inc.,"WEST ST. PAUL, MB R4A 1C5",7295-Floor covering installers,1
Manitoba,    High Wage,Aleko Transport Inc,"Winnipeg, MB R2G 1W4",7511-Transport truck drivers,2
Manitoba,    High Wage,Boisco Enterprise Ltd.,"WINNIPEG, MB R2K 1M4",0621-Retail and wholesale trade managers,1
Manitoba,    High Wage,Deva Jatt - Transport Ltd.,"WINNIPEG, MB R3Y 1Y6","4164-Social policy researchers, consultants and program officers",1
Manitoba,    High Wage,Eksukh Ltd.,"WINNIPEG, MB R3W 0H3",7511-Transport truck drivers,4
Manitoba,    High Wage,Longview Logistics Ltd.,"WINNIPEG, MB R2R 1L8",7511-Transport truck drivers,5
Manitoba,    High Wage,Swag Transport Ltd,"WINNIPEG, MB R3C 2E6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Manitoba,   Low Wage,10004106 Manitoba Inc.,"WINNIPEG, MB R2P 1T2",6311-Food service supervisors,2
Manitoba,   Low Wage,6292942 MANITOBA LTD.,"WINNIPEG, MB R2V 3C8","6711-Food counter attendants, kitchen helpers and related support occupations",3
Manitoba,   Low Wage,7254092 Manitoba Ltd,"WINNIPEG, MB R3B 1M3",6322-Cooks,2
Manitoba,   Low Wage,Golden Loong Ltd.,"Winnipeg, MB R3T 5W3",6322-Cooks,1
Manitoba,   Low Wage,Mar's Sisig Restaurant Ltd,"WINNIPEG, MB R3J 2J5",6322-Cooks,1
Manitoba,   Low Wage,P I Fine Finishing Ltd.,"Lorette, MB R0A 0Y0",7611-Construction trades helpers and labourers,1
Manitoba,   Low Wage,Prime Properties Ltd,"WINNIPEG, MB R2X 2H3","6733-Janitors, caretakers and building superintendents",1
Manitoba,   Low Wage,Punjab Banquet Hall and Restaurant,"Winnipeg, MB R2P 1V8",6322-Cooks,3
Manitoba,  Primary Agriculture,Routledge Stock Farms Ltd.,"Lenore, MB R0M 1E0",8431-General farm workers,1
Saskatchewan,    High Wage,Rockport Carrier Co. Inc,"Moose Jaw, SK S6H 4P4",7511-Transport truck drivers,5
Saskatchewan,   Low Wage,101105301 Saskatchewan Ltd,"SASKATOON, SK S7H 1X4",6322-Cooks,2
Saskatchewan,   Low Wage,101204957 Sask Ltd.,"ROSETOWN, SK S0L 2V0",6321-Chefs,2
Saskatchewan,   Low Wage,101225647 Saskatchewan Ltd,"REGINA, SK S4P 3A2",6211-Retail sales supervisors,1
Saskatchewan,   Low Wage,C World Travel 2012 Ltd,"REGINA, SK S4R 3K9","6313-Accommodation, travel, tourism and related services supervisors",1
Saskatchewan,   Low Wage,D.F. Holdings; 1013738636 SK LTD,"Whitewood, SK S0G 5C0",6311-Food service supervisors,1
Saskatchewan,   Low Wage,Downtown Nail Spa Inc.,"REGINA, SK S4R 0Y4","6562-Estheticians, electrologists and related occupations",2
Saskatchewan,   Low Wage,Kindersley Transport Ltd,"Saskatoon, SK S7K 4J2",7511-Transport truck drivers,8
Saskatchewan,   Low Wage,Moose Jaw Yard Care (2016) Ltd,"MOOSE JAW, SK S6H 7X8","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
Saskatchewan,   Low Wage,Prairie Tide Diversified,"SASKATOON, SK S7J 0R1",6221-Technical sales specialists - wholesale trade,1
Saskatchewan,   Low Wage,Rafiqui Enterprises Ltd,"SASKATOON, SK S7T 0E7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Saskatchewan,  Primary Agriculture,"Kelvin Hannah, Jodi Hannah, Dustin Hannah, Chris Rundel, Denine Rundel, Red Rider Enterprises Inc.","Foam Lake, SK S0A 1A0",8431-General farm workers,1
Saskatchewan,  Primary Agriculture,Meadowview Ranch Inc.,"WHITEWOOD, SK S0B 5C0",8431-General farm workers,1
Alberta,    High Wage,1143201 Alberta Ltd,"Edmonton, AB T5Y 0L5",7511-Transport truck drivers,2
Alberta,    High Wage,1725639 Alberta Ltd,"CALGARY, AB T3R 1A4",7511-Transport truck drivers,4
Alberta,    High Wage,1969112 Alberta Ltd.,"Calgary, AB T2E 6V8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Alberta,    High Wage,2027366 Alberta Ltd,"Olds, AB T4H 1M8","0513-Recreation, sports and fitness program and service directors",1
Alberta,    High Wage,7116110 Canada Inc.,"EDMONTON, AB T6T 0J4",7511-Transport truck drivers,2
Alberta,    High Wage,911 Industrial Response Ltd.,"GRANDE PRAIRIE, AB T8V 3Y1",3234-Paramedical occupations,1
Alberta,    High Wage,Achieve Concrete Ltd,"EDMONTON, AB T5L 2T3",7282-Concrete finishers,3
Alberta,    High Wage,AFCO Concrete Services Inc.,"EDMONTON, AB T5Z 3J9",7282-Concrete finishers,1
Alberta,    High Wage,Akshar Autobody Repair Shop Ltd,"Leduc, AB T9E 0H3",7322-Motor vehicle body repairers,2
Alberta,    High Wage,ALKA & BUNTY TRANSPORT LTD.,"EDMONTON, AB T6L 5A1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Alberta,    High Wage,Al-Rwafeed International Transport Ltd.,"EDMONTON, AB T5H 3S5","7305-Supervisors, motor transport and other ground transit operators",1
Alberta,    High Wage,"Anand Tires, Truck & Trailer Services Ltd.","CALGARY, AB T3J 0K2",7511-Transport truck drivers,2
Alberta,    High Wage,"Anand Tires, Truck & Trailer Services Ltd.","CALGARY, AB T3J 0K2",7612-Other trades helpers and labourers,4
Alberta,    High Wage,C&D KPW Gourmet Inc.,"CALGARY, AB T3K 0R4",0631-Restaurant and food service managers,1
Alberta,    High Wage,Calgary Shooting Centre Ltd,"Calgary, AB T2H 0W3","7384-Other trades and related occupations, n.e.c.",1
Alberta,    High Wage,Compass Transport Ltd,"Calgary, AB T3J 4K7",7511-Transport truck drivers,4
Alberta,    High Wage,Diljaan Trucking Ltd,"EDMONTON, AB T6T 0B3",7511-Transport truck drivers,2
Alberta,    High Wage,Dsons Transport Ltd.,"EDMONTON, AB T6T 0V1",1221-Administrative officers,1
Alberta,    High Wage,Ehab Shawar Professional Corporation,"EDMONTON, AB T5H 2P7",1242-Legal administrative assistants,1
Alberta,    High Wage,Elite Asphalt Inc,"EDMONTON, AB T5T 1L6",0711-Construction managers,1
Alberta,    High Wage,Elite Property Group Ltd.,"CALGARY, AB T2E 2M3","1123-Professional occupations in advertising, marketing and public relations",1
Alberta,    High Wage,Good Samaritan Society,"Edmonton, AB T6C 4G8",3233-Licensed practical nurses,1
Alberta,    High Wage,Greenblade Landscape Co. Ltd,"Grande Prairie, AB T8W 2R3","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
Alberta,    High Wage,Grove Geomatics Inc.,"EDMONTON, AB T5S 1E5",2231-Civil engineering technologists and technicians,1
Alberta,    High Wage,Hometown Electrical Ltd,"EDMONTON, AB T6T 0X9","7202-Contractors and supervisors, electrical trades and telecommunications occupations",1
Alberta,    High Wage,HP Exterior Inc,"CALGARY, AB T3J 1T2","7284-Plasterers, drywall installers and finishers and lathers",3
Alberta,    High Wage,IBEX ENTERPRISES LTD.,"CALGARY, AB T2E 7A4",0621-Retail and wholesale trade managers,1
Alberta,    High Wage,Intellimedia Inc,"Edmonton, AB T6N 1G1",2283-Information systems testing technicians,1
Alberta,    High Wage,Italian Stone Tile Design Ltd.,"Calgary, AB T3M 1M1",7283-Tilesetters,1
Alberta,    High Wage,JCD Trucking Ltd,"Edmonton, AB T5Y 0A2",7511-Transport truck drivers,3
Alberta,    High Wage,Joanne's Cleaning Services Inc.,"Calgary, AB T3J 3E4",6315-Cleaning supervisors,1
Alberta,    High Wage,KETEK GROUP INC.,"EDMONTON, AB T5S 1G1",0125-Other business services managers,1
Alberta,    High Wage,Ladhaike Transport Ltd,"EDMONTON, AB T6L 6M1","7305-Supervisors, motor transport and other ground transit operators",1
Alberta,    High Wage,Lucky Exteriors Ltd.,"CALGARY, AB T3J 3K6",7441-Residential and commercial installers and servicers,1
Alberta,    High Wage,Manteo Group of Companies Ltd,"CALGARY, AB T3J 3E3",2147-Computer engineers (except software engineers and designers),1
Alberta,    High Wage,North 67 Transport Inc.,"EDMONTON, AB T6X 0Y2",7511-Transport truck drivers,2
Alberta,    High Wage,On Time Transit Ltd.,"Edmonton, AB T6E 6N2",7511-Transport truck drivers,1
Alberta,    High Wage,Osman Contracting Ltd,"EDMONTON, AB T5X 5P1",0711-Construction managers,1
Alberta,    High Wage,Pawar Tile & Marble Inc.,"CALGARY, AB T3J 3H1",7283-Tilesetters,1
Alberta,    High Wage,Prince Benipal Trucking Ltd.,"Edmonton, AB T6T 0G8",7511-Transport truck drivers,2
Alberta,    High Wage,R&R Clean Sight Exteriors Ltd,"CALGARY, AB T3J 0A3",7441-Residential and commercial installers and servicers,1
Alberta,    High Wage,RHK Hydraulic Cylinder Services Inc,"EDMONTON, AB T5V 1H6",7231-Machinists and machining and tooling inspectors,1
Alberta,    High Wage,SJS Trucking Ltd,"Edmonton, AB T5Y 0C2",7511-Transport truck drivers,2
Alberta,    High Wage,Southwood Trucking Ltd.,"GRANDE PRAIRIE, AB T8V 3Y1",7511-Transport truck drivers,4
Alberta,    High Wage,Sukh Malhi Trucklines Ltd,"CALGARY, AB T3J 2P2",7511-Transport truck drivers,4
Alberta,    High Wage,The Headhunters Recruitment Inc.,"Edmonton, AB T5G 2X4",1223-Human resources and recruitment officers,2
Alberta,    High Wage,USZCN Ltd.,"CALGARY, AB T2E 2W7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Alberta,    High Wage,VIETNAM TRAVEL CENTRE INC,"Calgary, AB T2A 0R1","6313-Accommodation, travel, tourism and related services supervisors",1
Alberta,    High Wage,"Vold, Jones & Vold Auction Co. Ltd.","Ponoka, AB T4J 1J8",6411-Sales and account representatives - wholesale trade (non-technical),1
Alberta,    High Wage,V-VA SALON AND SPA LTD,"Sherwood Park, AB T8A 5W9","0651-Managers in customer and personal services, n.e.c.",1
Alberta,    High Wage,WesTower Communications Ltd.,"Thorsby, AB T0C 2P0",7245-Telecommunications line and cable workers,2
Alberta,    High Wage,Woodpecker European Timber Framing & Woodworks Ltd,"Canmore, AB T1W 2T8",7271-Carpenters,1
Alberta,   Low Wage,1025480 Alberta Ltd.,"Calgary, AB T2H 0L9",6322-Cooks,1
Alberta,   Low Wage,1199997 Alberta Ltd.,"EDMONTON, AB T5E 5R8",6311-Food service supervisors,1
Alberta,   Low Wage,1289729 Alberta Ltd,"LETHBRIDGE, AB T1K 7V4",6525-Hotel front desk clerks,1
Alberta,   Low Wage,1332624 Alberta Ltd.,"EDMONTON, AB T6R 3P2",0631-Restaurant and food service managers,1
Alberta,   Low Wage,1338 Investments Ltd.,"EDMONTON, AB T5J 1M7",6322-Cooks,1
Alberta,   Low Wage,1440270 Alberta Ltd. o/a Liquor Bank Cold Beer Wine & Liquor,"Calgary, AB T2A 0R6",6211-Retail sales supervisors,1
Alberta,   Low Wage,1461927 Alberta Ltd.,"Okotoks, AB T1S 0A8",6211-Retail sales supervisors,2
Alberta,   Low Wage,1557410 Alberta Ltd.,"EDMONTON, AB T5J 0R5",0631-Restaurant and food service managers,1
Alberta,   Low Wage,1574234 Alberta Ltd,"FORT MCMURRAY, AB T9K 0X2",7511-Transport truck drivers,2
Alberta,   Low Wage,1586238 ALBERTA LTD. O/A KING'S GARDEN NOODLE HOUSE,"EDMONTON, AB T6H 5K4",6311-Food service supervisors,1
Alberta,   Low Wage,1609324 AB Ltd. p/a Mucho Burrito,"Edmonton, AB T6W 0Y3",6311-Food service supervisors,1
Alberta,   Low Wage,1635978 Alberta Ltd.,"BLACKFALDS, AB T0M 0J0",6315-Cleaning supervisors,1
Alberta,   Low Wage,1689902 Alberta Ltd.,"BEAUMONT, AB T4X 0W7",8612-Landscaping and grounds maintenance labourers,1
Alberta,   Low Wage,1692691 Alberta Ltd.,"Wandering River, AB T0A 3M0",6311-Food service supervisors,1
Alberta,   Low Wage,1692691 Alberta Ltd.,"Wandering River, AB T0A 3M0","6711-Food counter attendants, kitchen helpers and related support occupations",2
Alberta,   Low Wage,1755712 Alberta Ltd.,"Edmonton, AB T6H 5S9",6211-Retail sales supervisors,2
Alberta,   Low Wage,1774826 AB Ltd,"Fort McMurray, AB T9K 0P7",6311-Food service supervisors,1
Alberta,   Low Wage,1845897 Alberta Ltd. o/a Coaldale Bottle Depot,"Coaldale, AB T1M 1J7",6316-Other services supervisors,1
Alberta,   Low Wage,1855226 Alberta Ltd,"CALGARY, AB T3R 0P7",6731-Light duty cleaners,2
Alberta,   Low Wage,1859178 Alberta Ltd.,"St. Paul, AB T0A 3A3","6313-Accommodation, travel, tourism and related services supervisors",1
Alberta,   Low Wage,1861432 Alberta Ltd. O/A Taco Del Mar - Vermilion,"Vermilion, AB T9X 0B4",6311-Food service supervisors,1
Alberta,   Low Wage,1909346 AB Ltd,"SLAVE LAKE, AB T0G 2A4","6711-Food counter attendants, kitchen helpers and related support occupations",1
Alberta,   Low Wage,1924441 Alberta Ltd. O/A Club Cafe,"EDMONTON, AB T5J 3S4",6322-Cooks,1
Alberta,   Low Wage,1968082 Alberta Ltd.,"Calgary, AB T2J 6T5",6311-Food service supervisors,1
Alberta,   Low Wage,2000980 Alberta Ltd.,"Calgary, AB T2M 3A4",6322-Cooks,1
Alberta,   Low Wage,2019624 Alberta Ltd,"EDMONTON, AB T5T 4V3",6311-Food service supervisors,2
Alberta,   Low Wage,2043317 Alberta Ltd.,"VULCAN, AB T0L 2B0",6211-Retail sales supervisors,1
Alberta,   Low Wage,2065673 Alberta Ltd,"SHERWOOD PARK, AB T8H 0Z9",6311-Food service supervisors,1
Alberta,   Low Wage,2075740 Alberta Inc,"ST. ALBERT, AB T8N 4B2","6562-Estheticians, electrologists and related occupations",2
Alberta,   Low Wage,2097013 Alberta Inc,"GRANDE PRAIRE, AB T8V 6Z3",6341-Hairstylists and barbers,2
Alberta,   Low Wage,2155842 Alberta Ltd.,"Lloydminster, AB T9V 0V7",6311-Food service supervisors,1
Alberta,   Low Wage,396725 Alberta Ltd o/a Lewis Estates Car Wash,"EDMONTON, AB T5Z 3E2",6732-Specialized cleaners,1
Alberta,   Low Wage,616879 Alberta Ltd.,"EDMONTON, AB T5H 3S4",6311-Food service supervisors,1
Alberta,   Low Wage,7580924 Canada Inc,"LEDUC COUNTY, AB T0B 3M2",8612-Landscaping and grounds maintenance labourers,2
Alberta,   Low Wage,892804 AB Ltd. O/A Liquor Station,"Edmonton, AB T6R 0P8",6211-Retail sales supervisors,1
Alberta,   Low Wage,A&V Auto Detailing and Tires Inc.,"CALGARY, AB T2A 2P3",6315-Cleaning supervisors,1
Alberta,   Low Wage,A.N.Z. Ltd,"Calgary, AB T2W 3M5",6211-Retail sales supervisors,1
Alberta,   Low Wage,A1 Transport Hot Shot & Express Services Inc.,"EDMONTON, AB T6T 1Z4",7514-Delivery and courier service drivers,4
Alberta,   Low Wage,ABS Truckwash and Lube Ltd,"EDMONTON, AB T5W  5J",6732-Specialized cleaners,3
Alberta,   Low Wage,Alberta Pipe Fittings Ltd.,"CALGARY, AB T2C 5P1",1524-Purchasing and inventory control workers,2
Alberta,   Low Wage,AMJ Holdings Inc,"Calgary, AB T3J 4X2",6731-Light duty cleaners,2
Alberta,   Low Wage,"Association Supporting Choices of People, Edson","EDSON, AB T7E 1G4","4412-Home support workers, housekeepers and related occupations",1
Alberta,   Low Wage,Aswe Holding Corp,"Red Deer, AB T4R 0N2","6711-Food counter attendants, kitchen helpers and related support occupations",1
Alberta,   Low Wage,Avid Energy Services Inc,"Slave Lake, AB T0G 2A0",6731-Light duty cleaners,2
Alberta,   Low Wage,B & N Foods Inc.,"CANMORE, AB T1W 1N6",6322-Cooks,1
Alberta,   Low Wage,Baryar Trucking Ltd,"Calgary, AB T3J 3X7",7511-Transport truck drivers,2
Alberta,   Low Wage,Bees Alternation and Drycleaning Depot,"Calgary, AB T2P 5G3","6342-Tailors, dressmakers, furriers and milliners",1
Alberta,   Low Wage,BPR Logistics Ltd.,"CALGARY, AB T3N 0X1",7511-Transport truck drivers,1
Alberta,   Low Wage,Bronco Slickline Services Ltd.,"Drayton Valley, AB T7A 1S3",7452-Material handlers,1
Alberta,   Low Wage,Buddy's Food Corporation,"CALGARY, AB T2A 6V3",6322-Cooks,2
Alberta,   Low Wage,CJF Marketing Inc.,"Edmonton, AB T5P 4A2",6411-Sales and account representatives - wholesale trade (non-technical),4
Alberta,   Low Wage,Consort Country Inn Ltd.,"CONSORT, AB T0C 1B0",6525-Hotel front desk clerks,1
Alberta,   Low Wage,Cowry Cabinets (Calgary) Ltd.,"CALGARY, AB T2H 0G6",6211-Retail sales supervisors,1
Alberta,   Low Wage,Darshan Foods Inc o/a Mucho Burrito,"Calgary, AB T3A 6H9",6311-Food service supervisors,1
Alberta,   Low Wage,Delburne and District Golf and Recreation Society,"DELBURNE, AB T0M 0V0",8612-Landscaping and grounds maintenance labourers,1
Alberta,   Low Wage,Delta AJ Holdings Inc,"EDMONTON, AB T6T 0Z2",1411-General office support workers,1
Alberta,   Low Wage,Delta AJ Holdings Inc,"EDMONTON, AB T6T 0Z2",7511-Transport truck drivers,3
Alberta,   Low Wage,Double A  Smoothies Inc.,"GRANDE PRAIRIE, AB T8V 6J2",6311-Food service supervisors,1
Alberta,   Low Wage,Earls Restaurant (Calgary Trail) Ltd,"Edmonton, AB T6J 6Y8",6311-Food service supervisors,1
Alberta,   Low Wage,Eastbay Trading (Canada) Ltd.,"CALGARY, AB T2C 5P1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Alberta,   Low Wage,Edmonton Furnace & Carpet Care Ltd.,"EDMONTON, AB T6T 0R3",6315-Cleaning supervisors,1
Alberta,   Low Wage,Elbow Lodge Investments Ltd o/a Hoo Doo Motel,"Drumheller, AB T0J 0Y0","6313-Accommodation, travel, tourism and related services supervisors",1
Alberta,   Low Wage,Euro Maid Inc.,"CALGARY, AB T3M 1T3",6731-Light duty cleaners,1
Alberta,   Low Wage,Fairdeal Services Inc.,"EDMONTON, AB T6L 6V1",6315-Cleaning supervisors,1
Alberta,   Low Wage,Frontier Lube Inc,"CALGARY, AB T3J 3E3",7612-Other trades helpers and labourers,1
Alberta,   Low Wage,Global Plumbing Ltd.,"CALGARY, AB T3N 0V5",7611-Construction trades helpers and labourers,2
Alberta,   Low Wage,Harry's Hair Care and Style Inc.,"CALGARY, AB T3J 0H9",3236-Massage therapists,1
Alberta,   Low Wage,Iclick Corporation o/a Pizza Box,"CALGARY, AB T3K 4R2",6311-Food service supervisors,1
Alberta,   Low Wage,J S Trucking Ltd.,"Edmonton, AB T6V 1W4",7511-Transport truck drivers,4
Alberta,   Low Wage,Jassal Tailors & Boutique Ltd,"EDMONTON, AB T6L 6B8","6342-Tailors, dressmakers, furriers and milliners",1
Alberta,   Low Wage,Kensington Auto Repair Ltd.,"EDMONTON, AB T5E 5M8",7612-Other trades helpers and labourers,1
Alberta,   Low Wage,Larobo Inc.,"EDMONTON, AB T6E 6C9","6562-Estheticians, electrologists and related occupations",2
Alberta,   Low Wage,Limitless Consulting Inc,"EDMONTON, AB T5E 0Y2",1221-Administrative officers,1
Alberta,   Low Wage,Lion Flooring Ltd,"Edmonton, AB T5Z 0C7",7283-Tilesetters,3
Alberta,   Low Wage,Maruti9 Corporation o/a Papa John's Pizza,"Edmonton, AB T6W 2R6",6311-Food service supervisors,1
Alberta,   Low Wage,Meat Chop Inc,"RED DEER COUNTY, AB T4E 1V1","9462-Industrial butchers and meat cutters, poultry preparers and related workers",1
Alberta,   Low Wage,Mercan Recruit Ltd.,"EDMONTON, AB T5J 1W8",1241-Administrative assistants,1
Alberta,   Low Wage,Mike's Barber Shop Ltd.,"ST. ALBERT, AB T8N 5C9",6341-Hairstylists and barbers,1
Alberta,   Low Wage,Mount Robson Motor Inn Ltd,"JASPER, AB T0E 1E0","6313-Accommodation, travel, tourism and related services supervisors",1
Alberta,   Low Wage,New Millenium Tire Sales & Truck Repairs Ltd.,"CALGARY, AB T2A 6K8",7535-Other automotive mechanical installers and servicers,1
Alberta,   Low Wage,New Touch Painting LTD,"Edmonton, AB T6T 1N3",7294-Painters and decorators (except interior decorators),1
Alberta,   Low Wage,Newman Solutions Professional Corporation,"VAUXHALL, AB T0K 2K0",1311-Accounting technicians and bookkeepers,1
Alberta,   Low Wage,Northwest Testing Inc,"Lethbridge, AB T1J 4P4",7294-Painters and decorators (except interior decorators),1
Alberta,   Low Wage,Organic Nails & Spa Inc,"EDMONTON, AB T6C 0Z2",6211-Retail sales supervisors,1
Alberta,   Low Wage,Payless Holidays & Tours Inc o/a Travel World,"Calgary, AB T3J 3Z5","6313-Accommodation, travel, tourism and related services supervisors",1
Alberta,   Low Wage,Peace River Domino's Ltd,"Stony Plain, AB T7Z 0E8",6311-Food service supervisors,1
Alberta,   Low Wage,PEST FORCE INC.,"EDMONTON, AB T6B 2P8",6211-Retail sales supervisors,1
Alberta,   Low Wage,Pho Hoan Pasteur Royal Oak Ltd. o/a Pho Hoan Pasteur,"CALGARY, AB T3G 0R5",6511-Maîtres d'hôtel and hosts/hostesses,1
Alberta,   Low Wage,PK 12th St Inc,"Calgary, AB T2T 0C3","6711-Food counter attendants, kitchen helpers and related support occupations",1
Alberta,   Low Wage,R.E.D. Holdings Inc. o/a McDonald's Restaurants,"GRANDE PRAIRIE, AB T8V 4H5",6311-Food service supervisors,1
Alberta,   Low Wage,Red Deer Liquors Inc.,"RED DEER, AB T4N 4C9",6211-Retail sales supervisors,1
Alberta,   Low Wage,Rogers Roast Ltd,"EDMONTON, AB T6X 0L3",6311-Food service supervisors,1
Alberta,   Low Wage,Roshan Catering Ltd.,"Calgary, AB T1Y 3T5",6322-Cooks,2
Alberta,   Low Wage,Sagada Construction Ltd.,"Edmonton, AB T6M 1E3",7611-Construction trades helpers and labourers,3
Alberta,   Low Wage,Saini Brothers Enterprises Ltd.,"CALGARY, AB T3N 0J3",6311-Food service supervisors,1
Alberta,   Low Wage,Salma 786 Foods Ltd. o/a Mary Brown's Kitchen,"AIRDRIE, AB T4A 0K9","6711-Food counter attendants, kitchen helpers and related support occupations",1
Alberta,   Low Wage,Seed N Salt Inc.,"Calgary, AB T3H 0L2",6322-Cooks,1
Alberta,   Low Wage,Sher Construction Ltd.,"EDMONTON, AB T5T 5W2",7611-Construction trades helpers and labourers,2
Alberta,   Low Wage,Skyline Furniture Ltd,"Calgary, AB T2B 1N5",6345-Upholsterers,2
Alberta,   Low Wage,Solid Industries & Machine Shop Ltd.,"Calgary, AB T2C 2Z1",9417-Machining tool operators,1
Alberta,   Low Wage,Star Alberta Transport Corporation,"ROCKY VIEW, AB T1X 0H2",1221-Administrative officers,1
Alberta,   Low Wage,Sum Canada Enterprises Ltd,"CALGARY, AB T2C 1N6",9446-Industrial sewing machine operators,1
Alberta,   Low Wage,Sunshine Junk Removal Ltd.,"EDMONTON, AB T5T 0J4",7621-Public works and maintenance labourers,1
Alberta,   Low Wage,Sushi Ichiban (Westbrook) Group Ltd,"Calgary, AB T3H 5T2",6311-Food service supervisors,1
Alberta,   Low Wage,Sylvan Drycleaners Ltd,"SYLVAN LAKE, AB T4S 2J3","6741-Dry cleaning, laundry and related occupations",1
Alberta,   Low Wage,Tara Oilfield Services Ltd,"Didsbury, AB T0M 0W0",9612-Labourers in metal fabrication,1
Alberta,   Low Wage,Thai Tai Toasted Asian Sub & Grill Ltd,"Calgary, AB T2S 0B3",6311-Food service supervisors,1
Alberta,   Low Wage,The Bavarian Inn Ltd. o/a The Bavarian Inn Restaurant,"BRAGG CREEK, AB T0L 0K0",6321-Chefs,1
Alberta,   Low Wage,Top Kitchen Designs Ltd,"CALGARY, AB T2K 5X2",1241-Administrative assistants,1
Alberta,   Low Wage,Trademark Construction & Flooring Inc,"Edmonton, AB T6N 1H9",7295-Floor covering installers,2
Alberta,   Low Wage,Trueblue Janitorial Services Ltd.,"Fort McMurray, AB T9H 3R5",6731-Light duty cleaners,1
Alberta,   Low Wage,VALLEON Inc,"WHITECOURT, AB T7S 1R9",6311-Food service supervisors,1
Alberta,   Low Wage,Vianney Mobile Ltd,"GRANDE PRAIRIE, AB T8V 0V3",1311-Accounting technicians and bookkeepers,1
Alberta,   Low Wage,Waymarker Hospitality (Silver Creek) Inc.,"CANMORE, AB T1W 2W1",6315-Cleaning supervisors,1
Alberta,   Low Wage,Wes Nails & Spa Ltd.,"SYLVAN LAKE, AB T4S 1M5","6562-Estheticians, electrologists and related occupations",3
Alberta,   Low Wage,Wholesale Warehouse Ltd,"BRAGG CREEK, AB T0L 0K0",6211-Retail sales supervisors,1
Alberta,   Low Wage,Ya Ji Oriental Medicine Ltd,"EDMONTON, AB T6H 5B4",3236-Massage therapists,1
