"List of employers who were issued a negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (July-September)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Requested Positions 
,,1485615 Alberta Ltd,"Calgary, AB T2Z 0C2",6311-Food service supervisors,1
,,1502919 Alberta Ltd,"Edmonton, AB T6H 3A4",6311-Food service supervisors,1
,,1619904 Alberta Ltd.,"Bonnyville, AB T9N 0C3","6313-Accommodation, travel, tourism and related services supervisors",1
,,1624496 Alberta Ltd,"Medicaine Hat, AB T1E 5N5",6611-Cashiers,1
,,1635107 Alberta Ltd.,"Vermilion, AB T9X 0B4",6311-Food service supervisors,1
,,1688599Alberta Ltd,"Edmonton, AB T5J 4G9",6311-Food service supervisors,1
,,1689796 Alberta Ltd.,"Fox Creek, AB T0H 1P0",6311-Food service supervisors,1
,,1716808 Alberta Ltd.,"Calgary, AB T2H 2Z9",6315-Cleaning supervisors,1
,,1730203 Alberta Ltd.,"Grassland, AB T0A 1V0","6313-Accommodation, travel, tourism and related services supervisors",1
,,,,6525-Hotel front desk clerks,1
,,1773697 Alberta Ltd,"Edmonton, AB T6E 2A2",6211-Retail sales supervisors,1
,,1810725 Alberta Ltd,"Peace River, AB T8S 1R7",6322-Cooks,1
,,1811926 Alberta Ltd.,"Grande Prairie, AB T8V 7T3",6311-Food service supervisors,1
,,1823076 Alberta Ltd,"Edmonton, AB T5T 4M2",6311-Food service supervisors,1
,,1889508 Alberta Ltd.,"Calgary, AB T2W 5B5",6321-Chefs,1
,,1889917 Alberta Ltd.,"Calgary, AB T2H 0L8",6311-Food service supervisors,1
,,1891841 Alberta Ltd.,"Edmonton, AB T5P 4Y2",6211-Retail sales supervisors,1
,,1908036 Alberta Ltd.,"Calgary, AB T2Y 2Z7",6311-Food service supervisors,1
,,1910014 Alberta Ltd.,"Calgary, AB T3J 5H2",6315-Cleaning supervisors,1
,,1912758 Alberta Ltd o/a Shawarma Palace and Convenience,"Fort McMurray, AB T9K 0T4",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,1912892 Alberta Ltd,"Calgary, AB T2Y 3C1",6322-Cooks,1
,,1941438 Alberta Ltd.,"Calgary, AB T3N 0C8",6211-Retail sales supervisors,1
,,1942093 Alberta Ltd,"Edmonton, AB T5T 2S5",7294-Painters and decorators (except interior decorators),1
,,1948119 Alberta Ltd,"Edmonton, AB T5J 1G1",6311-Food service supervisors,1
,,1965038 Alberta Ltd.,"High River, AB T1V 2A9",6311-Food service supervisors,1
,,1970188 Alberta Ltd.,"Fort Saskatchewan, AB T8L 0V6",6311-Food service supervisors,2
,,2004354 Alberta Ltd.,"Leduc, AB T9E 0J6",6311-Food service supervisors,2
,,417719 Alberta Ltd.,"Calgary, AB T2X 1Z3",6732-Specialized cleaners,1
,,508343 Alberta Inc,"Valleyview, AB T0H 3N0",6311-Food service supervisors,1
,,526753 Alberta Ltd,"Calgary, AB T2J 5N8",6322-Cooks,1
,,544562 Alberta Ltd.,"Fort McMurray, AB T9H 4V8",6322-Cooks,2
,,628851 Alberta Ltd,"Red Deer, AB T4R 1N9",6322-Cooks,1
,,681454 Alberta Ltd.,"Wabasca, AB T0G 2K0",0631-Restaurant and food service managers,1
,,855782 Alberta Ltd,"Edmonton, AB T5A 5B5",6311-Food service supervisors,4
,,945935 Alberta Ltd,"Leduc, AB T9E 6P1",6311-Food service supervisors,1
,,A1 Triple X Ltd.,"Calgary, AB T3J 0J5",1221-Administrative officers,1
,,Able Tire Service Ltd.,"Calgary, AB T2B 2Y8",7535-Other automotive mechanical installers and servicers,1
,,AHN Enterprises Ltd,"Athabasca, AB T9S 1A5",6525-Hotel front desk clerks,1
,,,,6731-Light duty cleaners,2
,,Alberta Production Machining Ltd,"Edmonton, AB T6B 3S5",7231-Machinists and machining and tooling inspectors,1
,,Astha Fine Indian Cuisine Ltd.,"Red Deer, AB T4P 1K4",6322-Cooks,1
,,ATV Edmonton Motorsports Ltd,"Edmonton, AB T5L 4L8",6221-Technical sales specialists - wholesale trade,1
,,Autumn Mist Janitorial Services Inc,"Grande Prairie, AB T8V 7G7",6315-Cleaning supervisors,1
,,Brooklyn Pizzeria & Taps Inc,"Calgary, AB T2H 2J5",6321-Chefs,1
,,Byblos Bakery Ltd.,"Calgary, AB T2E 8J8","9461-Process control and machine operators, food, beverage and associated products processing",3
,,Calg Chicken Foods Inc,"Edmonton, AB T5S 2X4",0631-Restaurant and food service managers,1
,,,,6311-Food service supervisors,1
,,Canadian Base Transport Ltd.,"Calgary, AB T3L 3G6",1221-Administrative officers,1
,,Canadian Professional Cleaning Inc,"Drayton Valley, AB T7A 1H8",6315-Cleaning supervisors,1
,,Company of Rogues Ltd.,"Calgary, AB T2T 0B6",1241-Administrative assistants,1
,,Corridor Communications Inc,"Calgary, AB T2E 7H8",2282-User support technicians,1
,,Craft Flooring Ltd.,"Calgary, AB T3J 4T2",7295-Floor covering installers,1
,,Dalhousie Community Association,"Calgary, AB T3A 1V6",4214-Early childhood educators and assistants,1
,,Dil Transport Ltd,"Edmonton, AB T6T 0G3",1241-Administrative assistants,1
,,Edmonton Kinsmen Diving Club,"Edmonton, AB T6E 2V3",5252-Coaches,1
,,Fantastic Cleaner Inc.,"Calgary, AB T3A 4M3",6731-Light duty cleaners,1
,,Fashion Hair Centre,"Edmonton, AB T6C 0Y4",6341-Hairstylists and barbers,1
,,Fort Joes Enterprises Ltd,"Fort McMurray, AB T9H 2J3",6311-Food service supervisors,1
,,Fortis LGS Structures Inc,"Edmonton, AB T6N 0A3",7611-Construction trades helpers and labourers,5
,,Ghost Town Tattoo Inc.,"Okotoks, AB T1S 1B4","6562-Estheticians, electrologists and related occupations",1
,,Graham & Lane Florists Ltd,"Edmonton, AB T5J 2Y9",6211-Retail sales supervisors,1
,,Green and White Enterprises Ltd,"Camrose, AB T4V 4T1",6311-Food service supervisors,1
,,Inah Nail Art Salon Ltd.,"Fort McMurray, AB T9K 0Z3",6316-Other services supervisors,1
,,Italian Centre Shop Ltd.,"Edmonton, AB T5H 2E4",6421-Retail salespersons,1
,,Italian Centre Shop South Ltd,"Edmonton, AB T5H 2E4",6421-Retail salespersons,1
,,J&G International Trading Ltd.,"Tofield, AB T0B 4J0",6211-Retail sales supervisors,1
,,Jabbour Holdings Ltd,"Devon, AB T9G 0A6",6211-Retail sales supervisors,1
,,James Richer Enterprises Ltd.,"Vegreville, AB T9C 1C2",6311-Food service supervisors,7
,,Jays Pet Care Corporation,"Edmonton, AB T6J 6P6",3213-Animal health technologists and veterinary technicians,1
,,Jugo 168 Ltd,"Calgary, AB T2H 0K8",6311-Food service supervisors,1
,,LHK Investment Corp.,"Grande Prairie, AB T8V 4M9",6315-Cleaning supervisors,1
,,Liquor XS Inc.,"Edmonton, AB T6K 4A2",6211-Retail sales supervisors,1
,,MH Dhaliwal Trucking Ltd.,"Edmonton, AB T6P 1S8",1241-Administrative assistants,1
,,MJT Oilfield Sewing & Cleaning,"Fox Creek, AB T0H 1P0",6731-Light duty cleaners,1
,,On Time Concrete Pumping Ltd,"Edmonton, AB T6N 1A8",7611-Construction trades helpers and labourers,1
,,Option Construction Corp.,"Spruce Grove, AB T7X 3B5",7511-Transport truck drivers,1
,,Oriental Noodle House Thanh Thanh Restaurant Ltd.,"Edmonton, AB T5H 2S3",0631-Restaurant and food service managers,1
,,Panalta - 3 Investments Ltd,"Olds, AB T4H 1J5",6322-Cooks,1
,,Pichay Janitorial Services Inc.,"High Prairie, AB T0G 1E0",6315-Cleaning supervisors,1
,,Polish Bilingual Program Parent Advisory Society,"Edmonton, AB T5G 0L8",4214-Early childhood educators and assistants,1
,,Protective Surface Enterprises Ltd.,"Calgary, AB T2K 5X3",7294-Painters and decorators (except interior decorators),1
,,Raj Woodwork Ltd.,"Edmonton, AB T6T 1N4",7272-Cabinetmakers,2
,,Ranjinder & Sukh Investments Inc. o/a Bottle Bin,"Edmonton, AB T6E 5E9","9227-Supervisors, other products manufacturing and assembly",1
,,Rayon Liquor LTD,"Calgary, AB T3N 0P1",6211-Retail sales supervisors,1
,,Roshan Catering Ltd.,"Calgary, AB T1Y 3T5",6311-Food service supervisors,1
,,SDI Trans Ltd.,"Edmonton, AB T5T 4R4",1525-Dispatchers,1
,,Skylark Stucco Ltd.,"Calgary, AB T3J 4Z2",7611-Construction trades helpers and labourers,1
,,Sleepy Creek Bed & Breakfast Inc,"Calgary, AB T2G 1Z1",6322-Cooks,1
,,South Side Ornamental Iron Works (1979) Co. Ltd,"Edmonton, AB T6E 4C1",9612-Labourers in metal fabrication,1
,,Spruce Meadows Ltd,"Calgary, AB T2X 4B7","5254-Program leaders and instructors in recreation, sport and fitness",1
,,SRZS Enterprises Inc,"Vegreville, AB T9C 1R2",6211-Retail sales supervisors,1
,,Stella General Cleaning Ltd.,"Okotoks, AB T1S 2L7",6315-Cleaning supervisors,1
,,Sunshine Food Inc,"Okotoks, AB T1S 0J4",6322-Cooks,1
,,Sylvan Jewellers Ltd,"Red Deer, AB T4R 3A2","6344-Jewellers, jewellery and watch repairers and related occupations",1
,,Thai Place Restaurant Ltd.,"Calgary, AB T2K 3M9",6311-Food service supervisors,1
,,The Beauty Control Group Ltd.,"Edmonton, AB T5T 6X4",6211-Retail sales supervisors,1
,,,,6421-Retail salespersons,3
,,The Canadian Brewhouse (Red Deer) Ltd,"Edmonton, AB T6X 0A7",6322-Cooks,4
,,The Green Depot Fort McMurray Inc,"Edmonton, AB T6X 0N9","9619-Other labourers in processing, manufacturing and utilities",1
,,The Pizza Boxx,"Red Deer, AB T4N 6V9",6322-Cooks,1
,,Triple C's Foods Group Inc,"Cold Lake, AB T9M 0G1",6311-Food service supervisors,2
,,V.Q. Trinh Inc.,"Edmonton, AB T6E 5P3","9213-Supervisors, food, beverage and associated products processing",1
,  Primary Agriculture,256961 Alberta Ltd,"Lethbridge, AB T1K 6Z8",8431-General farm workers,1
,,638152 Alberta Ltd.,"Nanton, AB T0L 1R0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Bear Springs Farm,"Smoky Lake, AB T0A 3C0",8431-General farm workers,4
,,Black & White Dairy Ltd,"Lacombe, AB T4L 2N1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Bray-Dan Harvesting Inc,"Lethbridge, AB T1K 6L4",8611-Harvesting labourers,4
,,Fordville Farm Corp.,"Foothills, AB T1S 3G7",8431-General farm workers,3
,,Kuhlmann's Market Gardens & Greenhouses Ltd,"Edmonton, AB T5Y 6L6",8431-General farm workers,2
,,Kuku Farms Ltd,"Sturgeon County, AB T8R 0V5",8431-General farm workers,3
,,Norbest Farms Ltd,"Edmonton, AB T5Y 6K3",8431-General farm workers,4
,,Philipsen Farm Ltd,"Lacombe, AB T4L 2N5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Sinke Farms Ltd.,"Picture Butte, AB T0K 1V0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Vandemunt Dairy Corp.,"Picture Butte, AB T0K 1V0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,Permanent Resident Only,1273129 Alberta Ltd,"Edmonton, AB T6X 0J4",1311-Accounting technicians and bookkeepers,1
,,1917690 Alberta Ltd,"Edmonton, AB T5H 4K8",6322-Cooks,1
,,Rush Roofing & Contracting Corp,"Foothills, AB T1S 3M1","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,S. J. Suleman Investment Ltd,"Red Deer, AB T4P 1A2",0632-Accommodation service managers,1
,,Stanley Park Investments Ltd,"Calgary, AB T2J 7G5","6313-Accommodation, travel, tourism and related services supervisors",1
British Columbia,    High Wage,0846236 BC Ltd.,"Surrey, BC V3X 1B7","7284-Plasterers, drywall installers and finishers and lathers",2
,,1043759 BC Ltd.,"Richmond, BC V7A 3B4",1526-Transportation route and crew schedulers,1
,,1104807 BC Ltd.,"Chilliwack, BC V2R 1A5",7271-Carpenters,2
,,3DS- Three Dimensional Services Inc.,"Burnaby, BC V5B 3A9",7272-Cabinetmakers,1
,,663584 BC Ltd,"Surrey, BC V3W 1E6",0125-Other business services managers,1
,,Abbey Cedar Products Ltd.,"Abbotsford, BC V2T 6J8",7271-Carpenters,1
,,Acme Glass Ltd.,"Surrey, BC V3W 0A6","9227-Supervisors, other products manufacturing and assembly",1
,,Agam Holding Ltd,"Surrey, BC V3S 0Y9",7511-Transport truck drivers,3
,,AK Electric Ltd.,"Coquitlam, BC V3B 7K4",7242-Industrial electricians,1
,,Akem Homes Ltd.,"Surrey, BC V3V 6Z9",7271-Carpenters,2
,,Andama Construction Ltd,"Vancouver, BC V6C 1T2",7271-Carpenters,2
,,Anna Cleaning Services,"North Vancouver, BC V7K 2Y2",6315-Cleaning supervisors,1
,,Armsby Holdings Ltd.,"Armstrong, BC V0E 1B0","9227-Supervisors, other products manufacturing and assembly",1
,,Ash Services Ltd,"Surrey, BC V3W 1E6",2253-Drafting technologists and technicians,1
,,Benchmark Tech Recruitment Ltd.,"Burnaby, BC V5J 5J8",1223-Human resources and recruitment officers,1
,,Border Carrier Ltd,"Surrey, BC V3V 7A5","7305-Supervisors, motor transport and other ground transit operators",1
,,Boyal Enterprises Ltd,"Abbotsford, BC V2T 1T7",7271-Carpenters,1
,,Brenta Construction Inc.,"Burnaby, BC V5B 3A6",2234-Construction estimators,1
,,Burrard Roofing & Drainage Ltd.,"North Vancouver, BC V7H 1T6",2175-Web designers and developers,1
,,Busy Boys Electrical Ltd.,"Surrey, BC V3W 3B2","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",2
,,Central City Brewers & Distillers Ltd,"Surrey, BC V5T 5X3",0631-Restaurant and food service managers,1
,,Cheam Taxi Ltd.,"Abbotsford, BC V2S 7W8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Combined Systems Inc.,"Langley, BC V2L 2Z3",2242-Electronic service technicians (household and business equipment),1
,,Crew Marketing Partners Inc,"Surrey, BC V3S 5J9",5241-Graphic designers and illustrators,1
,,De Ziner Door Manufacturing Ltd,"Surrey, BC V3W 3H7",4163-Business development officers and marketing researchers and consultants,1
,,Dezzen Developments Inc.,"Burnaby, BC V5C 3Z6","1123-Professional occupations in advertising, marketing and public relations",1
,,Dhaliwal Ventures Inc.,"Surrey, BC V3S 1Z9",7271-Carpenters,1
,,Dumondes Service Management INC.,"Vancouver, BC V5R 0A7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Effective Auto Body Repair Ltd,"Richmond, BC V6X 2B8",7322-Motor vehicle body repairers,1
,,Feed Engineering Inc.,"West Vancouver, BC V7T 1A7","0124-Advertising, marketing and public relations managers",1
,,Fig Deli Ltd.,"Victoria, BC V8P 2P3",0621-Retail and wholesale trade managers,1
,,First Majestic Silver Corp.,"Vancouver, BC V6C 3L2",0111-Financial managers,1
,,Gibo Health Food Ltd,"Richmond, BC V6Y 2B2",0113-Purchasing managers,1
,,Golden Summit International Development Ltd.,"Richmond, BC V6X 1C3",6322-Cooks,3
,,Golden Trading BC Ltd.,"Surrey, BC V3W 7J1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Good Luck International Enterprises Ltd,"Richmond, BC V6X 2C2",6322-Cooks,1
,,Handi Cuisine Ltd.,"West Vancouver, BC V7A 1A6",6332-Bakers,1
,,Hanok Burnaby Restaurant Ltd,"Burnaby, BC V3J 1N3",6322-Cooks,1
,,Hayer Demolition Ltd,"Surrey, BC V6X 3N2",7237-Welders and related machine operators,1
,,Holland Imports Inc.,"Burnaby, BC V5C 3W3",5241-Graphic designers and illustrators,1
,,Huamulan Developments Inc.,"Richmond, BC V6W 1J9","0124-Advertising, marketing and public relations managers",1
,,Island Travel Inn Inc.,"Victoria, BC V8T 4K6",6315-Cleaning supervisors,1
,,J.M.T Enterprises Inc.,"Surrey, BC V3W 4E7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Japan Sky Dining Ltd.,"Richmond, BC V7C 4N1",6321-Chefs,1
,,JDH Eco-Service Ltd.,"Vancouver, BC V5Y 1E9","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Jimmy Carroll Steel Fixing Ltd,"North Vancouver, BC V7L 1H7","7201-Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",2
,,Keltek Concrete Ltd.,"Vancouver, BC V6B 2W9",7282-Concrete finishers,3
,,Limpark Investments Ltd.,"Burnaby, BC V3N 4N3",6316-Other services supervisors,1
,,M & S Sushi Ltd.,"Kamloops, BC V2E 2R7",6322-Cooks,1
,,M.Y. CTrips Travel & Tours Ltd.,"Richmond, BC V6X 3M7",0621-Retail and wholesale trade managers,1
,,Mander Bros. Enterprises Ltd.,"Delta, BC V4C 6P6",7237-Welders and related machine operators,2
,,Mann Framing Ltd,"Surrey, BC V3X 0B8","7204-Contractors and supervisors, carpentry trades",1
,,Maple Ridge Motorsports Ltd.,"Maple Ridge, BC V2X 2P8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Matrix Marble Corporation,"Duncan, BC V9L 6W2",7283-Tilesetters,1
,,Max Truck Repair Ltd.,"Surrey, BC V3S 3G1",1411-General office support workers,1
,,"Mervin Lee, M. D., Inc.","Burnaby, BC V5H 2E4",1243-Medical administrative assistants,1
,,MP Electrical Contracting Ltd,"Richmond, BC V6V 1P8",7241-Electricians (except industrial and power system),1
,,Niki Design & Glass Studio Inc.,"North Vancouver, BC V7M 1E7",7292-Glaziers,2
,,Nippon Data Inc.,"Langley, BC V3A 3Y1",2171-Information systems analysts and consultants,1
,,Oak and Fort Corp,"Vancouver, BC V5T 1J3",6211-Retail sales supervisors,1
,,Offworld Industries Ltd,"Burnaby, BC V3N 1B8",5223-Graphic arts technicians,1
,,Outbound Adventures Ltd,"Victoria, BC V9C 4G6",0621-Retail and wholesale trade managers,1
,,P & M Masonry & Construction Ltd.,"Surrey, BC V3V 2C9",4163-Business development officers and marketing researchers and consultants,1
,,Pacific Coast Distribution Ltd.,"Surrey, BC V4W 4B2",7511-Transport truck drivers,1
,,Platinum Professional Claim Services Ltd.,"Richmond, BC V6V 2E4","7204-Contractors and supervisors, carpentry trades",1
,,Prudential Transportation Ltd.,"Surrey, BC V3W 1R1",7237-Welders and related machine operators,2
,,Puri Carpet and Flooring Ltd,"Surrey, BC V4N 4T7",7295-Floor covering installers,1
,,Qualicum Beach Inn Corporation,"Qualicum Beach, BC V9K 1G8","6313-Accommodation, travel, tourism and related services supervisors",1
,,Rai & Sandhu Inc. dba Max's Bakery & Deli,"Vancouver, BC V6H 2L2",0631-Restaurant and food service managers,1
,,Rami's Cut Barber Shop Ltd.,"Maple Ridge, BC V2X 2T3",6211-Retail sales supervisors,1
,,Right Link Logistics Ltd.,"Abbotsford, BC V2S 7N2",1241-Administrative assistants,1
,,Skynet Wireless Inc.,"Surrey, BC V3R 1V9",0621-Retail and wholesale trade managers,1
,,"So, Shin Inc.","Comox, BC V9M 1P8",6322-Cooks,1
,,Sunmore Healthtech Ltd.,"Kamloops, BC V2C 6N9","5125-Translators, terminologists and interpreters",1
,,Superior Tile Contracting Inc.,"Coquitlam, BC V3B 6E8","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Technicolor Canada Inc et ses divisions,"Vancouver, BC V6B 2S2","5131-Producers, directors, choreographers and related occupations",1
,,Terra Mechanical Ltd,"Delta, BC V4L 1P4",7251-Plumbers,1
,,Thind Properties Ltd,"Vancouver, BC V5N 2T6",4163-Business development officers and marketing researchers and consultants,1
,,Topwin Auto Centre Inc,"Richmond, BC V6X 2B8",6211-Retail sales supervisors,1
,,University of British Columbia,"Vancouver, BC V6T 1Z3",4011-University professors and lecturers,1
,,Uptrend Developments Inc,"Vancouver, BC V6E 2P4","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,,,7236-Ironworkers,2
,,VECO Audio Technology Inc.,"Richmond, BC V6V 3C3","0013-Senior managers - financial, communications and other business services",1
,,Whistler Resort Cabs Ltd,"Whistler, BC V0N 1B2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,,,1223-Human resources and recruitment officers,1
,   Low Wage,0974845 BC Ltd,"North Vancouver, BC V7K 1C7",6321-Chefs,1
,,1074257 BC Ltd.,"Prince George, BC V2N 4J9",6311-Food service supervisors,1
,,1110794 B.C. Ltd.,"Langley, BC V3A 4G4",6322-Cooks,1
,,1797148 Alberta Ltd.,"Kelowna, BC V1Y 3V6",6322-Cooks,2
,,627520 BC Ltd.,"North Vancouver, BC V7L 0C6",6311-Food service supervisors,1
,,640675 BC Ltd,"Vancouver, BC V6Z 1X9",6311-Food service supervisors,1
,,777 Eccounting Systems Inc.,"White Rock, BC V4B 3Z4",1311-Accounting technicians and bookkeepers,1
,,A. Bosa & Co. Ltd,"Vancouver, BC V5K 4Y3",6421-Retail salespersons,1
,,A1 Indian Restaurant Ltd.,"Surrey, BC V3W 2V7",6322-Cooks,1
,,Akkas Electrical Ltd,"Surrey, BC V3V 5P4",7611-Construction trades helpers and labourers,2
,,All Painting Ltd.,"Coquitlam, BC V3K 4X8",7294-Painters and decorators (except interior decorators),1
,,Alpha One Hair Innovations Ltd.,"Vancouver, BC V6B 2W5",6341-Hairstylists and barbers,1
,,Alpha Two Hair Innovations Ltd.,"Richmond, BC V6Y 4B2",6341-Hairstylists and barbers,1
,,Artech Painting (2006) Corp.,"Fort St. John, BC V1J 4M6",7294-Painters and decorators (except interior decorators),1
,,Aztlan Construction Limited,"Surrey, BC V3W 6V5",7611-Construction trades helpers and labourers,2
,,Bibo Pizza Al Taglio Ltd.,"Vancouver, BC V6J 1M4",6322-Cooks,1
,,Bisou Salon Ltd,"Burnaby, BC V5H 4J2",6341-Hairstylists and barbers,1
,,Blumeing Hospitality Inc,"White Rock, BC V4B 1C3",6322-Cooks,1
,,BMA Enterprises Ltd.,"Surrey, BC V4A 4N3",6311-Food service supervisors,1
,,CH Restaurant (West Van) Ltd,"West Vancouver, BC V7V 1H8",6311-Food service supervisors,1
,,Chambar Restaurant Corp,"Vancouver, BC V6B 2L3",6322-Cooks,2
,,Chef's Kebab Ltd.,"Surrey, BC V4N 0G1",6322-Cooks,2
,,Convivia Restaurant Ltd,"Osoyoos, BC V0H 1V0",6322-Cooks,1
,,Dr. Satnam Gandham Inc.,"Richmond, BC V6X 3K5",1243-Medical administrative assistants,1
,,Duffy's Holdings Inc,"Williams Lake, BC V2G 1Z6",6322-Cooks,2
,,Earl's Cafe Fish dba Earl's Restaurants,"Vancouver, BC V6J 1W9",6322-Cooks,1
,,Evergrow Seafood Restaurant Ltd.,"Vancouver, BC V5W 2Z4",6322-Cooks,1
,,FHC Home Care Senior Services Inc,"Vancouver, BC V5L 4W3","4412-Home support workers, housekeepers and related occupations",1
,,Fit In 30 Fitness Inc.,"Vancouver, BC V5Y 1L3","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Five Elements Cafe Ltd.,"Vancouver, BC V5L 3W9",6321-Chefs,2
,,Footo Croissant Corp.,"Burnaby, BC V5B 1K4",6311-Food service supervisors,1
,,Frontier Horse Company,"Quesnel, BC V2J 6Z5","7384-Other trades and related occupations, n.e.c.",1
,,Giving Tree Restaurant Inc.,"Port Moody, BC V3H 2C4",6322-Cooks,1
,,Golden Plaza Company Ltd.,"Vancouver, BC V6Z 1K3",6211-Retail sales supervisors,1
,,Good Rich Labour Supplies Ltd,"Surrey, BC V3W 1R1",6332-Bakers,2
,,Han Mobility Consulting Ltd.,"Burnaby, BC V3N 4R7",6211-Retail sales supervisors,1
,,Harmonie European Day Spa Ltd.,"Vancouver, BC V6G 1C8",6341-Hairstylists and barbers,1
,,Hi - Fi Construction Ltd,"Surrey, BC V3V 2R2",7611-Construction trades helpers and labourers,1
,,Hiroba DK Food Service Ltd,"Port Coquitlam, BC V3C 3G3",6322-Cooks,1
,,Hoe! Hoe! Hoe! Gardening Services Ltd.,"Vancouver, BC V6N 3S2",8612-Landscaping and grounds maintenance labourers,1
,,Indian Essence Ltd.,"Prince George, BC V2M 1J8",6322-Cooks,1
,,Infobip Communications Inc.,"Vancouver, BC V6Y 1M1",1241-Administrative assistants,1
,,Inhwa Investments Ltd.,"Burnaby, BC V3N 4R7",6322-Cooks,1
,,Island Tan Franchise Corp,"Surrey, BC V3R 5P3",6316-Other services supervisors,1
,,Island Wok Ltd.,"Victoria, BC V8X 2W8",6322-Cooks,1
,,J & His Childcare,"Richmond, BC V6Y 3E7",4214-Early childhood educators and assistants,1
,,JGJ Foods Ltd,"Surrey, BC V4N 3G4","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Kaiso E&R Restaurant 1618 Ltd.,"West Kelowna, BC V4T 3K7",6322-Cooks,1
,,Kinbari Sushi,"Kimberley, BC V1A 2J4",6321-Chefs,3
,,Kisa Enterprises Ltd.,"North Vancouver, BC V7M 1K9",6211-Retail sales supervisors,1
,,Ladner Homes Ltd,"Delta, BC V4K 2X1",7611-Construction trades helpers and labourers,3
,,Landsea Tours Ltd.,"Vancouver, BC V6A 2P3",6732-Specialized cleaners,1
,,Luke Bros. International Trading Ltd.,"Burnaby, BC V5E 2P8","9462-Industrial butchers and meat cutters, poultry preparers and related workers",1
,,M & A Baking Inc,"Vancouver, BC V5T 3G3",6211-Retail sales supervisors,1
,,Magic Touch Cleaners Ltd.,"Abbotsford, BC V2T 5B8",6315-Cleaning supervisors,1
,,Maple Glass Holdings Ltd,"Victoria, BC V9B 0A5",9533-Other wood products assemblers and inspectors,1
,,Mexpro Kitchens Inc. o/a La Taqueria Pinche Taco Shop,"North Vancouver, BC V7P 1B2",6322-Cooks,1
,,Minty Nails Brow and Lash Salon Ltd,"Surrey, BC V3W 5A5","6562-Estheticians, electrologists and related occupations",1
,,Mughal Gardens Restaurant,"Surrey, BC V3W 2V3",6311-Food service supervisors,1
,,My Daycare Services Inc,"Surrey, BC V3X 3H6",4214-Early childhood educators and assistants,1
,,Nanaimo Queens Hotel Ltd.,"Nanaimo, BC V9R 3B1",1311-Accounting technicians and bookkeepers,1
,,Navpoint Garage Doors Ltd.,"Surrey, BC V3R 1G6",7441-Residential and commercial installers and servicers,1
,,New One Dining Ltd.,"Vancouver, BC V6Z 2H1",6311-Food service supervisors,1
,,New Vision Kitchen Cabinets Ltd.,"Surrey, BC V3W 1M6",7272-Cabinetmakers,1
,,New York Chicken Ltd,"Burnaby, BC V5H 4G8",6311-Food service supervisors,1
,,North Road Trading Ltd,"Richmond, BC V6X 4C4",6322-Cooks,1
,,Nubo Enterprise Ltd.,"Victoria, BC V8W 1N9",6322-Cooks,1
,,Phase II Auto Detailing Inc.,"Langley, BC V3S 6C2",6732-Specialized cleaners,2
,,R&C Asian Cuisine Ltd.,"Chilliwack, BC V2R 0M5",6322-Cooks,1
,,RRGB Restaurants Canada Inc,"Vancouver, BC V5Y 0K2",6322-Cooks,4
,,SoundsGood Auto Services Inc,"Coquitlam, BC V3B 1B8",2242-Electronic service technicians (household and business equipment),1
,,Sushi Heaven Japanese Restaurant Ltd.,"Fort St. John, BC V1J 1S3",6322-Cooks,1
,,Sushi Story Ltd.,"Victoria, BC V9A 5S8",6322-Cooks,1
,,Tejkamal Enterprises Ltd.,"Powell River, BC V8A 4K6",6322-Cooks,1
,,Thai Cleaning,"Prince George, BC V2M 6X6","6733-Janitors, caretakers and building superintendents",1
,,Tomahawk Barbecue Ltd.,"North Vancouver, BC V7P 2V8",6322-Cooks,3
,,Veer Excavating Inc.,"Mission, BC V2V 2B8",7611-Construction trades helpers and labourers,1
,,Westbrook Bistros Ltd.,"Vancouver, BC V6T 0B5",6321-Chefs,1
,,Wise Owl Montessori Childcare Inc.,"West Vancouver, BC V7W 1P2",4214-Early childhood educators and assistants,1
