"List of employers who were issued a negative  Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (October-December)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Requested Positions
,,SP Painting Company Ltd.,"Edmonton, AB T6M 0K5",7294-Painters and decorators (except interior decorators),2
,,The S.H.A.R.P. Foundation,"Calgary, AB T2H 0A1","1123-Professional occupations in advertising, marketing and public relations",1
,,Unic Roofing Ltd,"Calgary, AB T2M 2P3",7291-Roofers and shinglers,2
,   Low Wage,1062080 Alberta Ltd. o/a Bigstone ESSO,"Wabasca, AB T0G 2K0",6311-Food service supervisors,1
,,1093855 BC Ltd.,"Calgary, AB T2G 5M2","0651-Managers in customer and personal services, n.e.c.",1
,,1151178 Alberta Ltd o/a Western Valley Inn,"Valleyview, AB T0H 3N0",6322-Cooks,1
,,1193482 Alberta Ltd,"Calgary, AB T3K 4L2",6311-Food service supervisors,1
,,1262473 Alberta Ltd,"Calgary, AB T2T 0C4",6322-Cooks,2
,,1336648 Alberta Ltd,"Beaverlodge, AB T0H 0C0",6311-Food service supervisors,1
,,1371487 Alberta Ltd,"Cochrane, AB T4C 0E6",6316-Other services supervisors,1
,,1403013 Alberta Ltd,"Edmonton, AB T5C 2A7",6211-Retail sales supervisors,1
,,1408778 Alberta Ltd,"High River, AB T1V 2A6",9423-Rubber processing machine operators and related workers,1
,,1476257 Alberta Ltd.o/a Taiwan Express,"Edmonton, AB T6E 4E3",6311-Food service supervisors,1
,,1482465 Alberta Ltd.,"Leduc, AB T9E 8N4",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,149 St. Burgers Ltd.,"Edmonton, AB T6H 4R7",6311-Food service supervisors,1
,,1630576 Alberta Inc,"Calgary, AB T2Z 4C9",6316-Other services supervisors,1
,,1637200 Alberta Ltd,"Edmonton, AB T6X 0P2",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,1666251 Alberta Ltd,"High Level, AB T0H 1Z0",6211-Retail sales supervisors,1
,,1677016 Alberta Ltd,"Edmonton, AB T6E 0T2",6322-Cooks,1
,,1688707 Alberta Corp,"Calgary, AB T2Y 5G7",0631-Restaurant and food service managers,1
,,1795409 Alberta Ltd.,"Hinton, AB T7V 2G2",6311-Food service supervisors,1
,,1800519 Alberta Ltd,"St. Albert, AB T8N 5S8",6311-Food service supervisors,1
,,1810402 Alberta Ltd,"Calgary, AB T2G 0P5",6322-Cooks,1
,,1840991 Alberta Ltd.,"Calgary, AB T1Y 1R6",6211-Retail sales supervisors,1
,,1853132 Alberta Ltd.,"Sherwood Park, AB T8H 0B8",6322-Cooks,1
,,1865549 Alberta Ltd o/a TIM HORTONS,"Edmonton, AB T5Z 3X1",6332-Bakers,4
,,1876156 Alberta Ltd,"Airdrie, AB T4A 0H5",0631-Restaurant and food service managers,1
,,1879959 Alberta Ltd,"Edmonton, AB T5E 6E5","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1899003 Alberta Ltd,"Sherwood Park, AB T8A 0C9",6311-Food service supervisors,1
,,1913808 Alberta Ltd,"Edmonton, AB T5A 5A1",6322-Cooks,1
,,1917020 Alberta LTD,"Edmonton, AB T5J 2B8",6311-Food service supervisors,1
,,1963350 AB Ltd /The Boot,"Cochrane, AB T4C 1X6",6311-Food service supervisors,1
,,1971679 Alberta Inc.,"Edmonton, AB T6M 0M8",6341-Hairstylists and barbers,1
,,2004384 Alberta Ltd.,"Leduc, AB T9E 0J6",6311-Food service supervisors,2
,,2017373 Alberta Ltd o/a Jimmy's Gas Bar,"Driftpile, AB T0G 0V0",6211-Retail sales supervisors,1
,,592467 Alberta Ltd.o/a Escada Hair International,"Edmonton, AB T6K 4B4",6316-Other services supervisors,1
,,640988 Alberta Ltd o/a Aspen Motor Inn & DV Food Store,"Drayton Valley, AB T7A 1M4",6211-Retail sales supervisors,1
,,914703 Alberta Ltd,"Red Deer County, AB T4E 0A5",6322-Cooks,2
,,A1 Triple X Ltd.,"Calgary, AB T3J 0J5",1221-Administrative officers,1
,,ABS Truckwash and Lube Ltd,"Edmonton, AB T5W 5J6",6315-Cleaning supervisors,1
,,Areo Homes Pvt Ltd,"Edmonton, AB T6N 1B7",7611-Construction trades helpers and labourers,2
,,Aztec Renovations & Refit Inc,"Calgary, AB T2E 6L5","9224-Supervisors, furniture and fixtures manufacturing",2
,,Bam-Bam Pizza Inc.,"Calgary, AB T2Z 0G4",6311-Food service supervisors,1
,,Bice & Son's Drywall Service Ltd.,"Medicine Hat, AB T1B 4C7","7284-Plasterers, drywall installers and finishers and lathers",1
,,Black Sheep Holdings,"Jasper, AB T0E 1E0",6322-Cooks,2
,,Borealis Diamonds Ltd,"Fort McMurray, AB T9H 5P8",6211-Retail sales supervisors,1
,,Canada North Camps Inc,"Edmonton, AB T5L 5V8",6321-Chefs,1
,,Chandigarh Styles & Trendz Ltd.,"Edmonton, AB T6E 5P2","6342-Tailors, dressmakers, furriers and milliners",1
,,Creek Side Pub Holdings Ltd,"Calgary, AB T3J 0A3",6322-Cooks,2
,,Crowbar Lounge Inc,"Coleman, AB T0K 0M0",6322-Cooks,1
,,D & R Construction Ltd.,"Edmonton, AB T6W 2M9",7294-Painters and decorators (except interior decorators),1
,,D.S. Waldie Holdings Inc,"Edmonton, AB T5A 1C2",6211-Retail sales supervisors,2
,,Denny's Restaurant,"Calgary, AB T2H 0B8",6322-Cooks,3
,,Dezi's Plastering Inc,"Calgary, AB T3Z 0A1","7284-Plasterers, drywall installers and finishers and lathers",2
,,DK Total Home Solutions Ltd,"Foothills, AB T1S 3W5",7272-Cabinetmakers,1
,,Elements Retail Group Inc,"Calgary, AB T2E 6W5","6562-Estheticians, electrologists and related occupations",3
,,Emkay H Associates Ltd. a/o Papa John's Pizza,"Fort Saskatchewan, AB T8L 4P7",6311-Food service supervisors,2
,,Fashion Hair Centre,"Edmonton, AB T6C 0Y4",6341-Hairstylists and barbers,1
,,FX Inc.,"Edmonton, AB T5T 3J7","6562-Estheticians, electrologists and related occupations",2
,,Galaxy Granite Ltd,"Calgary, AB T2E 6N2","9414-Concrete, clay and stone forming operators",1
,,Geo Auto Sale Ltd.,"Calgary, AB T3J 3W2",6211-Retail sales supervisors,1
,,GN Building Ltd.,"Calgary, AB T2S 1H8","7284-Plasterers, drywall installers and finishers and lathers",1
,,Gold Line Paint Ltd,"Calgary, AB T3K 5R8",7294-Painters and decorators (except interior decorators),2
,,Golden MS Ltd,"Fox Creek, AB T0H 1P0",6322-Cooks,1
,,Gymtastics Inc.,"Calgary, AB T2H 2S5",5252-Coaches,1
,,Hong Fah Thai Restaurant Ltd.,"Grande Prairie, AB T8V 8L1",6322-Cooks,1
,,Hot Million Indian Cuisine Inc,"Calgary, AB T1Y 5S3",6322-Cooks,1
,,IBN Group Ltd.,"Valleyview, AB T0H 3N0",6211-Retail sales supervisors,1
,,Interiors on Main Inc,"Camrose, AB T4V 1P9",6211-Retail sales supervisors,1
,,J & M Auto Detailing Ltd.,"Calgary, AB T2A 2P3",6315-Cleaning supervisors,1
,,Jerusalem Shawarma Inc,"Calgary, AB T2M 0H9",6322-Cooks,2
,,Just Bishmillah Inc,"Edmonton, AB T6X 0K6",6311-Food service supervisors,1
,,Jutt Management Inc.,"Edmonton, AB T5Y 3J4",6211-Retail sales supervisors,4
,,KNSS Auto Ltd.,"Calgary, AB T2E 7C8",6732-Specialized cleaners,1
,,Las Canarias Services Corp,"Calgary, AB T2T 0B6",0631-Restaurant and food service managers,1
,,Lube City Corp,"Edmonton, AB T6E 5X7",7535-Other automotive mechanical installers and servicers,1
,,Lynx Brand Fence Products Alta. Ltd,"Calgary, AB T2C 2J2",1521-Shippers and receivers,1
,,Mel's U Drives (1978) Ltd,"Grande Prairie, AB T8V 4J1",6315-Cleaning supervisors,1
,,MRD Transport Ltd,"Edmonton, AB T5Y 0L6",6732-Specialized cleaners,1
,,Nanak Driving School Ltd.,"Edmonton, AB T6T 0P3",1221-Administrative officers,1
,,Northen Lights Granite Ltd.,"St. Albert, AB T8N 5L2",7283-Tilesetters,1
,,ProBond Systems Inc.,"Edmonton, AB T5S 1X2",7291-Roofers and shinglers,3
,,RedPath Inns Ltd,"Lethbridge, AB T1K 2P8",6315-Cleaning supervisors,1
,,Restaurex Partners Inc.,"Sherwood Park, AB T8H 0B8",6322-Cooks,1
,,Rimar Holdings Ltd.,"High Level, AB T0H 1Z0",6315-Cleaning supervisors,1
,,Rockwood Management Ltd,"Edmonton, AB T5K 0E7",6315-Cleaning supervisors,1
,,Roof Runner Roofing Ltd.,"Red Deer Country, AB T4S 2A4","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Rose Country Inn,"Wetaskiwin, AB T9A 1J7",6513-Food and beverage servers,1
,,Saj Traders Inc.,"Lethbridge, AB T1J 5J1",6211-Retail sales supervisors,1
,,Smithco Enterprises Ltd,"Grande Prairie, AB T8X 0K7","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,Specon Construction Inc.,"Chestermere, AB T1X 0M7",7272-Cabinetmakers,1
,,Stigg Security Inc,"Fort McMurray, AB T9K 0P8",6316-Other services supervisors,2
,,Syphay Restaurant Ltd,"Edmonton, AB T6H 1G9",6311-Food service supervisors,1
,,Three North Clean Inc,"Calgary, AB T3M 1P3",6315-Cleaning supervisors,1
,,Triple C's Foods Group Inc,"Cold Lake, AB T9M 0G1",6311-Food service supervisors,2
,,Two Hills Auto & Industrial Supply Ltd.,"Two Hills, AB T0B 4K0",1522-Storekeepers and partspersons,1
,,Ultimate Fixx Ltd.,"Calgary, AB T2C 2P5",6732-Specialized cleaners,1
,,Vine Vera Resveratrol Skin Care,"Edmonton, AB T6M 2N1",6211-Retail sales supervisors,2
,  Primary Agriculture,821778 Alberta Ltd.,"Sturgeon County, AB T8T 0B2","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,Blue Grass Sod Farms Ltd,"Red Deer County, AB T4S 2A9","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,Elk-A-Rosa Ranch Ltd,"Beaverlodge, AB T0H 0C0",8431-General farm workers,1
,,Scandia Honey Corporation,"Scandia, AB T0J 2Z0",8431-General farm workers,4
,,Shipwheel Cattle Feeders Ltd,"Taber, AB T1G 2C9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Total Maintenance Services Inc.,"Edmonton, AB T6R 1V5","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
British Columbia,    High Wage,0890371 B.C. Ltd.,"Mission, BC V2V 1A9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,1101154 BC Ltd,"Vancouver, BC V5X 2A7",6322-Cooks,2
,,Aarc-West Mechanical Insulation (2013) Inc,"Surrey, BC V3S 3M3",7293-Insulators,1
,,Active Fire & Safety Services Ltd.,"Surrey, BC V3W 3H7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",2
,,Aedis Games Inc.,"Vancouver, BC V6J 1X2",2173-Software engineers and designers,1
,,Al Stober Construction Ltd,"Kelowna, BC V1Y 0B5",1224-Property administrators,1
,,AS2 Framing Ltd.,"Surrey, BC V3W 0K2",7271-Carpenters,1
,,Ashton Mechanical Ltd,"Richmond, BC V6X 3M4",7313-Refrigeration and air conditioning mechanics,1
,,Auto Den Repair Ltd.,"Surrey, BC V3W 1B3","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Baran Steel Placing Rebar Inc,"Vancouver, BC V5S 4R6",7236-Ironworkers,6
,,Bardel (CAT) Productions Services Inc.,"Vancouver, BC V6J 1J8",5241-Graphic designers and illustrators,2
,,Bardel (DP) Production Services Inc.,"Vancouver, BC V6J 1J8",5241-Graphic designers and illustrators,1
,,Bardel (DRR) Production Services Inc,"Vancouver, BC V6J 1J8",5241-Graphic designers and illustrators,1
,,BCP Installations Ltd.,"Coquitlam, BC V3K 6W9","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,,,"7284-Plasterers, drywall installers and finishers and lathers",1
,,Beach Grove Motel Ltd,"Delta, BC V4L 5X9",0632-Accommodation service managers,1
,,Belle & Wingi Innovative Company Ltd.,"Kelowna, BC V1Y 2A7",0114-Other administrative services managers,1
,,BMS Plumbing & Mechanical Systems Ltd,"Vancouver, BC V5L 3K6",7251-Plumbers,1
,,Bright Transport Ltd.,"Surrey, BC V3W 1K6",7511-Transport truck drivers,4
,,Canadian In Home Care Assistance Inc.,"West Vancouver, BC V7T 1A2","1213-Supervisors, library, correspondence and related information workers",2
,,Canadian Phytopharmaceuticals Corp.,"Richmond, BC V6W 1K8","0124-Advertising, marketing and public relations managers",1
,,Charlien Trucking Ltd,"Surrey, BC V3S 9G9",7511-Transport truck drivers,2
,,CSK Concrete Group Ltd.,"Vancouver, BC V6E 4S1",7282-Concrete finishers,2
,,DCS Fitness & Martial Arts Ltd.,"Vancouver, BC V6A 2Z9","0513-Recreation, sports and fitness program and service directors",1
,,Delta Pizza Ltd.,"Surrey, BC V3W 1B3","0124-Advertising, marketing and public relations managers",1
,,Devson Freightways Ltd,"Surrey, BC V3W 3E9","7305-Supervisors, motor transport and other ground transit operators",1
,,Dhillon Truck Repair Ltd.,"Surrey, BC V3R 2V8",7237-Welders and related machine operators,1
,,Division 9 Contractors Ltd,"Surrey, BC V3S 8Z8","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Dumondes Service Management INC.,"Vancouver, BC V5R 0A7","7305-Supervisors, motor transport and other ground transit operators",1
,,Elk Valley Painting & Decorating,"Fernie, BC V0B 1M0",7294-Painters and decorators (except interior decorators),1
,,ESK Enterprises Ltd,"Richmond, BC V6X 3R9",6315-Cleaning supervisors,1
,,Euro Painting Ltd.,"Langley, BC V2Y 2Y5",7294-Painters and decorators (except interior decorators),5
,,F R C Transport Ltd.,"Surrey, BC V3V 1B9",1221-Administrative officers,1
,,Fang Design Studio Inc.,"Vancouver, BC V5Y 1N5",2253-Drafting technologists and technicians,1
,,First Choice Stucco Ltd.,"Surrey, BC V3T 2H1","7284-Plasterers, drywall installers and finishers and lathers",2
,,Foot Prints of the Teddy Bear Salon Ltd.,"Vancouver, BC V6Z 2A8",3232-Practitioners of natural healing,1
,,Ginger Garlic Cuisine of India Ltd.,"Vancouver, BC V6G 1W2",6322-Cooks,1
,,GPS Galaxy Pacific Services Ltd,"Surrey, BC V5V 3H2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Grandvilla Construction Ltd.,"Surrey, BC V3T 1S9",1311-Accounting technicians and bookkeepers,1
,,Hans Demolition & Excavating Ltd.,"Surrey, BC V3X 3S9",7511-Transport truck drivers,3
,,Harman Drywall Ltd.,"Surrey, BC V3X 3M6",1241-Administrative assistants,1
,,Henriquez Production Ltd.,"Vancouver, BC V6B 2A3",2251-Architectural technologists and technicians,1
,,Hi-Tech Forming Ltd.,"Abbotsford, BC V3G 2Y1",7271-Carpenters,1
,,Imperial Ceramica Ltd.,"Delta, BC V4C 3L4",7283-Tilesetters,1
,,Inertia Carrier Ltd,"Abbotsford, BC V2T 5K3",7511-Transport truck drivers,4
,,JVP Transport Ltd,"Abbotsford, BC V2T 4X8",1221-Administrative officers,1
,,,,1241-Administrative assistants,1
,,,,1311-Accounting technicians and bookkeepers,1
,,Kerkhoff Construction (2016) Ltd,"Chilliwack, BC V2R 3V1",0711-Construction managers,1
,,Kraico Mechanical Ltd.,"Port Coquitlam, BC V3C 6N2","7252-Steamfitters, pipefitters and sprinkler system installers",1
,,Liquid Sound Inc,"Vancouver, BC V6R 2H7","1123-Professional occupations in advertising, marketing and public relations",1
,,lululemon athletica Canada Inc.,"Vancouver, BC V6J 1C7",1122-Professional occupations in business management consulting,1
,,,,2115-Other professional occupations in physical sciences,1
,,Make Door Pro Your Garage Door Company Ltd.,"Surrey, BC V3W 0A8",7441-Residential and commercial installers and servicers,1
,,Maki Sushi Ltd.,"Kelowna, BC V1Y 6C7",6322-Cooks,1
,,Mann Construction Group Canada Ltd.,"Surrey, BC V3V 0C9","7302-Contractors and supervisors, heavy equipment operator crews",1
,,"Mole Hill Montessori, Ltd.","Vancouver, BC V6X 1W7",4032-Elementary school and kindergarten teachers,1
,,National Truck Centre Inc.,"Langley, BC V1M 4B9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,New City Contracting Ltd.,"Vancouver, BC V6A 2E3","7204-Contractors and supervisors, carpentry trades",3
,,OCK Tour Ltd,"Coquitlam, BC V3K 3V8","6313-Accommodation, travel, tourism and related services supervisors",1
,,Ornament Tiles and Surface Ltd.,"Surrey, BC V4N 4N2",7283-Tilesetters,1
,,Padda Enterprises Ltd.,"Surrey, BC V3T 1E6",0631-Restaurant and food service managers,1
,,Percy John Flooring Ltd.,"Burnaby, BC V5A 3H4",1241-Administrative assistants,1
,,Philstar Roofing & Disposal Ltd,"Surrey, BC V3V 0B8",7271-Carpenters,2
,,,,7291-Roofers and shinglers,3
,,Popular Group Investments Ltd,"Surrey, BC V3W 5B4",6315-Cleaning supervisors,1
,,Prestige Joinery Ltd,"Victoria, BC V9A 3Y9","9227-Supervisors, other products manufacturing and assembly",1
,,Prime International Van Line Inc,"Coquitlam, BC V3K 6R2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Rakes and Ladders Garden and Property Services,"Vancouver, BC V6K 4P4",2264-Construction inspectors,1
,,Rami's Cut Barber Shop Ltd.,"Maple Ridge, BC V2X 2T3",6211-Retail sales supervisors,1
,,Razin Enterprises Ltd,"Harrison Hot Springs, BC V0M 1K0",0621-Retail and wholesale trade managers,1
,,RC World Ltd,"Vancouver, BC V5N 2H3",0111-Financial managers,1
,,Re:Function Health Group Inc.,"Richmond, BC V7C 5C2",3142-Physiotherapists,1
,,Right Link Logistics Ltd.,"Abbotsford, BC V2S 7N2",1241-Administrative assistants,1
,,,,1311-Accounting technicians and bookkeepers,1
,,,,"7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Sangam Auto Body Ltd.,"Surrey, BC V3W 0A6",7231-Machinists and machining and tooling inspectors,1
,,Satkul Developments Ltd.,"Surrey, BC V4N 4S4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Scanline VFX Inc.,"Vancouver, BC V6B 2W2",5241-Graphic designers and illustrators,1
,,SLICC Professional Services Ltd.,"Vancouver, BC V5M 1A4",7282-Concrete finishers,1
,,,,8612-Landscaping and grounds maintenance labourers,1
,,Softrak Systems Inc,"Vancouver, BC V6J 5B3","1123-Professional occupations in advertising, marketing and public relations",1
,,Sprinkl-Tech Installations Inc.,"Vancouver, BC V6K 0E9",2242-Electronic service technicians (household and business equipment),3
,,Summerland Estate Ltd.,"West Vancouver, BC V7V 3Z9",0911-Manufacturing managers,1
,,Sunny Beach Motel Inc,"Penticton, BC V2A 6H9",0632-Accommodation service managers,1
,,SVK Express Ltd.,"Surrey, BC V3V 5S9",1241-Administrative assistants,1
,,The Bombay Sweets 2009 Ltd,"Port Coquitlam, BC V3C 3H1",0621-Retail and wholesale trade managers,1
,,,,6322-Cooks,1
,,Topwin Auto Centre Inc,"Richmond, BC V6X 2B8",6211-Retail sales supervisors,1
,,Tramtec Holdings Ltd,"Langley, BC V3A 1N2","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Trinity Products Inc.,"Burnaby, BC V5J 4N3",7231-Machinists and machining and tooling inspectors,1
,,Venture North Holdings Ltd.,"Dawson Creek, BC V1G 0E4",7271-Carpenters,1
,,Vidao Messenger Inc.,"Vancouver, BC V6E 3L2",2174-Computer programmers and interactive media developers,2
,,Virtuous Pie Corp,"Vancouver, BC V6E 2K3",0631-Restaurant and food service managers,1
,,West Beach Window Coverings Ltd.,"Vancouver, BC V5Z 1K7",7441-Residential and commercial installers and servicers,1
,,Will-Be-Done Enterprises Ltd,"Penticton, BC V2A 5G4",1311-Accounting technicians and bookkeepers,1
,,Wing Wing Company limited,"Vancouver, BC V6A 1P7",0621-Retail and wholesale trade managers,1
,,Ya-Hsin Enterprise Ltd.,"Richmond, BC V6X 3K1","0013-Senior managers - financial, communications and other business services",1
,,Yogabody Lifestyle Shop Ltd,"New Westminster, BC V3M 0G3","0651-Managers in customer and personal services, n.e.c.",1
,   Low Wage,0850180 BC Ltd.,"Burnaby, BC V5H 3Z6",6311-Food service supervisors,1
,,0881124 BC Ltd.,"Coquitlam, BC V3B 0B2",6322-Cooks,1
,,0905666 BC Ltd,"Langley, BC V4W 3Z3","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,0954493 BC Ltd,"Fort St.John, BC V1J 0J3",6322-Cooks,1
,,0974614 BC Ltd,"Westbank, BC V4T 3E6",6311-Food service supervisors,1
,,1004404 BC Ltd. o/a Spicy Fusion,"Fort St John, BC V1J 1W4",0631-Restaurant and food service managers,1
,,1014141 Alberta Ltd o/a Citadella Restaurant,"Raduim Hot Springs, BC V0A 1M0",6322-Cooks,1
,,1100 Burrard Holdings Ltd.,"Vancouver, BC V6Z 1Y7",6525-Hotel front desk clerks,1
,,A-1 Truss (2002) Ltd,"Surrey, BC V3W 4G2","9619-Other labourers in processing, manufacturing and utilities",5
,,Aguila Food Corporation,"Vancouver, BC V7Y 1C6","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Air Hair Salon & Esthetics Ltd.,"Vancouver, BC V6B 2B5",6341-Hairstylists and barbers,1
,,Alpha Two Hair Innovations Ltd.,"Richmond, BC V6Y 4B2",6341-Hairstylists and barbers,1
,,Breka Downtown Bakery & Cafe Inc.,"Vancouver, BC V6E 1Y4",6311-Food service supervisors,1
,,BS4U Japanese Restaurant Ltd,"Vancouver, BC V5N 1W1",6322-Cooks,1
,,Burnaby Lake Greenhouses Ltd,"Surrey, BC V4N 3G4",2225-Landscape and horticulture technicians and specialists,1
,,Cafe Gloucester Ltd,"Vancouver, BC V5Z 2W5",6321-Chefs,1
,,"Canaan Shipping Co., Ltd","Richmond, BC V6V 3C9",6552-Other customer and information services representatives,1
,,Carrington Animal Hospital LTD,"West Kelowna, BC V4T 2N6",3213-Animal health technologists and veterinary technicians,1
,,Chandni Enterprises Ltd,"Kelowna, BC V1X 3H6",6322-Cooks,1
,,Choy's Holdings Incorporated,"Richmond, BC V6X 3H4","9462-Industrial butchers and meat cutters, poultry preparers and related workers",4
,,Costa Del Sol Holdings Ltd.,"Sechelt, BC V0N 3A0",6322-Cooks,3
,,Critter Care Wildlife Society,"Langley, BC V2Z 1R6",6563-Pet groomers and animal care workers,1
,,Dae Ya Holdings Ltd.,"Abbotsford, BC V2S 3P6",6321-Chefs,1
,,Dynamic Windows & Doors Inc,"Abbotsford, BC V2T 6W3","9537-Other products assemblers, finishers and inspectors",12
,,Elite Child Care Inc o/a Daycare Plus Child Development Centre,"West Vancouver, BC V7V 1S4",4214-Early childhood educators and assistants,1
,,Falcon Foods Ltd,"Osoyoos, BC V0H 1V3",0631-Restaurant and food service managers,1
,,Farfalla Cafe Ltd.,"Burnaby, BC V5C 5J2",6322-Cooks,1
,,Fornax Holdings Ltd,"Vancouver, BC V6E 1N1",6332-Bakers,3
,,Fraser Pacific Enterprises Inc.,"Mission, BC V2V 5T1",1111-Financial auditors and accountants,1
,,Galaxy Insulation & Drywall Ltd.,"Surrey, BC V3V 8A9",7611-Construction trades helpers and labourers,2
,,Genji Enterprises Ltd,"North Vancouver, BC V7H 2Y5",6311-Food service supervisors,1
,,Georgia Pizza Inc. dba Domino's Pizza,"Whistler, BC V0N 1B4",6311-Food service supervisors,1
,,Ginger Indian Cusine Inc.,"Richmond, BC V6X 3R2",6322-Cooks,2
,,GK Fresh Foods Ltd.,"Lillooet, BC V0K 1V0","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,Gold Star Investments Ltd,"Vancouver, BC V6G 2L8",6322-Cooks,2
,,Great Heights Buidling Maintenance Ltd.,"Vancouver, BC V5T 4M9",6315-Cleaning supervisors,1
,,Grouse Creek Hotel Ltd.,"Surrey, BC V3V 5W3",6312-Executive housekeepers,1
,,Helena Hair Salon,"North Vancouver, BC V7L 2P9",6341-Hairstylists and barbers,1
,,Hiko Sushi,"Abbotsford, BC V3G 2K8",6322-Cooks,1
,,Hiraku Sushi Ltd.,"Coquitlam, BC V3E 0J5",6322-Cooks,1
,,Hong-Min Food Corporation,"Richmond, BC V6X 3K8",6322-Cooks,1
,,Imperial Ceramica Ltd.,"Delta, BC V4C 3L4",7611-Construction trades helpers and labourers,1
,,Inifinity Langley Ventures Inc - Montana 3072,"Langley, BC V3A 9J7",0631-Restaurant and food service managers,2
,,Inno Foods Inc.,"Coquitlam, BC V3K 7C2","9617-Labourers in food, beverage and associated products processing",2
,,International Cosmeticare Inc.,"Richmond, BC V7A 4X9",6314-Customer and information services supervisors,1
,,Island Vibez Hair Studio and Accessories Inc,"Surrey, BC V3T 2A9",6341-Hairstylists and barbers,1
,,Kami Pizza Ltd.,"Kamloops, BC V2C 0B6",6322-Cooks,3
,,Kamloops Thai Massage,"Kamloops, BC V1S 1T7",3236-Massage therapists,3
,,Kent Picture Framing Ltd.,"Vancouver, BC V6J 1V4",5212-Technical occupations related to museums and art galleries,1
,,KJH Langley Sushi Mori Restaurant Ltd.,"Langley, BC V2Y 1A6",6322-Cooks,1
,,Koutsantonis Enterprises Ltd.,"Kelowna, BC V1X 1X6",6321-Chefs,1
,,La Meza Grill Ltd,"Surrey, BC V3V 7K5",6322-Cooks,1
,,Luso Concrete (2007) Ltd.,"Maple Ridge, BC V2X 9J8",7611-Construction trades helpers and labourers,2
,,M.K.M. Food Services Ltd.,"Kamloops, BC V2B 8B7",6311-Food service supervisors,1
,,Mai Thai Thai Restaurant Ltd.,"Prince George, BC V2L 2A6",6322-Cooks,1
,,Mamalee Malaysian Delight Ltd.,"Vancouver, BC V6K 2H3",6322-Cooks,1
,,Minerva Pizza & Restaurants Ltd.,"Vancouver, BC V6M 2A5",6321-Chefs,1
,,Mitgar Enterprises Ltd,"Sooke, BC V9Z 0A5","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,N S H Enterprises Ltd.,"Vancouver, BC V6Z 1A6",6311-Food service supervisors,1
,,New Beginnings Early Learning (Richmond) Ltd.,"Richmond, BC V6X 2A4",4214-Early childhood educators and assistants,1
,,New Concept Motors Inc.,"New Westminister, BC V3L 3E9",6211-Retail sales supervisors,1
,,Nikolai Manufacturing Inc.,"New Westminster, BC V3M 6L5",7611-Construction trades helpers and labourers,1
,,,,9533-Other wood products assemblers and inspectors,1
,,Pacific Hotel Ltd,"Greenwood, BC V0H 1J0",6321-Chefs,1
,,,,6322-Cooks,1
,,Padda Enterprises Ltd.,"Surrey, BC V3T 1E6",6322-Cooks,1
,,Payless Auto Towing Ltd.,"North Vancouver, BC V7J 3V8",7452-Material handlers,1
,,Pearl Investments Inc.,"Smithers, BC V0J 2N0",6311-Food service supervisors,1
,,Pender Auto Body Ltd.,"Vancouver, BC V5L 1W2",7322-Motor vehicle body repairers,2
,,Play-n-Grow Child Care Centre Inc.,"Surrey, BC V3V 7J2",4214-Early childhood educators and assistants,1
,,Potter's Garden Korean Restaurant Ltd.,"Burnaby, BC V5H 2G3",6322-Cooks,1
,,Prospective Investment Inc.,"Richmond, BC V6V 2X8",4214-Early childhood educators and assistants,1
,,Red Resort Limited Partnership,"Rossland, BC V0G 1Y0","0513-Recreation, sports and fitness program and service directors",1
,,S Sangha Enterprises Ltd,"Vancouver, BC V5Y 1R4","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,San Josef Investments Ltd.,"Gibsons, BC V0N 1V0","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Sandong Restaurant,"Coquitlam, BC V3K 3V8",6322-Cooks,1
