"List of employers who were issued a negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (January-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Requested Positions
,,Mr. Paint Incorporated,"Oakville, ON L6L 5H9",7294-Painters and decorators (except interior decorators),1
,,Netech Cabling Inc.,"Brampton, ON L6R 1Z9",2281-Computer network technicians,1
,,NeuronicWorks Inc.,"Toronto, ON M9B 3S6",0211-Engineering managers,1
,,New Gold Inc.,"Toronto, ON M5J 2J4",2144-Geological engineers,1
,,Nimble Content Inc.,"Toronto, ON M5V 1J2","5131-Producers, directors, choreographers and related occupations",1
,,Nippon Express Canada Ltd.,"Mississauga, ON L5T 2X3",0731-Managers in transportation,1
,,NNZ Inc.,"Norwich, ON N0J 1P0","0124-Advertising, marketing and public relations managers",1
,,North Star Manufacturing (London) Ltd,"St Thomas, ON N5P 3T2",2141-Industrial and manufacturing engineers,1
,,North Toronto Soccer Club Nitros/Kicks,"Toronto, ON M5N 2C5",5252-Coaches,1
,,Nous Infosystems Private Ltd,"Mississauga, ON L4Z 1H8",4163-Business development officers and marketing researchers and consultants,1
,,NthGen Software Inc.,"North York, ON M2N 3A1",2174-Computer programmers and interactive media developers,1
,,O'Canada Immigration Services,"North York, ON M2J 4R4",2281-Computer network technicians,1
,,Olympian Group Systems Inc.,"Brampton, ON L6Y 2Y3",7511-Transport truck drivers,1
,,Ontario Corporation #002392879,"Waterloo, ON N2V 2M7",0911-Manufacturing managers,1
,,Ontario Corporation #1841837,"Waterloo, ON N2V 2M7",7511-Transport truck drivers,1
,,Ontario Corporation #1904516,"Kitchener, ON N2C 2S1",7282-Concrete finishers,2
,,Open Text Corporation,"Waterloo, ON N2L 0A1",1122-Professional occupations in business management consulting,1
,,Orix Geoscience Inc.,"Toronto, ON M5H 2Y4",2113-Geoscientists and oceanographers,1
,,Ottawa Piano & Organ Studios Limited,"Ottawa, ON K1H 7Y9",5133-Musicians and singers,1
,,Oxford College of Canada Inc.,"Toronto, ON M2N 5P8","0124-Advertising, marketing and public relations managers",1
,,Partners Film Inc.,"Toronto, ON M5A 3C4","5131-Producers, directors, choreographers and related occupations",1
,,Passat Ltd,"Vaughan, ON L4K 2M4",2133-Electrical and electronics engineers,1
,,Paul Forman Medicine Professional Corporation,"Richmond Hill, ON L4B 3P8",3111-Specialist physicians,1
,,PE Pharma Inc.,"North York, ON M3B 3P6",0212-Architecture and science managers,2
,,Performance Analytics Corporation,"Markham, ON L3R 0M3",2171-Information systems analysts and consultants,4
,,PerkinElmer Health Sciences Canada Inc,"Woodbridge, ON L4L 8H1",6221-Technical sales specialists - wholesale trade,1
,,Pipeline Studios Ltd.,"Hamilton, ON L8P 1J3",5241-Graphic designers and illustrators,1
,,Pixomondo Inc.,"Toronto, ON M4M 1E3",5241-Graphic designers and illustrators,5
,,PowerStick.com Inc,"Ottawa, ON K2G 5W6",2133-Electrical and electronics engineers,1
,,Prica Global Enterprises Inc.,"Waterloo, ON N2V 2M7",0213-Computer and information systems managers,1
,,Printer Ready Corporation,"Mississauga, ON L5T 1G3",2242-Electronic service technicians (household and business equipment),1
,,PrinterOn Inc.,"Kitchener, ON N2R 1G1",2173-Software engineers and designers,1
,,Providr Inc.,"Toronto, ON M3H 5T5",5241-Graphic designers and illustrators,1
,,Qinetiq Canada Operations Limited,"Ottawa, ON K1P 6B9",0731-Managers in transportation,1
,,R&C Energy Saving Inc,"Thornhill, ON L3T 0C4",0601-Corporate sales managers,1
,,R. G. A. Woodworking Ltd.,"Markham, ON L3R 5M1",5244-Artisans and craftspersons,2
,,R.H.K. Consulting Group Inc.,"Toronto, ON M4P 1G8",2282-User support technicians,1
,,"Radke Films, Ltd.","Toronto, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",5
,,Regional Hose Toronto Ltd,"Concord, ON L4K 1L3",1522-Storekeepers and partspersons,1
,,Revolver Films Inc.,"Toronto, ON M5V 2B3","5131-Producers, directors, choreographers and related occupations",1
,,Rieske Dental Technologies Inc.,"Toronto, ON M4G 2H7","3223-Dental technologists, technicians and laboratory assistants",1
,,ROCK STAR REAL ESTATE INC.,"Oakville, ON L6J 0A9",5241-Graphic designers and illustrators,1
,,Rockland Contracting Inc.,"Mississauga, ON L5J 4H2",2263-Inspectors in public and environmental health and occupational health and safety,1
,,Roman Barski Transport Ltd,"Hamilton, ON L8H 6P5",7511-Transport truck drivers,1
,,Royal India Sweets & Restaurant Inc,"Brampton, ON L6Y 4T1",6322-Cooks,1
,,S & A Crafts,"Concord, ON L4K 1J1",7231-Machinists and machining and tooling inspectors,1
,,S. Dhaliwal Investment Inc.,"Bruce Mines, ON P0R 1C0",6311-Food service supervisors,1
,,Schep's Bakeries Limited,"Norwich, ON N0J 1P0","9213-Supervisors, food, beverage and associated products processing",1
,,SeQent Ltd.,"London, ON N6L 1G5",2171-Information systems analysts and consultants,1
,,Sequoia Content Limited,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",1
,,SHL Canada Inc,"Toronto, ON M5E 1E5",2173-Software engineers and designers,1
,,Sigmapac Engineered Services Inc.,"Scarborough, ON M1V 5V2",7237-Welders and related machine operators,1
,,Simluc Contractors Ltd.,"Ottawa, ON K1B 5R1",7291-Roofers and shinglers,1
,,Sitecorp Group Inc,"Toronto, ON M6B 1P5",7272-Cabinetmakers,1
,,SNZ Trading Inc.,"Concord, ON L4K 2E8","0124-Advertising, marketing and public relations managers",1
,,Sofa By Fancy Ltd.,"Mississauga, ON L5S 1R2",6411-Sales and account representatives - wholesale trade (non-technical),1
,,"Soft Citizen, Inc.","Toronto, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",7
,,SOHO VFX  Inc.,"Toronto, ON M6K 3J8",5241-Graphic designers and illustrators,1
,,Someplace Nice Inc.,"Toronto, ON M6H 2X6","5131-Producers, directors, choreographers and related occupations",1
,,Specialty Innovations and Manufacturing Ltd,"Waterloo, ON N2J 1B1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Spice Roots An Indian Authenticity Inc.,"Guelph, ON N1G 4X8",6322-Cooks,1
,,"Steam Films, Inc.","Toronto, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",2
,,Stoakley Stewart Consultants Ltd.,"Mississauga, ON L5N 1A6",1223-Human resources and recruitment officers,1
,,Streamline Cable Solutions Inc,"Woodbridge, ON L4H 0R6",7245-Telecommunications line and cable workers,1
,,Suneeva Ltd.,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",3
,,Symantec Corporation,"North York, ON M2H 3S7",2147-Computer engineers (except software engineers and designers),2
,,,,2171-Information systems analysts and consultants,1
,,System Drywall & Acoustics,"Richmond Hill, ON L4B 3B2","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,,,7293-Insulators,1
,,T.A.C.S Construction Ltd.,"Toronto, ON M9N 1E5",7281-Bricklayers,1
,,Tal Group Inc.,"Toronto, ON M5E 1K3",1223-Human resources and recruitment officers,1
,,Tee Talent Apparel Incorporated,"Kitchener, ON N2E 1Z4",1225-Purchasing agents and officers,1
,,The Herjavec Group Inc.,"Toronto, ON M3B 1Z6",2282-User support technicians,1
,,Three Bro Squirrels Ltd.,"Toronto, ON M4K 2E3","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Tian Bao Travel Ltd.,"Richmond Hill, ON L4B 1M6",1241-Administrative assistants,1
,,Toronto Smart Cars Ltd.,"Thornhill, ON L4J 1V8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Toronto Softtech Inc.,"Toronto, ON M6G 1L7",6321-Chefs,1
,,Torus Construction Corporation,"Napean, ON K2E 6T9",7521-Heavy equipment operators (except crane),1
,,Travelcoup Systems Inc.,"Toronto, ON M5B 1L7",0213-Computer and information systems managers,1
,,Trinity Roofing Ltd,"Toronto, ON M9L 2S1",7291-Roofers and shinglers,5
,,Triumph Aluminum & Sheet metal Inc.,"Toronto, ON M6L 2H8",1221-Administrative officers,1
,,TWI Foods Inc,"Etobicoke, ON M9W 4M2",6411-Sales and account representatives - wholesale trade (non-technical),1
,,U-Haul Canada Ltd,"Hamilton, ON L8E 2W8",0621-Retail and wholesale trade managers,1
,,University Health Network,"Toronto, ON M5G 2C4",3219-Other medical technologists and technicians (except dental health),1
,,University of Toronto,"Toronto, ON M5S 1A7",2121-Biologists and related scientists,1
,,Uratech Tooling Technologies Inc.,"Oakville, ON L6H 5T4",2233-Industrial engineering and manufacturing technologists and technicians,1
,,UTC Fire & Security Canada,"Mississauga, ON L4W 4H1",6221-Technical sales specialists - wholesale trade,1
,,Van Harten Surveying Inc.,"Guelph, ON N1H 3X3",2131-Civil engineers,1
,,Venicio CG,"Toronto, ON M6N 5B9",7271-Carpenters,1
,,Vision Entertainment Inc,"Toronto, ON M6A 2A4","5131-Producers, directors, choreographers and related occupations",1
,,VM Farms Inc.,"Toronto, ON M5V 1M9",2281-Computer network technicians,2
,,Vuteq Canada Inc,"Woodstock, ON N4S 0A7",0211-Engineering managers,1
,,VZet Solutions,"Mississauga, ON L5H 4K5",0621-Retail and wholesale trade managers,1
,,Wah Teng Produce Ltd.,"Scarborough, ON M1S 3M7","1212-Supervisors, finance and insurance office workers",1
,,We Cater Inc,"South River, ON P0A 1X0",6332-Bakers,3
,,Wire EDM Inc.,"Mississauga, ON L4W 4P8",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Wok of Fame Ltd.,"Brampton, ON L6Y 4M3",6321-Chefs,1
,,Yip's Music & Montessori Elementary Private School,"Unionville, ON L3R 8G2",1223-Human resources and recruitment officers,1
,   Low Wage,1100838 Ontario Ltd. o/a Montfort Brant,"Burlington, ON L7L 5Y6",6322-Cooks,1
,,1142408 Ontario Inc.,"Ottawa, ON K1S 4N4",6322-Cooks,1
,,1244118 Ontario Ltd,"Milton, ON L9T 4N9",2221-Biological technologists and technicians,1
,,1296406 Limited Ontario,"Toronto, ON M9M 1A1",2174-Computer programmers and interactive media developers,1
,,1343462 Ontario Inc,"Ottawa, ON K1N 7G1",6322-Cooks,1
,,1408679 Ontario Limited,"Pembroke, ON K8M 5N2",6321-Chefs,1
,,1413817 Ontario Inc,"Brampton, ON L6R 3A5",6211-Retail sales supervisors,1
,,1444092 Ontario Inc.,"Brampton, ON L6Z 0B9",6222-Retail and wholesale buyers,1
,,1557113 ontario inc.,"Kaladar, ON K0H 1Z0",6211-Retail sales supervisors,1
,,1672251 Ontario Ltd.,"Toronto, ON M6E 1B9",6322-Cooks,1
,,1685380 Ontario Ltd,"Mississauga, ON L4Y 2A6",6311-Food service supervisors,1
,,1695116 Ontario Limited,"Richmond Hill, ON L4S 2V5",7271-Carpenters,1
,,1712797 Ontario Inc,"Brampton, ON L6W 4T9",6332-Bakers,1
,,1813298 Ontario Inc.,"Kitchener, ON M2P 2J1",6311-Food service supervisors,1
,,1904390 Ontario Inc,"Brampton, ON L6T 5K1",1415-Personnel clerks,1
,,1927128 Ontario Limited,"Toronto, ON M1S 4J1",5251-Athletes,1
,,1929382 Ontario Inc.,"Mississauga, ON L4Y 2Y5",6321-Chefs,1
,,2074561 Ontario Inc (Joya Sushi),"Hamilton, ON L8S 1G3",6322-Cooks,1
,,2133807 Ontario Inc.,"Brampton, ON L6P 2K7",6341-Hairstylists and barbers,1
,,2136740 Ontario Limited,"Woodlawn, ON K0A 3M0",6322-Cooks,1
,,2158197 Ontario Ltd.,"Ottawa, ON K2B 7G1",6322-Cooks,1
,,2186716 Ontario Inc.,"Scarborough, ON M1V 3Z7","5254-Program leaders and instructors in recreation, sport and fitness",1
,,2193051 Ontario Inc.,"Scarborough, ON M1V 0B4",6321-Chefs,1
,,2214438 Ontario Inc.,"Brampton, ON L6V 4J7",1311-Accounting technicians and bookkeepers,1
,,2240242 Ontario Inc / Wild Wing,"Brampton, ON L6Y 6A4",6322-Cooks,1
,,2243600 Ontario Inc.,"Richmond Hill, ON L4C 4M2",4214-Early childhood educators and assistants,1
,,2274961 Ontario Ltd.,"Waterloo, ON N2L 6A1",6311-Food service supervisors,1
,,2280304 Ontario Inc,"Kitchner, ON N2N 0B1",6311-Food service supervisors,1
,,2295988 Ontario Incorporation,"Mississauga, ON L5J 4V2",0631-Restaurant and food service managers,1
,,2316204 Ontario Inc.,"Caledonia, ON N3W 1K7",6211-Retail sales supervisors,1
,,2375292 Ontario Inc.,"Ottawa, ON K2J 4Z7",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,2378350 Ontario Inc,"Etobicoke, ON M9V 4N4",6311-Food service supervisors,1
,,2379266 Ontario Inc./ Sawasdee Thai Cuisine,"Toronto, ON M4W 2H2",6322-Cooks,1
,,2396090 Ontario Inc.,"Brampton, ON L6T 3R5","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,2398506 Ontario Limited,"Peterborough, ON K9H 2L3",0631-Restaurant and food service managers,1
,,2402024 Ontario Inc. (Taste of Thailand Corp.),"Toronto, ON M9B 1B3",6321-Chefs,1
,,,,6322-Cooks,1
,,2419522 Ontario Inc.,"Mississauga, ON L5A 2X2",6322-Cooks,1
,,2428208 Ontario Limited,"Kitchener, ON N2G 1B8",6322-Cooks,1
,,2428527 Ontario Inc.,"Oakville, ON L6L 5L9","5254-Program leaders and instructors in recreation, sport and fitness",1
,,2438394 Ontario Corp.,"Mississauga, ON L4Y 2C4",6322-Cooks,1
,,2441789 Ontario Limited,"Kingston, ON K7L 1C3",6322-Cooks,1
,,2444110 Ontario Inc,"Brampton, ON L6T 0H9",0631-Restaurant and food service managers,1
,,2458098 Ontario Inc.,"Toronto, ON M9B 2A3",6211-Retail sales supervisors,1
,,2460084 Ontario Inc.,"Hamilton, ON L0R 1P0",4214-Early childhood educators and assistants,1
,,2482396 Ontario Inc. O/A Subway,"Red Lake, ON P0V 2M0",6311-Food service supervisors,1
,,2482777 Ontario Inc,"Toronto, ON M5V 2B2",6322-Cooks,1
,,2490646 Ontario Inc.,"Brampton, ON L6R 1W4",6322-Cooks,1
,,2502977 Ontario Inc.,"Mississauga, ON L4W 1J8",5133-Musicians and singers,3
,,2522618 Ontario Corporation,"Petawawa, ON K8H 2E2",6311-Food service supervisors,1
,,2529458 Ontario Inc.,"Etobicoke, ON M9B 4J3",6311-Food service supervisors,1
,,6444504 Canada Inc.,"Ottawa, ON K2S 0P5",6321-Chefs,1
,,657908 Ontario Inc.,"Forest, ON N0N 1J0",0631-Restaurant and food service managers,1
,,8791678 Canada Inc,"Toronto, ON M6J 2S1","0512-Managers - publishing, motion pictures, broadcasting and performing arts",1
,,8864918 Canada Inc.,"Milton, ON L9T 7Y7",6321-Chefs,2
,,9109064 Canada Inc.,"Mississauga, ON L5V 3A4",6211-Retail sales supervisors,1
,,911 Interpreters Inc.,"Oakville, ON L6H 2B9","5125-Translators, terminologists and interpreters",1
,,A Plus Vacations Corporation,"Toronto, ON M5T 3A5","6313-Accommodation, travel, tourism and related services supervisors",1
,,Ah-So Fine Foods Inc.,"London, ON N6L 1C6",6321-Chefs,1
,,Alpine General Contracting Incorporated,"Newmarket, ON L3X 1X4","9619-Other labourers in processing, manufacturing and utilities",1
,,Angus Consulting Management Limited,"Toronto, ON M3C 2J6",9241-Power engineers and power systems operators,1
,,Aria Ristorante Ltd.,"Toronto, ON M6J 1G5",6321-Chefs,1
,,Arowhon Pines,"Toronto, ON M4S 1C7","6721-Support occupations in accommodation, travel and facilities set-up services",1
,,ARS Repair and Installation Services Inc.,"Concord, ON L4K 1G6",7332-Appliance servicers and repairers,1
,,Ascari Enoteca Restaurants Ltd.,"Toronto, ON M4M 1K4",6321-Chefs,1
,,Bahn Thai Restaurant Inc,"Burlington, ON L7L 5P9",6322-Cooks,1
,,BARCO Materials Handling Ltd.,"Puslinch, ON N0B 2J0","9614-Labourers in wood, pulp and paper processing",5
,,Bella Vista Restaurant 1991,"Ottawa, ON K1V 7T5",6321-Chefs,1
,,Blyss Salon Inc.,"Toronto, ON M5R 3L3",6341-Hairstylists and barbers,1
,,Boom Breakfast Inc.,"Toronto, ON M6G 1C8",6311-Food service supervisors,1
,,Brampton Olympic Taekwondo Ltd.,"Brampton, ON L6X 5E9","5254-Program leaders and instructors in recreation, sport and fitness",2
,,C G NEEDLE ARTS LTD,"Brampton, ON L6T 4Z6",1241-Administrative assistants,1
,,CEC Controls Company Inc.,"Burlington, ON L7L 5Z2",2241-Electrical and electronics engineering technologists and technicians,1
,,Central Tree Care Ltd.,"Toronto, ON M1L 4M7","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,Century Old Wood  Products (1981) Inc.,"Bobcaygeon, ON K0M 1A0",9533-Other wood products assemblers and inspectors,1
,,Citrex Corp.,"Vaughan, ON L4K 4C9",7294-Painters and decorators (except interior decorators),3
,,Clore Beauty Inc.,"Toronto, ON M6H 1M8",6211-Retail sales supervisors,1
,,CN Global Distributor Inc,"Scarborough, ON M1H 2Z8",1311-Accounting technicians and bookkeepers,1
,,CN Machining & Repairs Ltd.,"Concord, ON L4K 3Z3",9417-Machining tool operators,1
,,Cohen & Master Tree and Shrub Services Ltd.,"Toronto, ON M6A 1Z4",8612-Landscaping and grounds maintenance labourers,1
,,Condos.ca Inc.,"Toronto, ON M5A 3C4",5221-Photographers,1
,,CONESTOGA MEAT PACKERS LTD.,"Breslau, ON N0B 1M0","9462-Industrial butchers and meat cutters, poultry preparers and related workers",40
,,Connect School of Languages Inc,"Toronto, ON M5V 1V1",6211-Retail sales supervisors,1
,,Cree Canada Corp,"Mississauga, ON L4V 1R2","1123-Professional occupations in advertising, marketing and public relations",1
,,D.H. Neilson Investment Ltd.,"Schreiber, ON P0T 2S0",6311-Food service supervisors,1
,,DORVICT RESOURCE & CONSULTING CENTRE INC O/A Dorvict Home & Health Care Services,"Barrie, ON L4N 5R7","4412-Home support workers, housekeepers and related occupations",1
,,Dr. Rowena Bucad-Javier Dentistry Prof. Corp.,"East York, ON M4B 1A9",1414-Receptionists,1
,,Dreamstar Bedding Ltd.,"North York, ON M3J 2J2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Dynamic Connections Inc.,"Oakville, ON L6L 6R1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Egg Plant Productions Inc.,"Toronto, ON M5A 1K1",1241-Administrative assistants,1
,,Elozer Foods Limited,"Brampton, ON L6T 5G6",6322-Cooks,1
,,Everest Transportation Inc.,"Caledon, ON L7C 2W1",1311-Accounting technicians and bookkeepers,1
,,F. Da Silva Landscape Maintenance Inc,"Missisauga, ON L5B 3E6",8612-Landscaping and grounds maintenance labourers,1
,,FD Pharmacy Inc.,"Toronto, ON M5M 3X2",3219-Other medical technologists and technicians (except dental health),1
,,Fiorio Yonge Salon & Spa,"Toronto, ON M4T 1Z6",6341-Hairstylists and barbers,1
,,First Art Design Inc.,"Scarborough, ON M1S 4A9",5244-Artisans and craftspersons,1
,,Formocha Inc.,"Toronto, ON M4P 1G8",6321-Chefs,1
,,Fusaros Inc.,"Toronto, ON M5A 1P5",6311-Food service supervisors,1
,,Futuresign Multimedia Displays Inc.,"Markham, ON L3R 9W7",1311-Accounting technicians and bookkeepers,1
,,Green FX Landscaping Inc.,"Toronto, ON M9W 1N7",8612-Landscaping and grounds maintenance labourers,1
,,Gykan Enterprises Inc.,"Toronto, ON M4M 3L1",1311-Accounting technicians and bookkeepers,1
,,Hakata Shoryuken Ltd.,"North York, ON M2N 5R4",6321-Chefs,1
,,Har-Paul Holdings Inc.,"Thunder Bay, ON P7E 5R7",6322-Cooks,1
,,Harvest Wagon Grocers Ltd.,"Toronto, ON M4W 2L7",6321-Chefs,1
,,Heng Hing Trading Ltd . 1759317 Ontario Inc,"Richmond Hill, ON L4B 3K7",1431-Accounting and related clerks,1
,,Hertz Global Holdings,"Etobicoke, ON M9W 7A1",0621-Retail and wholesale trade managers,1
,,India Grill House & Banquet,"Markham, ON L3R 0E4",6322-Cooks,2
,,Indian Biryani House 2,"Toronto, ON M5H 1T1",6321-Chefs,1
,,Inkbox,"Toronto, ON M5V 2C3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Istanbul Cafe & Espresso Bar Corp.,"Toronto, ON M4T 2A4",6311-Food service supervisors,1
,,J N J Toronto Inc,"Toronto, ON M8E 1E2",6316-Other services supervisors,1
,,J. McCoy Equipment LTD,"Port Perry, ON L9L 1B2",2132-Mechanical engineers,1
,,Japan Direct Japanese Used Auto Part Inc.,"Mississauga, ON L4W 1H9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,JDM Industrial Maintenance Inc.,"Peterborough, ON K9J 6X6",7237-Welders and related machine operators,1
,,Jems Coating Limited,"Concord, ON L4K 4W3","9619-Other labourers in processing, manufacturing and utilities",3
,,Just Energy Corp.,"Mississauga, ON L5T 2E6",1122-Professional occupations in business management consulting,1
,,Karlovo Inc,"Woodbridge, ON L4L 2J2",6332-Bakers,1
,,Kids Come First Child Care Services,"Thornhill, ON L4J 8W5",4214-Early childhood educators and assistants,1
,,King Cole Kitchens Ltd.,"Mississauga, ON L5T 2C1","9617-Labourers in food, beverage and associated products processing",1
,,Knew Sales Group Inc.,"Toronto, ON M5A 1V2",0621-Retail and wholesale trade managers,1
,,LabX Media Group Inc.,"Midland, ON L4R 1K9",4163-Business development officers and marketing researchers and consultants,1
,,Language Marketplace Inc,"Mississauga, ON L4W 0C2","5125-Translators, terminologists and interpreters",1
,,"Luckhart Transport, Ltd","Sebringville, ON N0K 1X0",6732-Specialized cleaners,4
,,Mabu Station Inc.,"Toronto, ON M2N 5S1",0631-Restaurant and food service managers,2
,,Maglin Site Furniture Inc.,"Woodstock, ON N4T 1P1",2253-Drafting technologists and technicians,1
,,Manawa  Inc.,"Toronto, ON M3B 1X7",2171-Information systems analysts and consultants,1
,,Marima Hospitality Inc.,"Thornhill, ON L3T 3C3",6322-Cooks,1
,,MASTERMIND EVENTS INC.,"Kanata, ON K2K 1Y5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Maverick Spring  Makers Limited,"Brantford, ON N3R 7K2",9418-Other metal products machine operators,1
,,Mazenga Building Group Ltd.,"Toronto, ON M4V 1A4",1311-Accounting technicians and bookkeepers,1
,,MFS Property Services Inc.,"Markham, ON L3R 9W9",1224-Property administrators,1
,,Mistaan Catering & Sweets Inc.,"North York, ON M2H 2E1",6321-Chefs,1
,,Monir Enterprise Ltd.,"Mississauga, ON L5B 4P5",0631-Restaurant and food service managers,1
,,Montessori School House INC,"Maple, ON L6A 1S2",4214-Early childhood educators and assistants,1
,,Multi-Mold Plastics Inc.,"Concord, ON L4K 1G6","9214-Supervisors, plastic and rubber products manufacturing",1
,,National Countertops Inc.,"Mississauga, ON L4T 3X2",9437-Woodworking machine operators,1
,,Nationwide Transport Ltd,"Brampton, ON L6Y 0Z8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,NEWCOMER SERVICES LTD,"Toronto, ON M1P 3E6",5241-Graphic designers and illustrators,1
,,Nexus Solutions Inc.,"London, ON N6H 0B7",2174-Computer programmers and interactive media developers,1
,,Nick's Auto Collision Limited,"Toronto, ON M6H 2X9",7322-Motor vehicle body repairers,1
,,North America Insurance Depot Ltd.,"Toronto, ON M9V 2X5",1311-Accounting technicians and bookkeepers,1
,,Nvidia Development Inc.,"Toronto, ON M5V 1K4",2171-Information systems analysts and consultants,2
,,O.V.I.O. Business Solutions Inc.,"Toronto, ON M4P 3B5",6211-Retail sales supervisors,1
,,Oakfield Sei Ltd.,"Markham, ON L3R 2N2",6322-Cooks,1
,,Passaro Transport Ltd.,"Woodbridge, ON L4L 1A5",7511-Transport truck drivers,1
,,Petro Plastics Corporation Ltd.,"Woodbridge, ON L4L 4A3","9214-Supervisors, plastic and rubber products manufacturing",1
,,Phaeton Automotive Management Inc.,"London, ON N6L 1J9",7535-Other automotive mechanical installers and servicers,1
,,Pinnacle Transport Ltd.,"Scarborough, ON M1V 4A9",1311-Accounting technicians and bookkeepers,1
,,Play Loft Inc.,"Toronto, ON M4K 1P9",4214-Early childhood educators and assistants,1
,,Prem Sweets and Restaurant,"Brampton, ON L6P 2R2",6322-Cooks,1
,,Rahier Patisserie Inc.,"Toronto, ON M4G 3B7",6321-Chefs,1
,,Rapri Transport Ltd.,"Brampton, ON L6W 1T4",7511-Transport truck drivers,2
,,S & A Crafts,"Concord, ON L4K 1J1",7272-Cabinetmakers,1
,,Saand Inc,"Etobicoke, ON M9W 5S1",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Sakai Japanese Cuisine Ltd.,"Burlington, ON L7L 2A4",6322-Cooks,1
,,Sebastiao & York Limited,"Toronto, ON M3T 1B1",6332-Bakers,1
,,Shallal Enterprises Limited,"Ottawa, ON K1S 4M7",6322-Cooks,1
,,Soi Thai Street Food Inc.,"Toronto, ON M6G 1B7",6321-Chefs,2
,,Sole Survivor,"Toronto, ON M5T 2J7",6343-Shoe repairers and shoemakers,1
,,Southwestern Manufacturing Inc.,"Windsor, ON N9C 1J9",7237-Welders and related machine operators,1
,,Stoufville Tae Kwon Do Karate,"Stouffville, ON L4A 0Y2","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Strategic Mapping Inc,"Toronto, ON M4P 3A2",5241-Graphic designers and illustrators,1
,,Sundine Produce Inc.,"Mississauga, ON L4V 1H3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Sunrise Caribbean Restaurant,"Toronto, ON M3N 2K2",6322-Cooks,1
,,Sunwing Vacations Inc.,"Toronto, ON M9W 1K6","6313-Accommodation, travel, tourism and related services supervisors",1
,,Talent Employment Inc.,"Toronto, ON M4Y 3B2",4021-College and other vocational instructors,1
,,The Distillery Restaurants Corp.,"Toronto, ON M5A 3C4",6322-Cooks,1
,,"The London Club, Limited","London, ON N6A 1J1",6322-Cooks,1
,,The True Brazilian Steak House,"Richmond Hill, ON L4B 3B4",6322-Cooks,2
,,The Urban Environment ( Toronto ),"Toronto, ON M8Z 2X2",7293-Insulators,1
,,Tirajeh Jewelry INC.,"Thonrhill, ON L3T 0C7","6344-Jewellers, jewellery and watch repairers and related occupations",1
,,TYP Construction Inc.,"Oshawa, ON L1K 0J3",7611-Construction trades helpers and labourers,1
,,Ursus Transport Inc.,"Etobicoke, ON M9W 1L4",7511-Transport truck drivers,2
,,Vegan Hog Inc,"Toronto, ON M6H 1M3",6322-Cooks,1
,,Walco Equipment Ltd,"Elmira, ON N3B 1Z9",7311-Construction millwrights and industrial mechanics,1
,,Wok of Fame Ltd.,"Brampton, ON L6Y 4M3",6321-Chefs,1
,,ZYLTS Inc,"Kingston, ON K7L 1E7",6211-Retail sales supervisors,1
,  Primary Agriculture,1158226 Ontario Inc,"Brantford, ON N3T 3H2",8431-General farm workers,5
,,1187607 Ont Ltd O/A Munro Honey,"Alvinston, ON N0N 1A0",8431-General farm workers,4
,,1244891 Ont Ltd. - Habenschuss Farms,"King, ON L7B 0L7",8431-General farm workers,2
,,1266094 Ontario Ltd,"Ruthven, ON N0P 2G0",0821-Managers in agriculture,1
,,1787811 Ontario Inc,"Delhi, ON N4B 2W6",8431-General farm workers,2
,,2190140 Ontario Inc,"New Hamburg, ON N3A 2H1",8431-General farm workers,12
,,2434428 Ontario Inc,"Troy, ON L0R 2B0",8432-Nursery and greenhouse workers,6
,,2460971 Ontario Inc,"Princeton, ON N0J 1V0",8431-General farm workers,3
,,451293 Ontario Ltd.,"Wallacetown, ON N0L 2M0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,638194 Ontario Inc,"Simcoe, ON N3Y 4K6",8431-General farm workers,18
,,6680283 Canada Inc,"St-Eugene, ON K0B 1P0",8431-General farm workers,3
