"Employers who were issued a negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2018 (April-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Requested Positions
,,Alberta College of Acupuncture & Traditional Chinese Medicine,"CALGARY, AB T2M 1H5",6314-Customer and information services supervisors,1
,,Alpha Tile Ltd,"Edmonton, AB T5T 5J4","7302-Contractors and supervisors, heavy equipment operator crews",1
,,Animal Care Solutions Ltd.,"STRATHMORE, AB T1P 1M9",6563-Pet groomers and animal care workers,1
,,Auto Classic G.M. Ltd.,"Calgary, AB T2H 0A2",0621-Retail and wholesale trade managers,1
,,Autumn Enterprises Inc,"RED DEER, AB T3E 1B6","7334-Motorcycle, all-terrain vehicle and other related mechanics",1
,,Balar Construction Ltd.,"EDMONTON, AB T6J 4M5","7284-Plasterers, drywall installers and finishers and lathers",5
,,Delta Helicopters Ltd,"Sturgeon County, AB T8T 0B6","2271-Air pilots, flight engineers and flying instructors",4
,,DND Construction Ltd,"Calgary, AB T2A 1C2","7204-Contractors and supervisors, carpentry trades",2
,,Edmonton Pressure Cleaners Ltd,"EDMONTON, AB T5T 6P8",6315-Cleaning supervisors,1
,,Global Pages Inc.,"CHESTERMERE, AB T1X 0B5",2174-Computer programmers and interactive media developers,1
,,Graham Management Services LP,"Calgary, AB T2Z 3R6","0016-Senior managers - construction, transportation, production and utilities",1
,,Infinique & Natural Beauty Ltd. o/a NRSH Store,"Edmonton, AB T5T 2T1",0621-Retail and wholesale trade managers,2
,,J. W. Kozina Professional Corporation,"LAC LA BICHE, AB T0A 2C0",2172-Database analysts and data administrators,1
,,K.C Landscaping & Maintenance Ltd.,"Okotoks, AB T1S 1L3","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,MK Construction Limited,"FORT MCMURRAY, AB T9H 2L8",0711-Construction managers,1
,,M'V'J'B Drywall Construction Ltd.,"EDMONTON, AB T6L 2T9",6315-Cleaning supervisors,2
,,Pedro Wall Transport Ltd,"BEAVERLODGE, AB T0H 0C0",7282-Concrete finishers,2
,,Rimrock Resort Hotel Corporation,"Banff, AB T1L 1J2",6321-Chefs,1
,,Saba Homes Community Inc,"Edmonton, AB T6E 5X9",5242-Interior designers and interior decorators,1
,,Sunstar Concrete Ltd,"Edmonton, AB T6W 2W9","7204-Contractors and supervisors, carpentry trades",1
,,The Banff Plumbing Company Ltd.,"BANFF, AB T1L 1A9",7271-Carpenters,2
,,Trust to Knowledge Inc,"CALGARY, AB T2X 3T2","0013-Senior managers - financial, communications and other business services",1
,,White Eagle Homes Ltd,"Edmonton, AB T5Z 3S7",7272-Cabinetmakers,3
,,Wilson ROA Professional Corporation,"EDMONTON, AB T6R 2A9",2211-Chemical technologists and technicians,1
,,Wolverine Excavating & Demolition Inc.,"STURGEON COUNTY, AB T8T 0A7","7302-Contractors and supervisors, heavy equipment operator crews",1
,,Yellowhead Trucking Ltd.,"Edmonton, AB T5Y 0Z8","7305-Supervisors, motor transport and other ground transit operators",1
,,YK Electrical Service Inc,"Edmonton, AB T6L 2H1",7243-Power system electricians,1
,   Low Wage,1017423 Alberta Ltd.,"Edmonton, AB T5R 5Z1",6311-Food service supervisors,1
,,1060206 Alberta Ltd,"Calgary, AB T2E 1K3",6321-Chefs,1
,,1072995 Alberta Ltd.,"Sherwood Park, AB T8H 2S9",6322-Cooks,1
,,1089362 Alberta Ltd o/a Swiss Donair,"EDMONTON, AB T5E 2H4",6311-Food service supervisors,1
,,1105245 Alberta Ltd,"Edmonton, AB T5L 1S5","9227-Supervisors, other products manufacturing and assembly",1
,,1115610 Alberta Ltd,"Edmonton, AB T5E 4E5",6332-Bakers,1
,,1344864 Alberta Ltd o/a Opus Restaurant and Bar,"Edmonton, AB T5T 2K6",6311-Food service supervisors,1
,,1593537 AB Inc,"Olds, AB T4H 1A4",6211-Retail sales supervisors,1
,,1604706 Alberta Ltd,"CALGARY, AB T2L 2L5",6311-Food service supervisors,1
,,1692691 Alberta Ltd,"Wandering River, AB T0A 3M0","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,1730395 Alberta Ltd.,"CALGARY, AB T1Y 6V6",6322-Cooks,2
,,1802759 Alberta Inc,"Stony Plain, AB T7Z 2W7",6311-Food service supervisors,1
,,1809072 Alberta Ltd.,"WHITECOURT, AB T7S 1R9",6311-Food service supervisors,1
,,1866467 Alberta Ltd.,"Spruce Grove, AB T7X 3X2",6322-Cooks,2
,,1918908 Alberta Ltd,"Edmonton, AB T6E 5P2",6211-Retail sales supervisors,1
,,1941024 Alberta Ltd.,"EDMONTON, AB T5P 4M8",6211-Retail sales supervisors,1
,,1941497 AB Ltd.,"ONOWAY, AB T0E 1V0",7611-Construction trades helpers and labourers,1
,,1986016 Alberta Ltd. o/a LOFT Thai Eatery,"EDMONTON, AB T6W 0R9",6322-Cooks,1
,,2009313 Alberta Ltd. o/a BIG FISH SEAFOOD and OYSTER BAR RESTAURANT,"Calgary, AB T2E 3K4",6322-Cooks,1
,,2025082 Alberta Ltd,"EDMONTON, AB T6V 1K6",6322-Cooks,3
,,2047702 Alberta Ltd,"Medicine hat, AB T0C 1C8",6311-Food service supervisors,1
,,406429 Alberta Ltd,"EDMONTON, AB T5T 4M2",6322-Cooks,2
,,407974 Alberta Ltd,"Slave Lake, AB T0G 2A3",6322-Cooks,3
,,642715 Alberta Ltd,"Chestermere, AB T1X 0A5","9227-Supervisors, other products manufacturing and assembly",1
,,,,"9619-Other labourers in processing, manufacturing and utilities",1
,,673855 Alberta Ltd. o/a Royal Pizza & Spaghetti House Ltd,"Edmonton, AB T6E 1Y1",6322-Cooks,1
,,731273 Alberta Ltd,"Fort McMurray, AB T9K 1P1",6322-Cooks,1
,,738786 Alberta Ltd,"Edmonton, AB T5M 2R1",6312-Executive housekeepers,1
,,762289 Alberta Ltd,"Edmonton, AB T5W 0Z3",6311-Food service supervisors,1
,,7-Eleven Canada Inc.  o/a 7-Eleven Store,"CALGARY, AB T2Y 1W1",6211-Retail sales supervisors,3
,,861699 Alberta Ltd.,"CROSSFIELD, AB T0M 0S0",6211-Retail sales supervisors,1
,,945575 Alberta Ltd o/a Boston Pizza,"Calgary, AB T2W 3M5",6322-Cooks,2
,,A&V Enterprise Ltd. o/a Opa Souvlaki of Greece,"CALGARY, AB T2N 1N4",6311-Food service supervisors,2
,,Banff Trail Riders Inc,"Banff, AB T1L 1C1","6313-Accommodation, travel, tourism and related services supervisors",1
,,Benzer Management Corp,"Olds, AB T4H 1M8",6322-Cooks,2
,,Brinker Canadian Restaurant Company ULC,"EDMONTON, AB T9E 0V3",6322-Cooks,4
,,Brookwood Management Inc,"HINTON, AB T7V  2A",6322-Cooks,1
,,Cameron Bay Holdings Inc,"Ponoka, AB T4J 1J8",6311-Food service supervisors,3
,,Cascade Management Inc o/a Cascade Gifts,"Banff, AB T1L 1C2",6211-Retail sales supervisors,1
,,Cater Park Foods Ltd,"Leduc, AB T9E 6V9",6322-Cooks,1
,,Choice Janitorial Services Ltd.,"Red Deer, AB T4R 2X2",6315-Cleaning supervisors,2
,,Comida Taqueria Ltd,"Calgary, AB T2R 1H7",6322-Cooks,1
,,Continental Treat Food Services Ltd.,"Edmonton, AB T6L 1X1",6322-Cooks,2
,,Edson Subway Ltd,"Edson, AB T7E 1T8",6311-Food service supervisors,1
,,Enviro-Green Services Ltd,"Drayton Valley, AB T7A 1S8",6315-Cleaning supervisors,1
,,Falher Restaurant Ltd,"Falher, AB T0H 1M0",6322-Cooks,1
,,Fan Fun Ltd,"Sherwood Park, AB T8H 0N6",6311-Food service supervisors,1
,,Five Springs Investment Inc,"CALGARY, AB T3G 0C2",6311-Food service supervisors,1
,,Gerbenco Holdings Ltd,"Fort McMurray, AB T9H 3R2",6311-Food service supervisors,1
,,Gow-Woo Food Services Ltd,"Lloydminster, AB T9V 2G6",6311-Food service supervisors,3
,,Grassland Eldorado Restaurant Inc o/a Eldorado Restaurant & Lounge,"Grassland, AB T0A 1V0",6322-Cooks,2
,,Hamer Tree Services Ltd. o/a The Saskatoon Farm,"Foothills, AB T1S 4S3",6322-Cooks,3
,,Hap's Hungry House Ltd.,"Edmonton, AB T5P 3Z9",6322-Cooks,1
,,Heartland Hotel Ltd.,"LAMONT, AB T0B 2R0",6311-Food service supervisors,1
,,High River Bottle Depot Inc.,"High River, AB T1V 2A6",6211-Retail sales supervisors,1
,,Highway Carpet Cleaners Ltd,"Calgary, AB T3J 0N9",6732-Specialized cleaners,3
,,Hot Million Indian Cuisine Inc,"Calgary, AB T1Y 5S3",6322-Cooks,1
,,Inglewood Pizza & Pasta Ltd.,"Calgary, AB T2G 0S9",6311-Food service supervisors,1
,,JFF Construction Ltd.,"Coaldale, AB T1M 1N2",7611-Construction trades helpers and labourers,1
,,K. McGillivray Land Co. (AB) Ltd.,"Provost, AB T0B 3S0",1241-Administrative assistants,1
,,Kirala Sushi & Grill Ltd,"Airdrie, AB T4B 3K3",6311-Food service supervisors,1
,,Krysroc Inc.,"Calgary, AB T2W 4N4",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Liquor XS Inc.,"Edmonton, AB T6K 4A2",6211-Retail sales supervisors,2
,,Luna Authentic Vietnamese Cuisine Corp.,"Cochrane, AB T4C 0K3",6311-Food service supervisors,1
,,M.A. Mohamed Medical Professional Corporation,"Lloydminster, AB T9V 2X1",1243-Medical administrative assistants,1
,,Mackchef Ltd.,"Edson, AB T7E 1T1",6311-Food service supervisors,1
,,MainStreet Equity Corp,"CALGARY, AB T2G 0W2",6541-Security guards and related security service occupations,2
,,,,"6733-Janitors, caretakers and building superintendents",5
,,,,7444-Pest controllers and fumigators,6
,,Maks Lawn Care & Cleaning Alberta Ltd,"CALGARY, AB T3K 2C6","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,Masala Mantra Corp,"Calgary, AB T3C 0M5",6322-Cooks,1
,,MGC Renovation & Cleaning Services Ltd,"CALGARY, AB T2X 0B4",6315-Cleaning supervisors,1
,,Mi Noodle Inc.,"CALGARY, AB T2E 0V3",6311-Food service supervisors,1
,,Millcraft Woodworks Ltd.,"EDMONTON, AB T5M 2W1",7272-Cabinetmakers,1
,,MOM'S PRIDE INC,"Didsbury, AB T0M 0W0",6211-Retail sales supervisors,1
,,Mountain Air Construction Ltd,"Airdrie, AB T4B 3C4",1221-Administrative officers,1
,,OAW Restaurants Ltd,"EDMONTON, AB T6V 1K6",6311-Food service supervisors,1
,,OJ's Hollick Restaurant Inc.,"Edmonton, AB T5S 1R5",6322-Cooks,2
,,Pancotto Enterprises Ltd,"Medicine Hat, AB T1B 3R2",0631-Restaurant and food service managers,2
,,,,6311-Food service supervisors,10
,,Pennypacker Restaurant Consortium Inc.,"Edmonton, AB T5S 1R5",6322-Cooks,4
,,PhoXpress Ltd,"Edmonton, AB T6R 2H2",6311-Food service supervisors,1
,,Pinnacle Plants and Contracting Ltd.,"Taber, AB T1G 2C9",8612-Landscaping and grounds maintenance labourers,4
,,Prestigio Bakery & Bistro Ltd.,"LEDUC, AB T9E 6V2",6332-Bakers,1
,,St. Albert Montessori School Ltd,"Edmonton, AB T6R 1J2",4214-Early childhood educators and assistants,1
,,Summerlea International Care Home Inc,"Edmonton, AB T5T 1V6","4412-Home support workers, housekeepers and related occupations",1
,,Sunview Custom Homes Ltd.,"CALGARY, AB T3K 5G9",1241-Administrative assistants,1
,,Taziz Food Inc.,"Lethbridge, AB T1H 6H7",6311-Food service supervisors,2
,,The Canadian Brewhouse (Eastgate) Ltd.,"Edmonton, AB T6X 0A7",6322-Cooks,7
,,THE CANADIAN BREWHOUSE (FORT SASKATCHEWAN) LTD.,"Edmonton, AB T6X 0A7",6322-Cooks,7
,,The Canadian Brewhouse (Leduc) Ltd o/a The Canadian Brewhouse,"Edmonton, AB T6X 0A7",6322-Cooks,6
,,The Canadian Brewhouse (Lloydminster) Ltd,"Edmonton, AB T6X 0A7",6322-Cooks,7
,,The Canadian Brewhouse (Red Deer) Ltd,"Edmonton, AB T6X 0A7",6322-Cooks,7
,,The Canadian Brewhouse (Saskatoon) Ltd.,"Edmonton, AB T6X 0A7",6322-Cooks,7
,,The Ski Club of the Canadian Rockies Limited,"LAKE LOUISE, AB T0L 1E0",6321-Chefs,2
,,Three Seasons Landscaping Ltd,"Ardrossan, AB T8E 2L5",8612-Landscaping and grounds maintenance labourers,3
,,Tocher Inns & Restaurant Ltd o/a Smittys Restaurant,"Hinton, AB T7V 1N1",6311-Food service supervisors,1
,,Virk Investments Ltd.,"Edmonton, AB T6E 1C1",6316-Other services supervisors,1
,,Water Tower Restaurant 2000 Ltd. o/a Boston Pizza,"WETASKIWIN, AB T9A 0R5",6322-Cooks,1
,  Primary Agriculture,Soderglen Ranches Ltd.,"AIRDRIE, AB T4B 2A3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Weleschuk Farms Ltd,"Tofield, AB T0B 4J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
British Columbia,    High Wage,640548 BC. LTD. o/a Crompton Brothers Automotive,"BURNABY, BC V3N 1B9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
,,9229051 Canada Ltd.,"Surrey, BC V3V 4V1",6316-Other services supervisors,1
,,A-1 Drainage Plumbing & Heating Ltd.,"Vancouver, BC V5T 2K5",7251-Plumbers,1
,,Acton Accounting & Bookkeeping Inc.,"Vancouver, BC V5Y 1R4",1311-Accounting technicians and bookkeepers,1
,,APTECH PRECISION MACHINING INC,"RICHMOND, BC V6V 3C7",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Ashy's Japan Landscaping,"Port Coquitlam, BC V3B 1J8",2225-Landscape and horticulture technicians and specialists,1
,,ASL Artifex Studios Ltd,"Vancouver, BC V6B 6E3",5241-Graphic designers and illustrators,1
,,Aspire Immigration Services Inc,"Surrey, BC V3W 1R1",4211-Paralegal and related occupations,1
,,Bhangu Custom Homes Ltd,"Surrey, BC V3W 4Z9",1241-Administrative assistants,1
,,Boydel Wastewater Technologies Inc.,"CHEMAINUS, BC V0R 1K4",9243-Water and waste treatment plant operators,1
,,Brocor Construction Ltd.,"DAWSON CREEK, BC V1G 4H4",7521-Heavy equipment operators (except crane),1
,,Buddah Construction Ltd,"Langley, BC V3A 5E8",7271-Carpenters,3
,,CHHINN-MAA Plumbing & Heating Services,"VANCOUVER, BC V5P 2J5",7251-Plumbers,2
,,Coastline Cleaning Services Ltd.,"Burnaby, BC V5B 3A6","7384-Other trades and related occupations, n.e.c.",1
,,Columbia Collision Repairs Ltd.,"Surrey, BC V3W 4N2",1241-Administrative assistants,1
,,Desert Drug Store Ltd,"Osoyoos, BC V0H 1V0",3131-Pharmacists,1
,,"Dr. Paul J. Helpard, Inc.","Courtenay, BC V9N 2K4","3223-Dental technologists, technicians and laboratory assistants",1
,,East Van Wear Ltd.,"Vancouver, BC V5N 4A6","6562-Estheticians, electrologists and related occupations",1
,,Enfield Solutions Inc,"SURREY, BC V3W 0X5","7202-Contractors and supervisors, electrical trades and telecommunications occupations",1
,,,,7241-Electricians (except industrial and power system),1
,,Fabwell Industries Inc.,"Delta, BC V4G 1B5",1311-Accounting technicians and bookkeepers,1
,,Fine Drywall Ltd.,"Surrey, BC V3S 3C3",7271-Carpenters,2
,,First Choice Painting Ltd.,"Langley, BC V2Y 1P7",7294-Painters and decorators (except interior decorators),1
,,Gilmore Electric Ltd.,"SURREY, BC V3R 3X4",7241-Electricians (except industrial and power system),3
,,GNJ Homes Ltd.,"Surrey, BC V3W 3T2",7271-Carpenters,2
,,Golden Trading BC Ltd.,"Surrey, BC V3W 7J1",1241-Administrative assistants,1
,,Holaco Construction (1997) Ltd.,"Burnaby, BC V5C 4B9","7201-Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",1
,,Home & House Builder Ltd.,"RICHMOND, BC V6Y 2T9",7271-Carpenters,4
,,Homecraft Siding and Soffits Ltd.,"SURREY, BC V3S 2L7",7441-Residential and commercial installers and servicers,2
,,Icon Creative Studio Inc.,"Vancouver, BC V6B 1B8",1111-Financial auditors and accountants,1
,,,,5241-Graphic designers and illustrators,2
,,Ideal Signs Ltd,"SURREY, BC V3W 3E9",5241-Graphic designers and illustrators,1
,,Insurance Corporation of British Columbia,"North Vancouver, BC V7M 3H9","2161-Mathematicians, statisticians and actuaries",1
,,Japan Sky Dining Ltd.,"Richmond, BC V7C 4N1",6321-Chefs,1
,,Keystone Global Services Inc.,"Burnaby, BC V3N 4N8",1241-Administrative assistants,1
,,Kirkwood Management Services Ltd,"VANCOUVER, BC V6J 1R3",1414-Receptionists,1
,,Limpark Investments Ltd.,"BURNABY, BC V3N 4N3",1241-Administrative assistants,1
,,Lionheart Sports Ltd.,"VANCOUVER, BC V6P 6G2","5243-Theatre, fashion, exhibit and other creative designers",1
,,Matsqui Ag-Repair Ltd.,"ABBOTSFORD, BC V4X 3R2",7312-Heavy-duty equipment mechanics,1
,,MINISIS Inc.,"VANCOUVER, BC V6E 3P3",2175-Web designers and developers,1
,,Mumbai Masala Restaurant,"North Vancouver, BC V7J 3S8",6322-Cooks,1
,,New Country Appliances Inc.,"Surrey, BC V3W 0A8",7313-Refrigeration and air conditioning mechanics,1
,,New Mode Framing Ltd.,"Surrey, BC V3V 5X9",7271-Carpenters,2
,,Nijjar Plumbing & Heating Ltd,"Surrey, BC V3W 0J4",7251-Plumbers,6
,,Northern Star Automotive Inc,"Coquitlam, BC V3E 2B3","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Novax Tile Ltd.,"Coquitlam, BC V3B 0C8",7611-Construction trades helpers and labourers,2
,,Noypi Express Ltd.,"Vancouver, BC V5X 3H8",7511-Transport truck drivers,1
,,Nu Tek Doors Ltd,"SURREY, BC V3W 4K1","1123-Professional occupations in advertising, marketing and public relations",1
,,Oak Bay Guest House,"VICTORIA, BC V8S 5E3",0632-Accommodation service managers,1
,,Peter A. Aylett Inc DBA Aylett Grant Group,"SURREY, BC V4A 2P4",1311-Accounting technicians and bookkeepers,1
,,President Global Consulting Group Ltd.,"Richmond, BC V6X 3X2",1221-Administrative officers,1
,,Royal Craft Construction Ltd,"Surrey, BC V3S 5P1","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Rychter P Construction Ltd,"Surrey, BC V3S 3T2",7271-Carpenters,1
,,S. Johal & Co. INC.,"Surrey, BC V3W 4E8",1221-Administrative officers,1
,,Sandher Truck & Trailer Repair Ltd,"Delta, BC V4G 1E4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Schols Placing & Finishing Ltd,"CHILLIWACK, BC V2P 6N9",7282-Concrete finishers,1
,,Seca Gems Ltd,"West Vancouver, BC V7T 1A1",0621-Retail and wholesale trade managers,1
,,Securco Services Inc,"NANAIMO, BC V9R 3B6",2242-Electronic service technicians (household and business equipment),1
,,Shil Infotech Inc.,"PORT ALBERNI, BC V9Y 1K7",2172-Database analysts and data administrators,2
,,Shine Kitchen Cabinets Ltd.,"SURREY, BC V3W 1B3",6211-Retail sales supervisors,1
,,Sierrans Roofing Ltd.,"Surrey, BC V6V 0B8",7291-Roofers and shinglers,2
,,SimpeQ Care Inc.,"NORTH VANCOUVER, BC V7M 2H5",3012-Registered nurses and registered psychiatric nurses,1
,,Star Image Gutter & Siding Ltd,"Surrey, BC V3W 3W2",7271-Carpenters,2
,,Steve and Kerry Holdings Ltd,"VICTORIA, BC V9B 6C7",6322-Cooks,1
,,Stuart Howard Architects Inc,"Vancouver, BC V5Y 1J6",2151-Architects,1
,,Surrey Printing Ltd.,"Surrey, BC V3W 9Y4",1241-Administrative assistants,1
,,The Best Siding Const. Ltd.,"SURREY, BC V3W 7M1","7204-Contractors and supervisors, carpentry trades",1
,,Tracker Software Products (Canada) Ltd,"Chemainus, BC V0R 1K0",2173-Software engineers and designers,2
,,Treemendous Arb Care Inc.,"Maple Ridge, BC V2W 1L5",2225-Landscape and horticulture technicians and specialists,1
,,TYRW Holding Inc o/a Jinya Ramen Bar,"VANCOUVER, BC V5Y 1G4",6321-Chefs,1
,,Uvanu International Consulting Ltd,"Vancouver, BC V6B 4W4",1221-Administrative officers,1
,,VA Pro Exterior Ltd.,"BURNABY, BC V5C 2T4",7271-Carpenters,1
,,Valley West Investment Ltd.,"MISSION, BC V2V 4J3",1241-Administrative assistants,1
,,Victoria Amped Electrical Contracting Ltd.,"VICTORIA, BC V9B 2S4",7241-Electricians (except industrial and power system),1
,,VPV Luxury Tiles & Stone Ltd.,"BURNABY, BC V3N 4S5",7283-Tilesetters,1
,,VRChat.ca Development Inc.,"PORT COQUITLAM, BC V3C 5C6","1123-Professional occupations in advertising, marketing and public relations",1
,,Wildsider Enterprises Inc.,"Coquitlam, BC V3J 3P7",0601-Corporate sales managers,1
,,,,1311-Accounting technicians and bookkeepers,1
,,Yaletown Partners Inc.,"Vancouver, BC V6B 5L1","0124-Advertising, marketing and public relations managers",1
,,Yyoung Water Ltd.,"Burnaby, BC V5H 3P7",1225-Purchasing agents and officers,1
,,Zhu Hongbin Food Services Ltd.,"KAMLOOPS, BC V2C 5N8",0631-Restaurant and food service managers,1
,   Low Wage,0816130 B.C. Ltd o/a White Spot,"Kelowna, BC V1V 1S1",6322-Cooks,2
,,0832639 BC Ltd.,"Delta, BC V4K 4W9",6311-Food service supervisors,3
,,0874424 BC Ltd o/a Cora Breakfast and Lunch,"KAMLOOPS, BC V1S 0E1",6322-Cooks,1
,,0894546 BC Ltd.  o/a Black + Blue Restaurant,"Vancouver, BC V6B 1B6",6322-Cooks,3
,,0957645 BC Ltd.,"Kitimat, BC V8C 1T5",6322-Cooks,1
,,0982109 BC Ltd,"Thornhill, BC V8G 3N5",6322-Cooks,1
,,0991476 BC Ltd.,"Prince George, BC V2M 2M2",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,101297129 Saskatchewan Ltd. o/a Bienfait Shop,"Vancouver, BC V5Z 2P6",6211-Retail sales supervisors,1
,,1071830 BC Ltd.  o/a Namaste Authentic Indian Cuisine,"Salmon Arm, BC V1E 4N2",6322-Cooks,3
,,1079995 BC Ltd.,"Port Moody, BC V3H 4V8",0631-Restaurant and food service managers,1
,,21 Century Trading Inc.,"Delta, BC V4G 0A2","7305-Supervisors, motor transport and other ground transit operators",1
,,327494 B.C. Ltd.  o/a Monte Cristo Bakery,"Delta, BC V4G 1A3","9617-Labourers in food, beverage and associated products processing",5
,,604583 BC Ltd,"VANCOUVER, BC V6B 2Y8",6322-Cooks,2
,,674079 BC Ltd. o/a Popkum Country Market,"Rosedale, BC V0X 1X0",6211-Retail sales supervisors,2
,,685946 BC Ltd. o/a Quality Hotel Airport (South),"Richmond, BC V6X 1A1",1311-Accounting technicians and bookkeepers,1
,,ACCS Food Services Incorporated,"VANCOUVER, BC V6E 1C2",6311-Food service supervisors,1
,,Adanac Seafood Inc.,"Vancouver, BC V5L 0B1",7514-Delivery and courier service drivers,2
,,Akal Security Ltd.,"Kelowna, BC V1Y 0B5",1311-Accounting technicians and bookkeepers,1
,,Aroma Indian Restaurant Ltd.,"Port Moody, BC V3H 2N4",0631-Restaurant and food service managers,1
,,,,6322-Cooks,1
,,Assaggio Restaurant & Vinoteca Ltd.  o/a Lupo Restaurant & Vinoteca,"Vancouver, BC V6B 2R7",6322-Cooks,1
,,Averra Developments Inc.,"VANCOUVER, BC V5L 2M4",1241-Administrative assistants,1
,,AZD100 Enterprises Ltd,"VERNON, BC V1T 1P5",6322-Cooks,1
,,Beauty on Beacon Salon Inc.,"Sidney, BC V8L 2W9",6341-Hairstylists and barbers,1
,,BJS Korean Restaurant Ltd o/a Lee Gar Nei,"Surrey, BC V3R 8X7",6322-Cooks,1
,,Bluebird Enterprises Ltd.,"LANGLEY, BC V1M 2N8","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,BRICIN ENTERPRISES INC,"Kelowna, BC V1Y 9Z7",6321-Chefs,1
,,BrightStart Children's Academy Ltd.,"PORT COQUITLAM, BC V3C  1E",4214-Early childhood educators and assistants,1
,,Cafe Gloucester Ltd,"Vancouver, BC V5Z 2W5",6321-Chefs,1
,,Costa Del Sol Holdings Ltd.,"SECHELT, BC V0N 3A0",6322-Cooks,3
,,Cribs to Crayons Day Care Ltd.,"Coquitlam, BC V3C 2H9",4214-Early childhood educators and assistants,1
,,Dashing Dawgs Inc.,"Vancouver, BC V6G 3L2",6563-Pet groomers and animal care workers,1
,,Dega Holdings Ltd. o/a Tim Horton's,"Squamish, BC V8B 0K5",6311-Food service supervisors,2
,,Dockside Brewing Company Ltd,"Vancouver, BC V5H 3R9",6322-Cooks,3
,,Elizabeth Manor Inc.,"PARKSVILLE, BC V9P 2G6","3413-Nurse aides, orderlies and patient service associates",1
,,Epic Food Services Inc DBA Tim Hortons,"Richmond, BC V6X 0B8",6311-Food service supervisors,7
,,Ferguson Point Restaurant Inc o/a Teahouse Restaurant,"Vancouver, BC V6G 3E7",6322-Cooks,1
,,Global Light Investment Inc.,"RICHMOND, BC V6X 1B9","0124-Advertising, marketing and public relations managers",1
,,Golden Plaza Company Ltd.,"Vancouver, BC V6Z 1K3",6211-Retail sales supervisors,1
,,H&J Enterprises Limited,"Surrey, BC V3S 5G5",6322-Cooks,2
,,Harco Tiles Ltd.,"Surrey, BC V3R 1G6",7611-Construction trades helpers and labourers,2
,,Hen Long Oriental Gifts & Foods Co. Ltd.,"Surrey, BC V3T 1Y1",6332-Bakers,2
,,,,"6622-Store shelf stockers, clerks and order fillers",4
,,Horizonte Imports Inc.,"SURREY, BC V3X 2B6",6211-Retail sales supervisors,1
,,Ironwood Insurance Agencies Ltd,"RICHMOND, BC V7A 5J3",1311-Accounting technicians and bookkeepers,1
,,J&M Restaurant Ltd.,"Delta, BC V4C 6P5",6322-Cooks,1
,,JTO Enterprises Ltd.,"Vancouver, BC V5X 3L2",6513-Food and beverage servers,2
,,K & OH Holdings Ltd. o/a Kita No Donburi,"VANCOUVER, BC V6B 3H5",6322-Cooks,1
,,Kainth Cloth House,"ABBOTSFORD, BC V2T 0B1","6342-Tailors, dressmakers, furriers and milliners",1
,,Kang Il Holdings Ltd.,"BURNABY, BC V3N 4N3","6313-Accommodation, travel, tourism and related services supervisors",1
,,Karaca Management o/a Uncle Fatih's Pizza,"Surrey, BC V3T 3K5",6311-Food service supervisors,1
,,Kingsbridge Management Ltd.,"Victoria, BC V8V 5C1",6731-Light duty cleaners,2
,,Kisa Enterprises Ltd.,"WEST VANCOUVER, BC V7V 3G9",6211-Retail sales supervisors,1
,,Ko & Lee Holdings Ltd.,"Radium Hot Sprigs, BC V0A 1M0",6312-Executive housekeepers,1
,,Krishmohan Holdings Ltd o/a New York Fries,"VICTORIA, BC V8N 5B8","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Life & Colour Ventures Inc.,"Vancouver, BC V6A 2B2",6341-Hairstylists and barbers,1
,,Lucy's Eastside Diner Corporation,"Vancouver, BC V6T 1J7","6711-Food counter attendants, kitchen helpers and related support occupations",3
,,M.K.M. Food Services Ltd.,"KAMLOOPS, BC V2C 8B7",6311-Food service supervisors,1
,,MHTV Enterprises Inc o/a Sweet Lime Cafe,"North Vancouver, BC V7P 1S3",6322-Cooks,1
,,Minami Restaurant Canada Ltd. o/a Minami Restaurant,"Vancouver, BC V6B 2T9",6322-Cooks,1
,,Mona Cloth House Co Ltd,"Vancouver, BC V5X 3H2",6211-Retail sales supervisors,1
,,NELSON AVENUE DAYCARE,"BURNABY, BC V5H 3H6",4214-Early childhood educators and assistants,1
,,New 2000 Supermarket Ltd.,"Richmond, BC V6X 4A7",1311-Accounting technicians and bookkeepers,1
,,Newmarket Investment Ltd,"COQUITLAM, BC V3K 6C4",6311-Food service supervisors,1
