"Employers who were issued a negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2018 (July-September)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Requested Positions
,,1724220 Alberta Ltd. o/a Quality Resort Chateau Canmore,"Edmonton, AB T6J 5H2",6315-Cleaning supervisors,1
,,1785881 Alberta Ltd,"Strathmore, AB T1P 1H8",9526-Mechanical assemblers and inspectors,1
,,1822953 Alberta Ltd.,"Edmonton, AB T5S 2X4",6322-Cooks,1
,,1848731 Alberta Ltd.,"EDMONTON, AB T6X 0B1",6316-Other services supervisors,1
,,1868430 Alberta Ltd.,"Grande Prairie, AB T8V 2L3",6311-Food service supervisors,1
,,1936283 Alberta Ltd.,"Calgary, AB T3L 1H3",4214-Early childhood educators and assistants,2
,,1940828 Alberta INC. o/a Shinylife Nutritions,"CALGARY, AB T2E 6N6",6211-Retail sales supervisors,1
,,1942295 Alberta Ltd,"RED DEER, AB T4N 1A6",6311-Food service supervisors,1
,,1995602 Alberta Ltd,"EDMONTON, AB T5Y 2M9",6322-Cooks,1
,,2000246 Alberta Ltd,"EDMONTON, AB T6R 2E5",6311-Food service supervisors,2
,,413877 Alberta Ltd.,"Grassland, AB T0A 1V0",6211-Retail sales supervisors,2
,,,,6311-Food service supervisors,1
,,417048 Alberta Ltd,"Calgary, AB T2J 4C4",6311-Food service supervisors,1
,,7330600 Canada Inc. O/A Jimmy the Greek,"Calgary, AB T2P 0R3",6311-Food service supervisors,1
,,748387 Alberta Ltd,"Grande Prairie, AB T8V 5M6",6311-Food service supervisors,1
,,785037 Alberta Inc. o/a Sbarro The Italian Eatery,"Calgary, AB T2R 0L5",6311-Food service supervisors,1
,,916614 Alberta Ltd,"Smoky Lake, AB T0A 3C0",6322-Cooks,1
,,ABS Truckwash and Lube Ltd,"EDMONTON, AB T5W  5J",6732-Specialized cleaners,2
,,Action Towing Services Ltd,"EDMONTON, AB T6T 1R2",1221-Administrative officers,1
,,Astha Fine Indian Cuisine Ltd.,"Red Deer, AB T4P 1K4",6322-Cooks,1
,,Aura Foods of Alberta Inc.,"Edmonton, AB T6R 0J7",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Bluefin Sushi Ltd.,"Calgary, AB T2J 0P6",6311-Food service supervisors,1
,,BOTTEGA BAR & KITCHEN INC.,"EDMONTON, AB T6E 5H5",6321-Chefs,1
,,Byblos Bakery Ltd.,"Calgary, AB T2E 8J8","9213-Supervisors, food, beverage and associated products processing",1
,,Castle Mediterranean Cuisine Ltd,"Wetaskiwin, AB T9A 0S2",6322-Cooks,1
,,Chief's Corner Inc.,"Fort Chipewyan, AB T0P 1B0",0621-Retail and wholesale trade managers,1
,,Dr. Graham Lohlun Circumcision Edmonton Clinic,"EDMONTON, AB T5R 1W2",1414-Receptionists,1
,,Garage Billiards Bar & Grill Inc.,"Calgary, AB T2P 4R5",6322-Cooks,1
,,Healthy Green Ltd.,"RED DEER, AB T4N 6H3",6311-Food service supervisors,1
,,Hilux Flooring Inc.,"CALGARY, AB T3C 3S2",7295-Floor covering installers,2
,,HS Sidhu Trucking Ltd.,"EDMONTON, AB T6T 0B2",1241-Administrative assistants,1
,,HSB Ventures Ltd,"HINTON, AB T7V 1Y6",6322-Cooks,4
,,Kamal Raj 0005 Ltd,"Edmonton, AB T6R 3L6",6311-Food service supervisors,1
,,KT Franklin Ltd.,"Fort McMurray, AB T9H 2J4",6322-Cooks,2
,,Lawn & Snow Bros Inc,"LETHBRIDGE, AB T1J 3Z8",8612-Landscaping and grounds maintenance labourers,1
,,Legacy Promise Partners Inc o/a Tim Hortons,"Wetaskiwin, AB T9A 2E8",6311-Food service supervisors,3
,,Le's Vietnamese Food and Subs Ltd.,"Calgary, AB T2K 5X8",6311-Food service supervisors,1
,,MAAK Financials Inc.,"CALGARY, AB T3J 0J7",1241-Administrative assistants,1
,,MainStreet Equity Corp,"CALGARY, AB T2G 0W2","6733-Janitors, caretakers and building superintendents",1
,,,,7444-Pest controllers and fumigators,1
,,,,8612-Landscaping and grounds maintenance labourers,5
,,Manning Regional Child Care Association,"MANNING, AB T0H 2M0",4214-Early childhood educators and assistants,1
,,Memorial Drive Restaurant Ltd.,"Calgary, AB T2A 6L6",6322-Cooks,2
,,Microbake Services Inc,"CALGARY, AB T2K 1A3",6321-Chefs,1
,,,,6322-Cooks,1
,,Original Energy Sales Inc.,"Edmonton, AB T6E 0G9",6421-Retail salespersons,3
,,Pearl Nails & Spa Ltd,"Calgary, AB T3H 5M6","0651-Managers in customer and personal services, n.e.c.",1
,,Petro Canada/A&W o/a 1065579 Alberta Ltd,"Calgary, AB T3Z 2P2",6311-Food service supervisors,1
,,Preet Home Construction Inc,"CALGARY, AB T3M 4L5","7284-Plasterers, drywall installers and finishers and lathers",1
,,Rimar Holdings Ltd.,"High Level, AB T0H 1Z0",6315-Cleaning supervisors,1
,,Royal Quality Catering Ltd.,"Calgary, AB T2B 0Y3",6322-Cooks,1
,,Skywatch Security and Automations Ltd.,"Edmonton, AB T5J 3R8",6211-Retail sales supervisors,1
,,Smithco Enterprises Ltd,"Grande Prairie, AB T8X 0K7",6311-Food service supervisors,5
,,Stanford Hotels & Resorts Inc.,"GRAND PRAIRIE, AB T8V 5M6",6311-Food service supervisors,1
,,Tea Pot China Bistro Ltd,"Calgary, AB T2A 6T7",6322-Cooks,1
,,The Desert on 17th Inc.,"CALGARY, AB T2A 4S2",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Total Depth Vacuum Services Ltd.,"GRANDE PRAIRIE, AB T8W 4B4",6315-Cleaning supervisors,1
,,Unit Two East 73 Inc.,"EDMONTON, AB T5N 3S4",6311-Food service supervisors,1
,,Urban Igloo Inc.,"Calgary, AB T2P 4K1",6311-Food service supervisors,1
,,Valentine Ogoke Professional Corporation,"HIGH RIVER, AB T1V 1M4",1243-Medical administrative assistants,1
,,V-Nails & Spa Inc.,"COLD LAKE, AB T9M 1C8","0651-Managers in customer and personal services, n.e.c.",1
,,VTV Restaurant Ltd,"WESTLOCK, AB T7P 2C7",6322-Cooks,1
,,Worsley Gateway Inn Ltd.,"Worsley, AB T0H 3W0",6322-Cooks,2
,,Young & Ace Corp,"Calgary, AB T3C 1N1",6311-Food service supervisors,1
,,Zinaida Flooring Ltd.,"CALGARY, AB T3K 2B2",1241-Administrative assistants,1
,  Primary Agriculture,1126362 Alberta Ltd.,"CALGARY, AB T3J 0J8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Holtman Farms Ltd,"Taber, AB T1G 2E1",8431-General farm workers,7
,,MCF Holdings Ltd.,"ST. ALBERT, AB T8N 3X4",0821-Managers in agriculture,1
,,Paulco Landscaping,"CANMORE, AB T1W 2V1","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,Piebiak Farms Inc.,"EAGLESHAM, AB T0H 1H0",0821-Managers in agriculture,1
,,Rock-Rose Landscaping Ltd,"Calgary, AB T2G 3R9","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,Tremel Inc,"Smoky Lake, AB T0A 3C0",0822-Managers in horticulture,1
British Columbia,    High Wage,0737777 BC Ltd.,"Prince George, BC V2L 2K5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,0772185 BC Ltd.,"Vancouver, BC V6B 2Z4","5131-Producers, directors, choreographers and related occupations",1
,,0980111 BC Ltd,"Vancouver, BC V6A 2M5","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,1053303 BC Ltd.,"VANCOUVER, BC V5L 4W3",7282-Concrete finishers,1
,,1073137 BC Ltd.,"RICHMOND, BC V6X 2C9",1311-Accounting technicians and bookkeepers,1
,,546137 BC Ltd.(Health Staffing International),"New Westminster, BC V3M 1A5",3012-Registered nurses and registered psychiatric nurses,1
,,640548 BC. LTD. o/a Crompton Brothers Automotive,"BURNABY, BC V3N 1B9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Abbotsford Nissan Ltd.,"ABBOTSFORD, BC V2T 5M1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Accent Finishing Inc,"VANCOUVER, BC V5S 2N3",7271-Carpenters,2
,,AIM Medical Imaging,"Vancouver, BC V6H 1G9",3215-Medical radiation technologists,1
,,Alka Pool Construction,"Burnaby, BC V5C 3T5",7271-Carpenters,1
,,Allstar Holdings Inc.,"Vancouver, BC V5L 1T5","7384-Other trades and related occupations, n.e.c.",1
,,All-West Glass Prince George Ltd.,"Smithers, BC V0J 2N0","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Aqua Hair & Beauty Ltd.,"Vancouver, BC V6B 6C1",6341-Hairstylists and barbers,1
,,Aqua Marine Power Washing (2015) Ltd.,"COMOX, BC V9M 2J3",0621-Retail and wholesale trade managers,1
,,Back in Motion Rehab Inc.,"SURREY, BC V3S 5J9",3143-Occupational therapists,1
,,Bal Immigration Services Inc.,"Delta, BC V4C 6S3",4163-Business development officers and marketing researchers and consultants,1
,,Best Home Mechanical Ltd,"North Vancouver, BC V7M 3C5","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,BJ Plastering & Consultants Ltd,"Surrey, BC V4A 6S7","7284-Plasterers, drywall installers and finishers and lathers",5
,,British Hydraulics Ltd.,"New Westminster, BC V3L 3P3",7231-Machinists and machining and tooling inspectors,1
,,"Canaan Shipping Co., Ltd","Richmond, BC V6V 3C9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Canadian Furniture Manufacturing Limited,"ABBOTSFORD, BC V2T  6W",7272-Cabinetmakers,4
,,Canex Electric Ltd.,"SURREY, BC V3W 3B5",7241-Electricians (except industrial and power system),2
,,Charity Sidings Ltd,"New Westminster, BC V3M 5J5",7271-Carpenters,3
,,Chateau Developments Ltd.,"Surrey, BC V3V 8A6",1311-Accounting technicians and bookkeepers,1
,,Christian School Association of Burnaby,"BURNABY, BC V3N 2G5",4031-Secondary school teachers,1
,,CM Linden Trucking Ltd.,"Vernon, BC V1B 4B2",7511-Transport truck drivers,6
,,Double Negative Canada Productions Ltd.,"Vancouver, BC V5Y 4A6",5241-Graphic designers and illustrators,3
,,Dr.Henry C.P. Ngai & Associates Inc.,"VANCOUVER, BC V6P 2C6",1243-Medical administrative assistants,1
,,Elite Paving Ltd.,"SURREY, BC V3X 3N9","7302-Contractors and supervisors, heavy equipment operator crews",1
,,Express Drywall Ltd.,"Surrey, BC V3X 3M6",7271-Carpenters,2
,,Four Brothers Bistro Ltd.,"RICHMOND, BC V7B 0A2",0631-Restaurant and food service managers,1
,,Freight X Transport Inc.,"Abbostford, BC V2T 6W4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,G Rai Trucking Ltd,"SURREY, BC V3W 5K5",7511-Transport truck drivers,1
,,Gallagher Construction Inc.,"Port Coquitlam, BC V3C 0B8",7271-Carpenters,1
,,Gill Veggie Bakery & Pizza Ltd,"ABBOTSFORD, BC V2S 2A6",1311-Accounting technicians and bookkeepers,1
,,Goldstar Framing Ltd.,"Surrey, BC V3V 1H4",7271-Carpenters,3
,,GTI Graph Tech Innovations Ltd.,"Delta, BC V4G 1C9",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Hai Kou Construction & Trade Ltd.,"Burnaby, BC V5H 4M1",0631-Restaurant and food service managers,1
,,Hope Lutheran Church,"Port Coquitlam, BC V3B 4A7",4032-Elementary school and kindergarten teachers,1
,,Indus Travels Inc.,"RICHMOND, BC V7A 5H9",6314-Customer and information services supervisors,1
,,Inventu Research Inc,"Saanich, BC V8X 5M2",7272-Cabinetmakers,1
,,Kan Wood Ltd.,"SURREY, BC V3V 4T7",7311-Construction millwrights and industrial mechanics,1
,,KEY-WEST ASPHALT (333) LTD.,"Surrey, BC V3S 3C3","7302-Contractors and supervisors, heavy equipment operator crews",2
,,KUTENAI ART THERAPY INSTITUTE ASSOCIATION,"NELSON, BC V1L 4H1",3144-Other professional occupations in therapy and assessment,1
,,Mercury Contracting Ltd.,"VANCOUVER, BC V6B 6N9","1123-Professional occupations in advertising, marketing and public relations",1
,,MJT Management Ltd,"Coquitlam, BC V3J 5G9",3012-Registered nurses and registered psychiatric nurses,2
,,New Elevation Civil Construction Inc.,"COQUITLAM, BC V3J 6Z4","7302-Contractors and supervisors, heavy equipment operator crews",1
,,North-West Motor Corporation Ltd.,"Burnaby, BC V5C 3V9",5252-Coaches,1
,,Olive Fertility Centre Inc.,"VANCOUVER, BC V5Z 3X7",1243-Medical administrative assistants,1
,,One Touch Contracting Ltd,"Surrey, BC V3W 6J1",7271-Carpenters,3
,,Pars International Food Ltd.,"NORTH VANCOUVER, BC V7M 1T3",6211-Retail sales supervisors,1
,,Progress Machine Shop Ltd.,"Vernon, BC V1H 1P8",2232-Mechanical engineering technologists and technicians,1
,,Rajmen Enterprises Ltd,"Victoria, BC V8X 1L4",6732-Specialized cleaners,3
,,Revolution Kitchen Idea Ltd.,"SURREY, BC V3W 3V6",7272-Cabinetmakers,1
,,Samsung Enterprise Inc,"Cranbrook, BC V1C 5E3","0651-Managers in customer and personal services, n.e.c.",1
,,Silk Cat Automotive Ltd.,"North Vancouver, BC V7P 1P9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Skylark Plumbing Heating & Gas Fitting Ltd.,"SURREY, BC V3V 5X2",7251-Plumbers,1
,,SOVEREIGN MOTORS INC,"VANCOUVER, BC V6P 3T1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,SSB Siding & Soffits Ltd.,"SURREY, BC V3W 6S2",7441-Residential and commercial installers and servicers,3
,,Stuart Howard Architects Inc,"Vancouver, BC V5Y 1J6",2151-Architects,2
,,Suns Dental Laboratory Ltd,"NORTH VANCOUVER, BC V7J 2A2",2253-Drafting technologists and technicians,1
,,Terminal Video Listing Inc.,"NORTH VANCOUVER, BC V7P 1R2",2282-User support technicians,1
,,TMG Logistics Inc.,"Surrey, BC V3W 3B2",0114-Other administrative services managers,1
,,Toor Construction Ltd.,"Abbotsford, BC V2T 6V6",7271-Carpenters,1
,,V.K Engineering and Consulting Ltd,"SURREY, BC V3W 3A8",1241-Administrative assistants,1
,,VK Kitchen Cabinets Ltd.,"ABBOTSFORD, BC V2T 4G8",7272-Cabinetmakers,2
,,West Coast Gardeners Co-Op of BC,"Vancouver, BC V5R 1Z2",7335-Other small engine and small equipment repairers,1
,,You & Shin Enterprises Ltd,"North Vancouver, BC V7M 1V9",6321-Chefs,1
,   Low Wage,0499692 BC Ltd,"PRINCE GEORGE, BC V2N 2S9",0631-Restaurant and food service managers,1
,,0837507 B.C. Ltd. dba KFC Whistler,"Whistler, BC V0N 1B4",6311-Food service supervisors,2
,,0890219 BC Ltd,"Prince George, BC V2L 2K5",6321-Chefs,1
,,0907059 B.C. Ltd. dba Sushi California Japanese Restaurant,"Coquitlam, BC V3J 1N7",6322-Cooks,1
,,0978189 BC Ltd.,"Coquitlam, BC V3E 1K9",6311-Food service supervisors,5
,,1032699 BC Ltd,"Langley, BC V3A 4G2",6311-Food service supervisors,1
,,1041956 BC Ltd.,"Prince George, BC V2L 2K5",0631-Restaurant and food service managers,1
,,1074876 BC Ltd.,"Burnaby, BC V3N 4R7",6322-Cooks,1
,,1099825 BC Ltd. o/a Aka Sushi,"SURREY, BC V3S 1E9",6322-Cooks,1
,,1118731 BC Ltd,"SURREY, BC V3T 1V1",6322-Cooks,1
,,496467 BC Ltd.,"Dawson Creek, BC V1G 4Y5",6322-Cooks,5
,,7951012 Restaurant Ltd.,"Surrey, BC V3T 2X6",6322-Cooks,1
,,A.K. Landscaping Services Ltd,"SURREY, BC V3S 3P3",8612-Landscaping and grounds maintenance labourers,1
,,ADS Security Systems Ltd.,"Vancouver, BC V5X 4J7",7612-Other trades helpers and labourers,3
,,ADVANCED MATERIAL HANDLING LTD.,"ABBOTSFORD, BC V2T 6W3",7231-Machinists and machining and tooling inspectors,1
,,Asahi-Ya Japanese Restaurant Inc.,"RICHMOND, BC V6X 2W8",6311-Food service supervisors,1
,,Athwal Electrical Corporation,"Surrey, BC V3S 1B9",7611-Construction trades helpers and labourers,2
,,Aulak Investments Inc,"CHILLIWACK, BC V2P 2M6","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,BHRS Enterprises Ltd.,"Surrey, BC V3W 1E6",6311-Food service supervisors,1
,,Breka Downtown Bakery & Cafe Inc.,"Vancouver, BC V6E 1Y4",6513-Food and beverage servers,1
,,Bull Enterprise Ltd,"Vancouver, BC V6E 2B1",6322-Cooks,1
,,Chan Mi Restaurant Ltd.,"Vancouver, BC V5M 2E1",6322-Cooks,1
,,Columbia Collision Repairs Ltd.,"Surrey, BC V3W 4N2",1241-Administrative assistants,1
,,DDN Services Inc.,"Vancouver, BC V6B 3M1",1241-Administrative assistants,1
,,Devonwood Enterprises Ltd,"Kamloops, BC V1S 1P5",6311-Food service supervisors,2
,,Dewan E Khass Restaurant Inc.,"Vancouver, BC V5W 2Z5",0631-Restaurant and food service managers,1
,,EuroLine Windows Inc.,"Delta, BC V4G 1N2",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Gill Bros Enterprises Ltd,"SQUAMISH, BC V8B 0G8",6322-Cooks,1
,,Girard Productions Incorporated,"West Vancouver, BC V7V 2N6","5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",1
,,Guru Trading Ltd.,"SURREY, BC V3W 1B3",1241-Administrative assistants,1
,,,,1523-Production logistics co-ordinators,1
,,H.P.B. Enterprises Ltd.,"Lake Errock, BC V0M 1N0",6211-Retail sales supervisors,1
,,Hamada Japanese Restaurant Ltd.,"Maple Ridge, BC V2X 0L4",6322-Cooks,1
,,Hey Learning Inc.,"Surrey, BC V3M 4N4","0014-Senior managers - health, education, social and community services and membership organizations",1
,,Intermezzo Restaurant Ltd.,"Vernon, BC V1T 7E2",6321-Chefs,1
,,Jasco Forest Products Ltd,"Abbotsford, BC V2S 8J7","9614-Labourers in wood, pulp and paper processing",6
,,Jassal Chiropractic Inc.,"VANCOUVER, BC V5Z 1K7",1243-Medical administrative assistants,1
,,Judge's Indian Restaurant Ltd.,"Vancouver, BC V6E 1W1",6322-Cooks,1
,,Kang Il Holdings Ltd.,"BURNABY, BC V3N 4N3","6313-Accommodation, travel, tourism and related services supervisors",1
,,Kindermatters Enterprises Inc.,"North Vancouver, BC V7P 1S3",4214-Early childhood educators and assistants,1
,,La Tandoori Pick & Go Restaurant Ltd.,"Vancouver, BC V5X 2B9",6322-Cooks,1
,,Little Birds Child Care Centres Ltd,"Surrey, BC V3R 1V8",4214-Early childhood educators and assistants,1
,,Lorcon Industries Ltd.,"Fort St John, BC V1J 3Z1",6341-Hairstylists and barbers,1
,,Martini's Restaurant Ltd.,"VANCOUVER, BC V5Y 1P4",6322-Cooks,1
,,MD Japanese Restaurant Ltd.,"Delta, BC V4K 1W4",6322-Cooks,1
,,Memories of Indian Cuisines Ltd.,"Creston, BC V0B 1G9",6322-Cooks,2
,,Mink A Chocolate Cafe (01) Ltd.,"Vancouver, BC V6C 3N9",6311-Food service supervisors,1
,,Mui Ngo Gai Restaurant,"Vancouver, BC V5N 2T3",6322-Cooks,2
,,Neha Developments Ltd.,"Vancouver, BC V5P 2W9",6311-Food service supervisors,1
,,Non Stop Pizza & Indian Cuisine Ltd.,"Surrey, BC V3W 3N1",6322-Cooks,1
,,Park Place Daycare Ltd.,"North Vancouver, BC V7J 1J3",4214-Early childhood educators and assistants,3
,,Parkdale Early Childhood Centre,"VICTORIA, BC V8X 2H4",4214-Early childhood educators and assistants,1
,,Pearl Investments Inc.,"Smithers, BC V0J 2N0",6311-Food service supervisors,1
,,Pizza Zone Restaurants Ltd.,"Victoria, BC V8T 3P6",6322-Cooks,1
,,Prestige Lakeside Food & Beverage Ltd.,"Nelson, BC V1L 6G3",6322-Cooks,1
,,Q's Restaurant Ltd.,"Golden, BC V0A 1H1",6513-Food and beverage servers,1
,,RIO BRAZILIAN STEAKHOUSE LTD.,"NORTH VANCOUVER, BC V7P 1J4",6322-Cooks,1
,,"Robert Laurin Holdings Ltd, dba Arby's","KELOWNA, BC V1Y 0P8",6311-Food service supervisors,1
,,Romana Restaurants Inc.,"Vancouver, BC V5N 2V2",6311-Food service supervisors,1
,,S Square Enterprises Ltd.,"Victoria, BC V8P 3N8",6311-Food service supervisors,1
,,Sardis Side Juices Enterprises Inc. o/a Booster Juice,"CHILLIWACK, BC V2R 5M4",6311-Food service supervisors,2
,,Sasi Autocraft Ltd.,"DELTA, BC V4C 2J4",7322-Motor vehicle body repairers,1
,,Sciue' Melville Holdings Inc.,"VANCOUVER, BC V6Z 1W2",6311-Food service supervisors,1
,,Seacastle Enterprises Inc. o/a Burger King,"Victoria, BC V8W 2E8",6322-Cooks,1
,,Stay 'N' Play Group Daycare,"Port Coquitlam, BC V3B 3N4",4214-Early childhood educators and assistants,1
,,Sushi Tengoku Restaurant Ltd,"Surrey, BC V3R 6N7",6322-Cooks,1
,,Talwandi Enterprise  dba  Panago Pizza,"LANGLEY, BC V1M 2G5",6322-Cooks,1
,,Tasty Sweets and Restaurants Ltd.,"Delta, BC V4C 6R1",6322-Cooks,1
,,The Michael Lacombe Group Inc.,"Vancouver, BC V6Z 1K7",6311-Food service supervisors,1
,,The Seo Sushi Ltd,"Surrey, BC V3T 2W5",6322-Cooks,1
,,The Table Cafe,"KELOWNA, BC V1W 3X7",6322-Cooks,1
,,Top Touch Beauty Salon (India) Inc.,"Surrey, BC V3W 3N5","6562-Estheticians, electrologists and related occupations",1
,,V.A.B. 19992 Holdings Ltd,"Vancouver, BC V5V 3C6",6322-Cooks,1
,,Yamaki Investments Inc.,"RICHMOND, BC V6X 2X9",6311-Food service supervisors,1
,  Primary Agriculture,50th Parallel Estate Limited Partnership,"Lake Country, BC V4V 1B7",8431-General farm workers,2
,,Athena Farm Holdings Ltd,"Cawston, BC V0X 1C3",8431-General farm workers,10
,,BM Poultry Farms Ltd.,"Burnaby, BC V5J 5E6",8431-General farm workers,5
,,Burrowing Owl Vineyards Ltd,"Oliver, BC V0H 1T1",8431-General farm workers,4
,,D & G Brothers Farms Ltd.,"DEWDNEY, BC V0M 1H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,5
,,Dhadda Orchards,"Kelowna, BC V1X 7V8",8431-General farm workers,4
,,Double Barrel Vineyards Ltd.,"ABBOTSFORD, BC V4X 1H9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Fountainview Academy Association,"LILLOOET, BC V0K 1V0",0822-Managers in horticulture,1
,,Gravis Farms Ltd,"Abbotsford, BC V2T 6R4",8432-Nursery and greenhouse workers,4
,,Lual Orchards Ltd,"Osoyoos, BC V0H 1V2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Rainbow Greenhouses Inc,"CHILLIWACK, BC V2R 4L6",0822-Managers in horticulture,2
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Arts & Sciences Dept., LLC","WEST HOLLYWOOD, 90069","5131-Producers, directors, choreographers and related occupations",1
,,Biscuit Filmworks,"LOS ANGELES, 90038","5131-Producers, directors, choreographers and related occupations",1
,,Bob Industries,"Santa Monica, 90401","5131-Producers, directors, choreographers and related occupations",1
,,Brother LLC,"Los Angeles, 90016","5131-Producers, directors, choreographers and related occupations",1
,,"Bunker New York, LLC","New York, 10013","5131-Producers, directors, choreographers and related occupations",1
,,Frozen Man Inc.,"New York, 10011","5131-Producers, directors, choreographers and related occupations",1
,,Gentleman Scholar Studios LLC,"Los Angeles, 90016","5131-Producers, directors, choreographers and related occupations",1
,,Gleitbau GmbH,"SALZBURG, A5020","7204-Contractors and supervisors, carpentry trades",3
,,Harvest Films Inc.,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,"Humble TV, LLC","Los Angeles, 90019","5131-Producers, directors, choreographers and related occupations",1
,,,"New York, 10011","5131-Producers, directors, choreographers and related occupations",1
,,Iconoclast Content Inc,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",3
,,Knucklehead Films Inc,"London, W1F8JQ","5131-Producers, directors, choreographers and related occupations",1
,,Lucky 21 LLC,"DALLAS, 75207","5131-Producers, directors, choreographers and related occupations",1
,,"Morton Jankel Zander, Inc.","Los Angeles, 90064","5131-Producers, directors, choreographers and related occupations",1
,,Moxie Pictures Inc.,"Los Angeles, 90016","5131-Producers, directors, choreographers and related occupations",1
,,Moxie Pictures LLP,"LONDON, W1U6HH","5131-Producers, directors, choreographers and related occupations",1
,,"Park Pictures, LLC","New York, 10010","5131-Producers, directors, choreographers and related occupations",1
,,Pro Liquid Pte. Ltd.,"SINGAPORE, 639379","7384-Other trades and related occupations, n.e.c.",1
,,"Psyop Productions, LLC","New York, 10013","5131-Producers, directors, choreographers and related occupations",2
,,Pulse Films,"Los Angeles, 90291","5131-Producers, directors, choreographers and related occupations",1
,,Radical Media LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",3
,,"Reset Content, LLC","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,RSA Films Inc,"Los Angeles, 90069","5131-Producers, directors, choreographers and related occupations",3
,,Stink LLC,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
,,Superprime Films,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",3
,,Tool of North America LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",2
,,World War Seven,"Los Angeles, 90027","5131-Producers, directors, choreographers and related occupations",1
Notes:,,,,,
1. The source for all information in this report is Employment and Social Development Canada's (ESDC) LMIA System.,,,,,
"2. This list excludes all personal names, such as employers of caregivers or business names that use or include personal names. For this reason, the list is not complete and does not reflect all employers who requested or received an LMIA. Should an employer wish to contact ESDC concerning the accuracy of their information, please contact NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.",,,,,
"3. The employer name is manually entered in system. As such, accuracy of the names is subject to potential data entry error and inconsistent spelling.",,,,,
"4. Effective November 2016, NOC 2011 is being used. Prior to November 2016, all occupations under NOC 2006 were converted to the respective NOC 2011 occupation. Empirical concordance released by Statistics Canada was used to determine appropriate linkages.",,,,,
"5. Effective February 2018, LMIAs in support of Permanent Residence (PR) are excluded from TFWP statistics reporting, unless reported separately. This may impact statistics reported over time.",,,,,
"6. The LMIA System tracks TFW positions only, not TFWs who are issued a work permit or who enter Canada. Not all positions approved result in a work permit or a TFW entering Canada. For information on the number of work permits issued, please consult Immigration Refugees and Citizenship Canada's (IRCC) Facts and Figures: http://www.cic.gc.ca/english/resources/statistics/menu-fact.asp",,,,,
7. The numbers appearing in this release may differ slightly from those reported in previous releases of LMIA statistics due to data updates that occur over time.,,,,,
