"Employers who were Issued a Negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and Business Location in 2020(July-September)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Requested Positions
Ontario,   Low Wage,YOU'RE NEXT! Inc.,"Waterloo, ON N2L 3E9",6311-Food service supervisors,1
Ontario,  Primary Agriculture,Natural MedCo Ltd.,"Strathroy, ON N7G 3H8",8432-Nursery and greenhouse workers,20
Ontario, Global Talent Stream,Alaya Care Inc.,"TORONTO, ON M5H 2S8",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,Best Doctors Canada Inc,"Toronto, ON M5H 1J8",0213-Computer and information systems managers,1
Manitoba,    High Wage,Canadian Mental Health Association Thompson Inc.,"Thompson, MB R8N 1E9",2281-Computer network technicians,1
Manitoba,    High Wage,Design A Cut Hairstyling,"Winnipeg, MB R3B 3H6","0651-Managers in customer and personal services, n.e.c.",1
Manitoba,    High Wage,Fateh S Ltd,"St Andrew, MB R1A 3Y4",1525-Dispatchers,1
Manitoba,    High Wage,RANJEET TRANSPORT LTD.,"WINNIPEG, MB R3Y 0K6",7511-Transport truck drivers,3
Manitoba,    High Wage,The University of Manitoba,"Winnipeg, MB R3T 2N2",2112-Chemists,1
Manitoba,   Low Wage,6130054 Manitoba Ltd.,"Winnipeg, MB R3L 0J9",6311-Food service supervisors,1
Manitoba,   Low Wage,6762981 Manitoba Ltd Janitorial Services,"winnipeg, MB R3E 0W7",6731-Light duty cleaners,1
Manitoba,   Low Wage,MNP LLP,"Winnipeg, MB R3B 3K6",1311-Accounting technicians and bookkeepers,1
Manitoba,   Low Wage,THR Management Systems Inc.,"Steinbach, MB R5G 1N7",1311-Accounting technicians and bookkeepers,1
Saskatchewan,    High Wage,Candid Trucking Incorporated,"Saskatoon, SK S7K 5Z9",7511-Transport truck drivers,3
Saskatchewan,    High Wage,Gravelbourg Dental Clinic,"Gravelbourg, SK S0H 1X0",3113-Dentists,1
Saskatchewan,    High Wage,Irving Machine Inc,"Tisdale, SK S0E 1T0",7231-Machinists and machining and tooling inspectors,1
Saskatchewan,    High Wage,Trans Continental Motor Freight Inc.,"Saskatoon, SK S7L 5X5",7511-Transport truck drivers,4
Saskatchewan,   Low Wage,102067002 Saskatchewan Ltd.,"Regina, SK S4N 0P7",6311-Food service supervisors,1
Alberta,    High Wage,1984463 Alberta Ltd,"Calgary, AB T2E 8C3","0651-Managers in customer and personal services, n.e.c.",1
Alberta,    High Wage,Central Protection Services Inc.,"Edmonton, AB T6E 6A4",1311-Accounting technicians and bookkeepers,1
Alberta,   Low Wage,Long for Cleaning Ltd.,"Edmonton, AB T6W 0C8",6315-Cleaning supervisors,1
Alberta,   Low Wage,Maple Fun Tours Ltd.,"Banff, AB T1L 1C5","6313-Accommodation, travel, tourism and related services supervisors",1
Alberta,   Low Wage,R&J Dance Productions Inc.,"Calgary, AB T2E 1J8",5134-Dancers,1
British Columbia,    High Wage,1000550 B.C. Ltd,"Surrey, BC V3S 1Y9",1221-Administrative officers,1
British Columbia,    High Wage,1106591 B.C. LTD.,"Richmond, BC V6X 3Z8","0651-Managers in customer and personal services, n.e.c.",1
British Columbia,    High Wage,1194773 BC Ltd,"100 Mile House, BC V0K  2E","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
British Columbia,    High Wage,1201756 BC Ltd,"Surrey, BC V3T  5L","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
British Columbia,    High Wage,1202955 B.C. LTD.,"Burnaby, BC V5C  6C","0013-Senior managers - financial, communications and other business services",1
British Columbia,    High Wage,1211488 BC Ltd,"New Westminster, BC V3M 5J8",7511-Transport truck drivers,2
British Columbia,    High Wage,4U Jewelry Corp.,"Vancouver, BC V6E  3X","0016-Senior managers - construction, transportation, production and utilities",1
British Columbia,    High Wage,A & I Enterprises Ltd.,"Surrey, BC V3S 3E8",7611-Construction trades helpers and labourers,3
British Columbia,    High Wage,A2Z JANITORIAL SERVICES LTD,"DELTA, BC V4E 1V7",1311-Accounting technicians and bookkeepers,1
British Columbia,    High Wage,Accurate Glass Ltd,"Coquitlam, BC V3K 7B2",1221-Administrative officers,1
British Columbia,    High Wage,Altran Canada Solutions Corp,"Vancouver, BC V6C 3E8",2173-Software engineers and designers,4
British Columbia,    High Wage,Arora Canadian Immigration Consultancy Inc.,"Surrey, BC V3W 3A8","1123-Professional occupations in advertising, marketing and public relations",1
British Columbia,    High Wage,AVOS CONSTRUCTION LTD,"VANCOUVER, BC V5X 2H5","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
British Columbia,    High Wage,Baba Nand Singh Transport Ltd,"Surrey, BC V3W 1M8",7511-Transport truck drivers,1
British Columbia,    High Wage,Big Bad Boo Studio's Inc,"Vancouver, BC V6B 2T5",5241-Graphic designers and illustrators,1
British Columbia,    High Wage,Big White Mountain Fitness Ltd.,"Kelowna, BC V1Y  9W","0014-Senior managers - health, education, social and community services and membership organizations",1
British Columbia,    High Wage,BORDER CARRIER LTD.,"SURREY, BC V3V 7A5",7511-Transport truck drivers,4
British Columbia,    High Wage,Brar Motors Ltd.,"Abbotsford, BC V2T 6C7",1221-Administrative officers,1
British Columbia,    High Wage,BridgeNexus Technologies Inc.,"Vancouver, BC V7Y 1C6","0013-Senior managers - financial, communications and other business services",1
British Columbia,    High Wage,BSB GLASS & SHOWER DOOR LTD.,"SURREY, BC V3W 3B1",0114-Other administrative services managers,1
British Columbia,    High Wage,BV Grace Holdings Inc.,"Vancouver, BC V5K 2B2","0014-Senior managers - health, education, social and community services and membership organizations",1
British Columbia,    High Wage,Cambria College Ltd,"VANCOUVER, BC V6C 2C2","0014-Senior managers - health, education, social and community services and membership organizations",1
British Columbia,    High Wage,Canaan College Ltd.,"Burnaby, BC V5J 1C2",4021-College and other vocational instructors,1
British Columbia,    High Wage,Canada Top Education Group Inc,"Nanaimo, BC V9R 3A9",4032-Elementary school and kindergarten teachers,1
British Columbia,    High Wage,Cazba Restaurant Ltd.,"North Vancouver, BC V7M 1T4",0631-Restaurant and food service managers,1
British Columbia,    High Wage,CITY FURNITURE & APPLIANCES (KAMLOOPS) LTD,"KAMLOOPS, BC V2E 2N1",6211-Retail sales supervisors,1
British Columbia,    High Wage,Claymore Clothes Ltd.,"Vancouver, BC V6A 1W7",0911-Manufacturing managers,1
British Columbia,    High Wage,Colorful Meteor Music Ltd.,"Richmond, BC V7A  1B","0512-Managers - publishing, motion pictures, broadcasting and performing arts",1
British Columbia,    High Wage,CONCORDE MECHANICAL SOLUTION LTD,"SURREY, BC V3W 5J8",7251-Plumbers,3
British Columbia,    High Wage,Cypress Security (2013) Inc.,"Surrey, BC V3W 3M8",0125-Other business services managers,1
British Columbia,    High Wage,D.J Masonary ltd.,"Surrey, BC V3V 7H1",7281-Bricklayers,1
British Columbia,    High Wage,DILAWARI IMMIGRATION SERVICES INC,"Surrey, BC V3W 1R1",1241-Administrative assistants,1
British Columbia,    High Wage,Drs. Baird & Shivji Inc.,"Vancouver, BC V6E 4E6",3411-Dental assistants,1
British Columbia,    High Wage,East West Gardening Services Ltd.,"SURREY, BC V3Z 9X4","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
British Columbia,    High Wage,Ecological Park Agriculture Inc.,"Richmond, BC V7A 4T7",5122-Editors,1
British Columbia,    High Wage,Elize Food & Bread Processing & Manufacturing Ltd,"NORTH VANCOUVER, BC V7P 1V7",0911-Manufacturing managers,1
British Columbia,    High Wage,Emcon Trucking Ltd.,"Surrey, BC V4N 6P3",7511-Transport truck drivers,2
British Columbia,    High Wage,Enersolv Design & Build Ltd,"Burnaby, BC V5J 5J2",7313-Refrigeration and air conditioning mechanics,1
British Columbia,    High Wage,Evilnut Creative Technology Ltd.,"Vancouver, BC V6E 2Y3",5241-Graphic designers and illustrators,1
British Columbia,    High Wage,Faithful Maintenance Ltd.,"Surrey, BC V3W 3M2",6315-Cleaning supervisors,1
British Columbia,    High Wage,Fascino Imports Ltd,"Surrey, BC V3W 3B2","0124-Advertising, marketing and public relations managers",1
British Columbia,    High Wage,Flying Fish Trading Inc.,"Surrey, BC V3S 8N4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
British Columbia,    High Wage,FOCUS MEDIA INC,"Richmond, BC V6X 2C3","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
British Columbia,    High Wage,Fort Langley Air Ltd,"White Rock, BC V4B 4H5",0731-Managers in transportation,1
British Columbia,    High Wage,Freya Logging Incorporated,"Prince George, BC V2N 6E6",8241-Logging machinery operators,1
British Columbia,    High Wage,Full Force Enterprises INC,"Chilliwack, BC V2R 4E5",0113-Purchasing managers,1
British Columbia,    High Wage,G.K. Drywall Ltd,"Surrey, BC V3X 0H7",2242-Electronic service technicians (household and business equipment),1
British Columbia,    High Wage,Gentleman Jacks Barbershop Inc.,"West Vancouver, BC V7S 2L5","0651-Managers in customer and personal services, n.e.c.",2
British Columbia,    High Wage,GENUINE LEARNING ACADEMY FOUNDATION,"Langley, BC V2Z 1B9","1123-Professional occupations in advertising, marketing and public relations",1
British Columbia,    High Wage,Giva Construction Inc.,"West Vancouver, BC V7T 2A3",0711-Construction managers,1
British Columbia,    High Wage,Grand Performance Auto Inc,"Richmond, BC V6V 1J7",0111-Financial managers,1
British Columbia,    High Wage,Hemkund Remedies Inc,"Surrey, BC V3W 4G1",1241-Administrative assistants,1
British Columbia,    High Wage,Herald Language College Coquiltam Ltd.,"Coquitlam, BC V3K 3P5",4021-College and other vocational instructors,1
British Columbia,    High Wage,Home Craft Siding & Soffits Ltd.,"Surrey, BC V3S 2L7",1221-Administrative officers,1
British Columbia,    High Wage,JAGGED EDGE ENTERPRISES LTD,"ABBOTSFORD, BC V2T 5S4",7511-Transport truck drivers,4
British Columbia,    High Wage,JP Song Holdings Ltd,"Prince Rupert, BC V8J 1M9",0631-Restaurant and food service managers,1
British Columbia,    High Wage,KCH Consulting Services Inc.,"Coquitlam, BC V3B 2P5",0125-Other business services managers,1
British Columbia,    High Wage,Krishna's Dosa Grill Ltd.,"Surrey, BC V3V 4B4",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Krishna's Dosa Grill Ltd.,"Surrey, BC V3V 4B4",6311-Food service supervisors,1
British Columbia,    High Wage,Little Thai Place Inc.,"Victoria, BC V8T 3P5",0113-Purchasing managers,1
British Columbia,    High Wage,Long Arm Enterprise Corporation Pvt. Ltd,"Victoria, BC V8W 1H2",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Maan Farms Ltd.,"Abbotsford, BC V2S 7N4","0124-Advertising, marketing and public relations managers",1
British Columbia,    High Wage,Maceo Solutions Inc.,"Coquitlam, BC V3B 2P5","0013-Senior managers - financial, communications and other business services",1
British Columbia,    High Wage,Maple Leaf Auto Service Ltd,"Richmond, BC V6V 1J4",1225-Purchasing agents and officers,1
British Columbia,    High Wage,Marathon Homes Ltd,"Surrey, BC V3Z 0Z5",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,Marathon Homes Ltd,"Surrey, BC V3Z 0Z5",1311-Accounting technicians and bookkeepers,1
British Columbia,    High Wage,Masita Korean Cuisine Ltd.,"Burnaby, BC V5E 1C5",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Nag and Usha Marble Renewal Contracting Limited,"Abbotsford, BC V3G 0C6","0016-Senior managers - construction, transportation, production and utilities",1
British Columbia,    High Wage,Natural Coast Pack Manufacturing Company Ltd.,"North Vancouver, BC V7M 2H9","9214-Supervisors, plastic and rubber products manufacturing",1
British Columbia,    High Wage,Naushad Ahmed Law Corporation,"Vancouver, BC V5V 4E8",1242-Legal administrative assistants,1
British Columbia,    High Wage,NEWTOP SHEET METAL LTD.,"Richmond, BC V6X 0B9",0213-Computer and information systems managers,1
British Columbia,    High Wage,North Delta Transport Ltd,"Chilliwack, BC V2R 5L1",7511-Transport truck drivers,2
British Columbia,    High Wage,NOVASTONE INC,"Burnaby, BC V5A 1T4",1241-Administrative assistants,1
British Columbia,    High Wage,O Canada Drywall Ltd,"Surrey, BC V3W 5N2",7294-Painters and decorators (except interior decorators),2
British Columbia,    High Wage,Optimus Commodities Inc,"North Vancouver, BC V7N 4N7",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,Pacific Salmon Industries Inc,"Surrey, BC V3W 4G1","9213-Supervisors, food, beverage and associated products processing",1
British Columbia,    High Wage,Pavitter Transport Ltd.,"Surrey, BC V4N 5N9",7511-Transport truck drivers,2
British Columbia,    High Wage,Prime Hut Pizza & Indian Cuisine Inc.,"Delta, BC V4C 6S2",1311-Accounting technicians and bookkeepers,1
British Columbia,    High Wage,PROJECT X SLAB INC.,"North Vancouver, BC V7P 0B7",2232-Mechanical engineering technologists and technicians,1
British Columbia,    High Wage,Richmond Plywood Corporation Limited,"Richmond, BC V6V 1K7","0016-Senior managers - construction, transportation, production and utilities",1
British Columbia,    High Wage,Safetech Scaffold Ltd,"Surrey, BC V3V 4K8","7204-Contractors and supervisors, carpentry trades",2
British Columbia,    High Wage,SHB HOLDINGS LTD.,"Vancouver, BC V5X 4V9",0631-Restaurant and food service managers,1
British Columbia,    High Wage,SHL Construction Ltd.,"Vancouver, BC V5X 2C8",7271-Carpenters,2
British Columbia,    High Wage,Slate Upper Mainland Inc.,"Prince Rupert, BC V8J 1L6",1223-Human resources and recruitment officers,1
British Columbia,    High Wage,SLICC Professional Services Ltd.,"Vancouver, BC V5M 1A4",2225-Landscape and horticulture technicians and specialists,2
British Columbia,    High Wage,Square One Insurance Services Inc.,"VANCOUVER, BC V6B 4N8",6231-Insurance agents and brokers,1
British Columbia,    High Wage,Stitches Creation Inc.,"Burnaby, BC V5J 5K4",5241-Graphic designers and illustrators,1
British Columbia,    High Wage,Supertech Automotive Service Centre Inc,"North Vancouver, BC V7P 1R9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
British Columbia,    High Wage,Supreme Sprinklers Inc,"Richmond, BC V6V 3B6",7441-Residential and commercial installers and servicers,1
British Columbia,    High Wage,Teja Trucking Ltd,"Abbotsford, BC V2T 3S5",7511-Transport truck drivers,6
British Columbia,    High Wage,The Cao Law Corporation,"Vancouver, BC V6S 2E7",1242-Legal administrative assistants,1
British Columbia,    High Wage,The Wheats Parent-Child Workshop Limited,"Vancouver, BC V1Y 1K4","0014-Senior managers - health, education, social and community services and membership organizations",1
British Columbia,    High Wage,Top Consulting Group Inc.,"Vancouver, BC V6M 2A3",2281-Computer network technicians,1
British Columbia,    High Wage,Trans Empire Logistics Inc,"Surrey, BC V2W 3E9",1311-Accounting technicians and bookkeepers,1
British Columbia,    High Wage,UBA Home Inc.,"Vancouver, BC V6B 2Z4",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,Unihealth Therapeutic Centre Ltd,"Vancouver, BC V6Z 2P5","1211-Supervisors, general office and administrative support workers",1
British Columbia,    High Wage,Unique Telecommunications Inc.,"Burnaby, BC V5J 3J1","1123-Professional occupations in advertising, marketing and public relations",1
British Columbia,    High Wage,Unity Transport Ltd,"ABBOTSFORD, BC V2T 6S9",7511-Transport truck drivers,2
British Columbia,    High Wage,VANGUARD PAINTING LTD.,"VANCOUVER, BC V5L 1K5","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
British Columbia,    High Wage,VEDAWIN Wellness Co. Ltd.,"Surrey, BC V4A 9E7",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,Vert Chanel Services Corp.,"North Vancouver, BC V7M  3K","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
British Columbia,    High Wage,Virsa Video & Computers Ltd.,"Surrey, BC V3W 1R1",6221-Technical sales specialists - wholesale trade,1
British Columbia,    High Wage,West Pacific Consulting Group Managed Services Inc.,"Vancouver, BC V6E 4M3",1311-Accounting technicians and bookkeepers,1
British Columbia,    High Wage,Westberry Farms Ltd,"Abbotsford, BC V2S 7Y8","9213-Supervisors, food, beverage and associated products processing",1
British Columbia,    High Wage,WM Fashion Universal Ltd,"Vancouver, BC V5Z 1S7",0911-Manufacturing managers,1
British Columbia,   Low Wage, Geeta's Beauty Salon & Spa Ltd.,"Richmond, BC V6Y 1V1","6562-Estheticians, electrologists and related occupations",1
British Columbia,   Low Wage,0785182 B.C. LTD,"Surrey, BC V3V 4C1",6322-Cooks,1
British Columbia,   Low Wage,0808204 BC Ltd dba Apex Liquor Market,"Vancouver, BC V5P 3X9",6211-Retail sales supervisors,1
British Columbia,   Low Wage,0847939 B.C Ltd.,"Vancouver, BC V6A 1N4",6512-Bartenders,1
British Columbia,   Low Wage,0903995 BC LTD.,"Burnaby, BC V5H 2E6",6322-Cooks,1
British Columbia,   Low Wage,1088136 B.C. LTD,"Surrey, BC V3W 2N8",6322-Cooks,2
British Columbia,   Low Wage,1196547 BC LTD,"West Vancouver, BC V7V 1J6",6322-Cooks,1
British Columbia,   Low Wage,1204605 B.C. LTD,"Coquitlam, BC V3K 4X8",7272-Cabinetmakers,1
British Columbia,   Low Wage,A Taste of Punjab Restaurant Ltd.,"Surrey, BC V3T 4G1",6322-Cooks,1
British Columbia,   Low Wage,Air Hair Salon & Esthetics Ltd.,"Vancouver, BC V6B 3A4",6341-Hairstylists and barbers,1
British Columbia,   Low Wage,Akram I & N Services LTD,"Bear Lake, BC V0J 3G0",6311-Food service supervisors,1
British Columbia,   Low Wage,Ale Petty Food Services Ltd.,"Vancouver, BC V6M 4K9",6311-Food service supervisors,1
British Columbia,   Low Wage,An Elegant Touch Home Staging & Design Inc.,"Richmond, BC V6X 1N6",1221-Administrative officers,1
British Columbia,   Low Wage,Artistic Drywall Ltd.,"Surrey, BC V3W 3L7",7611-Construction trades helpers and labourers,1
British Columbia,   Low Wage,Axl Amazing Xpress Ltd.,"Abbotsford, BC V2T 6Z8",1241-Administrative assistants,1
British Columbia,   Low Wage,BC NEW STYLE PAINTING LTD.,"Surrey, BC V3W 1L4",7294-Painters and decorators (except interior decorators),2
British Columbia,   Low Wage,Bhullar Enterprises Inc dba Atlas Animal Hospital,"Vancouver, BC V5W 2Z4",1243-Medical administrative assistants,1
British Columbia,   Low Wage,Bright Jenny Coffee Inc,"Kelowna, BC V1Y 7G5",6311-Food service supervisors,1
British Columbia,   Low Wage,Cafe Crepe Inc.,"Vancouver, BC V6E 1A7",0621-Retail and wholesale trade managers,1
British Columbia,   Low Wage,Cambridge Immigration Solutions Inc,"Surrey, BC V3W 1R1",1241-Administrative assistants,1
British Columbia,   Low Wage,CITY FURNITURE & APPLIANCES (KAMLOOPS) LTD,"KAMLOOPS, BC V2E 2N1",7452-Material handlers,1
British Columbia,   Low Wage,Cleantouch Management Services Ltd.,"Langley, BC V3A 3X2",6731-Light duty cleaners,2
British Columbia,   Low Wage,Cypress Security (2013) Inc.,"Surrey, BC V3W 3M8",6541-Security guards and related security service occupations,2
British Columbia,   Low Wage,Dae-Ji Food Group Inc.,"Burnaby, BC V5H 4T6",0631-Restaurant and food service managers,1
British Columbia,   Low Wage,DEGA Holdings Ltd o/a Tim Hortons,"SQUAMISH, BC V8B 0K5",6311-Food service supervisors,7
British Columbia,   Low Wage,Dinestcorp Holding Ltd,"RICHMOND, BC V7C 0B8",6322-Cooks,1
British Columbia,   Low Wage,Dinestcorp Holding Ltd,"RICHMOND, BC V7C 0B8",6513-Food and beverage servers,1
British Columbia,   Low Wage,DUMONDE SERVICES MANAGEMENT INC.,"VANCOUVER, BC V6H 3X8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
British Columbia,   Low Wage,"EK CONSULTING CO., LTD.","Richmond, BC V6X 0J8",1241-Administrative assistants,1
British Columbia,   Low Wage,Euro Food Plus Enterprises Inc,"vancouver, BC V6G 1C7",6211-Retail sales supervisors,1
British Columbia,   Low Wage,FAITH FELLOWSHIP BAPTIST CHURCH,"Burnaby, BC V5S 1J6",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,Fire-Tech Sprinklers Ltd.,"richmond, BC V7A 3S5","7252-Steamfitters, pipefitters and sprinkler system installers",1
British Columbia,   Low Wage,FLEETWOOD PIZZA LTD,"SURREY, BC V4N 0X8",6322-Cooks,1
British Columbia,   Low Wage,Global Class Group Immigration and Education Consulting Services Inc,"Port Coquitlam, BC V3C 5N1",0601-Corporate sales managers,1
British Columbia,   Low Wage,Goodrich Terminal 2012 Ltd,"Surrey, BC V3V 3V7",1241-Administrative assistants,1
British Columbia,   Low Wage,Hican International Consulting Ltd.,"Richmond, BC V6X 3M1",1241-Administrative assistants,1
British Columbia,   Low Wage,Hillcrest Resort Hotel,"Revelstoke, BC V0E 2S0","6313-Accommodation, travel, tourism and related services supervisors",1
British Columbia,   Low Wage,HopeGold Solutions Inc.,"North Vancouver, BC V7J 3S8",0631-Restaurant and food service managers,1
British Columbia,   Low Wage,In-Joy Montessori Children's Center Inc.,"Burnaby, BC V5G 2H8",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,JB Landscaping & Drain Tile Ltd,"ABBOTSFORD, BC V2T 4A3",8612-Landscaping and grounds maintenance labourers,2
British Columbia,   Low Wage,Kabuto Enterprises Ltd.,"Squamish, BC V0N 3G0",6322-Cooks,1
British Columbia,   Low Wage,Kamamarui Restaurant Ltd,"Burnaby, BC V5H 3P4",6311-Food service supervisors,1
British Columbia,   Low Wage,Kasai Teppanyaki Steak & Sushi House Ltd,"Kelowna, BC V1Y 6G3",6321-Chefs,1
British Columbia,   Low Wage,Kat Cadegan Jewellery Inc,"Revelstoke, BC V0E 2S0","6344-Jewellers, jewellery and watch repairers and related occupations",1
British Columbia,   Low Wage,Kidz R Kidz Learning Center Inc.,"Coquitlam, BC V3B 0L8",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,KOMAL DRYWALL LTD,"SURREY, BC V3R 5T2",7611-Construction trades helpers and labourers,1
British Columbia,   Low Wage,Lansdowne Holdings Ltd.,"Richmond, BC V6X 3H1",6322-Cooks,3
British Columbia,   Low Wage,Little Qualicum Cheeseworks Ltd.,"Parksville, BC V9P 2B5","9213-Supervisors, food, beverage and associated products processing",1
British Columbia,   Low Wage,MKN Foods Ltd.,"Maple Ridge, BC V2X 2T9",0631-Restaurant and food service managers,1
British Columbia,   Low Wage,"Mole Hill Montessori, Limited","Vancouver, BC V6Z 1W7",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,MR Moose's Childcare Learning Centre Ltd.,"Abbotsford, BC V2T 1S4",4214-Early childhood educators and assistants,3
British Columbia,   Low Wage,Neeku Enterprises Company Limited,"Chilliwack, BC V2R 4E8",6322-Cooks,1
British Columbia,   Low Wage,New York Painting and coating ltd.,"Surrey, BC V3S 2B9",1431-Accounting and related clerks,1
British Columbia,   Low Wage,NUMIS Consulting Inc,"Vancouver, BC V6C 1A5",1241-Administrative assistants,1
British Columbia,   Low Wage,Pacifc Bark Blowers Inc,"Burnaby, BC V3N 2T8",6316-Other services supervisors,1
British Columbia,   Low Wage,PAYLESS BUILDING MAINTENANCE LTD,"Nanaimo, BC V9T 5M7",6322-Cooks,1
British Columbia,   Low Wage,Perler Financial Group Inc.,"Port Coquitlam, BC V3C 2B2",4163-Business development officers and marketing researchers and consultants,1
British Columbia,   Low Wage,PETE'S MEAT INC.,"Vancouver, BC V6J 0E6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
British Columbia,   Low Wage,PETITS GENIES ACADEMY LTD,"BURNABY, BC V5B 2J3",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,Primero Cigar Imports Ltd,"Vancouver, BC V6A 1S3",6222-Retail and wholesale buyers,1
British Columbia,   Low Wage,Quality Cabinet MFG Ltd.,"North Vancouver, BC V7H 0A1",1311-Accounting technicians and bookkeepers,1
British Columbia,   Low Wage,R&T Bottle Depot Ltd,"Abbotsford, BC V2T 4C6",6316-Other services supervisors,1
British Columbia,   Low Wage,Redpath Foods Inc.,"Richmond, BC V6X 2P9",1521-Shippers and receivers,1
British Columbia,   Low Wage,RKG Holdings LTD.,"Surrey, BC V3S 3K2",0631-Restaurant and food service managers,1
British Columbia,   Low Wage,Rockcut Neighborhood Pub (2006) Ltd.,"Rossland, BC V0G 1Y0",0631-Restaurant and food service managers,1
British Columbia,   Low Wage,ROLLINGDALE WINERY INC.,"West Kelowna, BC V1Z 1Z5",6411-Sales and account representatives - wholesale trade (non-technical),1
British Columbia,   Low Wage,RPS Restaurants Ltd.,"Squamish, BC V8B 0G8","6711-Food counter attendants, kitchen helpers and related support occupations",2
British Columbia,   Low Wage,SHIKI SUSHI LTD,"VICTORIA, BC V8W 2H7",6322-Cooks,1
British Columbia,   Low Wage,Shoal Creek Enterprises Ltd.,"Vancouver, BC V6H 3H8",6322-Cooks,1
British Columbia,   Low Wage,SIlva Timber Products Ltd.,"Langley, BC V3A 5E8",9533-Other wood products assemblers and inspectors,1
British Columbia,   Low Wage,Snow Cap Enterprises Ltd.,"Burnaby, BC V3N 5G4",6552-Other customer and information services representatives,1
British Columbia,   Low Wage,SSH Safari Snack House & Grill,"Burnaby, BC V5E 3N1",6322-Cooks,1
British Columbia,   Low Wage,Summerland Homes Ltd.,"Summerland, BC V0H 1Z7",1311-Accounting technicians and bookkeepers,1
British Columbia,   Low Wage,Sweet Obession Cakes & Pastries Ltd.,"VANCOUVER, BC V6T 0B4",6311-Food service supervisors,1
British Columbia,   Low Wage,T Jones Enterprises Inc,"Vancouver, BC V6H 2W4",7611-Construction trades helpers and labourers,1
British Columbia,   Low Wage,T.M. Crest Homes (2007) Ltd.,"Surrey, BC V3Z 0M1",7611-Construction trades helpers and labourers,1
British Columbia,   Low Wage,The Curry Pot Indian & Nepalese Cuisine Ltd.,"Vernon, BC V1T 2C1",6322-Cooks,2
British Columbia,   Low Wage,THE GOOD SHEPHERD DAYCARE LTD.,"Coquitlam, BC V3B 4T5",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,The Yu Holdings Ltd.,"West Vancouver, BC V7T 1G1",1241-Administrative assistants,1
British Columbia,   Low Wage,The Zealous Salon Corp,"Richmond, BC V6X 4J7","0651-Managers in customer and personal services, n.e.c.",1
British Columbia,   Low Wage,The Zealous Salon Corp,"Richmond, BC V6X 4J7",6341-Hairstylists and barbers,1
British Columbia,   Low Wage,Tiny Hopper BC 1 INC.,"Langley, BC V2Y 0L7",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,Top Quality Coatings Ltd,"Victoria, BC V9B 6H3",7294-Painters and decorators (except interior decorators),1
British Columbia,   Low Wage,Ultima Medical Services Inc.,"Richmond, BC V7B 1C3",3414-Other assisting occupations in support of health services,1
British Columbia,   Low Wage,WEST JADE RESTAURANT LTD,"SQUAMISH, BC V8B 0K5",0631-Restaurant and food service managers,1
British Columbia,   Low Wage,WESTCOAST E&T HOLDINGS LTD,"abbotsford, BC V2S 4L5",6322-Cooks,1
British Columbia,   Low Wage,Woodferg James Group Holdings Ltd.,"port coquitlam, BC V3B 1A8",6322-Cooks,1
British Columbia,   Low Wage,Zabb Restaurant Ltd.,"Kelowna, BC V1Y 1W2",6322-Cooks,1
British Columbia,   Low Wage,Zabb Restaurant Ltd.,"Kwlowna, BC V1X 3S9",6322-Cooks,1
British Columbia,  Primary Agriculture,1134759 BC Ltd,"Surrey, BC V3V 0C9",8431-General farm workers,34
British Columbia,  Primary Agriculture,GREENLAND GROWERS NURSERY LTD,"Aldergrove, BC V4W 1R7","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
British Columbia,  Primary Agriculture,JHL Contractors Ltd,"Surrey, BC V3W 3K8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
British Columbia,  Primary Agriculture,Log Barn 1912 Enterprises Corp,"Armstrong, BC V0E 1B8",0821-Managers in agriculture,1
