"List of employers who were issued a positive  Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (October-December)",,,,, 
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Positions Approved 
,,Ad hoc Content Inc.,"Toronto, ON M6K 3E9","5131-Producers, directors, choreographers and related occupations",2
,,,,"5232-Other performers, n.e.c.",5
,,Adastra Corporation,"Markham, ON L3T 7M8",2171-Information systems analysts and consultants,1
,,Aerotek ULC,"Mississauga, ON L5B 3J1",0911-Manufacturing managers,2
,,AJF Forming Ltd.,"North York, ON M6M 3E5",7236-Ironworkers,1
,,Aldershot Greenhouses Ltd.,"Burlington, ON L7T 2M7",1223-Human resources and recruitment officers,1
,,Alexim Roofing Inc,"Mississauga, ON L4Y 3R8",7291-Roofers and shinglers,1
,,Algonquian Diamond Counsellor International Co.,"Oakville, ON L6J 7R4","6344-Jewellers, jewellery and watch repairers and related occupations",4
,,Algonquin Child and Family Services,"North Bay, ON P1B 1B1",4151-Psychologists,1
,,Allstone Quarry Products Inc.,"Schomberg, ON L0G 1T0",7271-Carpenters,1
,,Alpha Profiles Ltd.,"Toronto, ON M9L 2R6",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Alpha Trans Ltd.,"Mississauga, ON L5S 1W4",2281-Computer network technicians,1
,,Alpine Masonry Inc,"Toronto, ON L1M 2C8","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Aluminum Window Designs Ltd.,"Woodbridge, ON L4L 4A3",0211-Engineering managers,1
,,Always Roofing Ltd.,"Toronto, ON L4K 1N4",7291-Roofers and shinglers,6
,,Anatolia Tile & Stone Inc.,"Vaughan, ON L4L 1A5","0124-Advertising, marketing and public relations managers",1
,,Apadana Booking Services Inc.,"Concord, ON L4K 2W9",0125-Other business services managers,1
,,APS Interiors Inc.,"Pickering, ON L1W 3V5",0711-Construction managers,1
,,Art Gallery Of Ontario,"Toronto, ON M5T 1G4","0511-Library, archive, museum and art gallery managers",1
,,AS General Contracting And Investment,"Scarborough, ON M1X 1E7",7282-Concrete finishers,1
,,ASL19 Inc.,"Toronto, ON M5T 2L7","0124-Advertising, marketing and public relations managers",1
,,ATD Precision Ltd.,"Mississauga, ON L5T 1E8",2174-Computer programmers and interactive media developers,1
,,Atlantic Contracting Group Inc.,"Toronto, ON M6M 4K9",7281-Bricklayers,6
,,Auctionmaxx Inc.,"Toronto, ON M9M 2W6",6221-Technical sales specialists - wholesale trade,1
,,Autolinx Express Inc.,"Caledon, ON L7E 3B5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Avion Technologies Inc.,"Mississauga, ON L5S 1M9",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Azimuth Three Enterprises Inc.,"Brampton, ON L6T 5M8",7245-Telecommunications line and cable workers,1
,,Barrick Gold Corporation,"Toronto, ON M5J 2S1","0016-Senior managers - construction, transportation, production and utilities",1
,,BBWTKD Mississauga Inc.,"Toronto, ON M2M 2Y8","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Beckett Electrical Inc.,"North York, ON M6L 1M6",7241-Electricians (except industrial and power system),1
,,Beiruti Gourmet Inc.,"North York, ON M2J 0A3",6332-Bakers,1
,,Bell Media Inc.,"Scarborough, ON M1S 4B5",5231-Announcers and other broadcasters,1
,,Bello Horizonte Construction Ltd,"North York, ON M6L 1H7",7271-Carpenters,1
,,Bolton Medical Imaging Inc.,"Bolton, ON L7E 4C8",1221-Administrative officers,1
,,Boston Group Hospitality Ltd.,"Brampton, ON L6T 5N9",1311-Accounting technicians and bookkeepers,1
,,Bowmanville Medical Associates,"Bowmanville, ON L1C 1P6",3112-General practitioners and family physicians,2
,,Bramalea Steelworks Ltd.,"Mississauga, ON L5S 1S2",7237-Welders and related machine operators,1
,,Brecas Management Inc,"Toronto, ON M3B 2T5","0013-Senior managers - financial, communications and other business services",1
,,Brevitas Consulting Inc.,"Richmond Hill, ON L4B 3B2",1122-Professional occupations in business management consulting,1
,,Bruce Power L.P.,"Tiverton, ON N0G 2T0",0912-Utilities managers,1
,,BTL Railings Inc.,"Toronto, ON M6M 1J2","7384-Other trades and related occupations, n.e.c.",1
,,C. Valley Paving Ltd.,"Kleinburg, ON L0J 1C0",7312-Heavy-duty equipment mechanics,1
,,Caliber Refinishng Solutions Inc.,"Toronto, ON M9L 2X6",7322-Motor vehicle body repairers,1
,,Camoes Radio Inc.,"Toronto, ON M6G 1C4",5231-Announcers and other broadcasters,1
,,Canabee Inc.,"Markham, ON L3R 4X9",4163-Business development officers and marketing researchers and consultants,1
,,Canada Basketball,"Toronto, ON M9C 1B2",5252-Coaches,1
,,Canada's National Ballet School,"Toronto, ON M4Y 2G6",5134-Dancers,3
,,,,5221-Photographers,1
,,Canadian Clinic of Rejuvenation & Longevity,"Windsor, ON N8W 5W1",3112-General practitioners and family physicians,1
,,Canadian Opera Company,"Toronto, ON M5A 1E8",5133-Musicians and singers,2
,,Cancorp Glass Industries Inc.,"Concord, ON L4K 3Y9",7292-Glaziers,1
,,Canmedor Healthcare International Corporation,"Ottawa, ON K2M 0B2","0016-Senior managers - construction, transportation, production and utilities",1
,,Capela Surfaces Inc.,"North York, ON M6M 3E6",7271-Carpenters,1
,,Carney Battery Handling Ltd,"Brampton, ON L7A 1B9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Cars Auto Collision Ltd,"Burlington, ON L7L 4X3",7322-Motor vehicle body repairers,1
,,Castle Contracting Ltd.,"Nobleton, ON L0G 1N0","7302-Contractors and supervisors, heavy equipment operator crews",1
,,CDS Cambridge Drywall Services,"Cambridge, ON N1T 2K8",7271-Carpenters,1
,,Century 3000 Auto Collision Center LTD,"Etobicoke, ON M8Z 5K2",7322-Motor vehicle body repairers,1
,,Check Point Group Inc.,"Toronto, ON M8V 1G9","7384-Other trades and related occupations, n.e.c.",1
,,China Post New Media Intl. (Canada) Ltd.,"Thornhill, ON L3T 7T1","0013-Senior managers - financial, communications and other business services",1
,,Chubby's Jamaican Kitchen Inc,"Toronto, ON M5V 2N2",6321-Chefs,1
,,Churrasqueira Carlos Martins Inc.,"Toronto, ON M6M 1B9",6321-Chefs,1
,,CINEPLEX Entertainment LP,"Toronto, ON M4T 2Y9","0013-Senior managers - financial, communications and other business services",1
,,City Concrete Construction Inc,"Toronto, ON M0M 1J3",7271-Carpenters,2
,,Citymark Construction and Drywall Ltd.,"Concord, ON L4K 4R9","7284-Plasterers, drywall installers and finishers and lathers",1
,,Ckdpack Packaging Inc.,"Mississauga, ON L5N 1J5",2253-Drafting technologists and technicians,1
,,Clifford Restoration Limited,"Scarborough, ON M1P 2B8",7271-Carpenters,1
,,,,"7384-Other trades and related occupations, n.e.c.",3
,,Clonard Group Inc.,"Toronto, ON M3J 2G6",7271-Carpenters,1
,,Club Rush Ltd.,"Kanata, ON K2L 1T9","0014-Senior managers - health, education, social and community services and membership organizations",1
,,Coivic Contracting Ltd.,"Milton, ON L9E 1A3",7281-Bricklayers,2
,,Combined Metals Industries Inc,"Toronto, ON M9L 1P9",0714-Facility operation and maintenance managers,1
,,Complete Stainless Solutions Limited,"Mississauga, ON L4W 1Y4",7237-Welders and related machine operators,1
,,Construction Com Group Ltd,"Toronto, ON M8V 4A7",7283-Tilesetters,1
,,Contract Pharmaceuticals Limited,"Mississauga, ON L5N 6L6",2112-Chemists,1
,,Coverall Industries Inc.,"Mississauga, ON L5A 3P2","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,CQ Search Group Ltd,"Toronto, ON M9C 5K6",2174-Computer programmers and interactive media developers,1
,,Crew & Logistics Ltd,"Toronto, ON M6N 3C9",9417-Machining tool operators,1
,,Crop Defenders Ltd,"Windsor, ON N9B 3W8",1122-Professional occupations in business management consulting,1
,,Cubic LK Inc.,"Concord, ON L4K 1H7",2233-Industrial engineering and manufacturing technologists and technicians,1
,,CWC Immigration Solutions Inc.,"Brampton, ON L6T 4L6","1211-Supervisors, general office and administrative support workers",1
,,,,1241-Administrative assistants,2
,,Cybage Software Private Limited,"Mississauga, ON L4W 5K4",2174-Computer programmers and interactive media developers,1
,,Cyclone Manufacturing Inc.,"Mississauga, ON L5N 5S1",7231-Machinists and machining and tooling inspectors,1
,,D&D Custom Steel Products Ltd.,"Stoney Creek, ON L8E 3P3",7231-Machinists and machining and tooling inspectors,3
,,Damax Management Inc.,"Mississauga, ON L5W 1E7",4163-Business development officers and marketing researchers and consultants,1
,,Danko Jones Inc.,"Toronto, ON M4P 1Y7","1123-Professional occupations in advertising, marketing and public relations",1
,,Deloitte Inc.,"Toronto, ON M5C 3G7",0213-Computer and information systems managers,1
,,,,1122-Professional occupations in business management consulting,1
,,DHX - Mega Monster Productions Inc,"Toronto, ON M5J 1A7",5135-Actors and comedians,1
,,DHX Television Ltd.,"Toronto, ON M5J 1A7","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Dialogue 38 Inc.,"Toronto, ON M6J 1V6",5242-Interior designers and interior decorators,1
,,Digital Extremes Ltd.,"London, ON N6A 6K2",2174-Computer programmers and interactive media developers,1
,,Dominion Doors and Windows Ltd,"Cocord, ON L4K 4A8",1221-Administrative officers,1
,,Donna Raczka Insurance Agency Inc,"Mississauga, ON L4W 1J4",6231-Insurance agents and brokers,1
,,"Double ""W"" Pastry Inc.","Mississauga, ON L4W 1V1",0911-Manufacturing managers,1
,,Dr. Narendra C Singh Medicine Professional Co,"Vaughan, ON L4L 8Z1",3111-Specialist physicians,1
,,DR.J.S Bhandal Dentistry Professional Corp.,"Brampton, ON L6P 2P9",1243-Medical administrative assistants,1
,,DT Property Solutions LTD,"Toronto, ON M9M 2H8",7281-Bricklayers,1
,,EastGen Incorporated,"Guelph, ON N1H 6J1",2231-Civil engineering technologists and technicians,1
,,Eastside Chevrolet Buick GMC Ltd.,"Markham, ON L3R 2P4","0124-Advertising, marketing and public relations managers",1
,,,,"1123-Professional occupations in advertising, marketing and public relations",1
,,Eileen Roofing Inc.,"Toronto, ON M9M 1A2",7291-Roofers and shinglers,1
,,Electronics Boutique Inc.,"Brampton, ON L6T 5T2",2174-Computer programmers and interactive media developers,1
,,Elej Interior Ltd.,"Toronto, ON M1L 3S5",7272-Cabinetmakers,1
,,Elite Model Management Toronto Inc,"Toronto, ON M5A 1V2","5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",1
,,,,"5232-Other performers, n.e.c.",5
,,Elte Carpets Limited,"Toronto, ON M6E 5A2",1122-Professional occupations in business management consulting,1
,,Embassy Flavours Ltd.,"Brampton, ON L6T 5V9",2112-Chemists,1
,,Endekus Corporation,"Toronto, ON M9B 6H7","1123-Professional occupations in advertising, marketing and public relations",2
,,Europro Tile & Marble Ltd,"Woodbridge, ON L4T 9H9",7283-Tilesetters,1
,,Everest Transportation Inc.,"Caledon, ON L7C 2W1","1211-Supervisors, general office and administrative support workers",1
,,F.E.Ossai Medicine Professional Corporation,"London, ON N6B 2E8",3112-General practitioners and family physicians,1
,,Faston Logistics Ltd.,"Scarborough, ON M1S 4T6",2281-Computer network technicians,1
,,Ferros Masonry Ltd.,"Toronto, ON M6E 3L4",7281-Bricklayers,4
,,Fidelity Property Management Ltd,"Toronto, ON M4S 1A6",1241-Administrative assistants,1
,,Flixel Photos Inc,"Toronto, ON M6K 3G3","1123-Professional occupations in advertising, marketing and public relations",1
,,Flynn Canada Ltd.,"Mississauga, ON L4V 1K2",7233-Sheet metal workers,1
,,,,7291-Roofers and shinglers,6
,,,,7292-Glaziers,1
,,Four Leaf Services Inc.,"Burlington, ON L7N 2R5",6322-Cooks,1
,,Furniture Selection Warehouse Inc.,"Scarborough, ON M1P 2L2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,G Adventures Inc.,"Toronto, ON M5V 2H5","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Gameloft Entertainment Toronto Inc.,"Toronto, ON M6K 3J7",5223-Graphic arts technicians,1
,,,,5241-Graphic designers and illustrators,1
,,GE Betz Canada Company,"Oakville, ON L6M 4B2",2134-Chemical engineers,1
,,GEP Umbrella Inc.,"Toronto, ON M8Z 5Z4","5131-Producers, directors, choreographers and related occupations",1
,,GFL Environmental Inc.,"Vaughan, ON L4K 0H9","0016-Senior managers - construction, transportation, production and utilities",1
,,Glencore Canada Corporation,"Toronto, ON M5X 1E3",2113-Geoscientists and oceanographers,1
,,GRD Gear & Machine Manufacturing Inc.,"Mississauga, ON L5S 1R4",7231-Machinists and machining and tooling inspectors,1
,,Greenhouse Juice Company ULC,"Toronto, ON M6J 2Y8",2121-Biologists and related scientists,1
,,Gremore Contracting Inc.,"Milton, ON L9E 0L5",7281-Bricklayers,1
,,GTA Restoration Group Inc.,"Toronto, ON M3B 2V9","7284-Plasterers, drywall installers and finishers and lathers",1
,,GTA Security Solutions Inc.,"TORONTO, ON M6A 0A1",1122-Professional occupations in business management consulting,1
,,Handyman Painting,"Toronto, ON L6B 0M7","7284-Plasterers, drywall installers and finishers and lathers",1
,,HDR Technical Services Inc.,"Ottawa, ON K2E 7L5",2241-Electrical and electronics engineering technologists and technicians,1
,,Heligear Canada Acquisition Corporation,"Milton, ON L9T 3H5",2242-Electronic service technicians (household and business equipment),1
,,Hero Response Inc.,"Toronto, ON M9W 4W4",7271-Carpenters,2
,,HitGrab Inc.,"Toronto, ON M5C 1K6","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Holiday Films Inc.,"Toronto, ON M5V 1J2","5131-Producers, directors, choreographers and related occupations",1
,,"Holt, Renfrew & Co., Limited","Toronto, ON M4W 3B8",0601-Corporate sales managers,1
,,Hortican Inc.,"Toronto, ON M6J 2S1",4163-Business development officers and marketing researchers and consultants,1
,,HQ Marquee #2 Productions,"Newmarket, ON L3Y 4B1",5135-Actors and comedians,2
,,HQ Marquee #4 Productions Inc.,"Newmarket, ON L3Y 4B1",5135-Actors and comedians,3
,,Humberview Insurance Brokers Ltd.,"Toronto, ON M6R 2M8",6231-Insurance agents and brokers,1
,,Hun Contracting Inc,"Bradford, ON L3Z 0G5",7271-Carpenters,1
,,Hunterfield Holdings Inc.,"London, ON N6P 1H6","0513-Recreation, sports and fitness program and service directors",1
,,Husain Holdings Inc,"Brampton, ON L6W 3J9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Hybrid Logistics Inc.,"Brampton, ON L6T 4G9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Ideal Kitchen Cabinet and Renovations Inc.,"Brampton, ON L6X 0L6",7272-Cabinetmakers,1
,,Image Dental Laboratory Limited,"Barrie, ON L4M 7G1","3223-Dental technologists, technicians and laboratory assistants",1
,,IMJ Enterprises Inc,"Richmond Hill, ON L4C 3C7",7294-Painters and decorators (except interior decorators),1
,,Impressions Kitchens Inc.,"Toronto, ON M6N 3C9",7272-Cabinetmakers,2
,,IMSD Construction Inc.,"Toronto, ON M6R 2N2",7271-Carpenters,1
,,Indian Biryani House 2,"Toronto, ON M5H 1T1",6321-Chefs,1
,,Infinite IT Solutions Inc.,"Vaughan, ON L4H 0R6",2282-User support technicians,1
,,Insight Big Brother Canada 6 LTD,"Toronto, ON M5V 1K4","5131-Producers, directors, choreographers and related occupations",1
,,IQPC WorldWide Company,"Toronto, ON M4T 1N5",6221-Technical sales specialists - wholesale trade,1
,,Iron Art Railings and Fencing Inc,"Toronto, ON M6B 2Y2","7384-Other trades and related occupations, n.e.c.",4
,,ITPS (Canada) Ltd.,"London, ON N5V 3Z9",2243-Industrial instrument technicians and mechanics,1
,,J. Macedo Carpentry & Millwork Ltd.,"North York, ON M9M 2M8",7271-Carpenters,1
,,Jane Corkin Gallery Inc,"Toronto, ON M5A 3C4",5112-Conservators and curators,1
,,Jellystone Films Inc,"Toronto, ON M4M 0A1","5131-Producers, directors, choreographers and related occupations",2
,,,,"5226-Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",1
,,,,"5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",2
,,Jommo Corp,"Milton, ON L9T 0J9","0513-Recreation, sports and fitness program and service directors",1
,,Just Aluminum & Glass Inc.,"Mississauga, ON L4W 1H7","7201-Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",1
,,K&G Oakburn Apartments LTD,"Toronto, ON M4A 0B2",7271-Carpenters,1
,,Kanset Services Inc.,"Toronto, ON M3J 2M2","1123-Professional occupations in advertising, marketing and public relations",1
,,KBS+P Canada LP,"Toronto, ON M5A 1K8","0013-Senior managers - financial, communications and other business services",1
,,KCC Chooka Cabinet Ltd.,"North York, ON M3J 1Z9",5242-Interior designers and interior decorators,1
,,Khalsa Community School,"Brampton, ON L6S 3B5",5133-Musicians and singers,1
,,King Cole Ducks Limited,"Stouffville, ON L4A 2V5",3233-Licensed practical nurses,1
,,Kognitiv Corporation,"Toronto, ON M5V 2H1","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,La Rocca Creative Cakes Inc,"Richmond Hill, ON L4S 0B4",6321-Chefs,1
,,Lee's Badminton Training Centre Inc.,"Markham, ON L3R 8C1",5252-Coaches,1
,,Limen Masonry 2013 Ltd,"Toronto, ON M3J 1Z9",7271-Carpenters,2
,,,,7281-Bricklayers,6
,,Linx Underwriting Solutions Incorporated,"Markham, ON L3R 0E7","0013-Senior managers - financial, communications and other business services",1
,,Lofty Logistics Inc.,"Brampton, ON L6P 1Z3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Lomco Ltd.,"Stouffville, ON L4A 2M7",2225-Landscape and horticulture technicians and specialists,1
,,London Health Sciences Centre,"London, ON N6A 5W9",3111-Specialist physicians,1
,,London Health Sciences Foundation,"London, ON N6C 2R6",6411-Sales and account representatives - wholesale trade (non-technical),1
,,LS Travel Retail North America Inc.,"Toronto, ON M5V 1J9",6211-Retail sales supervisors,1
,,LVC Restaurants Inc,"Toronto, ON M5V 2A4",6321-Chefs,1
,,M.S.S. Machining Industries Ltd.,"Brampton, ON L6W 3N5",7237-Welders and related machine operators,1
,,Mackenzie Financial Corporation,"Toronto, ON M5V 3K1",1112-Financial and investment analysts,1
,,Mad Radish Inc.,"Ottawa, ON K1N 5T5",1122-Professional occupations in business management consulting,1
,,Magnum Masonry Contracting Ltd.,"Toronto, ON M9M 2M6",7281-Bricklayers,2
,,Mandarin Badminton Inc.,"Markham, ON L3R 1H5",5252-Coaches,2
,,Mandi Electric Inc.,"Burlington, ON L7L 7B8",7241-Electricians (except industrial and power system),1
,,MariCann Inc.,"Langton, ON N0E 1G0",0711-Construction managers,1
,,Martinus Dekker Consulting Inc.,"Toronto, ON M5V 3X1",1226-Conference and event planners,1
,,Medi Group Masonry Limited,"Toronto, ON M9W 5N1",7281-Bricklayers,1
,,Melrose Paving Co. Ltd.,"Mississauge, ON L5C 2V2",7312-Heavy-duty equipment mechanics,1
,,Metropolitan Toronto Convention Centre Corp.,"Toronto, ON M5V 2W6","0013-Senior managers - financial, communications and other business services",1
,,Mirvish Productions,"Toronto, ON M5V 1J2","5131-Producers, directors, choreographers and related occupations",2
,,Mississauga College of Technology,"Mississauga, ON L5B 2N5",4033-Educational counsellors,1
,,Mobilotto Systems Inc.,"Toronto, ON M5R 1B2",2173-Software engineers and designers,1
,,Montfort Ltd.,"Burlington, ON L7L 5Y6",6322-Cooks,1
,,Morneau Shepell Ltd.,"Toronto, ON M3C 1W3","0013-Senior managers - financial, communications and other business services",1
,,Mozy's Shawarma Inc.,"Waterloo, ON N2J 2Y8",6322-Cooks,1
,,Multi-Mold Plastics Inc.,"Concord, ON L4K 1G6",9422-Plastics processing machine operators,1
,,National Angel Capital Organization,"Toronto, ON M5G 1M1",1221-Administrative officers,1
,,New Concepts Trading Inc.,"Mississauga, ON L5B 2X7",6315-Cleaning supervisors,1
,,New Golden Horse Tours (Canada) Ltd,"Markham, ON L3R 0G6","6313-Accommodation, travel, tourism and related services supervisors",1
,,Niagara Health System,"St Catharines, ON L2S 0A9",3111-Specialist physicians,1
,,Nimble Content Inc.,"Toronto, ON M5V 1J2","5131-Producers, directors, choreographers and related occupations",2
,,Nortex Roofing Ltd.,"Etobicoke, ON M9W 1N1",7291-Roofers and shinglers,4
,,North America General Contractor Ltd.,"Toronto, ON M6N 5B3",7271-Carpenters,1
,,North American Universal Dil Ser Corporation,"Toronto, ON M3J 3H7",0621-Retail and wholesale trade managers,1
,,North Shore Media Inc.,"Hamilton, ON L8P 1J3",5135-Actors and comedians,1
,,North Star Cement Finish Inc.,"Toronto, ON M6J 2Z6",7282-Concrete finishers,1
,,Nous Infosystems Private Ltd,"Mississauga, ON L4Z 1H8",4163-Business development officers and marketing researchers and consultants,1
,,O. C. TANNER RECOGNITION COMPANY LIMITED,"Burlington, ON L7L 4Y8",2173-Software engineers and designers,1
,,Obsidian Group Inc.,"Mississauga, ON L5N 3S7","0013-Senior managers - financial, communications and other business services",1
,,Odys Contracting Ltd.,"Mississauga, ON L5A 2M9","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,OHL Construction Canada Inc.,"Toronto, ON L4V 1T1",2131-Civil engineers,1
,,Olympos Ltd.,"Sudbury, ON P3C 1V8",0631-Restaurant and food service managers,1
,,Ontario College Of Art & Design University,"Toronto, ON M5T 1W1",4011-University professors and lecturers,1
,,Ontario Teachers' Pension Plan Board,"Toronto, ON M2M 4H5",1112-Financial and investment analysts,1
,,OPC TV Inc.,"Toronto, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",1
,,Orchard Apartments (2503-2507) Inc.,"Mississauga, ON L5B 4M9",6315-Cleaning supervisors,1
,,Orthotic Concept Inc.,"Markham, ON L3R 0H7",6211-Retail sales supervisors,1
,,Ottawa Academic Cardiology Management Corp,"Ottawa, ON K1H 6L7",3111-Specialist physicians,1
,,Ottawa Dance Sport Inc.,"Ottawa, ON K2J 6J9",5134-Dancers,1
,,Ozone Resources Ltd.,"Scarborough, ON M1R 3B7",6221-Technical sales specialists - wholesale trade,1
,,P&P Professional Services Inc.,"Milton, ON L9T 8N1",3112-General practitioners and family physicians,1
,,Pandora Jewelry Ltd.,"Toronto, ON M9C 5K5","1123-Professional occupations in advertising, marketing and public relations",1
,,Pantos Logistics Canada Inc.,"Etobicoke, ON M9W 7K4",0731-Managers in transportation,1
,,Partners Film Inc.,"Toronto, ON M5A 3C4","5131-Producers, directors, choreographers and related occupations",7
,,Parvasi Weekly Inc.,"Mississauga, ON L4T 0A7","1123-Professional occupations in advertising, marketing and public relations",1
,,PDM Carpenters Ltd.,"Toronto, ON M6E 3X3",7271-Carpenters,1
,,Pearle Hospitality Inc.,"Ancaster, ON L9G 4V5","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Peninsula Cutting & Coring Inc.,"Welland, ON L3C 3W6","7372-Drillers and blasters - surface mining, quarrying and construction",1
,,Peninsula Motor Sales Ltd.,"Owen Sound, ON N4K 6H6",7322-Motor vehicle body repairers,1
,,Perfect Choice Psychological Service Inc.,"Scarborough, ON M1V 3S1",1243-Medical administrative assistants,1
,,Pine Valley Corporation,"Concord, ON L4K 3S6",7282-Concrete finishers,5
,,Pocket Knife Productions Inc.,"Toronto, ON M4M 0A1",5135-Actors and comedians,1
,,,,5241-Graphic designers and illustrators,1
,,PowerTel Utilities Contractors Limited,"Whitefish, ON P0M 3E0",7244-Electrical power line and cable workers,40
,,PR Foam Insulation Inc,"Scarborough, ON M1P 2G9",7271-Carpenters,1
,,Preet Logistics LTD.,"Hornby, ON L0P 1E0","7305-Supervisors, motor transport and other ground transit operators",1
,,Preetel Communications Inc.,"Brampton, ON L6S 5N3",7246-Telecommunications installation and repair workers,1
,,Prem Sweets and Restaurant,"Brampton, ON L6P 2R2",6322-Cooks,2
,,Prica Group Construction Management Inc.,"Waterloo, ON N2V 2M7","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",10
,,,,7271-Carpenters,8
,,,,"7284-Plasterers, drywall installers and finishers and lathers",9
,,Primero Mining Corporation,"Toronto, ON M5K 1H1","0016-Senior managers - construction, transportation, production and utilities",1
,,Pro-Plus Electric Inc.,"Mississauga, ON L4W 3T5",7241-Electricians (except industrial and power system),1
,,Prosysco Ltd.,"Mississauga, ON L5T 2J3","7201-Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",1
,,Province of Ontario,"Toronto, ON M7A 1A1",1111-Financial auditors and accountants,1
,,Public Services and Procurement Canada,"Ottawa, ON K1A 0S5","5125-Translators, terminologists and interpreters",24
,,Pyung Hwa Food Company Inc.,"Toronto, ON M9L 1M9",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Quality and Company Inc.,"Mississauga, ON L4K 5N8",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Queen's University,"Kingston, ON K7L 3N6",4011-University professors and lecturers,2
,,Radke Films Ltd,"Toronto, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",4
,,RB&W Corporation of Canada Ltd.,"Mississauga, ON L4W 1G7","0016-Senior managers - construction, transportation, production and utilities",1
,,Real Time System Inc.,"Etobicoke, ON M9W 5N6",2174-Computer programmers and interactive media developers,1
,,Regional Sewer and Watermain Ltd.,"Cambridge, ON N3H 4R8",7282-Concrete finishers,1
,,Rehoboth Reformed School Society,"Norwich, ON N0J 1P0",4217-Other religious occupations,1
,,RELIABLE CANADIAN CONTRACTORS RCC CORPORATION,"Toronto, ON M5R 1G4",6321-Chefs,1
,,Remax Professionals,"Etobicoke, ON M9B 6G8","1211-Supervisors, general office and administrative support workers",1
,,Revolver Films Inc.,"Toronto, ON M5V 2B3","5131-Producers, directors, choreographers and related occupations",2
,,Rideau Gymnastics,"Ottawa, ON K2L 2N2",5252-Coaches,3
,,Rio2 Limited,"Toronto, ON M5J 2S1","0016-Senior managers - construction, transportation, production and utilities",1
,,Robotics Process Automation Implementation Inc,"Picton, ON K0K 2T0",2173-Software engineers and designers,1
,,Rogers Communications Canada Inc.,"Toronto, ON M4W 1G9","0013-Senior managers - financial, communications and other business services",2
,,,,0213-Computer and information systems managers,1
,,Rolark Stainless Steel Inc.,"Woodbridge, ON L4H 0S4",7231-Machinists and machining and tooling inspectors,1
,,Royal Garden Inc.,"Milton, ON L9T 5E4",6322-Cooks,2
,,Royale Rubis Limited,"Markham, ON L3R 3P3","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Ryerson University,"Toronto, ON M5B 2K3",4011-University professors and lecturers,1
,,S.A. Concrete and Drain,"Kitchener, ON N2R 0B3",7282-Concrete finishers,2
,,S.G.I. MASONRY LTD.,"Toronto, ON M6H 2E5",7281-Bricklayers,1
,,Safety First Security Services Inc.,"Scarborough, ON M1S 3L1","1211-Supervisors, general office and administrative support workers",1
,,,,6316-Other services supervisors,1
,,Sans Shoes,"Stirling, ON K0K 3E0","5131-Producers, directors, choreographers and related occupations",1
,,Santo Fine Meats & Deli Ltd.,"North York, ON M3M 1H7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,SDN Home Furnishing Inc.,"Kitchener, ON N2P 2Y6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Selective Windows & Doors Inc.,"Mississauga, ON L4N 8H3",7271-Carpenters,1
,,Sequoia Content Limited,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",5
,,Siemens Canada Limited,"Oakville, ON L6H 0H6",1122-Professional occupations in business management consulting,2
,,,,2132-Mechanical engineers,1
,,Sifto Canada Corporation,"Goderich, ON N7A 3Y9","0016-Senior managers - construction, transportation, production and utilities",1
,,"Sillywalk Games, Inc.","Toronto, ON M5B 1N9","0013-Senior managers - financial, communications and other business services",1
,,Silverspoon Inc.,"Mississauga, ON L5V 0A6",6322-Cooks,3
