"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (January-March)",,,,, 
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions 
,,Ferme H. Daigneault & fils Inc.,"St. Michel, QC J0L 2J0",8431-General farm workers,14
,,Ferme H.P. Gagnon & Fils Inc.,"Laterrière, QC G7N 1N7",8431-General farm workers,4
,,Ferme Haeck SENC,"Mercier, QC J6R 2L1",8431-General farm workers,24
,,Ferme Hamelon (JDF) & Fils Inc.,"STE-ÉLISABETH-DE-WARWICK, QC J0A 1M0",8431-General farm workers,4
,,Ferme Hec-Bert Inc,"Saint-Épiphane, QC G0L 2X0",8431-General farm workers,1
,,Ferme Hermel Dubé & Fils inc.,"DÉGELIS, QC G5T 1B7",8431-General farm workers,1
,,Ferme Holdream Inc,"St-Honoré-de-Shenley, QC G0M 1V0",8431-General farm workers,1
,,Ferme Imperiale SENC.,"Noyan, QC J0J 1B0",8431-General farm workers,2
,,Ferme Irma Inc,"St-Albert, QC J0A 1E0",8431-General farm workers,2
,,Ferme Isabelle Inc.,"COTEAU-DU-LAC, QC J0P 1B0",8431-General farm workers,9
,,Ferme J. Ouimet inc.,"St-Roch De L'achigan, QC J0K 3H0",8431-General farm workers,4
,,Ferme J. Veillette Inc.,"St-Maurice, QC G0X 2X0",8431-General farm workers,1
,,Ferme J.A. Lauzon Inc.,"BROWNSBURG-CHATHAM, QC J8G 2G7",8431-General farm workers,3
,,Ferme J.C. Lachance et Fils inc.,"ST-AUGUSTIN-DE-DESMAURES, QC G3A 1V9",8431-General farm workers,2
,,Ferme J.C. Prémont & fils inc.,"STE-FAMILLE ÎLE ORLEANS, QC G0A 3P0",8431-General farm workers,1
,,Ferme J.E. Barbeau,"Ste-Clotilde-de-Chateauguay, QC J0L 1W0",8431-General farm workers,4
,,Ferme J.G. Guillet et Fils inc.,"Saint-Damase, QC J0H 1J0",8431-General farm workers,3
,,Ferme J.L. Leblanc inc.,"St-Jacques, QC J0K 2R0",8431-General farm workers,16
,,Ferme J.M. Puppynck inc.,"Sainte-Hélène, QC J0H 1M0",8431-General farm workers,1
,,Ferme J.P. Desgroseilliers et Fils senc,"SAINT-RÉMI, QC J0L 2L0",8431-General farm workers,2
,,Ferme Jacmi Inc.,"St-Damase, QC J0H 1J0",8431-General farm workers,2
,,Ferme Jacques Michaud Inc.,"Sherrington, QC J0L 2N0",8431-General farm workers,13
,,Ferme Janir Inc,"Alma, QC G8E 1A6","5232-Other performers, n.e.c.",2
,,Ferme Jardin Champs de Rêves (2014) inc.,"Vaudreuil-Dorion, QC J7T 2C8",8432-Nursery and greenhouse workers,5
,,Ferme Jarold Inc.,"St-Charles, QC G0R 2T0",8431-General farm workers,10
,,Ferme Jaslyn enr.,"Ste-Anne-de-La-Pocatière, QC G0R 1Z0",8431-General farm workers,1
,,Ferme Jean Forest & Fils Inc,"Saint-Jacques, QC J0K 2R0",8431-General farm workers,12
,,Ferme Jeandon inc.,"SAINT-ROCH-DES-AULNAIES, QC G0R 4E0",8431-General farm workers,2
,,Ferme Jeannoise du Lac SENC,"Alma, QC G8B 5V2",8431-General farm workers,1
,,Ferme Jean-Pierre Plante inc.,"St-Laurent-de-l'Île-d'Orléans, QC G0A 3Z0",8431-General farm workers,40
,,Ferme JML Robert senc.,"Saint-Pie, QC J0H 1W0",8431-General farm workers,6
,,Ferme JNP Marcotte inc.,"St-Basile, QC G0A 3G0",8431-General farm workers,3
,,Ferme Joel Lavoie et Fils inc.,"STE-LUCE, QC G0K 1P0",8431-General farm workers,2
,,FERME JOHANOIS INC.,"SAINT-JEAN-DE-DIEU, QC G0L 3M0",8431-General farm workers,1
,,Ferme Jonathan St-Onge inc,"Yamaska, QC J0G 1W0",8431-General farm workers,47
,,Ferme Josef Husler Senc.,"Farnham, QC J2N 2R2",8431-General farm workers,2
,,Ferme JP Côté et fils inc.,"Neuville, QC G0A 2R0",8431-General farm workers,2
,,Ferme JSD Patenaude SENC,"Napierville, QC J0J 1L0",8431-General farm workers,5
,,Ferme Kakou Senc,"Cacouna, QC G0L 1G0",8431-General farm workers,1
,,Ferme Kingsbury inc.,"ST-ANDRÉ-ARGENTEUIL, QC J0V 1X0",8431-General farm workers,1
,,Ferme Kingsey inc.,"Kingsey-Falls, QC J0A 1B0",8431-General farm workers,1
,,Ferme L.Campbell & Fils Inc.,"Sainte-Sabine, QC J0J 2B0",8431-General farm workers,1
,,Ferme L.M. Drainville & Fils Inc.,"ST-THOMAS, QC J0K 3L0",8431-General farm workers,6
,,Ferme La Ronchonnerie inc.,"LYSTER, QC G0S 1V0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Ferme La Tremblaie S.E.N.C,"Les Éboulements, QC G0A 2M0",8431-General farm workers,1
,,Ferme Labbé et Fils Inc.,"Saint-Odilon, QC G0S 3A0",8431-General farm workers,2
,,Ferme Laitière Ambijoie inc.,"Mirabel, QC J7N 2R8",8431-General farm workers,1
,,Ferme Laitière Cotoisie inc.,"L'ISLE-VERTE, QC G0L 1K0",8431-General farm workers,1
,,Ferme Laitière du Village inc.,"SAINTE-AGATHE-DE-LOTBINIÈRE, QC G0S 2A0",8431-General farm workers,1
,,Ferme laitière L.G.N.(senc),"REPENTIGNY, QC J5Z 4C7",8431-General farm workers,1
,,Ferme Laitière Ouellet inc.,"St-Alexandre, QC G0L 2G0",8431-General farm workers,1
,,Ferme Laitmonde inc.,"St-François, QC G0R 3A0",8431-General farm workers,1
,,Ferme LaitRoy Inc.,"THETFORD MINES, QC G6G 5R6",8431-General farm workers,1
,,FERME LAIT'S GO INC.,"SAINT-BRUNO-DE-GUIGUES, QC J0Z 2G0",8431-General farm workers,1
,,Ferme Laliluc Inc.,"SAINT-JULES, QC G0N 1R0",8431-General farm workers,1
,,Ferme Lando & Fils inc.,"St-Patrice-de-Sherrington, QC J0L 2N0",8431-General farm workers,14
,,Ferme Langlois et fils enrg.,"Neuville, QC G0A 2R0",8431-General farm workers,5
,,Ferme Lareault,"Saint-Thomas, QC J0K 3L0",8431-General farm workers,28
,,Ferme Laroche et frère,"ST-PRIME, QC G8J 1X5",8431-General farm workers,1
,,Ferme Laurier inc.,"SAINT-BASILE, QC G0A 3G0",8431-General farm workers,2
,,Ferme L'Authentic,"WARWICK, QC J0A 1M0",8431-General farm workers,1
,,Ferme Laviolette inc.,"St-Étienne-des-Grès, QC G0X 2P0",8431-General farm workers,22
,,Ferme le Versant fruitier Senc.,"Sainte-Claire, QC G0R 2V0",8431-General farm workers,3
,,Ferme Legermau 2000 inc.,"St-Anicet, QC J0S 1M0",8431-General farm workers,1
,,Ferme Légil Inc.,"Princeville, QC G6L 4K4",8431-General farm workers,3
,,Ferme Léo Jacobs et fils Inc.,"CAP-SANTÉ, QC G0A 1L0",8431-General farm workers,3
,,Ferme Léonce Plante SENC,"Saint-Laurent-de-l'Île-d'Orléans, QC G0A 3Z0",8431-General farm workers,2
,,Ferme Leportage SENC,"Ste-Clotilde-de-Horton, QC J0A 1H0",8431-General farm workers,4
,,Ferme Les Cochons du Roy Inc.,"ST-MICHEL BELLECHASSE, QC G0R 2S0",8431-General farm workers,1
,,Ferme l'Espoir inc.,"VAL-JOLI, QC J1S 0E1",8431-General farm workers,1
,,Ferme Lévis inc.,"St-Henri, QC G0R 3E0",8431-General farm workers,1
,,Ferme Lidom Inc.,"St-Lin-Laurentides, QC J5M 2A2",8431-General farm workers,4
,,Ferme Lilogru Inc.,"Isle-aux-Grues, QC G0R 1P0",8431-General farm workers,1
,,Ferme Lise Charbonneau inc.,"SAINT-ROCH-OUEST, QC J0K 3H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,14
,,Ferme Lubéric inc.,"Rivière-Ouelle, QC G0L 2C0",8431-General farm workers,3
,,Ferme Lumatrick 2004 inc.,"St-Pie-de-Guire, QC J0G 1R0",8431-General farm workers,1
,,Ferme Lunick Inc.,"St-Eugène-de-Guigues, QC J0Z 3L0",8431-General farm workers,2
,,FERME M G PICHETTE INC,"ST-LÉON, QC J0K 2W0",8431-General farm workers,1
,,Ferme M. & J.C. Couture inc.,"Stratford, QC G0Y 1P0",8431-General farm workers,6
,,Ferme M. J. Alarie 2016 inc,"Sainte-Anne-des-Plaines, QC J0N 1H0",8431-General farm workers,48
,,Ferme M. J. Fillion Inc.,"LYSTER, QC G0S 1V0",8431-General farm workers,1
,,Ferme M.G. Proulx Inc.,"St-Placide, QC J0V 2B0",8431-General farm workers,1
,,Ferme M.J.B. inc.,"ANGE-GARDIEN, QC J0E 1E0",8431-General farm workers,2
,,Ferme Mafran Inc.,"SAINT-ALBERT, QC J0A 1E0",8431-General farm workers,2
,,Ferme Mailloux et fils senc,"Granby, QC J2J 0K4",8431-General farm workers,2
,,Ferme Manicouagan S.E.N.C,"Pointe-Lebel, QC G0H 1N0",8431-General farm workers,2
,,Ferme Mapi inc.,"Franklin, QC J0S 1E0",8431-General farm workers,1
,,Ferme Maquille inc,"St-Elphège, QC J0G 1J0",8431-General farm workers,1
,,Ferme Marcan Senc.,"DONNACONA, QC G3M 1A6",8431-General farm workers,1
,,Ferme Marcel Blais et Famille Inc,"LA PATRIE, QC J0B 1Y0",8431-General farm workers,2
,,Ferme Marcel Nadeau & Frères Inc.,"St-Bernard, QC G0S 2G0",8431-General farm workers,3
,,Ferme Marès senc,"DURHAM-SUD, QC J0H 2C0",8431-General farm workers,1
,,Ferme Marichon,"ST-JEAN-PORT-JOLI, QC G0R 3G0",8431-General farm workers,1
,,Ferme Marifranc inc.,"St-Norbert-d'Arthabaska, QC G0P 1B0",8431-General farm workers,1
,,Ferme Marinier Inc.,"Oka, QC J0N 1E0",8431-General farm workers,14
,,Ferme Marjolaine,"BÉCANCOUR, QC G9H 3E2",8431-General farm workers,1
,,Ferme Marland,"Ste-Marie, QC G6E 3A8",8431-General farm workers,2
,,Ferme Maroch et Fils Inc.,"ST-EPHREM-DE-BEAUCE, QC G0M 1R0",8431-General farm workers,1
,,Ferme Mathieu Lavoie Inc,"St-Alexis-de-Montcalm, QC J0K 1T0",8431-General farm workers,9
,,,,8432-Nursery and greenhouse workers,1
,,Ferme Maurice & Philippe Vaillancourt Inc.,"Saint-Laurent-de-l'Île-d'Orléans, QC G0A 3Z0",8431-General farm workers,82
,,FERME MAURICE MONDOR INC,"Lanoraie, QC J0K 1E0",8431-General farm workers,2
,,Ferme Maxi 2009 Inc,"St-Elphège, QC J0G 1J0",8431-General farm workers,2
,,Ferme MC Dubeault inc,"Saint-Eustache, QC J7R 0G3",8431-General farm workers,1
,,Ferme MC Mercier Inc.,"ST-ROCH-OUEST, QC J0K 3H0",8431-General farm workers,6
,,Ferme Michaca Inc.,"Elgin, QC J0S 2E0",8431-General farm workers,2
,,Ferme Michel et Nicole Crête Inc.,"Dundee, QC J0S 1L0",8431-General farm workers,2
,,Ferme Michel Santerre senc,"ST-ALEXANDRE, QC J0J 1S0",8431-General farm workers,1
,,Ferme Mijabo inc,"St-Léonard-d'Aston, QC J0C 1M0",8431-General farm workers,3
,,Ferme Milbross Inc,"KINGSEY FALLS, QC J0A 1B0",8431-General farm workers,2
,,Ferme Milvie Senc.,"ST-BENOIT- LABRE, QC G0M 1P0",8431-General farm workers,1
,,Ferme Mirolait inc.,"Ste-Gertrude-Manneville, QC J0Y 2L0",8431-General farm workers,1
,,FERME MONTREMI INC,"ST-RÉMI-DE-TINGWICK, QC J0A 1K0",8431-General farm workers,2
,,Ferme Morivan Inc.,"ST-BRUNO-LAC-SAINT-JEAN, QC G0W 2L0",8431-General farm workers,2
,,Ferme MS Turgeon inc.,"St-Charles, QC G0R 2T0",8431-General farm workers,1
,,Ferme Mylixy SENC,"RACINE, QC J0E 1Y0",8431-General farm workers,1
,,Ferme Mystique senc,"MIRABEL, QC J7N 2T5",8431-General farm workers,1
,,Ferme N.C.Lambert inc,"St-Léon-le-Grand, QC J0K 2W0",8431-General farm workers,1
,,Ferme Nabel Inc,"Saint-Jean-Port-Joli, QC G0R 3G0",8431-General farm workers,2
,,Ferme Nauly 2001 inc.,"Tingwick, QC J0A 1L0",8431-General farm workers,1
,,Ferme Norlou inc.,"St-Luc-de-Vincennes, QC G0X 3K0",8431-General farm workers,1
,,Ferme Normand Marsolais inc.,"St-Alexis, QC J0K 1T0",8431-General farm workers,1
,,Ferme O. Giguère & fils inc.,"Lavaltrie, QC J5T 3J6",8431-General farm workers,4
,,Ferme Onésime Pouliot Inc.,"St-Jean-de-l'Île-d'Orléans, QC G0A 3W0",8431-General farm workers,10
,,Ferme P.E. Toupin & Fils Inc,"Saint-Jean-Sur-Richelieu, QC J2Y 1J5",8431-General farm workers,1
,,FERME PAKY INC.,"SHAWINIGAN, QC G0X 1L0",8431-General farm workers,2
,,Ferme Paquette-Dessureaux,"Ste-Geniviève-de-Batiscan, QC G0X 2R0",8431-General farm workers,3
,,Ferme Pasqual Inc.,"MIRABLE, QC J7N 2P5",8431-General farm workers,1
,,Ferme Patro-De Inc.,"Saint-Flavien, QC G0S 2M0",8431-General farm workers,2
,,Ferme Paul Massicotte & Fils Inc.(Massibec),"Champlain, QC G0X 1C0",8431-General farm workers,7
,,Ferme Perreault Holstein Inc.,"Compton, QC J0B 1L0",8431-General farm workers,1
,,Ferme Pfeuti et Fils Inc.,"Coaticook, QC J1A 2S4",8431-General farm workers,2
,,Ferme Philippe Hubert Inc.,"Nicolet, QC J3T 1T6",8431-General farm workers,1
,,Ferme Pial inc,"St-Joseph-de-Kamouraska, QC G0L 3P0",8431-General farm workers,2
,,FERME PIC ROUGE INC.,"LYSTER, QC G0S 1V0",8431-General farm workers,1
,,Ferme Pikani inc.,"ST-DENIS-DE-LA-BOUTEILLERIE, QC G0L 2R0",8431-General farm workers,1
,,Ferme Pinardeau inc.,"ROQUEMAURE, QC J0Z 3K0",8431-General farm workers,1
,,Ferme Porcer enr.,"St-Étienne-de-Beauharnois, QC J0S 1S0",8431-General farm workers,1
,,Ferme Porcine Alco inc,"JOLY, QC G0S 1M0",8431-General farm workers,3
,,FERME PORCINE DE BEAUCE INC.,"SAINTE-ANGES, QC G0S 3E0",8431-General farm workers,1
,,Ferme Porc-Saint senc.,"SAINT-FRANÇOIS-XAVIER-DE-BROMPTON, QC J0B 2V0",8431-General farm workers,2
,,Ferme Prélude SENC,"HÉBERTVILLE, QC G8N 1B3",8431-General farm workers,1
,,Ferme Prés et Monts inc.,"POHÉNÉGAMOOK, QC G0L 1J0",8431-General farm workers,1
,,Ferme Provetaz Inc,"Compton, QC J0B 1L0",8431-General farm workers,2
,,FERME PUMARD INC,"ST-EUGÈNE, QC J0C 1J0",8431-General farm workers,2
,,Ferme Quecy inc.,"ST-ISIDORE, QC G0S 2S0",8431-General farm workers,2
,,Ferme R Legault 2001 Inc.,"St-Eustache, QC J7R 0E2",8431-General farm workers,5
,,Ferme R. Bordeleau inc,"Clerval, QC J0Z 1R0",8431-General farm workers,4
,,Ferme R. Kundert inc.,"Bécancour, QC G9H 4E6",8431-General farm workers,1
,,Ferme R. Lehoux SENC.,"ST-AGATHE-DE-LOTBINIÈRE, QC G0S 2A0",8431-General farm workers,1
,,Ferme R.D.S. Inc.,"Saint-Flavien, QC G0S 2M0",8431-General farm workers,6
,,Ferme R.Vaillancourt et Fils Inc.,"TROIS-RIVIÈRES, QC G8V 1Z1",8431-General farm workers,3
,,Ferme Racine et Fils SENC,"Dunham, QC J0E 1M0",8431-General farm workers,5
,,Ferme Ranjall inc.,"St-Christophe-d'Arthabaska, QC G6S 0N8",8431-General farm workers,1
,,Ferme Raymond Coutu et Fils senc,"ST-THOMAS, QC J0K 3L0",8431-General farm workers,1
,,Ferme Raymond Meunier s.e.n.c.,"Richelieu, QC J3L 6R3",8431-General farm workers,2
,,Ferme Rayo Inc.,"ST-PATRICE DE BEAURIVAGE, QC G0S 1B0",8431-General farm workers,1
,,Ferme Régika Inc.,"KAMOURASKA, QC G0L 1M0",8431-General farm workers,1
,,Ferme Régil Inc.,"SALABERRY-DE-VALLEYFIELD, QC J6S 5P9",8431-General farm workers,25
,,Ferme Réjean Garon et fils Inc,"SAINT-DENIS-DE-LA-BOUTEIL, QC G0L 2R0",8431-General farm workers,1
,,Ferme Renaud & Hélène Giguère & Fils Inc.,"ST-JOSEPH-DE-BEAUCE, QC G0S 2V0",8431-General farm workers,1
,,Ferme René Gauthier inc.,"Ste-Irénée, QC G0T 1V0",8431-General farm workers,2
,,Ferme René Perreault Inc.,"Ste-Anne-de-la-Pérade, QC G0X 2J0",8431-General farm workers,1
,,Ferme Retoma Inc.,"Saint-Blaise-sur-Richelieu, QC J0J 1W0",8431-General farm workers,2
,,Ferme Rhetaise Inc.,"Nicolet, QC J3T 1T5",8431-General farm workers,2
,,Ferme Richer Inc,"St-Paul-de-l'Île-aux-Noix, QC J0J 1G0",8431-General farm workers,3
,,Ferme Rioukioux inc.,"SAINT-SIMON, QC G0L 4C0",8431-General farm workers,1
,,Ferme Riviera Poirier inc.,"Sainte-Élisabeth, QC J0K 2J0",8431-General farm workers,1
,,Ferme Robec inc.,"Mont St-Grégoire, QC J0J 1K0",8431-General farm workers,2
,,Ferme Robert & Johanne Deneault inc.,"St-Valentin, QC J0J 2E0",8431-General farm workers,1
,,FERME ROCH VERNER ET FILS INC,"St-Stanislas-de-Kostka, QC J0S 1W0",8431-General farm workers,1
,,Ferme Rocheleau Inc.,"Pont-Rouge, QC G3H 1C5",8431-General farm workers,2
,,Ferme Rochon et Frère Inc.,"Mirabel, QC J7N 2R9",8431-General farm workers,4
,,Ferme Roclan inc,"ST-MICH-DE-BELLECHASSE, QC G0R 3S0",8431-General farm workers,1
,,Ferme Rodi inc.,"SAINT-PAULIN, QC J0K 3G0",8431-General farm workers,2
,,Ferme Rodveil Holstein Inc.,"St-Simon-les-Mines, QC G0M 1K0",8431-General farm workers,2
,,Ferme Ro-Ger Fortin et fils SENC,"SAINT-HENRI-DE-TAILLON, QC G0W 2X0",8431-General farm workers,2
,,Ferme Roneau inc.,"ST-JEAN-PORT-JOLI, QC G0R 3G0",8431-General farm workers,1
,,Ferme Roulante 1999 inc,"Tingwick, QC J0A 1L0",8431-General farm workers,2
,,Ferme Roxsam inc.,"St-Lambert-de-Lauzon, QC G0S 2W0",8431-General farm workers,2
,,Ferme Royala Inc.,"ST-JOSEPH-DE-BEAUCE, QC G0S 2V0",8431-General farm workers,1
,,Ferme Ruckstuhl senc,"Sainte-Sabine, QC J0J 2B0",8431-General farm workers,1
,,Ferme Ruel & Fils Inc,"Saint-Gervais, QC G0R 3C0",8431-General farm workers,1
,,Ferme Saindon et fils inc.,"Saint-Alexandre, QC G0L 2G0",8431-General farm workers,1
,,Ferme Samson et Fils (1987) senc,"Farnham, QC J2N 2P9",8431-General farm workers,4
,,Ferme Samuel Bérubé Inc,"Ste-Mélanie, QC J0K 3A0",8431-General farm workers,5
,,Ferme Saniben inc.,"St-François-de-la-Rivière-sud, QC G0R 3A0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Ferme Serge Nadon (9029-2111 Qc. inc),"Laval, QC H7P 4L7",8431-General farm workers,6
,,Ferme Sergyanic inc.,"SAINT-URBAIN-PREMIER, QC J0S 1Y0",8431-General farm workers,1
,,Ferme Son'y inc.,"Val Joli, QC J1S 0G2",8431-General farm workers,2
,,Ferme Soulard et Ladouceur,"Lévis, QC G7A 2A1",8431-General farm workers,3
,,Ferme Stéphane Gosselin inc.,"St-Laurent Ile d'Orléans, QC G0A 3Z0",8431-General farm workers,2
,,Ferme Stéphane Wolfe Inc.,"St-Jacques, QC J0K 2R0",8431-General farm workers,11
,,Ferme Ste-Sophie Inc.,"Ste-Sophie-de-Levrard, QC G0X 3C0",8431-General farm workers,3
,,Ferme St-Justin S.E.N.C.,"Joliette, QC J6E 2L6",8431-General farm workers,1
,,Ferme St-Ours Inc.,"St-Ours, QC J0G 1P0",8431-General farm workers,1
,,Ferme St-Pierre Inc.,"Courcelles, QC G0M 1C0",8431-General farm workers,3
,,Ferme Strebel Et Fils Inc.,"Saint-Blaise-sur-Richelieu, QC J0J 1W0",8431-General farm workers,2
,,Ferme Succession Yves Lessard,"STE-URSULES, QC J0K 3M0",8431-General farm workers,1
,,Ferme Sylvain et Pascal Vincent Inc.,"Franklin, QC J0S 1E0",8431-General farm workers,2
,,Ferme Syslic enr,"Ste-Justine-de-Newton, QC J0P 1T0",8431-General farm workers,2
,,Ferme T & N Giroux Inc.,"St-Bernard, QC G0S 2G0",8431-General farm workers,4
,,Ferme Ti-Dre Inc,"SAINT-PIERRE-DE-BROUGHTON, QC G0N 1T0",8431-General farm workers,1
,,Ferme Turcotte et Fils Senc.,"St-Bruno (Lac St-Jean), QC G0W 2L0",8431-General farm workers,1
,,Ferme U. Grégoire et Fils Inc.,"Saint-Blaise-sur-Richelieu, QC J0J 1W0",8431-General farm workers,2
,,FERME UNIK INC.,"FARNHAM, QC J2N 2N4",8431-General farm workers,1
,,Ferme Valupierre Inc.,"St-Laurent I.O., QC G0A 3Z0",8431-General farm workers,6
,,Ferme Verhaegen Inc.,"Clarenceville, QC J0J 1B0",8431-General farm workers,2
,,Ferme Viajac et Fils SENC,"MIRABEL, QC J7N 2T4",8431-General farm workers,1
,,Ferme Vi-ber inc.,"ST-FRANÇOIS, QC J2T 5H3",8431-General farm workers,3
,,Ferme Vie-Belle Inc.,"Matane, QC G4W 9G8",8431-General farm workers,1
,,Ferme YM Lacasse senc,"Rouyn-Noranda, QC J0Z 1S0",8431-General farm workers,2
,,Ferme Yves Croteau & fils inc.,"Upton, QC J0H 2E0",8431-General farm workers,1
,,FERME YVES LACOSTE & FILS INC,"Upton, QC J0H 2E0",8431-General farm workers,4
,,Ferme Yvon Boyer Inc.,"St-Michel, QC J0L 2J0",8431-General farm workers,12
,,Ferme Yvon Richard et Fils inc.,"Pont-Rouge, QC G3H 1C5",8431-General farm workers,2
,,Fermes Éthier inc.,"MIRABEL, QC J7J 1P3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,23
,,Fermes J.N. Beauchemin & Fils Inc.,"Saint-Ours, QC J0G 1P0",8431-General farm workers,1
,,Fermes M & R Guilbault Inc (Les),"Saint-Esprit, QC J0K 2L0",8431-General farm workers,4
,,Fermes Terrace Bank Inc.,"Howick, QC J0S 1G0",8431-General farm workers,1
,,Fermes Trudeau Inc.,"St-Mathieu-de-Beloeil, QC J3G 0E3",8431-General farm workers,67
,,Fiducie La Belle Alliance,"SHEFFORD, QC J2M 1B2",8431-General farm workers,3
,,Floralies Jouvence enr.,"Québec, QC G2G 2R2",8431-General farm workers,3
,,Florian Robert & Fils Inc,"St-Michel, QC J0L 2J0",8431-General farm workers,12
,,Forêt Bleue inc.,"Chicoutimi, QC G7K 1C6",8431-General farm workers,2
,,Fraisebec Inc.,"Ste-Anne-des-Plaines, QC J0N 1H0",8431-General farm workers,182
,,Fraisière Du Nord Est inc.,"Sainte-Luce, QC G0K 1P0",8431-General farm workers,4
,,Fraisière Faucher Inc.,"Pont-Rouge, QC G3H 1L2",8431-General farm workers,71
,,Fraisière Lebel,"Saint-Arsène, QC G0L 2K0",8431-General farm workers,26
,,Fraisière Lemelin SENC,"Saint-François-de-l'Île-d'Orléans, QC G0A 3S0",8431-General farm workers,50
,,Fraisière ROU.G.I. et Fils Inc.,"Sainte-Sabine, QC J0J 2B0",8431-General farm workers,21
,,Fraisière Talfor,"Plessisville, QC G6L 2Y2",8431-General farm workers,9
,,Francois & Lise Methot inc.,"LÉVIS, QC G7A 2N7",8431-General farm workers,54
,,Fruits et Légumes R.G. Inc.,"L'ISLET, QC G0R 1X0",8431-General farm workers,9
,,G Locas et frères Inc,"SAINT-ROCH-DE-L'ACHIGAN, QC J0K 3H0",8431-General farm workers,3
,,G.D. Hébert Senc.,"SAINT-CONSTANT, QC J5A 2E7",8431-General farm workers,1
,,G.Labbé & Fils Inc.,"SAINT-ODILON-DE-CRANBOURNE, QC G0S 3A0",8431-General farm workers,2
,,Gabriel Turgeon inc,"ST-FLAVIEN, QC G0S 2M0",8431-General farm workers,5
,,Gazon Laurendeau Inc,"Maskinongé, QC J0K 1N0",8431-General farm workers,2
,,Gazonnière Bastien & Fils Inc.,"Terrebonne, QC J6X 0B2",8431-General farm workers,5
,,GAZONNIÈRE G.L. LEBEAU INC,"MIRABEL, QC J7J 0V9",8431-General farm workers,2
,,Gazonnière Lavaltrie Inc.,"Lavaltrie, QC J5T 3P3",8431-General farm workers,5
,,,,8432-Nursery and greenhouse workers,1
,,Gérard Asselin & Fils Ltée,"Notre-Dame-de-Lourdes, QC J0K 1K0",8431-General farm workers,2
,,Gérard Bergeron et fils Inc,"St-Léon-le-Grand, QC J0K 2W0",8431-General farm workers,6
,,Gestion Alivan Inc,"Montréal, QC H4E 1A4",8431-General farm workers,3
,,Gestions YFL inc.,"LAC DROLET, QC G0Y 1C0",8431-General farm workers,1
,,Gidavin Inc,"Ste-Mélanie, QC J0K 3A0",8432-Nursery and greenhouse workers,9
,,Gosselin G2 Inc.,"SAINT-AUGUSTIN-DE-DESMAURES, QC G3A 1V9",8431-General farm workers,7
,,Groupe Fleurineau inc,"Laval, QC H7X 4A8",8431-General farm workers,4
,,Groupe Ladouceur Inc.,"MIRABEL, QC J7J 1P3",8431-General farm workers,4
,,Groupe Lieutenant Inc.,"Stoke, QC J0B 3G0",8431-General farm workers,2
,,Groupe Passeporc S.E.N.C.,"SAINT-SÉBASTIEN, QC J0J 2C0",8431-General farm workers,2
,,Groupe Pelletier Gaspésie inc,"BAIE-DES-SABLES, QC G0J 1C0",8431-General farm workers,1
,,Guérin & Frères 2000 Inc.,"St-Michel, QC J0L 2J0",8431-General farm workers,14
,,Guinois & Frères Ltée,"St-Isidore, QC J0L 2A0",8431-General farm workers,3
,,,,8432-Nursery and greenhouse workers,76
,,Houblon des Jarrets Noirs,"St-Bernard, QC G0S 2G0",8431-General farm workers,14
,,Houblons Pontiac S.E.N.C,"LUSKVILLE, QC J0X 2G0",8431-General farm workers,2
,,Inter Agro Inc.,"ST-ISIDORE, QC G0S 2S0",8431-General farm workers,2
,,Isabelle Inc.,"St-Michel, QC J0L 2J0",8431-General farm workers,43
,,J.J. Croteau Inc.,"Saint-Fortunat, QC G0P 1G0",8432-Nursery and greenhouse workers,6
,,Jardin Dion Inc.,"Ste-Thérèse, QC J7E 2A9",8432-Nursery and greenhouse workers,7
,,Jardin Du Coin Inc.,"TROIS-RIVIÈRES, QC G9B 6Z5",8432-Nursery and greenhouse workers,4
,,Jardin Hamel Inc.,"L'ancienne-Lorette, QC G2E 2H3",8431-General farm workers,3
,,Jardinier Huard Inc.,"Saint-Joseph, QC G0S 2V0",8431-General farm workers,2
,,Jardins D. Pro inc.,"Sainte-Clotilde, QC J0L 1W0",8431-General farm workers,12
,,Jardins Du Suroit (Les),"Côteau-du-Lac, QC J0P 1B0",8431-General farm workers,20
,,JARDINS M. LAVOIE & FILS INC.,"Rawdon, QC J0K 1S0",8431-General farm workers,4
,,Jardins Martin Riendeau Inc.,"St-Rémi, QC J0L 2L0",8431-General farm workers,8
,,Jardins Mil'Herbes SENC,"St-Eustache, QC J7R 0E4",8431-General farm workers,2
,,Jardins Paquette Inc,"Sutton, QC J0E 2K0",8432-Nursery and greenhouse workers,2
,,Jardins Purdélys inc.,"St-Isidore, QC J0L 2A0",8431-General farm workers,2
,,Jardins Ricard Inc.,"Louiseville, QC J5V 2L4",8431-General farm workers,29
,,Jardins Vinet,"St-Rémi, QC J0L 2L0",8431-General farm workers,24
,,,,8432-Nursery and greenhouse workers,7
,,Jardissimo inc.,"Prévost, QC J0R 1T0",8432-Nursery and greenhouse workers,4
